序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,rule3_sinal
1460,600236,桂冠电力,6.67,1.99,0.13,246102.0,163298648.0,2.45,6.68,6.52,6.55,6.54,0.99,0.31,18.22,3.1,52575459939.0,52575459939.0,0.0,0.0,6.21,24.91,True
2758,000852,石化机械,6.24,0.81,0.05,113683.0,70678728.7,1.62,6.27,6.17,6.21,6.19,0.8,1.21,52.95,1.93,5966324139.0,5871848605.0,0.32,0.16,20.7,1.46,True
4474,603230,内蒙新华,13.16,-0.23,-0.03,64270.0,84698478.0,2.2,13.3,13.01,13.03,13.19,1.01,7.19,11.81,1.72,4652362680.0,1176517160.0,0.08,-0.08,30.3,-12.56,True
