序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
362,600726,华电能源,2.28,2.7,0.06,584843.0,131990025.0,2.7,2.28,2.22,2.23,2.22,3.31,2.13,29.87,4.44,18028726559.0,6263946222.0,0.0,0.44,-8.8,-0.44,电力行业,True
392,601369,陕鼓动力,8.51,2.53,0.21,281871.0,237274668.0,3.61,8.54,8.24,8.28,8.3,2.49,1.67,16.53,1.73,14684847771.0,14393535153.0,-0.12,0.12,-3.95,-2.18,通用设备,True
431,002566,益盛药业,7.09,2.31,0.16,59664.0,41615444.66,3.32,7.1,6.87,6.91,6.93,1.91,2.57,49.07,1.06,2346446844.0,1643394418.0,0.14,0.28,-7.68,3.96,中药,True
476,600639,浦东金桥,11.12,2.02,0.22,86233.0,95047807.0,2.02,11.12,10.9,10.91,10.9,2.03,1.01,12.46,0.86,12481231370.0,9454632137.0,0.09,0.09,-2.11,0.18,房地产开发,True
501,600737,中粮糖业,9.67,1.9,0.18,295828.0,284276374.0,2.11,9.68,9.48,9.48,9.49,1.62,1.38,13.35,1.88,20682662365.0,20682662365.0,0.1,0.1,-2.42,-5.29,食品饮料,True
529,600578,京能电力,3.41,1.79,0.06,404151.0,136532135.0,2.09,3.41,3.34,3.38,3.35,1.65,0.6,12.1,1.05,22828657661.0,22828657661.0,0.0,0.0,-7.59,-3.13,电力行业,True
593,000767,晋控电力,2.59,1.57,0.04,277161.0,71259616.51,1.96,2.59,2.54,2.54,2.55,1.86,0.95,-19.52,1.38,7969280347.0,7542718269.0,0.0,0.78,-8.16,2.37,电力行业,True
659,000792,盐湖股份,16.71,1.4,0.23,559414.0,925188405.37,2.43,16.78,16.38,16.42,16.48,1.38,1.06,21.11,2.52,88422177160.0,88420677103.0,0.0,0.0,-5.16,1.52,化肥行业,True
671,000875,吉电股份,5.26,1.35,0.07,512071.0,267846237.49,1.73,5.27,5.18,5.2,5.19,1.85,1.84,10.12,1.11,19079443493.0,14675222733.0,0.0,0.0,-5.57,0.0,电力行业,True
675,000709,河钢股份,2.25,1.35,0.03,820950.0,182519317.0,2.25,2.25,2.2,2.22,2.22,0.98,0.79,30.67,0.45,23258522457.0,23254677896.0,0.45,0.0,-5.46,1.81,钢铁行业,True
718,002083,孚日股份,4.91,1.24,0.06,148026.0,72161516.22,1.44,4.91,4.84,4.85,4.85,0.95,1.56,10.36,1.01,4647997549.0,4646458264.0,0.0,0.0,-3.73,0.41,纺织服装,True
727,300164,通源石油,4.15,1.22,0.05,318324.0,130984613.93,2.2,4.15,4.06,4.1,4.1,1.68,5.46,38.06,1.79,2442103310.0,2420324729.0,0.0,0.24,-14.08,-2.58,采掘行业,True
734,600269,赣粤高速,5.05,1.2,0.06,209642.0,105019377.0,1.4,5.05,4.98,5.0,4.99,1.36,0.9,9.23,0.63,11793805421.0,11793805421.0,0.2,0.2,-5.96,-9.98,铁路公路,True
743,002267,陕天然气,7.69,1.18,0.09,75964.0,58079857.75,1.71,7.71,7.58,7.6,7.6,1.49,0.68,12.26,1.28,8551860172.0,8551860172.0,0.0,0.13,-7.01,-8.99,燃气,True
750,003020,立方制药,19.14,1.16,0.22,13660.0,25983773.06,2.96,19.37,18.81,18.98,18.92,0.89,0.99,23.08,2.16,3660725970.0,2642026515.0,0.0,0.21,-1.34,7.29,化学制药,True
760,002318,久立特材,23.23,1.13,0.26,57064.0,130834903.56,3.05,23.27,22.57,22.97,22.97,0.84,0.6,16.29,2.99,22699675826.0,22179119448.0,-0.09,-0.04,-5.95,-0.77,钢铁行业,True
798,002539,云图控股,7.93,1.02,0.08,133488.0,105133166.16,1.66,7.95,7.82,7.9,7.85,0.94,1.51,10.73,1.12,9577249433.0,7003300676.0,0.0,0.13,-2.58,2.72,化肥行业,True
806,001299,美能能源,12.94,1.01,0.13,32586.0,41926662.54,2.42,13.0,12.69,12.86,12.81,2.07,6.36,33.35,1.92,2427281279.0,663374781.0,-0.08,0.0,-5.48,4.02,燃气,True
