序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
182,603855,华荣股份,20.6,6.35,1.23,40183.0,81318588.0,7.8,20.88,19.37,19.49,19.37,2.68,1.2,16.23,3.57,6953715400.0,6871212400.0,0.24,0.1,30.13,8.65,专用设备,True
299,603105,芯能科技,9.25,4.76,0.42,215270.0,197897699.0,4.98,9.3,8.86,8.86,8.83,2.37,4.31,18.65,2.27,4625049599.0,4625049599.0,0.0,0.33,24.5,-19.07,光伏设备,True
409,002126,银轮股份,18.0,3.93,0.68,192244.0,341943531.22,4.21,18.05,17.32,17.32,17.32,2.39,2.46,18.59,2.47,14976962568.0,14071901472.0,0.0,0.11,6.07,-3.07,汽车零部件,True
473,603056,德邦股份,14.62,3.54,0.5,100456.0,145403026.0,3.68,14.65,14.13,14.24,14.12,1.91,0.98,21.78,1.86,15014085974.0,15014085974.0,0.0,0.0,8.14,1.6,物流行业,True
539,002478,常宝股份,5.42,3.24,0.17,226778.0,121643426.33,3.62,5.42,5.23,5.24,5.25,1.31,3.15,8.91,0.9,4885296556.0,3900177464.0,0.18,0.37,17.06,4.84,钢铁行业,True
552,600057,厦门象屿,6.49,3.18,0.2,351061.0,225316912.0,3.82,6.49,6.25,6.29,6.29,1.39,1.6,12.22,1.12,14492579240.0,14226793770.0,0.0,0.15,26.26,1.25,物流行业,True
772,002749,国光股份,14.19,2.6,0.36,16094.0,22615611.9,2.75,14.2,13.82,13.82,13.83,0.86,0.38,18.46,3.32,6644870496.0,5997793682.0,0.0,0.14,19.65,27.49,农药兽药,True
779,000550,江铃汽车,24.56,2.59,0.62,72362.0,176436351.0,3.51,24.75,23.91,23.95,23.94,1.33,1.4,13.64,1.94,21200535840.0,12733455210.0,0.16,0.16,10.88,33.84,汽车整车,True
859,601991,大唐发电,2.94,2.44,0.07,1265696.0,368014328.0,3.14,2.94,2.85,2.86,2.87,1.12,1.02,9.21,1.77,54409728882.0,36444501972.0,0.0,0.0,12.64,21.99,电力行业,True
945,001373,翔腾新材,29.31,2.3,0.66,15936.0,46025281.24,6.25,29.79,28.0,29.07,28.65,1.03,4.81,135.51,2.25,2013212687.0,971091065.0,0.03,0.38,22.13,-34.3,光学光电子,True
1074,603713,密尔克卫,52.7,2.13,1.1,8832.0,46461909.0,2.69,52.92,51.53,51.53,51.6,1.02,0.55,12.96,1.96,8468697276.0,8466811934.0,-0.04,-0.13,14.07,0.04,物流行业,True
1141,002498,汉缆股份,3.49,2.05,0.07,222466.0,77319420.12,2.63,3.5,3.41,3.41,3.42,1.11,0.67,14.97,1.43,11610518040.0,11610518040.0,0.0,0.0,17.91,-11.87,电网设备,True
1147,688029,南微医学,70.41,2.04,1.41,18600.0,130446859.0,2.49,70.54,68.82,68.82,69.0,1.15,0.99,21.99,3.54,13226336983.0,13226336983.0,0.0,0.09,20.57,-26.12,医疗器械,True
1292,601598,中国外运,5.35,1.9,0.1,372871.0,198796588.0,1.9,5.36,5.26,5.26,5.25,1.05,0.71,10.36,1.01,39024060281.0,28119155281.0,-0.19,0.0,13.59,8.08,物流行业,True
1328,600380,健康元,11.39,1.88,0.21,146086.0,165912937.0,2.15,11.43,11.19,11.2,11.18,1.35,0.78,14.4,1.47,21347142784.0,21347142784.0,-0.09,-0.09,14.24,-7.02,化学制药,True
1354,000582,北部湾港,7.69,1.85,0.14,159561.0,122137348.53,2.12,7.7,7.54,7.55,7.55,1.11,0.91,14.34,1.0,17514360138.0,13544100266.0,0.0,0.0,8.92,7.4,航运港口,True
1484,002088,鲁阳节能,13.01,1.72,0.22,18754.0,24254462.97,1.72,13.02,12.8,12.8,12.79,0.56,0.37,14.62,2.42,6659527394.0,6560697735.0,0.08,0.23,25.22,-3.27,装修建材,True
1505,000027,深圳能源,6.57,1.7,0.11,156572.0,102334012.54,1.7,6.57,6.46,6.47,6.46,0.85,0.33,11.03,1.04,31256051748.0,31256051748.0,0.15,0.0,13.47,4.12,电力行业,True
1513,002056,横店东磁,13.22,1.69,0.22,113975.0,149905975.82,1.62,13.23,13.02,13.04,13.0,1.25,0.7,17.41,2.34,21505133618.0,21483266879.0,0.0,0.08,13.48,0.53,光伏设备,True
1625,601139,深圳燃气,6.97,1.6,0.11,127931.0,88771238.0,1.75,6.98,6.86,6.86,6.86,1.02,0.44,14.25,1.34,20050870523.0,20050870523.0,0.0,0.0,5.13,3.57,燃气,True
1629,000537,中绿电,9.52,1.6,0.15,136287.0,129103534.52,2.45,9.58,9.35,9.35,9.37,0.84,0.66,16.12,1.01,19674054391.0,19674000127.0,0.0,0.11,15.11,0.74,电力行业,True
1708,002242,九阳股份,11.15,1.55,0.17,68607.0,76077237.39,2.64,11.2,10.91,10.91,10.98,0.76,0.9,65.41,2.47,8552239550.0,8537618555.0,0.18,0.18,17.49,-11.23,家电行业,True
1732,600755,厦门国贸,6.67,1.52,0.1,218493.0,144742018.0,2.13,6.69,6.55,6.57,6.57,0.98,1.02,15.23,0.71,14456981865.0,14221497108.0,-0.15,-0.15,8.99,3.09,贸易行业,True
1822,601958,金钼股份,10.48,1.45,0.15,115428.0,120208749.0,1.84,10.51,10.32,10.33,10.33,0.96,0.36,11.55,2.08,33814814112.0,33814814112.0,-0.1,-0.1,3.25,15.8,小金属,True
1829,000591,太阳能,4.91,1.45,0.07,288588.0,141261915.0,1.65,4.92,4.84,4.85,4.84,0.74,0.8,11.16,0.81,19215907215.0,17668642124.0,0.2,0.0,15.26,-9.58,电力行业,True
1891,000883,湖北能源,5.06,1.4,0.07,311387.0,156912620.22,2.0,5.08,4.98,4.99,4.99,0.86,0.48,10.02,0.96,32894632045.0,32787567657.0,0.0,0.0,6.53,22.22,电力行业,True
