序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
260,300560,中富通,13.84,3.59,0.48,203208.0,277207553.06,4.04,13.86,13.32,13.4,13.36,4.46,10.87,103.63,3.31,3179651728.0,2587592624.0,0.0,0.29,22.91,-10.59,通信服务,True
278,603108,润达医疗,17.48,3.43,0.58,363140.0,621503768.0,6.69,17.65,16.52,16.78,16.9,2.12,6.02,-38.09,2.5,10552051335.0,10552051335.0,-0.06,-0.11,2.82,9.73,医疗服务,True
298,002930,宏川智慧,11.07,3.26,0.35,392587.0,429431101.99,8.02,11.19,10.33,10.5,10.72,3.81,9.07,60.43,2.11,5064410304.0,4793107496.0,-0.18,-0.09,16.9,0.45,物流行业,True
375,688289,圣湘生物,21.27,2.6,0.54,122910.0,260591020.0,3.76,21.48,20.7,20.77,20.73,1.96,2.12,33.58,1.72,12323582888.0,12323582888.0,0.0,-0.05,13.62,-5.17,医疗器械,True
465,002236,大华股份,16.25,2.07,0.33,549576.0,883711153.04,2.51,16.3,15.9,15.91,15.92,2.08,2.6,20.44,1.52,53409778078.0,34384383313.0,-0.12,0.0,8.26,4.57,计算机设备,True
477,002373,千方科技,9.67,2.0,0.19,822137.0,786562260.01,3.59,9.74,9.4,9.6,9.48,4.25,5.97,17.29,1.34,15280420039.0,13321335198.0,0.0,0.21,18.07,-4.64,互联网服务,True
482,301085,亚康股份,59.7,1.98,1.16,33221.0,197153185.1,2.78,59.83,58.2,58.5,58.54,2.02,5.64,75.66,4.77,5180507798.0,3517030997.0,0.1,0.24,9.36,-12.78,互联网服务,True
517,002746,仙坛股份,6.13,1.83,0.11,440218.0,271870369.68,3.49,6.31,6.1,6.21,6.02,3.36,6.2,27.46,1.17,5275102397.0,4350315272.0,0.16,0.0,3.9,0.66,农牧饲渔,True
567,000050,深天马Ａ,8.88,1.6,0.14,258569.0,229764443.92,3.32,9.08,8.79,8.89,8.74,1.81,1.05,56.59,0.8,21824799230.0,21824541488.0,0.23,0.0,22.48,-1.66,光学光电子,True
569,002270,华明装备,17.12,1.6,0.27,93225.0,158779105.6,2.31,17.13,16.74,16.85,16.85,1.16,1.04,22.39,4.87,15343379379.0,15343133501.0,0.06,0.06,26.16,3.01,电网设备,True
579,300415,伊之密,20.77,1.56,0.32,113263.0,235643723.47,3.42,21.0,20.3,20.4,20.45,2.56,2.5,18.37,3.39,9732034485.0,9410723727.0,0.0,0.05,10.89,6.13,专用设备,True
580,300642,透景生命,15.64,1.56,0.24,43907.0,67442511.34,4.35,15.65,14.98,15.31,15.4,1.16,3.19,1347.48,1.72,2542376481.0,2153736948.0,0.0,0.19,22.0,11.95,医疗器械,True
611,688338,赛科希德,26.23,1.47,0.38,22038.0,57303206.0,3.75,26.46,25.49,25.7,25.85,1.7,2.08,30.09,1.72,2784115152.0,2784115152.0,0.0,0.23,14.29,9.89,医疗器械,True
709,600649,城投控股,4.51,1.12,0.05,504815.0,225075580.0,3.81,4.55,4.38,4.52,4.46,1.23,2.0,120.91,0.55,11408386109.0,11408386109.0,-0.22,0.22,1.35,1.35,房地产开发,True
714,605090,九丰能源,26.57,1.1,0.29,43473.0,114347657.0,2.09,26.58,26.03,26.31,26.28,1.06,0.66,8.67,1.84,17540714721.0,17474503716.0,0.0,0.08,10.43,-4.15,燃气,True
770,000063,中兴通讯,33.5,0.93,0.31,1132784.0,3800583299.16,2.59,33.96,33.1,33.18,33.19,1.28,2.81,16.33,2.22,160248418715.0,134917019285.0,0.0,0.03,6.86,-15.79,通信设备,True
793,688305,科德数控,56.6,0.87,0.49,21011.0,119325444.0,2.41,57.35,56.0,56.04,56.11,1.83,1.59,89.12,4.12,7522517975.0,7483299835.0,0.02,0.04,-2.51,8.33,通用设备,True
798,000818,航锦科技,22.37,0.86,0.19,401710.0,896502958.54,3.34,22.71,21.97,22.21,22.18,1.67,6.1,716.31,6.42,14764200872.0,14724189890.0,0.09,0.04,-1.63,17.12,化学原料,True
823,300303,聚飞光电,6.24,0.81,0.05,309590.0,192777491.38,1.78,6.28,6.17,6.19,6.19,1.4,2.33,31.25,2.44,8833378488.0,8286707433.0,0.16,0.0,11.43,-6.73,光学光电子,True
918,000708,中信特钢,12.63,0.64,0.08,175459.0,220919328.0,1.99,12.69,12.44,12.53,12.55,1.03,0.35,11.52,1.62,63745599478.0,63745599478.0,0.24,0.0,16.19,15.87,钢铁行业,True
1064,600640,国脉文化,12.31,0.41,0.05,62649.0,76908707.0,2.04,12.4,12.15,12.26,12.26,1.0,0.79,419.61,2.47,9795017021.0,9795017021.0,-0.08,0.0,10.8,3.1,文化传媒,True
1092,002128,电投能源,19.41,0.36,0.07,71701.0,139568511.65,2.22,19.7,19.27,19.34,19.34,0.7,0.32,6.98,1.26,43508941499.0,43508941499.0,-0.05,0.05,13.38,3.35,煤炭行业,True
1118,688576,西山科技,65.11,0.34,0.22,5792.0,37945248.0,3.08,66.47,64.47,64.89,64.89,1.94,2.66,64.53,1.76,2962508907.0,1418892681.0,0.0,-0.06,2.57,6.76,医疗器械,True
1145,300837,浙矿股份,24.06,0.29,0.07,13832.0,32988029.12,2.96,24.24,23.53,23.86,23.99,0.84,1.96,37.09,1.75,2406037245.0,1698222120.0,0.0,0.08,22.07,21.15,专用设备,True
1174,600195,中牧股份,7.58,0.26,0.02,179335.0,135666034.0,2.65,7.68,7.48,7.55,7.56,1.46,1.76,30.23,1.4,7740303811.0,7740303811.0,0.0,0.0,9.54,13.3,农药兽药,True
1194,300236,上海新阳,38.55,0.23,0.09,39420.0,151054328.69,1.95,38.67,37.92,38.33,38.46,0.97,1.41,59.01,2.69,12080853047.0,10744924578.0,-0.08,-0.03,9.18,3.88,电子化学品,True
1263,601088,中国神华,37.47,0.13,0.05,262273.0,985634734.0,1.84,37.94,37.25,37.47,37.42,0.82,0.16,15.58,1.88,744473442714.0,617919192174.0,0.0,-0.05,0.73,-9.1,煤炭行业,True
1291,002011,盾安环境,11.59,0.09,0.01,88479.0,102333100.0,1.38,11.66,11.5,11.57,11.58,0.96,0.97,14.19,2.16,12348405349.0,10620049474.0,0.0,0.09,2.75,7.22,家电行业,True
1343,601369,陕鼓动力,8.79,0.0,0.0,120816.0,105769264.0,2.39,8.88,8.67,8.81,8.79,1.09,0.71,15.29,1.75,15149340785.0,14993946726.0,0.0,-0.11,7.2,4.27,通用设备,True
1397,605507,国邦医药,20.67,-0.05,-0.01,20674.0,42581981.0,1.55,20.78,20.46,20.77,20.68,0.66,0.69,13.43,1.46,11550881745.0,6236597585.0,-0.05,0.0,12.77,2.17,化学制药,True
1404,300360,炬华科技,16.08,-0.06,-0.01,71459.0,114846146.71,1.49,16.22,15.98,16.19,16.09,0.92,1.43,11.82,2.11,8268128986.0,8043133783.0,0.0,0.0,4.28,-1.77,电网设备,True
1458,300011,鼎汉技术,7.68,-0.13,-0.01,119911.0,92132043.12,3.25,7.83,7.58,7.72,7.69,1.33,2.39,-71.52,3.28,4290434972.0,3852509407.0,-0.13,0.13,5.49,5.49,交运设备,True
1464,000598,兴蓉环境,7.6,-0.13,-0.01,124311.0,94431713.6,1.05,7.64,7.56,7.63,7.61,0.74,0.42,11.17,1.25,22681703880.0,22643008480.0,-0.13,0.13,10.14,2.7,公用事业,True
1474,603309,维力医疗,13.16,-0.15,-0.02,44821.0,58748657.0,1.97,13.24,12.98,13.18,13.18,1.29,1.54,16.35,2.14,3854143117.0,3841027861.0,-0.15,-0.15,27.89,14.63,医疗器械,True
1480,600582,天地科技,6.28,-0.16,-0.01,421175.0,264252343.0,1.59,6.33,6.23,6.29,6.29,1.09,1.02,4.52,1.06,25990338242.0,25990338242.0,0.0,0.16,10.18,7.17,专用设备,True
1484,600703,三安光电,12.43,-0.16,-0.02,242775.0,301187303.0,1.45,12.5,12.32,12.42,12.45,0.77,0.49,73.16,1.68,62013502777.0,62013502777.0,0.16,0.08,5.88,2.3,光学光电子,True
1485,601668,中国建筑,6.12,-0.16,-0.01,1886043.0,1154643031.0,0.98,6.15,6.09,6.14,6.13,0.88,0.46,4.21,0.55,252880789517.0,252880789517.0,0.0,0.0,11.68,2.0,工程建设,True
1489,600885,宏发股份,22.94,-0.17,-0.04,77558.0,178573808.0,1.44,23.19,22.86,22.94,22.98,0.85,0.53,20.36,3.71,33486594804.0,33486594804.0,-0.3,-0.22,2.73,2.59,电网设备,True
1514,002876,三利谱,25.08,-0.2,-0.05,19061.0,47709385.25,1.87,25.28,24.81,25.13,25.13,0.87,1.28,36.79,1.84,4361034095.0,3735651203.0,0.04,0.0,10.73,-1.69,光学光电子,True
1516,600618,氯碱化工,10.12,-0.2,-0.02,281800.0,292016632.0,6.02,10.73,10.12,10.37,10.14,2.51,3.76,12.63,1.35,11702767757.0,7588380557.0,-0.1,0.0,11.09,2.64,化学原料,True
1533,603071,物产环能,13.14,-0.23,-0.03,25315.0,33330912.0,1.59,13.26,13.05,13.17,13.17,0.8,0.45,11.86,1.37,7331521368.0,7331521368.0,0.15,0.08,15.16,6.66,贸易行业,True
1564,600211,西藏药业,37.28,-0.27,-0.1,25816.0,96087693.0,1.5,37.56,37.0,37.39,37.38,1.01,0.8,11.16,3.11,12016059627.0,12016059627.0,0.0,-0.03,2.98,3.7,生物制品,True
1577,600019,宝钢股份,7.05,-0.28,-0.02,620579.0,437797577.0,1.98,7.13,6.99,7.08,7.07,0.77,0.28,15.86,0.77,154455940193.0,153563697480.0,0.14,0.0,5.54,2.17,钢铁行业,True
1598,002079,苏州固锝,9.94,-0.3,-0.03,140602.0,139723863.93,1.91,10.04,9.85,10.0,9.97,0.92,1.74,54.68,2.64,8052784801.0,8045222071.0,0.1,0.1,9.47,-3.02,半导体,True
1648,002223,鱼跃医疗,34.55,-0.35,-0.12,85607.0,294199737.34,1.76,34.71,34.1,34.65,34.67,1.37,0.91,13.86,2.73,34635577897.0,32482464566.0,0.03,0.12,1.17,-4.27,医疗器械,True
1664,000895,双汇发展,24.86,-0.36,-0.09,76602.0,190542122.12,1.28,25.06,24.74,24.97,24.95,0.91,0.22,18.93,4.38,86131477755.0,86118116276.0,0.04,0.04,-8.64,-1.39,食品饮料,True
1669,601921,浙版传媒,8.07,-0.37,-0.03,116525.0,93646070.0,1.85,8.13,7.98,8.1,8.1,1.07,0.52,27.79,1.36,17933333340.0,17933333340.0,0.0,0.0,2.28,6.46,文化传媒,True
1715,603690,XD至纯科,24.41,-0.41,-0.1,69205.0,168872728.0,1.71,24.65,24.23,24.56,24.51,0.6,1.81,123.12,1.96,9364765907.0,9348157343.0,0.0,0.04,-15.74,-2.59,专用设备,True
1725,000709,河钢股份,2.37,-0.42,-0.01,870267.0,206661243.21,1.26,2.39,2.36,2.38,2.38,0.85,0.84,26.37,0.48,24498976988.0,24494927383.0,-0.42,0.0,15.61,7.24,钢铁行业,True
1742,601868,中国能建,2.32,-0.43,-0.01,3051665.0,706763003.0,1.72,2.34,2.3,2.33,2.33,0.85,0.94,15.0,0.89,96723499636.0,75234648116.0,0.0,0.0,2.2,1.75,工程建设,True
1746,000718,苏宁环球,2.27,-0.44,-0.01,304953.0,68608917.07,3.07,2.29,2.22,2.28,2.28,0.9,1.34,36.69,0.73,6888624592.0,5180351387.0,0.0,0.0,11.27,-3.81,房地产开发,True
1806,300916,朗特智能,28.52,-0.49,-0.14,10502.0,29851553.82,2.23,28.75,28.11,28.6,28.66,0.73,1.14,34.08,3.15,4125247080.0,2633476651.0,0.07,0.11,9.86,-3.65,消费电子,True
1818,300088,长信科技,6.0,-0.5,-0.03,332013.0,199257644.76,2.16,6.07,5.94,6.03,6.03,1.03,1.34,47.01,1.76,14986401474.0,14913021882.0,0.0,0.17,13.64,-7.41,光学光电子,True
1824,002540,亚太科技,5.93,-0.5,-0.03,89063.0,52879262.0,2.52,6.03,5.88,5.98,5.96,1.06,1.02,19.78,1.39,7422581190.0,5153088801.0,0.17,0.0,2.24,-0.5,有色金属,True
1827,603187,海容冷链,11.99,-0.5,-0.06,46764.0,56064099.0,1.66,12.11,11.91,12.05,12.05,0.7,1.21,11.13,1.15,4633129123.0,4633129123.0,0.0,0.17,21.85,12.06,通用设备,True
1836,600079,人福医药,21.28,-0.51,-0.11,130867.0,279311948.0,1.78,21.52,21.14,21.36,21.39,0.99,0.85,16.07,1.92,34733768535.0,32838844226.0,-0.05,0.05,3.25,-8.98,化学制药,True
1869,002275,桂林三金,14.74,-0.54,-0.08,39290.0,57745586.92,2.16,14.9,14.58,14.87,14.82,0.88,0.7,20.66,2.96,8660761164.0,8240268998.0,0.07,0.0,11.16,0.0,中药,True
1873,003013,地铁设计,14.6,-0.54,-0.08,13975.0,20368112.84,1.7,14.74,14.49,14.71,14.68,0.93,0.35,27.01,2.28,5961572711.0,5838504595.0,0.27,0.0,0.21,-0.27,工程咨询服务,True
1875,000157,中联重科,7.38,-0.54,-0.04,318986.0,235414400.16,1.75,7.45,7.32,7.41,7.42,0.81,0.45,11.32,1.09,63826190042.0,52179680139.0,-0.14,-0.14,0.41,2.07,工程机械,True
1881,600750,江中药业,21.86,-0.55,-0.12,37459.0,82070472.0,1.05,22.05,21.82,21.98,21.98,1.08,0.6,12.18,3.66,13881013041.0,13712612214.0,-0.09,-0.09,-4.04,-0.64,中药,True
1892,601598,中国外运,5.3,-0.56,-0.03,320439.0,169799598.0,2.25,5.36,5.24,5.33,5.33,1.57,0.61,14.98,0.98,38659349438.0,27856359438.0,0.0,0.0,7.29,-0.93,物流行业,True
1904,603122,合富中国,6.95,-0.57,-0.04,56754.0,39234677.0,3.0,7.03,6.82,6.95,6.99,1.22,1.43,-115.25,2.48,2766465799.0,2766465799.0,-0.14,-0.14,13.38,1.02,医药商业,True
