序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,均线250,成交量2倍增长
716,600977,中国电影,11.79,3.97,0.45,210091.0,241153338.0,5.47,11.79,11.17,11.33,11.34,1.47,1.13,76.59,1.97,22011930000.0,22011930000.0,0.0,0.08,20.06,-3.12,True,False
2120,600332,白云山,28.68,1.77,0.5,86993.0,248269743.0,2.7,28.85,28.09,28.17,28.18,1.36,0.62,11.07,1.29,46627684417.0,40320952417.0,-0.03,0.0,1.52,4.48,True,False
2843,600282,南钢股份,4.15,1.22,0.05,288548.0,118317998.0,3.17,4.16,4.03,4.1,4.1,0.96,0.47,10.94,0.99,25585127696.0,25585127696.0,0.0,-0.24,-0.48,23.88,True,False
2916,601598,中国外运,5.2,1.17,0.06,273564.0,140583434.0,2.72,5.2,5.06,5.13,5.14,0.77,0.52,10.07,0.99,37929927750.0,27330767750.0,0.19,0.0,20.65,5.05,True,False
3264,002032,苏 泊 尔,52.5,0.94,0.49,10870.0,56592938.11,1.92,52.56,51.56,51.9,52.01,0.77,0.14,22.03,7.5,42080766368.0,41991785903.0,0.04,0.02,3.29,4.42,True,False
3287,000027,深圳能源,6.52,0.93,0.06,186411.0,119869308.61,2.79,6.52,6.34,6.41,6.46,0.89,0.39,10.95,1.03,31018182252.0,31018182252.0,0.0,0.15,9.4,3.33,True,False
3879,600236,桂冠电力,6.17,0.49,0.03,120764.0,74014256.0,1.79,6.17,6.06,6.14,6.14,0.74,0.15,16.85,2.86,48634271038.0,48634271038.0,0.16,0.0,-7.22,15.54,True,False
4087,600004,白云机场,9.65,0.31,0.03,226435.0,216639206.0,1.66,9.66,9.5,9.6,9.62,1.15,0.96,25.64,1.26,22838831431.0,22838831431.0,0.0,0.1,7.58,-0.62,True,False
4161,601000,唐山港,4.27,0.23,0.01,430808.0,181535861.0,3.05,4.28,4.15,4.27,4.26,1.11,0.73,12.0,1.24,25303715182.0,25303715182.0,0.0,0.23,-14.26,29.39,True,False
