序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
324,688566,吉贝尔,24.98,4.96,1.18,26924.0,66797511.0,8.24,25.49,23.53,23.6,23.8,3.3,1.4,21.4,2.21,4981783008.0,4795759720.0,-0.04,-0.08,33.94,-19.08,化学制药,True
606,603035,常熟汽饰,14.84,3.56,0.51,128987.0,189472780.0,4.88,14.98,14.28,14.28,14.33,2.48,3.39,10.97,1.07,5639659046.0,5639659046.0,0.07,0.07,19.29,-19.52,汽车零部件,True
636,002478,常宝股份,5.42,3.44,0.18,300859.0,161572019.46,6.49,5.54,5.2,5.21,5.24,2.55,4.18,8.91,0.9,4885296556.0,3900177464.0,0.0,0.0,24.31,4.84,钢铁行业,True
994,000537,中绿电,9.49,2.59,0.24,216036.0,204372545.71,5.84,9.73,9.19,9.25,9.25,1.41,1.05,16.07,1.01,19612056320.0,19612002227.0,0.0,0.21,19.07,0.42,电力行业,True
1022,002242,九阳股份,11.24,2.55,0.28,153143.0,173417624.55,6.3,11.63,10.94,10.96,10.96,1.98,2.0,65.94,2.49,8621271080.0,8606532068.0,-0.27,-0.18,23.11,-10.51,家电行业,True
1318,603075,热威股份,19.66,2.13,0.41,15436.0,30372132.0,3.12,19.85,19.25,19.31,19.25,1.01,3.86,25.95,3.9,7914163237.0,786596600.0,0.15,0.0,19.15,-17.29,家电行业,True
1411,688268,华特气体,50.96,2.02,1.01,14809.0,75297543.0,4.48,51.75,49.51,49.71,49.95,1.4,1.23,34.68,3.53,6134822505.0,6126566985.0,0.08,0.14,28.65,-23.8,电子化学品,True
1539,603290,斯达半导,98.73,1.86,1.8,61431.0,606890057.0,3.99,100.35,96.48,96.94,96.93,1.6,2.57,41.87,3.59,23633651323.0,23633651323.0,0.0,0.06,45.79,-22.95,半导体,True
1662,001316,润贝航科,30.68,1.72,0.52,7229.0,22184163.2,2.75,30.92,30.09,30.11,30.16,0.91,2.66,26.38,2.13,2529872800.0,834718430.0,-0.07,-0.2,21.41,-10.21,贸易行业,True
1817,603998,方盛制药,11.06,1.56,0.17,43183.0,47437268.0,2.57,11.09,10.81,10.82,10.89,0.85,0.98,15.97,3.04,4856712104.0,4852127734.0,0.09,0.0,13.09,3.27,中药,True
1842,601000,唐山港,4.63,1.54,0.07,461695.0,212500712.0,2.41,4.64,4.53,4.54,4.56,0.58,0.78,13.01,1.34,27437049483.0,27437049483.0,0.0,0.0,-2.53,40.3,航运港口,True
2050,002932,明德生物,19.03,1.33,0.25,12274.0,23304928.91,2.24,19.12,18.7,18.8,18.78,0.56,0.79,41.0,0.75,4424873812.0,2970300614.0,-0.05,-0.05,23.01,-16.61,医疗器械,True
2122,601566,九牧王,8.82,1.26,0.11,37955.0,33457032.0,2.64,8.9,8.67,8.67,8.71,0.74,0.66,28.14,1.3,5068299663.0,5068299663.0,0.0,-0.23,32.63,-8.79,纺织服装,True
2160,002322,理工能科,13.19,1.23,0.16,39428.0,51935476.04,2.23,13.29,13.0,13.03,13.03,0.84,1.08,20.1,1.72,5000961724.0,4814609566.0,0.08,0.0,-5.04,14.1,软件开发,True
2169,603105,芯能科技,9.12,1.22,0.11,76822.0,69731657.0,2.44,9.15,8.93,9.01,9.01,0.75,1.54,18.39,2.24,4560048901.0,4560048901.0,0.0,0.11,26.67,-20.21,光伏设备,True
2173,603700,宁水集团,10.8,1.22,0.13,25796.0,27887482.0,3.0,10.93,10.61,10.61,10.67,0.77,1.27,46.79,1.38,2195013600.0,2195013600.0,0.0,0.09,17.78,-22.69,仪器仪表,True
2247,002763,汇洁股份,7.02,1.15,0.08,44193.0,31073775.8,2.31,7.09,6.93,6.94,6.94,0.71,1.46,17.57,1.46,2877666480.0,2130976809.0,-0.14,-0.14,18.98,-12.36,纺织服装,True
2319,600535,天士力,14.82,1.09,0.16,88901.0,131254170.0,2.05,14.88,14.58,14.66,14.66,0.93,0.6,19.72,1.76,22140339074.0,22140339074.0,0.0,0.0,8.81,-9.41,中药,True
2348,600329,达仁堂,32.21,1.07,0.34,33917.0,109310012.0,2.29,32.53,31.8,31.87,31.87,0.94,0.6,23.14,3.86,24806798070.0,18226610728.0,-0.03,-0.06,18.86,-0.49,中药,True
2420,301518,长华化学,17.97,1.01,0.18,8285.0,14947559.0,2.7,18.18,17.7,17.81,17.79,0.65,1.55,56.58,1.79,2519002326.0,960590447.0,-0.06,-0.22,31.26,-21.53,化学制品,True
2564,301529,福赛科技,32.8,0.89,0.29,8738.0,28703268.02,2.58,33.09,32.25,32.25,32.51,0.9,2.05,40.11,2.24,2782660488.0,1397516488.0,0.0,0.21,9.85,-17.07,汽车零部件,True
2582,002880,卫光生物,28.8,0.88,0.25,10833.0,31255106.1,2.42,29.1,28.41,28.42,28.55,0.47,0.48,26.81,3.05,6531840000.0,6509442240.0,0.03,0.0,21.72,-17.55,生物制品,True
