序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
335,601088,中国神华,39.48,4.53,1.71,745186.0,2906302112.0,6.38,39.99,37.58,37.77,37.77,3.55,0.45,16.41,1.98,784409167823.0,651066178463.0,-0.28,0.03,8.82,-4.22,煤炭行业,True
517,600582,天地科技,6.51,3.33,0.21,636352.0,407813352.0,3.65,6.52,6.29,6.29,6.3,1.82,1.54,4.69,1.1,26942213687.0,26942213687.0,0.0,0.0,7.96,11.09,专用设备,True
526,000709,河钢股份,2.51,3.29,0.08,1529951.0,377887071.83,3.7,2.51,2.42,2.43,2.43,1.68,1.48,27.93,0.51,25946173941.0,25941885119.0,0.4,0.4,20.67,15.14,钢铁行业,True
529,300341,麦克奥迪,17.0,3.28,0.54,217421.0,364028472.8,4.01,17.01,16.35,16.54,16.46,2.11,4.22,63.04,4.84,8795975712.0,8760570237.0,0.0,0.06,11.18,-2.52,电网设备,True
562,002061,浙江交科,4.28,3.13,0.13,645022.0,272211125.47,4.1,4.29,4.12,4.16,4.15,2.14,2.48,12.92,0.75,11429960120.0,11124310212.0,0.23,0.0,14.75,8.08,工程建设,True
579,300596,利安隆,29.91,3.03,0.88,67087.0,197679618.2,3.38,29.91,28.93,29.38,29.03,2.4,2.99,15.91,1.53,6867924240.0,6720433334.0,0.17,0.27,6.97,-0.73,塑料制品,True
614,600637,东方明珠,7.88,2.87,0.22,912068.0,716241041.0,4.18,7.97,7.65,7.66,7.66,2.36,2.71,54.82,0.89,26491770558.0,26491770558.0,-0.13,0.13,9.14,3.96,文化传媒,True
628,000876,新 希 望,10.16,2.83,0.28,650482.0,651878809.17,3.74,10.2,9.83,9.87,9.88,2.33,1.45,25.72,2.07,45746119866.0,45709840193.0,0.0,0.1,2.83,13.14,农牧饲渔,True
718,000927,中国铁物,2.84,2.53,0.07,1237924.0,347140469.75,3.25,2.84,2.75,2.79,2.77,2.52,2.05,24.31,1.84,17183004340.0,17182995650.0,0.0,0.0,16.39,9.23,物流行业,True
721,002930,宏川智慧,11.43,2.51,0.28,132263.0,149282707.26,3.41,11.44,11.06,11.14,11.15,0.65,3.05,62.39,2.18,5229106574.0,4948980911.0,0.09,0.09,17.96,3.72,物流行业,True
