序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
672,001318,阳光乳业,11.51,4.64,0.51,56010.0,63361916.0,5.09,11.51,10.95,10.99,11.0,2.48,7.27,28.54,2.36,3253416600.0,886960600.0,0.09,0.0,4.45,1.23,食品饮料,True
678,301131,聚赛龙,36.25,4.62,1.6,15199.0,54483422.35,4.96,36.25,34.53,34.53,34.65,1.96,6.59,49.43,2.12,1732025000.0,836440040.0,0.17,0.19,7.06,5.07,塑料制品,True
1256,002978,安宁股份,29.63,3.2,0.92,26512.0,77841993.82,4.95,29.94,28.52,28.8,28.71,1.71,0.89,15.36,1.76,13985062456.0,8859370000.0,-0.07,-0.1,0.34,4.26,有色金属,True
1325,600887,伊利股份,28.1,3.08,0.84,697610.0,1946975961.0,3.34,28.18,27.27,27.3,27.26,1.54,1.1,12.34,3.18,178881809811.0,177998600228.0,-0.04,0.0,-3.04,-6.89,食品饮料,True
1391,300882,万胜智能,15.8,3.0,0.46,34879.0,54537416.13,3.85,15.87,15.28,15.31,15.34,1.06,1.31,31.44,3.93,4521978770.0,4207967042.0,0.13,0.0,6.11,-1.74,电网设备,True
1648,301133,金钟股份,22.96,2.64,0.59,11865.0,27138841.83,3.08,23.01,22.32,22.38,22.37,1.1,1.23,27.7,2.49,2448063575.0,2211987592.0,0.04,0.09,1.15,4.46,汽车零部件,True
1670,002101,广东鸿图,12.17,2.61,0.31,78770.0,95075091.52,2.78,12.17,11.84,11.86,11.86,1.35,1.26,22.72,1.06,8088781239.0,7581409399.0,0.0,0.08,-7.17,1.59,汽车零部件,True
1736,605005,合兴股份,16.43,2.56,0.41,16727.0,27294972.0,3.06,16.45,15.96,15.96,16.02,1.44,0.42,25.14,3.5,6588430000.0,6588430000.0,0.0,0.0,0.98,0.8,汽车零部件,True
1785,002111,威海广泰,10.66,2.5,0.26,57654.0,60989941.4,2.6,10.66,10.39,10.4,10.4,0.93,1.21,33.0,1.85,5671173268.0,5097628704.0,0.0,0.09,-3.27,-3.27,专用设备,True
1812,601956,东贝集团,4.99,2.46,0.12,60371.0,29810696.0,3.29,4.99,4.83,4.83,4.87,1.1,0.98,22.51,1.25,3102692380.0,3086953970.0,0.2,0.2,-1.77,3.31,家电行业,True
1862,301309,万得凯,25.16,2.4,0.59,10854.0,27126145.62,3.09,25.17,24.41,24.85,24.57,1.3,4.34,16.3,1.66,2516000000.0,629000000.0,0.16,0.2,-6.08,4.1,通用设备,True
1867,002586,*ST围海,2.14,2.39,0.05,39296.0,8264672.0,2.87,2.14,2.08,2.1,2.09,0.64,0.44,-22.11,0.82,2448638748.0,1919490760.0,0.47,1.42,7.54,-18.32,工程建设,True
1945,300951,博硕科技,29.96,2.32,0.68,18353.0,54679515.7,2.32,29.96,29.28,29.28,29.28,1.07,1.21,23.56,2.22,5076880698.0,4526583807.0,0.0,0.2,-0.23,0.3,消费电子,True
