序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
445,002500,山西证券,5.87,2.8,0.16,524667.0,304922662.67,4.55,5.94,5.68,5.71,5.71,2.25,1.46,21.11,1.16,21071958981.0,21071958981.0,-0.17,0.0,-5.93,-6.53,证券,True
462,000949,新乡化纤,4.15,2.72,0.11,848354.0,351706296.81,4.21,4.2,4.03,4.04,4.04,2.43,4.99,63.8,1.08,7056369176.0,7054364199.0,0.0,0.0,-1.66,3.49,化纤行业,True
469,601880,辽港股份,1.53,2.68,0.04,1918653.0,291412631.0,4.03,1.54,1.48,1.49,1.49,3.47,1.02,44.77,0.92,36575376244.0,28682540765.0,-0.65,0.0,-4.38,-11.56,航运港口,True
475,600958,东方证券,9.67,2.65,0.25,839901.0,806791241.0,5.41,9.86,9.35,9.43,9.42,2.07,1.12,14.31,1.06,82162559974.0,72229899295.0,0.0,0.0,-3.2,-8.43,证券,True
516,600999,招商证券,17.26,2.49,0.42,478560.0,820346636.0,4.63,17.52,16.74,16.88,16.84,2.01,0.64,16.26,1.29,150102052672.0,128103810995.0,0.0,0.0,-7.0,-9.92,证券,True
529,600783,鲁信创投,12.18,2.44,0.29,63733.0,77214535.0,4.37,12.35,11.83,11.87,11.89,1.56,0.86,-59.26,2.04,9066296201.0,9066296201.0,0.0,0.08,-3.64,-3.87,非金属材料,True
543,600369,西南证券,4.3,2.38,0.1,737299.0,315144707.0,5.24,4.38,4.16,4.2,4.2,2.52,1.17,29.09,1.1,28573969233.0,27154969233.0,0.0,0.0,-6.11,-7.92,证券,True
545,002673,西部证券,7.79,2.37,0.18,742399.0,574723969.07,4.73,7.91,7.55,7.6,7.61,2.59,1.81,29.91,1.2,34818041482.0,32010625996.0,0.0,0.13,-3.23,-4.18,证券,True
546,601588,北辰实业,1.73,2.37,0.04,274183.0,47135335.0,2.37,1.74,1.7,1.7,1.69,1.5,1.03,-4.94,0.62,5824944600.0,4601800000.0,0.58,0.0,-5.98,-6.99,房地产服务,True
590,600533,栖霞建设,2.32,2.2,0.05,208381.0,47950896.0,3.08,2.33,2.26,2.27,2.27,1.43,1.98,201.72,0.75,2436000000.0,2436000000.0,0.0,0.0,-1.69,-0.85,房地产开发,True
616,601066,中信建投,24.36,2.1,0.5,234508.0,569495852.0,4.65,24.8,23.69,23.85,23.86,2.2,0.36,25.64,2.41,188953085255.0,158234546413.0,-0.04,-0.04,-2.29,-5.4,证券,True
617,000652,泰达股份,3.89,2.1,0.08,244640.0,93842256.76,3.67,3.9,3.76,3.82,3.81,2.04,1.66,188.39,1.0,5739982284.0,5735658577.0,-0.26,0.0,-2.99,-6.04,综合行业,True
642,002320,海峡股份,6.13,2.0,0.12,317343.0,193156983.72,2.5,6.13,5.98,6.01,6.01,2.18,1.42,28.64,3.16,13663360436.0,13663360436.0,0.0,0.0,-1.76,-5.84,航运港口,True
648,600750,江中药业,23.08,1.99,0.45,117958.0,268630941.0,2.74,23.08,22.46,22.6,22.63,1.88,1.88,12.74,3.5,14517726762.0,14474679192.0,0.04,0.09,4.06,1.67,中药,True
702,600517,国网英大,5.04,1.82,0.09,311225.0,155932425.0,4.65,5.13,4.9,4.96,4.95,1.9,0.54,11.94,1.31,28820916150.0,28820916150.0,0.2,0.0,-2.51,-8.53,多元金融,True
787,601018,宁波港,3.83,1.59,0.06,1149347.0,436902923.0,2.65,3.84,3.74,3.79,3.77,3.16,0.73,15.86,0.96,74510307568.0,60542408527.0,-0.26,-0.26,5.8,-0.52,航运港口,True
798,000612,焦作万方,7.1,1.57,0.11,247812.0,175373152.64,2.0,7.12,6.98,6.99,6.99,1.48,2.08,13.11,1.32,8464615697.0,8459083022.0,0.0,0.14,1.0,10.59,有色金属,True
802,600908,无锡银行,5.85,1.56,0.09,275899.0,159987281.0,2.08,5.85,5.73,5.75,5.76,1.17,1.38,5.2,0.59,12838887916.0,11695979090.0,0.0,0.34,1.74,-1.02,银行,True
870,600675,中华企业,2.89,1.4,0.04,215121.0,61733248.0,2.46,2.9,2.83,2.85,2.85,0.71,0.36,9.5,1.18,17473331107.0,17473331107.0,0.0,0.0,1.76,2.85,房地产开发,True
940,300999,金龙鱼,31.6,1.28,0.4,77480.0,243150573.16,2.15,31.71,31.04,31.2,31.2,1.25,1.43,43.64,1.82,171322292538.0,17147648265.0,-0.06,0.0,0.96,-2.77,食品饮料,True
961,000001,平安银行,11.43,1.24,0.14,1683514.0,1912995432.64,1.95,11.47,11.25,11.29,11.29,1.58,0.87,3.93,0.51,221809645003.0,221805686246.0,0.09,0.09,-0.61,-2.31,银行,True
995,002470,金正大,1.72,1.18,0.02,456653.0,77893475.76,1.76,1.72,1.69,1.7,1.7,1.08,1.39,160.51,2.73,5651967716.0,5651488997.0,0.0,1.18,-13.57,-12.24,化肥行业,True
1037,600779,水井坊,47.07,1.12,0.52,54145.0,253256014.0,3.87,47.6,45.8,46.46,46.55,2.02,1.11,30.15,4.27,22946775530.0,22946775530.0,0.0,-0.02,-6.33,-12.05,酿酒行业,True
1098,601668,中国建筑,5.77,1.05,0.06,1616006.0,927133236.0,1.58,5.78,5.69,5.7,5.71,0.79,0.39,3.97,0.51,238418652862.0,238418652862.0,0.0,0.0,4.15,-3.83,工程建设,True
1128,002746,仙坛股份,6.04,1.0,0.06,148280.0,88934938.55,1.84,6.05,5.94,5.97,5.98,1.27,2.09,27.06,1.12,5197653911.0,4286444411.0,0.0,0.17,3.6,-3.21,农牧饲渔,True
1139,000900,现代投资,4.11,0.98,0.04,146474.0,59766891.53,1.97,4.12,4.04,4.06,4.07,1.5,0.97,8.85,0.56,6238274453.0,6237997028.0,0.0,0.0,-3.52,-6.8,铁路公路,True
1156,600008,首创环保,3.18,0.95,0.03,973811.0,307476159.0,1.59,3.18,3.13,3.15,3.15,1.32,1.33,14.62,1.1,23343078353.0,23343078353.0,0.0,0.32,1.6,-3.05,公用事业,True
1192,000990,诚志股份,7.73,0.91,0.07,97292.0,74825751.3,1.57,7.74,7.62,7.65,7.66,0.95,0.8,27.98,0.52,9393786146.0,9393779189.0,0.0,0.0,1.58,-0.26,化学原料,True
1199,600512,腾达建设,2.25,0.9,0.02,192011.0,42972672.0,1.79,2.26,2.22,2.24,2.23,0.92,1.21,15.32,0.58,3597531372.0,3571661617.0,-0.44,0.0,-5.46,-5.06,工程建设,True
