序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
189,600019,宝钢股份,6.9,4.55,0.3,1795066.0,1215637766.0,4.85,6.91,6.59,6.6,6.6,3.55,0.82,15.53,0.75,151169643593.0,150296384768.0,0.15,0.0,-3.23,0.0,钢铁行业,True
224,000708,中信特钢,12.19,3.83,0.45,334968.0,402292453.36,3.92,12.2,11.74,11.78,11.74,2.61,0.66,11.12,1.56,61524850169.0,61524850169.0,-0.08,0.08,1.08,11.83,钢铁行业,True
234,002128,电投能源,20.35,3.72,0.73,185357.0,373177333.49,3.82,20.35,19.6,19.65,19.62,2.48,0.83,7.31,1.32,45616020583.0,45616020583.0,0.05,0.1,5.06,3.93,煤炭行业,True
242,000425,徐工机械,8.1,3.58,0.28,1297457.0,1046735558.58,4.86,8.2,7.82,7.85,7.82,2.38,1.6,11.77,1.6,95205098085.0,65584394110.0,0.0,0.0,-7.85,2.14,工程机械,True
245,000656,*ST金科,1.46,3.55,0.05,1249672.0,180421675.2,4.96,1.48,1.41,1.41,1.41,1.76,2.35,-1.21,-0.26,7795985091.0,7764689445.0,0.0,0.0,10.61,-15.61,房地产开发,True
291,000709,河钢股份,2.26,3.2,0.07,1736509.0,386435764.55,4.57,2.27,2.17,2.19,2.19,2.72,1.68,25.15,0.45,23361893668.0,23358032019.0,0.44,0.44,0.89,2.26,钢铁行业,True
299,600295,鄂尔多斯,8.92,3.12,0.27,192497.0,168514019.0,4.28,8.97,8.6,8.67,8.65,1.89,0.97,13.6,1.26,24965084186.0,17622140186.0,-0.11,0.11,1.94,-2.62,钢铁行业,True
324,002498,汉缆股份,3.48,2.96,0.1,872833.0,303679125.25,4.14,3.54,3.4,3.43,3.38,4.71,2.62,20.24,1.41,11577250080.0,11577250080.0,0.0,0.0,-3.33,3.88,电网设备,True
329,600011,华能国际,7.38,2.93,0.21,897186.0,657879889.0,3.35,7.42,7.18,7.18,7.17,1.37,0.82,5.82,1.87,115851928989.0,81163099202.0,0.0,0.0,5.13,9.01,电力行业,True
345,601598,中国外运,5.08,2.83,0.14,533491.0,267378665.0,3.24,5.1,4.94,4.95,4.94,2.19,1.02,14.36,0.93,37054621725.0,26700057725.0,-0.2,-0.2,-1.17,-5.05,物流行业,True
428,601588,北辰实业,1.77,2.31,0.04,341835.0,59850964.0,3.47,1.78,1.72,1.73,1.73,1.49,1.29,-5.05,0.63,5959625400.0,4708200000.0,0.0,0.57,2.31,-4.84,房地产服务,True
437,002573,清新环境,4.03,2.28,0.09,185929.0,74515246.67,3.05,4.05,3.93,3.94,3.94,2.55,1.32,163.87,0.97,5740285973.0,5694368556.0,0.0,0.0,4.13,1.26,环保行业,True
479,600956,新天绿能,7.83,2.09,0.16,85351.0,66290044.0,3.26,7.88,7.63,7.65,7.67,1.95,0.36,8.63,1.45,32930576762.0,18385534341.0,-0.13,0.0,9.05,3.85,燃气,True
520,000930,中粮科技,5.74,1.95,0.11,286758.0,163398427.34,2.66,5.76,5.61,5.64,5.63,2.4,1.54,65.84,1.01,10674808264.0,10655437979.0,0.0,0.35,4.55,3.42,农牧饲渔,True
528,000792,盐湖股份,17.34,1.94,0.33,532577.0,914367221.72,2.29,17.34,16.95,17.02,17.01,1.16,1.01,20.04,2.43,91755867861.0,91755394566.0,0.0,0.06,4.52,5.35,化肥行业,True
569,600512,腾达建设,2.3,1.77,0.04,290674.0,66380813.0,2.21,2.3,2.25,2.27,2.26,1.72,1.83,15.61,0.59,3665765252.0,3651031875.0,0.44,0.0,0.88,-2.13,工程建设,True
600,002534,西子洁能,11.55,1.67,0.19,105183.0,120975018.7,3.35,11.65,11.27,11.37,11.36,1.8,1.44,39.78,2.15,8537836611.0,8408552287.0,-0.09,0.09,-10.33,5.87,电源设备,True
611,300837,浙矿股份,22.93,1.64,0.37,20806.0,47861792.16,4.26,23.52,22.56,22.68,22.56,2.56,2.95,35.35,1.67,2293035496.0,1618463558.0,0.35,0.26,5.72,15.46,专用设备,True
613,601958,金钼股份,11.23,1.63,0.18,240840.0,268805775.0,2.35,11.26,11.0,11.04,11.05,1.21,0.75,13.36,2.05,36234767412.0,36234767412.0,0.18,0.09,5.74,11.63,小金属,True
626,301090,华润材料,7.66,1.59,0.12,64311.0,48790770.0,2.25,7.66,7.49,7.54,7.54,1.38,0.43,-146.53,1.76,11385508814.0,11332273346.0,0.0,0.13,3.93,10.37,化学原料,True
629,001227,兰州银行,2.57,1.58,0.04,1024123.0,263199657.05,2.77,2.6,2.53,2.53,2.53,0.89,2.43,6.55,0.49,14637941722.0,10826807122.0,0.0,-0.39,9.36,6.64,银行,True
650,600785,新华百货,11.94,1.53,0.18,45997.0,54671379.0,1.7,11.95,11.75,11.77,11.76,1.2,2.04,8.42,1.19,2694037483.0,2694037483.0,0.25,0.25,7.28,-6.86,商业百货,True
653,600121,郑州煤电,4.0,1.52,0.06,435682.0,173037326.0,2.28,4.01,3.92,3.92,3.94,1.93,3.58,-20.24,2.67,4873648152.0,4873648152.0,0.0,0.0,-1.23,-7.62,煤炭行业,True
679,600308,华泰股份,3.49,1.45,0.05,143786.0,49749239.0,1.74,3.49,3.43,3.44,3.44,1.64,0.95,22.12,0.58,5293876914.0,5293876914.0,0.0,0.0,2.05,-3.86,造纸印刷,True
684,601568,北元集团,4.24,1.44,0.06,154909.0,65197767.0,1.67,4.24,4.17,4.17,4.18,1.22,0.39,47.96,1.49,16842222230.0,16842222230.0,0.0,0.0,5.21,0.95,化学原料,True
715,600675,中华企业,2.92,1.39,0.04,191393.0,55488615.0,2.08,2.93,2.87,2.88,2.88,0.89,0.32,9.6,1.19,17654715167.0,17654715167.0,-0.34,-0.34,8.15,3.91,房地产开发,True
729,605090,九丰能源,25.91,1.37,0.35,53418.0,137820242.0,1.72,25.95,25.51,25.54,25.56,1.83,0.81,8.45,1.81,17105002575.0,17040436255.0,-0.08,0.12,4.9,-6.53,燃气,True
736,600618,氯碱化工,9.75,1.35,0.13,99505.0,96460252.0,1.77,9.78,9.61,9.62,9.62,1.72,1.33,12.17,1.26,11274899766.0,7310939766.0,-0.1,0.1,-1.61,-1.12,化学原料,True
741,600780,通宝能源,6.07,1.34,0.08,133612.0,80483130.0,1.5,6.07,5.98,6.01,5.99,1.64,1.17,10.33,0.88,6959270315.0,6959270315.0,0.0,0.17,5.02,7.82,电力行业,True
749,601117,中国化学,7.74,1.31,0.1,380818.0,294083695.0,1.7,7.77,7.64,7.65,7.64,1.13,0.63,8.18,0.74,47281534302.0,46978555098.0,-0.13,0.13,6.46,-6.63,工程建设,True
