序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
297,601866,中远海发,2.57,3.21,0.08,2413180.0,608833007.0,5.22,2.59,2.46,2.49,2.49,3.32,2.46,17.86,1.12,34326505978.0,25257235548.0,0.39,0.0,11.26,-1.53,航运港口,True
491,600313,农发种业,6.43,1.9,0.12,508628.0,325392010.0,5.07,6.54,6.22,6.3,6.31,4.14,4.7,33.7,3.55,6958537403.0,6958537403.0,-0.16,0.0,-1.98,-4.74,农牧饲渔,True
536,000919,金陵药业,7.16,1.7,0.12,337040.0,242216780.53,4.12,7.3,7.01,7.01,7.04,2.18,5.71,48.58,1.17,4465753776.0,4226973748.0,0.0,-0.14,5.92,8.81,中药,True
555,600201,生物股份,7.54,1.62,0.12,303621.0,227988070.0,2.96,7.62,7.4,7.42,7.42,1.6,2.71,27.61,1.59,8447583964.0,8447583964.0,-0.13,0.0,5.6,9.91,农药兽药,True
625,600998,九州通,5.38,1.32,0.07,279054.0,149477885.0,1.69,5.4,5.31,5.32,5.31,1.1,0.55,6.99,1.07,27128489859.0,27128489859.0,0.0,0.19,6.53,5.08,医药商业,True
633,603298,杭叉集团,19.74,1.28,0.25,83375.0,165748205.0,4.1,20.18,19.38,19.59,19.49,1.12,0.64,14.82,2.6,25855689847.0,25855689847.0,-0.2,-0.15,-6.58,13.51,工程机械,True
649,301150,中一科技,17.03,1.25,0.21,58134.0,99420080.85,5.11,17.57,16.71,16.84,16.82,2.53,4.93,-307.98,1.13,3971965943.0,2008891957.0,-0.23,-0.18,-1.05,3.27,电池,True
657,000037,深南电A,9.07,1.23,0.11,223571.0,201629205.02,3.91,9.15,8.8,8.97,8.96,1.09,6.6,-111.07,3.71,5467056746.0,3073896921.0,0.0,0.55,10.88,13.94,电力行业,True
668,000900,现代投资,4.21,1.2,0.05,178495.0,74954171.41,2.4,4.25,4.15,4.15,4.16,1.1,1.18,9.07,0.59,6390057286.0,6389773111.0,0.0,0.24,6.58,-1.17,铁路公路,True
719,000027,深圳能源,6.51,1.09,0.07,310655.0,201835444.88,2.17,6.57,6.43,6.45,6.44,1.77,0.65,5.73,0.97,30970608353.0,30970608353.0,0.15,0.15,4.83,0.46,电力行业,True
739,600675,中华企业,2.92,1.04,0.03,249718.0,72461503.0,2.08,2.93,2.87,2.89,2.89,1.37,0.41,9.6,1.19,17654715167.0,17654715167.0,0.0,-0.34,7.75,3.91,房地产开发,True
748,601369,陕鼓动力,8.84,1.03,0.09,169205.0,150007146.0,2.4,8.97,8.76,8.78,8.75,2.16,1.0,15.4,1.67,15254295452.0,14951686340.0,-0.11,-0.23,5.49,1.61,通用设备,True
770,002478,常宝股份,5.31,0.95,0.05,165144.0,87299943.82,1.71,5.33,5.24,5.26,5.26,1.58,2.29,10.75,0.86,4784236871.0,3821022571.0,0.19,0.19,6.84,4.73,钢铁行业,True
778,002039,黔源电力,16.07,0.94,0.15,82395.0,131774679.5,1.63,16.1,15.84,15.96,15.92,1.44,1.93,33.13,1.73,6870859085.0,6870859085.0,0.0,0.19,10.07,5.31,电力行业,True
781,000598,兴蓉环境,7.49,0.94,0.07,145377.0,109006833.62,1.75,7.54,7.41,7.47,7.42,0.74,0.49,11.0,1.23,22353416060.0,22281557000.0,0.13,0.13,15.94,-1.32,公用事业,True
784,603031,安孚科技,28.25,0.93,0.26,37113.0,104922232.0,3.68,28.89,27.86,27.88,27.99,1.24,1.76,20.95,3.21,5964140000.0,5964140000.0,-0.11,0.5,-5.49,-0.39,电池,True
799,600261,阳光照明,3.47,0.87,0.03,362900.0,125318956.0,3.49,3.51,3.39,3.43,3.44,1.99,2.72,19.37,1.36,4632633792.0,4632633792.0,0.29,0.29,3.58,6.12,家电行业,True
804,600027,华电国际,5.88,0.86,0.05,1050493.0,616288262.0,2.06,5.92,5.8,5.83,5.83,2.08,1.23,7.79,1.36,60138059462.0,50040725894.0,0.0,0.0,9.91,4.81,电力行业,True
806,000001,平安银行,11.81,0.85,0.1,1428132.0,1689018780.13,1.54,11.89,11.71,11.72,11.71,1.19,0.74,4.06,0.53,229183893918.0,229179803549.0,0.0,0.0,1.72,0.94,银行,True
815,002083,孚日股份,4.82,0.84,0.04,196795.0,94187415.0,2.51,4.86,4.74,4.78,4.78,1.88,2.08,8.95,1.04,4562800038.0,4560987718.0,0.21,0.21,1.9,1.47,纺织服装,True
