序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
330,600859,王府井,14.25,4.01,0.55,512330.0,722998253.0,6.2,14.55,13.7,13.74,13.7,2.38,4.56,71.96,0.81,16016022792.0,16014549912.0,-0.07,-0.07,6.18,-7.53,商业百货,True
438,300039,上海凯宝,6.1,3.21,0.19,414159.0,250268241.8,3.38,6.12,5.92,5.92,5.91,2.47,4.52,18.92,1.52,6380600000.0,5593249979.0,-0.16,0.0,-4.54,-1.29,中药,True
532,603318,水发燃气,6.62,2.8,0.18,133476.0,88023348.0,3.88,6.68,6.43,6.43,6.44,2.12,3.48,40.02,2.01,3039049517.0,2539065192.0,0.0,0.15,-0.9,-8.06,燃气,True
621,002864,盘龙药业,28.23,2.51,0.69,46877.0,131232757.39,3.12,28.42,27.56,27.88,27.54,2.14,6.34,24.0,1.81,3000311501.0,2088584524.0,0.0,0.04,1.84,-7.02,中药,True
783,600903,贵州燃气,7.04,2.03,0.14,138002.0,96548830.0,2.17,7.08,6.93,6.98,6.9,1.83,1.2,28.3,2.66,8096058348.0,8096058348.0,0.14,0.28,5.07,-9.63,燃气,True
815,600333,长春燃气,4.69,1.96,0.09,176413.0,82848918.0,4.35,4.82,4.62,4.63,4.6,1.55,2.9,-558.33,1.48,2856353908.0,2856353908.0,0.0,0.0,-2.09,-15.8,燃气,True
843,002198,嘉应制药,6.96,1.9,0.13,68015.0,47088913.0,2.34,6.99,6.83,6.84,6.83,1.27,1.34,57.33,4.88,3532268542.0,3532268542.0,-0.29,0.0,-9.73,-4.92,中药,True
901,301303,真兰仪表,13.66,1.79,0.24,22616.0,30866394.0,2.31,13.74,13.43,13.47,13.42,1.29,2.23,19.73,1.68,5584208000.0,1387579426.0,0.15,0.22,-5.99,-10.84,仪器仪表,True
954,600833,第一医药,12.26,1.66,0.2,41161.0,50219058.0,2.57,12.32,12.01,12.03,12.06,1.4,1.85,144.28,2.4,2735038614.0,2735038614.0,0.08,0.08,-6.84,-9.19,医药商业,True
962,600458,时代新材,11.69,1.65,0.19,59166.0,68829353.0,2.7,11.78,11.47,11.61,11.5,0.71,0.74,15.9,1.53,9637798897.0,9384710397.0,0.0,-0.09,-2.34,-8.74,风电设备,True
983,002328,新朋股份,5.69,1.61,0.09,111805.0,63668603.75,3.39,5.75,5.56,5.58,5.6,1.18,1.96,27.1,1.32,4391371300.0,3247805888.0,0.18,-0.18,-7.78,-7.18,汽车零部件,True
993,000411,英特集团,10.8,1.6,0.17,54680.0,58858555.31,1.88,10.83,10.63,10.65,10.63,1.48,1.69,13.98,1.21,5636439097.0,3485020086.0,0.09,0.09,0.09,1.41,医药商业,True
1006,002275,桂林三金,14.22,1.57,0.22,32770.0,46374065.03,2.0,14.25,13.97,13.97,14.0,1.32,0.59,19.93,2.67,8355225492.0,7949567514.0,-0.07,0.0,1.86,-5.77,中药,True
1021,002393,力生制药,17.02,1.55,0.26,24224.0,41125798.02,2.33,17.08,16.69,16.69,16.76,1.5,0.97,19.84,0.93,4386139083.0,4260524811.0,-0.06,0.12,0.95,-1.56,化学制药,True
1023,002880,卫光生物,28.4,1.54,0.43,20206.0,57240097.92,2.9,28.7,27.89,28.06,27.97,1.26,0.89,36.79,2.86,6441120000.0,6418769200.0,-0.04,0.0,4.91,5.15,生物制品,True
1029,002533,金杯电工,9.94,1.53,0.15,176334.0,175722719.87,2.96,10.05,9.76,9.78,9.79,1.44,2.77,13.37,1.85,7295374156.0,6338195604.0,0.0,0.0,5.63,1.02,电网设备,True
1088,600006,东风股份,7.04,1.44,0.1,233858.0,164527913.0,2.16,7.09,6.94,6.95,6.94,1.1,1.17,23.28,1.67,14080000000.0,14080000000.0,0.0,0.0,-9.74,-4.48,汽车整车,True
1158,002867,周大生,13.47,1.35,0.18,57317.0,77272590.0,2.93,13.65,13.26,13.29,13.29,0.75,0.53,14.64,2.23,14762126790.0,14676227401.0,0.15,-0.07,9.69,-7.3,珠宝首饰,True
1193,688317,之江生物,16.86,1.32,0.22,15449.0,25955582.0,2.16,16.98,16.62,16.7,16.64,1.22,0.8,-50.57,0.92,3239783863.0,3239783863.0,0.0,-0.06,-5.07,3.75,医疗器械,True
1370,002033,丽江股份,8.93,1.13,0.1,120028.0,106761346.52,1.59,8.95,8.81,8.85,8.83,1.04,2.18,35.59,2.07,4906952049.0,4906858016.0,0.0,0.0,3.24,0.68,旅游酒店,True
1395,600211,西藏药业,36.35,1.11,0.4,28462.0,102653194.0,1.53,36.35,35.8,36.0,35.95,1.01,0.88,10.88,3.03,11716302775.0,11716302775.0,0.03,0.14,2.57,1.11,生物制品,True
1414,605167,利柏特,9.27,1.09,0.1,83313.0,77679278.0,3.49,9.44,9.12,9.12,9.17,2.26,1.86,29.02,2.22,4162878900.0,4162878900.0,-0.11,0.0,-3.24,-3.84,专用设备,True
1565,600488,津药药业,4.13,0.98,0.04,72430.0,29735244.0,1.71,4.13,4.06,4.07,4.09,1.01,0.66,19.42,1.45,4509491988.0,4509491988.0,0.24,0.0,-5.06,-2.59,化学制药,True
1577,603385,惠达卫浴,6.28,0.96,0.06,45451.0,28474337.0,1.77,6.31,6.2,6.21,6.22,0.94,1.19,55.26,0.63,2390575999.0,2390575999.0,0.32,0.0,-5.42,-1.26,装修装饰,True
1620,300675,建科院,14.3,0.92,0.13,57957.0,83385542.01,5.86,14.96,14.13,14.75,14.17,2.34,3.95,-14.76,3.68,2097333810.0,2097333810.0,1.06,1.13,-9.32,-11.29,工程咨询服务,True
1625,000919,金陵药业,6.65,0.91,0.06,86411.0,57417666.0,1.97,6.71,6.58,6.62,6.59,1.67,1.46,45.12,1.09,4147662376.0,3925890422.0,-0.15,-0.3,-0.75,1.06,中药,True
1680,002561,徐家汇,8.18,0.86,0.07,86673.0,70497768.18,1.97,8.22,8.06,8.1,8.11,0.96,2.09,130.33,1.55,3400941340.0,3390115658.0,0.0,-0.12,-5.87,-10.7,商业百货,True
1744,601369,陕鼓动力,8.7,0.81,0.07,71581.0,62316675.0,1.51,8.75,8.62,8.64,8.63,0.81,0.42,15.15,1.65,15012711587.0,14714894927.0,0.0,-0.11,7.81,0.0,通用设备,True
1778,605339,南侨食品,16.89,0.78,0.13,14733.0,24849717.0,2.98,17.06,16.56,16.76,16.76,1.11,0.35,61.86,2.06,7166268504.0,7166268504.0,-0.06,0.0,-0.41,-0.76,食品饮料,True
1791,600335,国机汽车,6.52,0.77,0.05,98093.0,63878060.0,1.55,6.55,6.45,6.45,6.47,0.87,0.66,18.22,0.85,9752542272.0,9752542272.0,0.0,0.0,-2.83,4.65,汽车服务,True
1888,688468,科美诊断,7.21,0.7,0.05,30360.0,21846080.0,1.4,7.23,7.13,7.19,7.16,0.78,0.76,49.72,2.02,2891988680.0,2891988680.0,0.0,0.14,-13.76,5.26,医疗器械,True
1948,603909,建发合诚,9.05,0.67,0.06,15434.0,13990067.0,1.56,9.12,8.98,9.02,8.99,0.98,0.59,29.19,2.15,2359091917.0,2359091917.0,-0.11,-0.11,-2.48,-1.2,工程咨询服务,True
1987,002578,闽发铝业,3.1,0.65,0.02,171356.0,53324048.0,2.6,3.14,3.06,3.06,3.08,1.12,1.99,352.81,1.9,2909753567.0,2669603939.0,0.0,0.0,-1.9,3.68,有色金属,True
2032,301500,飞南资源,19.47,0.62,0.12,14654.0,28577140.15,1.86,19.63,19.27,19.41,19.35,0.67,1.42,387.15,1.73,7828902148.0,2003333213.0,0.0,0.0,-1.47,8.17,环保行业,True
2078,002028,思源电气,73.95,0.6,0.44,25633.0,190044522.88,1.9,74.67,73.27,73.4,73.51,0.53,0.42,32.22,4.47,57544694029.0,44847732603.0,-0.07,-0.16,-4.56,1.72,电网设备,True
