序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
547,688432,有研硅,12.41,3.16,0.38,160230.0,197470108.0,4.07,12.49,12.0,12.05,12.03,2.22,3.16,73.01,3.58,15482977330.0,6298889816.0,-0.48,0.4,10.41,10.41,半导体,True
604,002285,世联行,2.47,2.92,0.07,656277.0,162764033.48,7.5,2.62,2.44,2.44,2.4,1.98,3.32,-115.49,1.74,4922287724.0,4880205193.0,0.41,0.41,5.11,-4.63,房地产服务,True
643,000063,中兴通讯,35.5,2.75,0.95,1610778.0,5661894704.43,2.87,35.5,34.51,34.55,34.55,2.67,4.0,17.31,2.35,169815488489.0,142971766705.0,0.06,0.2,10.9,-10.76,通信设备,True
718,688549,中巨芯-U,8.66,2.49,0.21,468060.0,408326429.0,6.86,8.97,8.39,8.44,8.45,2.05,8.1,-2701.71,4.23,12793210160.0,5003193665.0,0.12,0.46,20.28,1.64,电子化学品,True
728,002405,四维图新,8.78,2.45,0.21,844052.0,742384735.49,4.9,8.96,8.54,8.58,8.57,2.65,3.58,-34.12,2.41,20814296587.0,20684373703.0,0.0,0.11,3.66,-8.92,软件开发,True
837,600497,驰宏锌锗,5.77,2.12,0.12,939739.0,538211730.0,2.12,5.77,5.65,5.66,5.65,1.44,1.86,14.71,1.81,29082995387.0,29082995387.0,0.0,0.17,13.14,6.07,有色金属,True
896,002540,亚太科技,6.21,1.97,0.12,127584.0,78616845.26,1.97,6.21,6.09,6.09,6.09,1.29,1.47,20.66,1.46,7752650425.0,5398167892.0,0.0,0.0,4.72,4.19,有色金属,True
906,600251,冠农股份,8.42,1.94,0.16,204607.0,171091772.0,3.75,8.54,8.23,8.26,8.26,1.89,2.63,8.83,1.76,6542285969.0,6542285969.0,0.0,0.12,13.02,16.78,农牧饲渔,True
1165,603885,吉祥航空,12.73,1.43,0.18,230660.0,293203198.0,1.51,12.78,12.59,12.6,12.55,1.69,1.06,20.15,3.27,27802387062.0,27802387062.0,0.16,0.08,-1.62,-6.4,航空机场,True
1183,002187,广百股份,6.58,1.39,0.09,250805.0,166035721.62,3.39,6.76,6.54,6.69,6.49,3.22,4.85,51.5,1.13,4611886685.0,3402590156.0,0.0,0.0,-6.8,-6.53,商业百货,True
1236,300441,鲍斯股份,8.52,1.31,0.11,205193.0,174372116.2,2.38,8.59,8.39,8.41,8.41,1.79,3.27,29.47,2.33,5490423195.0,5341692691.0,0.0,0.12,2.28,1.19,通用设备,True
1306,300360,炬华科技,16.62,1.22,0.2,168430.0,277432696.27,2.56,16.67,16.25,16.44,16.42,1.74,3.37,12.22,2.18,8545790034.0,8313239022.0,0.0,0.0,5.52,1.53,电网设备,True
1311,000895,双汇发展,25.18,1.21,0.3,137710.0,346579899.21,1.09,25.32,25.05,25.23,24.88,1.76,0.4,18.78,4.19,87240169343.0,87228862365.0,0.04,0.08,1.98,-0.12,食品饮料,True
1314,002091,江苏国泰,7.51,1.21,0.09,154674.0,115607993.39,1.48,7.53,7.42,7.45,7.42,1.54,0.97,12.6,0.79,12223517447.0,11995358202.0,0.0,0.0,4.74,6.98,贸易行业,True
1356,605098,行动教育,37.62,1.13,0.42,23528.0,88470999.0,2.31,38.06,37.2,37.4,37.2,1.37,1.97,17.07,4.48,4486226382.0,4486226382.0,0.0,-0.13,2.01,9.08,教育,True
1417,000027,深圳能源,6.73,1.05,0.07,292514.0,196409923.24,2.25,6.79,6.64,6.67,6.66,1.3,0.61,5.92,1.0,32017234135.0,32017234135.0,0.0,0.0,5.82,6.32,电力行业,True
1431,000990,诚志股份,7.82,1.03,0.08,162440.0,126723897.52,1.81,7.88,7.74,7.74,7.74,1.15,1.34,248.44,0.53,9503157524.0,9503150486.0,0.13,0.13,0.77,1.56,化学原料,True
1529,688092,爱科科技,25.55,0.91,0.23,17678.0,45078159.0,1.9,25.68,25.2,25.33,25.32,1.37,2.14,51.26,3.38,2112746286.0,2112746286.0,0.0,0.08,18.23,25.74,专用设备,True
1534,002236,大华股份,16.75,0.9,0.15,433407.0,724411682.46,1.2,16.78,16.58,16.66,16.6,1.45,2.05,21.07,1.56,55053155865.0,35442364338.0,0.0,0.06,6.76,7.79,计算机设备,True
1563,601801,皖新传媒,6.9,0.88,0.06,128659.0,88534527.0,1.61,6.94,6.83,6.85,6.84,1.46,0.66,8.76,1.16,13509725535.0,13509725535.0,0.0,0.0,2.07,-4.7,文化传媒,True
1599,300415,伊之密,21.84,0.83,0.18,98751.0,215387025.7,1.57,21.94,21.6,21.68,21.66,0.9,2.18,19.31,3.56,10233395915.0,9895532316.0,0.18,0.05,3.41,11.6,专用设备,True
1663,300303,聚飞光电,6.52,0.77,0.05,346291.0,224973176.84,1.08,6.53,6.46,6.48,6.47,1.47,2.61,32.66,2.55,9229748036.0,8658546869.0,0.0,0.15,9.4,-2.54,光学光电子,True
1698,002766,索菱股份,5.45,0.74,0.04,148936.0,80990825.47,2.03,5.49,5.38,5.41,5.41,1.02,1.74,1098.72,5.77,4696809041.0,4653063853.0,0.0,0.0,-3.2,-5.22,汽车零部件,True
1808,000099,中信海直,23.45,0.64,0.15,272718.0,637751199.02,1.63,23.58,23.2,23.3,23.3,1.01,3.52,49.86,3.42,18191809713.0,18191809713.0,0.04,0.09,2.94,-10.63,航空机场,True
1893,601111,中国国航,7.33,0.55,0.04,774508.0,566959646.0,1.23,7.37,7.28,7.31,7.29,1.68,0.67,-15.64,2.97,127896925930.0,85307342444.0,0.14,0.0,-4.06,-7.33,航空机场,True
1974,002061,浙江交科,4.14,0.49,0.02,263023.0,108732069.11,0.73,4.15,4.12,4.13,4.12,0.94,1.01,12.49,0.73,11056082920.0,10760430906.0,0.0,0.0,8.66,4.55,工程建设,True
2008,600335,国机汽车,6.53,0.46,0.03,131499.0,85762935.0,0.92,6.55,6.49,6.53,6.5,1.05,0.88,18.25,0.86,9767500159.0,9767500159.0,0.15,0.15,-0.91,6.18,汽车服务,True
2105,603690,至纯科技,25.76,0.39,0.1,156508.0,403557528.0,1.52,26.0,25.61,25.67,25.66,1.18,4.09,129.93,2.07,9882686184.0,9865159080.0,0.0,0.0,-0.58,2.79,专用设备,True
