序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
386,002238,天威视讯,8.95,2.29,0.2,225720.0,202516297.7,5.26,9.2,8.74,8.76,8.75,3.67,2.81,-178.56,3.24,7182904482.0,7182904482.0,0.34,0.11,13.87,11.46,文化传媒,True
533,002470,金正大,1.82,1.68,0.03,1069094.0,193832112.0,5.59,1.87,1.77,1.79,1.79,2.08,3.25,169.84,2.89,5980570490.0,5980063939.0,-0.55,0.0,7.69,-7.14,化肥行业,True
544,300642,透景生命,15.24,1.67,0.25,63364.0,96415999.4,4.07,15.49,14.88,14.99,14.99,2.27,4.6,1313.02,1.67,2477354065.0,2098654162.0,-0.26,-0.13,17.41,9.09,医疗器械,True
572,600897,厦门空港,15.05,1.55,0.23,47145.0,70738853.0,2.63,15.18,14.79,14.83,14.82,2.37,1.13,12.43,1.37,6274856700.0,6274856700.0,0.13,-0.07,3.72,-1.18,航空机场,True
579,300388,节能国祯,7.3,1.53,0.11,110394.0,80682159.2,3.34,7.41,7.17,7.19,7.19,2.12,1.62,18.32,1.12,4971608286.0,4964830360.0,-0.14,0.14,9.94,-1.62,环保行业,True
629,300190,维尔利,3.66,1.39,0.05,86208.0,31481911.0,2.22,3.68,3.6,3.62,3.61,1.1,1.11,-13.07,1.05,2860647699.0,2840795482.0,0.0,0.0,24.91,4.27,环保行业,True
635,601921,浙版传媒,8.15,1.37,0.11,160725.0,130668287.0,2.11,8.19,8.02,8.04,8.04,1.86,0.72,28.06,1.37,18111111117.0,18111111117.0,0.0,0.0,7.24,7.52,文化传媒,True
644,300625,三雄极光,12.02,1.35,0.16,40030.0,48268325.28,4.05,12.26,11.78,11.83,11.86,2.13,2.45,-54.81,1.69,3357558620.0,1960761971.0,-0.08,0.0,15.36,5.81,家电行业,True
650,600548,深高速,10.6,1.34,0.14,93662.0,98927815.0,1.63,10.63,10.46,10.47,10.46,2.31,0.65,14.07,1.17,26901274946.0,15192665456.0,0.09,0.09,-9.25,-21.36,铁路公路,True
655,003016,欣贺股份,7.7,1.32,0.1,39362.0,30233232.29,3.29,7.8,7.55,7.6,7.6,1.09,0.94,133.23,1.24,3299616412.0,3225397883.0,0.13,0.26,18.46,-10.98,纺织服装,True
661,601801,皖新传媒,6.94,1.31,0.09,195773.0,135674423.0,2.04,6.98,6.84,6.84,6.85,2.07,1.0,8.81,1.17,13588042785.0,13588042785.0,0.14,0.14,4.2,-4.14,文化传媒,True
722,601598,中国外运,5.23,1.16,0.06,275812.0,144756408.0,2.51,5.3,5.17,5.18,5.17,0.86,0.52,14.79,0.95,38148754256.0,27488445256.0,0.0,-0.19,4.18,-2.24,物流行业,True
755,301166,优宁维,31.48,1.09,0.34,20067.0,63093962.76,3.89,32.11,30.9,31.25,31.14,1.44,3.57,-109.86,1.34,2728266709.0,1769256841.0,-0.13,-0.13,14.97,11.83,生物制品,True
803,600642,申能股份,9.03,1.01,0.09,332097.0,299692715.0,1.68,9.08,8.93,8.95,8.94,1.23,0.68,10.93,1.28,44193674924.0,44057735769.0,-0.11,-0.11,1.01,-4.85,电力行业,True
818,603860,中公高科,31.47,0.99,0.31,21235.0,67025645.0,3.43,32.07,31.0,31.23,31.16,2.24,3.18,-1395.34,2.64,2098419600.0,2098419600.0,-0.13,0.0,12.8,7.26,工程咨询服务,True
825,002061,浙江交科,4.09,0.99,0.04,326152.0,133220363.76,1.73,4.11,4.04,4.05,4.05,1.17,1.25,12.34,0.72,10922555349.0,10630474011.0,0.25,0.25,9.07,3.28,工程建设,True
846,000544,中原环保,8.39,0.96,0.08,72086.0,60326892.71,1.44,8.41,8.29,8.3,8.31,1.74,0.74,5.69,0.97,8177602854.0,8177602854.0,0.0,0.0,8.12,-0.94,公用事业,True
860,688459,哈铁科技,9.7,0.94,0.09,36940.0,35974524.0,2.29,9.83,9.61,9.61,9.61,2.09,2.1,-761.75,1.39,4656000000.0,1703174190.0,0.1,0.0,2.21,1.68,交运设备,True
933,603053,成都燃气,9.48,0.85,0.08,32561.0,30795012.0,1.28,9.52,9.4,9.4,9.4,0.98,0.37,11.75,1.84,8426677200.0,8426677200.0,0.11,0.21,4.64,-2.57,燃气,True
935,002746,仙坛股份,5.94,0.85,0.05,194663.0,115848623.74,1.53,5.99,5.9,5.91,5.89,2.3,2.74,26.61,1.14,5111600038.0,4215476788.0,0.17,0.17,-4.65,-2.46,农牧饲渔,True
943,603071,物产环能,13.28,0.84,0.11,41139.0,54314347.0,1.75,13.32,13.09,13.13,13.17,1.61,0.74,11.98,1.39,7409634990.0,7409634990.0,0.0,0.15,17.63,7.79,贸易行业,True
957,002083,孚日股份,4.96,0.81,0.04,231228.0,115184559.92,2.44,5.05,4.93,5.0,4.92,1.34,2.44,9.21,1.07,4695329500.0,4693464540.0,0.0,0.0,20.1,4.42,纺织服装,True
961,000598,兴蓉环境,7.5,0.81,0.06,168600.0,125931973.76,1.21,7.51,7.42,7.44,7.44,0.98,0.57,11.02,1.23,22383260408.0,22345074158.0,-0.13,0.0,13.46,1.35,公用事业,True
965,002039,黔源电力,16.41,0.8,0.13,115935.0,189959663.92,2.52,16.6,16.19,16.24,16.28,1.4,2.71,33.83,1.78,7016228848.0,7016228848.0,-0.06,0.06,7.33,7.96,电力行业,True
993,000927,中国铁物,2.64,0.76,0.02,413262.0,108907388.0,1.15,2.65,2.62,2.62,2.62,1.27,0.68,22.6,1.71,15972933612.0,15972925534.0,0.76,0.76,5.18,1.54,物流行业,True
1043,600035,楚天高速,4.39,0.69,0.03,140991.0,61767303.0,1.15,4.4,4.35,4.36,4.36,0.95,0.88,6.39,0.82,7068408805.0,7068408805.0,0.23,0.23,6.3,-0.9,铁路公路,True
1046,601298,青岛港,8.92,0.68,0.06,138967.0,123506890.0,1.13,8.94,8.84,8.85,8.86,1.18,0.26,10.32,1.32,57900612000.0,48097309000.0,0.0,-0.11,-1.76,-2.09,航运港口,True
1049,605365,立达信,14.78,0.68,0.1,17890.0,26396424.0,1.63,14.88,14.64,14.7,14.68,0.8,0.36,26.97,2.04,7419750307.0,7419750307.0,0.0,0.14,17.21,-3.27,家电行业,True
1068,600582,天地科技,6.16,0.65,0.04,375239.0,230863820.0,0.98,6.17,6.11,6.13,6.12,0.95,0.91,4.44,1.04,25493707575.0,25493707575.0,0.0,0.0,9.03,5.12,专用设备,True
1087,601158,重庆水务,4.74,0.64,0.03,143707.0,68074088.0,1.06,4.76,4.71,4.72,4.71,1.32,0.3,23.99,1.36,22752000000.0,22752000000.0,0.0,0.0,-1.25,-0.63,公用事业,True
1096,600737,中粮糖业,9.62,0.63,0.06,184353.0,177545536.0,1.36,9.68,9.55,9.56,9.56,1.35,0.86,29.07,1.76,20575719953.0,20575719953.0,0.1,0.0,-2.73,-5.78,食品饮料,True
1172,603172,万丰股份,16.33,0.55,0.09,16104.0,26218749.0,1.35,16.36,16.14,16.31,16.24,1.01,3.22,52.54,2.05,2178095400.0,817806400.0,0.12,0.12,24.85,24.94,化学原料,True
1182,600620,天宸股份,5.61,0.54,0.03,56989.0,31933622.0,1.79,5.65,5.55,5.62,5.58,0.99,0.83,290.93,2.61,3852258604.0,3852258604.0,-0.18,0.0,18.86,-1.92,综合行业,True
1183,600626,申达股份,3.69,0.54,0.02,83240.0,30626511.0,1.09,3.7,3.66,3.68,3.67,1.0,0.75,-23.29,1.54,4873547821.0,4088441440.0,0.27,0.27,11.14,1.1,汽车零部件,True
1187,601958,金钼股份,11.1,0.54,0.06,370217.0,414135806.0,3.08,11.39,11.05,11.22,11.04,1.91,1.15,13.21,2.02,35815308840.0,35815308840.0,-0.18,0.0,11.33,10.34,小金属,True
1189,600655,豫园股份,5.58,0.54,0.03,89786.0,50088558.0,1.26,5.6,5.53,5.55,5.55,1.1,0.23,104.89,0.63,21744945361.0,21705342203.0,0.0,0.0,3.53,-10.58,珠宝首饰,True
1219,601668,中国建筑,5.98,0.5,0.03,1617051.0,968901504.0,1.18,6.02,5.95,5.96,5.95,1.12,0.39,4.11,0.54,247095934855.0,247095934855.0,0.0,0.17,11.15,-0.33,工程建设,True
1221,001360,南矿集团,14.2,0.5,0.07,27404.0,38908103.7,1.98,14.34,14.06,14.11,14.13,1.6,3.35,39.0,2.1,2896800000.0,1161292273.0,0.07,0.0,11.9,8.81,专用设备,True
1246,600703,三安光电,12.5,0.48,0.06,303812.0,376928185.0,1.45,12.51,12.33,12.43,12.44,1.25,0.61,73.57,1.69,62362734088.0,62362734088.0,0.0,0.32,11.21,2.88,光学光电子,True
1266,000726,鲁  泰Ａ,6.59,0.46,0.03,88992.0,58533946.95,1.37,6.62,6.53,6.54,6.56,0.89,1.51,9.07,0.57,5386049321.0,3879538371.0,0.0,-0.15,15.61,2.65,纺织服装,True
