序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
351,001373,翔腾新材,29.8,1.67,0.49,20504.0,59987044.28,6.55,29.98,28.06,29.14,29.31,1.35,6.19,137.77,2.28,2046869262.0,987325614.0,0.0,0.37,21.38,-33.2,光学光电子,True
387,600674,川投能源,17.49,1.45,0.25,269746.0,470180517.0,1.8,17.54,17.23,17.24,17.24,0.98,0.55,14.46,2.03,85256873422.0,85256873422.0,0.0,0.0,-4.16,18.82,电力行业,True
389,000937,冀中能源,6.36,1.44,0.09,210626.0,133413159.8,2.07,6.38,6.25,6.27,6.27,0.92,0.61,13.88,1.07,22473357966.0,21836386807.0,0.0,0.16,13.17,0.32,煤炭行业,True
417,601598,中国外运,5.42,1.31,0.07,409309.0,221048075.0,2.43,5.44,5.31,5.35,5.35,1.18,0.78,10.5,1.03,39534655463.0,28487069463.0,0.0,0.18,13.15,9.49,物流行业,True
420,603035,常熟汽饰,14.84,1.3,0.19,107217.0,158135821.0,3.89,14.94,14.37,14.62,14.65,1.68,2.82,10.97,1.07,5639659046.0,5639659046.0,0.0,0.0,15.4,-19.52,汽车零部件,True
507,605090,九丰能源,27.83,0.98,0.27,43645.0,120811042.0,1.74,27.85,27.37,27.5,27.56,1.04,0.69,8.77,2.0,17942740721.0,17675290219.0,0.0,0.11,7.33,2.58,燃气,True
533,601006,大秦铁路,6.92,0.87,0.06,1522570.0,1045391174.0,2.04,6.92,6.78,6.84,6.86,1.91,0.83,11.03,0.81,126519448391.0,126519448391.0,0.14,0.14,10.72,3.28,物流行业,True
603,000513,丽珠集团,37.92,0.72,0.27,49032.0,185252792.26,1.49,38.04,37.48,37.98,37.65,1.02,0.82,15.77,2.48,35182945548.0,22782624837.0,0.0,-0.03,5.83,12.66,化学制药,True
615,600905,三峡能源,4.51,0.67,0.03,842555.0,379624320.0,1.34,4.53,4.47,4.48,4.48,0.93,0.29,19.01,1.51,129075023774.0,128922213113.0,-0.22,0.0,5.13,5.13,电力行业,True
619,000895,双汇发展,26.27,0.65,0.17,132211.0,345280085.93,2.26,26.39,25.8,26.09,26.1,0.99,0.38,17.94,4.57,91016650066.0,91002530755.0,0.0,0.08,10.15,3.63,食品饮料,True
649,600332,白云山,29.07,0.59,0.17,65390.0,189746893.0,1.04,29.13,28.83,28.93,28.9,1.37,0.47,11.22,1.3,47261742887.0,40869249887.0,0.03,0.1,13.07,5.9,中药,True
660,002749,国光股份,14.27,0.56,0.08,20182.0,28711657.94,3.1,14.47,14.03,14.47,14.19,1.2,0.48,18.56,3.34,6682332768.0,6031607882.0,-0.07,0.14,20.32,28.21,农药兽药,True
