序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
376,600703,三安光电,12.77,3.99,0.49,1209452.0,1537531099.0,6.84,13.1,12.26,12.28,12.28,3.19,2.42,193.32,1.73,63709769144.0,63709769144.0,-0.08,0.16,-0.47,4.93,光学光电子,True
425,605011,杭州热电,23.89,3.73,0.86,126758.0,302378706.0,7.38,24.63,22.93,23.03,23.03,1.94,3.17,42.41,4.18,9558389000.0,9558389000.0,0.04,0.42,-6.61,11.53,公用事业,True
559,600798,宁波海运,3.06,3.03,0.09,569973.0,174391738.0,6.06,3.13,2.95,2.96,2.97,6.0,4.72,-320.71,0.94,3691994655.0,3691994655.0,0.0,-0.33,-6.71,0.99,航运港口,True
604,002407,多氟多,12.59,2.86,0.35,523367.0,668350511.02,8.58,13.2,12.15,12.25,12.24,3.01,4.84,450.29,1.69,14987546044.0,13604134899.0,0.0,0.0,-8.77,4.92,化学制品,True
757,600428,中远海特,6.55,2.34,0.15,500642.0,325390983.0,2.66,6.56,6.39,6.4,6.4,1.18,2.33,8.77,1.16,14060562550.0,14060562550.0,-0.15,-0.15,-4.24,-10.27,航运港口,True
771,603167,渤海轮渡,8.41,2.31,0.19,177267.0,149054061.0,5.23,8.6,8.17,8.2,8.22,3.59,3.78,11.51,1.07,3945505270.0,3945505270.0,0.0,0.12,-2.32,-2.44,航运港口,True
830,000719,中原传媒,10.92,2.15,0.23,109579.0,119285220.72,2.9,11.0,10.69,10.7,10.69,1.56,1.64,16.49,1.02,11173384939.0,7285251170.0,0.0,-0.09,-9.45,-3.87,文化传媒,True
872,002984,森麒麟,24.87,2.05,0.5,218933.0,542748322.68,2.83,25.07,24.38,24.43,24.37,2.15,3.11,11.19,2.05,25750538317.0,17533223536.0,0.0,0.04,-0.64,0.85,橡胶制品,True
889,600551,时代出版,8.14,2.01,0.16,66310.0,53783602.0,2.76,8.19,7.97,7.98,7.98,1.55,0.98,15.83,0.98,5519369645.0,5519369645.0,0.0,0.12,-13.95,-5.46,文化传媒,True
979,600229,城市传媒,7.27,1.82,0.13,96983.0,70479418.0,2.94,7.34,7.13,7.13,7.14,1.44,1.44,27.75,1.51,4879682160.0,4879682160.0,-0.14,-0.14,-12.3,4.3,文化传媒,True
1089,300575,中旗股份,6.27,1.62,0.1,97343.0,60745892.06,2.27,6.29,6.15,6.17,6.17,1.64,2.84,82.42,1.36,2914022628.0,2149735122.0,0.0,0.0,-11.69,3.29,农药兽药,True
1113,000875,吉电股份,5.19,1.57,0.08,401916.0,207436422.36,1.96,5.2,5.1,5.13,5.11,1.66,1.44,9.99,1.1,18825534549.0,14479925092.0,0.19,0.19,-6.82,-1.33,电力行业,True
1114,600644,乐山电力,6.47,1.57,0.1,104586.0,67310726.0,2.35,6.5,6.35,6.36,6.37,1.45,1.94,40.93,1.79,3741735692.0,3483452264.0,0.0,0.0,-6.77,5.72,电力行业,True
1136,603097,江苏华辰,23.61,1.55,0.36,30100.0,70993302.0,3.7,23.95,23.09,23.4,23.25,1.2,7.53,46.54,3.71,3882310350.0,944400000.0,0.04,0.04,-1.05,0.38,电网设备,True
1148,600578,京能电力,3.35,1.52,0.05,307573.0,102433078.0,2.12,3.36,3.29,3.3,3.3,1.4,0.46,11.88,1.03,22426980400.0,22426980400.0,0.0,0.0,-9.21,-4.83,电力行业,True
1195,601512,中新集团,7.72,1.45,0.11,105068.0,82603401.0,3.55,7.99,7.72,7.8,7.61,3.03,0.7,12.91,0.8,11571430800.0,11571430800.0,0.0,-0.26,-6.31,0.52,房地产开发,True
