序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
200,688720,艾森股份,42.35,3.75,1.53,39804.0,170606921.0,6.08,44.48,42.0,42.0,40.82,2.71,7.2,123.37,3.8,3732446695.0,2341220482.0,0.0,0.0,5.24,7.05,半导体,True
316,300011,鼎汉技术,7.13,2.44,0.17,134094.0,96315176.62,6.32,7.44,7.0,7.03,6.96,2.13,2.67,-66.4,3.04,3983177259.0,3576613551.0,-0.14,0.14,-22.25,-2.06,交运设备,True
331,300236,上海新阳,36.12,2.32,0.82,73727.0,267601705.46,5.69,36.96,34.95,35.3,35.3,3.12,2.65,55.29,2.52,11319336240.0,10067618048.0,0.06,0.03,2.03,-2.67,电子化学品,True
344,600066,宇通客车,24.64,2.24,0.54,150951.0,369372599.0,3.03,24.67,23.94,24.05,24.1,1.11,0.68,18.06,4.56,54551462455.0,54551462455.0,0.0,0.08,-2.11,-2.92,汽车整车,True
360,001288,运机集团,20.49,2.14,0.43,29017.0,59192688.03,3.59,20.7,19.98,20.12,20.06,1.6,1.91,30.96,2.28,4814379576.0,3107474653.0,0.0,-0.15,-10.56,-5.31,工程机械,True
376,601598,中国外运,4.99,2.04,0.1,247066.0,122507888.0,2.04,4.99,4.89,4.89,4.89,1.41,0.47,14.11,0.91,36398142206.0,26227025206.0,0.0,0.0,-1.77,-6.73,物流行业,True
430,601877,正泰电器,22.24,1.78,0.39,125635.0,279004729.0,2.43,22.35,21.82,21.85,21.85,1.5,0.58,10.27,1.14,47793070026.0,47793070026.0,0.18,0.09,-5.44,-2.5,电网设备,True
480,688289,圣湘生物,20.27,1.6,0.32,55308.0,112102472.0,2.41,20.4,19.92,19.98,19.95,1.27,0.95,32.01,1.63,11744194882.0,11744194882.0,-0.05,0.1,-9.87,-9.63,医疗器械,True
482,601298,青岛港,8.94,1.59,0.14,140194.0,125245278.0,2.05,8.98,8.8,8.81,8.8,1.08,0.26,10.34,1.32,58030434000.0,48205150500.0,0.0,-0.11,1.71,-1.87,航运港口,True
534,002056,横店东磁,13.68,1.41,0.19,320957.0,442260781.98,3.78,13.98,13.47,13.52,13.49,0.94,1.98,12.15,2.27,22253421172.0,22230793563.0,-0.29,-0.29,-10.35,9.35,光伏设备,True
541,600019,宝钢股份,6.58,1.39,0.09,628716.0,412941771.0,1.85,6.61,6.49,6.49,6.49,1.12,0.29,14.81,0.72,144158877513.0,143326117648.0,0.3,0.15,-11.2,-4.64,钢铁行业,True
546,605507,国邦医药,19.99,1.37,0.27,23584.0,47058067.0,2.08,20.13,19.72,19.8,19.72,0.78,0.78,12.99,1.41,11170881765.0,6031426498.0,0.0,-0.05,4.22,-1.19,化学制药,True
