序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
395,601038,一拖股份,16.3,2.19,0.35,270703.0,438060133.0,4.45,16.45,15.74,15.8,15.95,2.22,3.7,12.48,2.46,18315417983.0,11926795983.0,0.06,0.31,7.24,14.39,专用设备,True
536,601000,唐山港,4.53,1.34,0.06,1070231.0,481519766.0,3.13,4.57,4.43,4.46,4.47,2.09,1.81,12.73,1.32,26844456621.0,26844456621.0,0.0,0.0,-3.21,37.27,航运港口,True
720,002749,国光股份,14.56,0.55,0.08,34687.0,50512451.32,1.93,14.68,14.4,14.48,14.48,0.83,0.82,18.94,3.4,6818133504.0,6154184356.0,-0.07,-0.07,15.19,30.82,农药兽药,True
1035,600253,天方药业,,,,,,,,,,6.26,,0.0,,,,,,,0.0,0.0,Other,True
1327,600483,福能股份,10.06,-0.2,-0.02,309871.0,313297615.0,4.46,10.38,9.93,10.04,10.08,1.3,1.11,11.83,1.16,27968186268.0,27968186268.0,-0.1,0.1,12.4,26.38,电力行业,True
1338,600863,内蒙华电,4.43,-0.23,-0.01,832334.0,368921621.0,1.58,4.46,4.39,4.44,4.44,1.21,1.28,8.78,1.73,28914113003.0,28914113003.0,0.0,0.0,10.75,19.09,电力行业,True
1440,601006,大秦铁路,6.88,-0.43,-0.03,995937.0,687685960.0,1.01,6.94,6.87,6.9,6.91,1.36,0.54,10.97,0.81,125788122100.0,125788122100.0,-0.15,0.0,19.65,2.69,物流行业,True
1472,002200,ST交投,6.22,-0.48,-0.03,19767.0,12338015.0,1.76,6.31,6.2,6.23,6.25,0.68,1.07,-28.98,76.31,1145306576.0,1145306576.0,0.0,0.0,27.98,-28.18,农牧饲渔,True
1528,600674,川投能源,16.8,-0.59,-0.1,292384.0,492617803.0,0.77,16.93,16.8,16.86,16.9,0.96,0.6,13.89,1.95,81893394710.0,81893394710.0,0.0,-0.06,-3.17,14.13,电力行业,True
1542,000537,中绿电,9.5,-0.63,-0.06,207175.0,198155020.49,2.41,9.72,9.49,9.55,9.56,1.33,1.0,16.08,1.01,19632722344.0,19632668194.0,-0.11,-0.11,19.95,0.53,电力行业,True
1545,002092,ST中泰,4.66,-0.64,-0.03,206383.0,95703037.0,1.28,4.67,4.61,4.65,4.69,0.82,0.8,-26.01,0.54,12069490949.0,12002411414.0,0.65,1.08,37.06,-23.61,化学原料,True
1587,605005,合兴股份,16.65,-0.72,-0.12,13648.0,22714665.0,1.55,16.79,16.53,16.7,16.77,0.79,0.34,25.48,3.54,6676650000.0,6676650000.0,-0.12,0.12,11.52,-3.98,汽车零部件,True
1874,600009,上海机场,35.73,-1.16,-0.42,115120.0,412850007.0,1.16,36.1,35.68,35.97,36.15,1.12,0.6,55.5,2.18,88913438278.0,68555006222.0,0.0,0.11,14.78,9.74,航空机场,True
1901,600004,白云机场,9.9,-1.2,-0.12,198167.0,196980563.0,1.3,10.01,9.88,10.0,10.02,1.01,0.84,26.31,1.3,23430511002.0,23430511002.0,0.0,0.1,13.27,1.96,航空机场,True
1911,600938,中国海油,27.03,-1.21,-0.33,272577.0,740641997.0,1.24,27.35,27.01,27.24,27.36,0.73,0.96,8.26,1.79,1284734656188.0,76815255587.0,0.04,0.0,9.79,37.28,石油行业,True
1919,002763,汇洁股份,7.32,-1.21,-0.09,46108.0,33957317.2,1.48,7.43,7.32,7.42,7.41,1.09,1.52,18.32,1.52,3000643680.0,2222044194.0,-0.41,-0.14,23.44,-8.61,纺织服装,True
1959,600535,天士力,14.88,-1.26,-0.19,141004.0,211128591.0,1.99,15.16,14.86,15.08,15.07,1.04,0.94,19.8,1.76,22229976074.0,22229976074.0,0.0,0.13,10.3,-9.05,中药,True
1997,601598,中国外运,5.27,-1.31,-0.07,317930.0,168276011.0,1.5,5.34,5.26,5.32,5.34,0.89,0.6,10.2,1.0,38440522931.0,27698681931.0,0.0,0.19,23.13,6.46,物流行业,True
2002,600282,南钢股份,4.5,-1.32,-0.06,790357.0,359028516.0,2.41,4.6,4.49,4.54,4.56,1.68,1.28,11.87,1.08,27742909550.0,27742909550.0,-0.44,-0.22,14.8,34.33,钢铁行业,True
