序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
314,000709,河钢股份,2.2,3.77,0.08,1543930.0,338043715.93,5.19,2.23,2.12,2.12,2.12,2.73,1.49,24.48,0.44,22741666402.0,22737907276.0,0.0,0.0,5.26,-0.45,钢铁行业,True
479,603228,景旺电子,28.43,2.78,0.77,185315.0,529690517.0,4.84,29.13,27.79,27.89,27.66,1.52,2.01,21.99,2.45,26520071207.0,26184105368.0,-0.04,-0.04,-23.55,2.12,电子元件,True
620,600581,八一钢铁,3.19,2.24,0.07,264543.0,83900501.0,3.21,3.2,3.1,3.11,3.12,1.77,1.73,-2.55,13.67,4908425789.0,4889944205.0,0.31,0.0,6.69,3.91,钢铁行业,True
693,600507,方大特钢,4.54,2.02,0.09,697764.0,314084919.0,3.37,4.55,4.4,4.44,4.45,2.61,3.02,10.49,1.1,10501873021.0,10501873021.0,0.22,0.0,11.27,12.1,钢铁行业,True
783,600019,宝钢股份,6.64,1.84,0.12,899274.0,594407125.0,2.45,6.67,6.51,6.53,6.52,1.21,0.41,18.55,0.73,145473396153.0,144633042733.0,0.0,0.15,1.37,-5.14,钢铁行业,True
853,601997,贵阳银行,5.96,1.71,0.1,425653.0,251940563.0,1.88,5.97,5.86,5.87,5.86,1.46,1.16,4.12,0.36,21790940533.0,21790940533.0,0.17,0.0,3.83,-0.67,银行,True
1020,601860,紫金银行,2.74,1.48,0.04,771445.0,210107117.0,1.85,2.75,2.7,2.71,2.7,1.48,2.17,5.95,0.51,10031097566.0,9731296860.0,0.0,0.0,2.24,-2.14,银行,True
1107,603323,苏农银行,5.25,1.35,0.07,318178.0,166272832.0,1.54,5.26,5.18,5.19,5.18,1.16,1.73,5.0,0.54,9633947768.0,9633947768.0,0.0,0.0,2.94,-0.76,银行,True
1181,002088,鲁阳节能,12.89,1.26,0.16,20897.0,26873601.6,1.81,12.96,12.73,12.75,12.73,1.07,0.41,14.52,2.4,6614150134.0,6506744015.0,-0.23,-0.23,10.27,0.78,装修建材,True
1280,600741,华域汽车,16.67,1.15,0.19,97091.0,161373780.0,1.64,16.72,16.45,16.57,16.48,0.63,0.31,8.81,0.87,52555908813.0,52555908813.0,0.06,0.0,2.71,-5.34,汽车零部件,True
1282,000783,长江证券,6.18,1.15,0.07,233828.0,144117854.75,1.31,6.19,6.11,6.12,6.11,1.17,0.42,18.58,0.87,34175850819.0,34175850819.0,0.0,0.16,-4.48,-9.38,证券,True
1375,601688,华泰证券,16.05,1.07,0.17,422680.0,677426385.0,1.51,16.12,15.88,15.92,15.88,0.93,0.58,9.44,0.89,144888201610.0,117074008088.0,0.12,0.12,-5.03,-8.75,证券,True
1391,002500,山西证券,5.76,1.05,0.06,182902.0,105096561.25,1.4,5.78,5.7,5.71,5.7,1.2,0.51,29.1,1.16,20677084111.0,20677084111.0,0.17,0.17,-4.79,-8.28,证券,True
1485,600008,首创环保,3.16,0.96,0.03,695773.0,218920526.0,0.96,3.16,3.13,3.13,3.13,1.09,0.95,6.57,1.12,23196266539.0,23196266539.0,0.0,0.0,2.27,-3.66,公用事业,True
1562,688456,有研粉材,32.59,0.9,0.29,8683.0,28218114.0,2.41,32.93,32.15,32.38,32.3,0.91,0.84,57.66,2.8,3378279400.0,3378279400.0,0.09,0.12,-3.55,-1.96,有色金属,True
1601,600037,歌华有线,6.97,0.87,0.06,113556.0,79299251.0,2.03,7.06,6.92,6.92,6.91,1.17,0.82,70.6,0.76,9700691851.0,9700691851.0,0.14,0.0,0.58,-6.57,文化传媒,True
1617,300776,帝尔激光,56.42,0.86,0.48,17516.0,98624493.2,2.16,56.77,55.56,55.92,55.94,0.82,1.05,30.19,4.83,15434240700.0,9455998319.0,-0.16,-0.12,-3.72,-11.26,光伏设备,True
