序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
254,000099,中信海直,23.25,5.54,1.22,707029.0,1642424819.8,6.04,23.77,22.44,22.45,22.03,3.86,9.11,49.44,3.39,18036655685.0,18036655685.0,0.0,0.0,1.35,-11.39,航空机场,True
352,000536,华映科技,4.66,4.72,0.21,1765103.0,816430049.87,8.99,4.8,4.4,4.44,4.45,3.17,6.39,-13.83,12.12,12889712862.0,12875964525.0,0.22,0.22,2.64,3.33,光学光电子,True
554,688092,爱科科技,24.91,3.62,0.87,17763.0,43496549.0,5.03,24.93,23.72,24.05,24.04,1.4,2.15,49.98,3.29,2059824266.0,2059824266.0,0.0,-0.08,18.68,22.59,专用设备,True
721,300780,德恩精工,17.01,3.09,0.51,54463.0,92049075.24,4.48,17.05,16.31,16.47,16.5,1.37,5.19,-44.48,2.4,2494856700.0,1783897367.0,0.06,0.06,11.61,18.45,通用设备,True
753,603187,海容冷链,12.35,3.0,0.36,68615.0,83782892.0,3.59,12.35,11.92,11.94,11.99,1.68,1.78,11.46,1.18,4772238921.0,4772238921.0,0.0,0.16,13.62,15.42,通用设备,True
882,002745,木林森,8.55,2.64,0.22,250483.0,212398652.5,3.96,8.59,8.26,8.34,8.33,1.11,2.35,22.22,0.98,12689622711.0,9102980048.0,0.0,0.23,2.76,-1.38,光学光电子,True
980,002275,桂林三金,15.8,2.46,0.38,156018.0,245240568.43,5.71,16.28,15.4,15.43,15.42,2.62,2.79,22.14,3.17,9283583880.0,8832852793.0,0.0,-0.25,16.35,7.19,中药,True
990,300341,麦克奥迪,16.73,2.45,0.4,89335.0,147171602.0,4.04,16.78,16.12,16.14,16.33,0.93,1.73,62.04,4.76,8656274921.0,8621431769.0,0.06,0.06,8.57,-4.07,电网设备,True
1047,300112,万讯自控,9.61,2.34,0.22,78599.0,75112703.5,3.3,9.65,9.34,9.36,9.39,1.43,3.31,-92.29,2.77,2789059271.0,2283742561.0,0.0,0.0,14.68,6.66,仪器仪表,True
1079,002786,银宝山新,9.81,2.29,0.22,135391.0,131759471.0,3.86,9.83,9.46,9.51,9.59,0.76,2.74,-74.79,22.28,4861953720.0,4847238720.0,0.1,0.1,5.94,6.05,专用设备,True
1146,603309,维力医疗,14.47,2.19,0.31,77766.0,110997165.0,3.18,14.47,14.02,14.06,14.16,1.07,2.66,17.5,2.27,4237800220.0,4223379418.0,0.07,0.35,27.71,26.05,医疗器械,True
1206,603172,万丰股份,17.2,2.08,0.35,14743.0,25137615.0,3.44,17.2,16.62,16.89,16.85,0.77,2.94,55.34,2.16,2294136000.0,861376000.0,0.0,0.53,14.67,31.6,化学原料,True
1319,002011,盾安环境,11.74,1.91,0.22,116362.0,135363008.96,2.34,11.74,11.47,11.49,11.52,0.97,1.27,14.38,2.19,12508220777.0,10757499123.0,0.0,0.09,-1.26,8.6,家电行业,True
1453,688338,赛科希德,27.48,1.74,0.47,14909.0,40531702.0,3.44,27.59,26.66,26.9,27.01,1.0,1.4,31.52,1.8,2916793152.0,2916793152.0,0.11,0.04,16.29,15.12,医疗器械,True
1492,300011,鼎汉技术,7.87,1.68,0.13,80319.0,62765455.0,2.97,7.89,7.66,7.69,7.74,0.92,1.6,-73.29,3.36,4396578546.0,3947818884.0,0.13,0.13,7.07,8.1,交运设备,True
1505,300691,联合光电,19.52,1.67,0.32,82577.0,160516492.72,3.65,19.7,19.0,19.1,19.2,1.3,3.92,-54.74,3.31,5251831912.0,4111236930.0,0.1,-0.05,9.66,-0.61,光学光电子,True
1513,688563,航材股份,58.71,1.66,0.96,23228.0,136117941.0,2.84,59.1,57.46,57.65,57.75,0.81,1.99,49.03,2.55,26419500000.0,6868423779.0,-0.1,-0.09,6.96,5.71,航天航空,True
1528,600021,上海电力,9.85,1.65,0.16,1119203.0,1105938561.0,4.23,10.11,9.7,9.84,9.69,1.6,3.97,8.37,1.43,27744924903.0,27744924903.0,-0.1,0.0,11.05,10.8,电力行业,True
1563,601369,陕鼓动力,8.92,1.59,0.14,103436.0,91669876.0,1.94,8.92,8.75,8.76,8.78,0.98,0.61,15.52,1.78,15373392469.0,15215700204.0,0.0,0.11,6.57,5.81,通用设备,True
1581,002381,双箭股份,7.08,1.58,0.11,68080.0,47710311.0,3.3,7.09,6.86,6.96,6.97,1.36,2.11,28.23,1.34,2913967680.0,2279943627.0,0.14,0.43,10.11,9.6,橡胶制品,True
1636,002540,亚太科技,6.01,1.52,0.09,132513.0,79165868.06,2.7,6.05,5.89,5.9,5.92,1.25,1.52,20.0,1.41,7502967641.0,5224313854.0,-0.17,0.0,2.39,0.84,有色金属,True
1652,002439,启明星辰,16.9,1.5,0.25,681855.0,1152602864.04,4.08,17.19,16.51,16.64,16.65,1.91,9.4,3204.56,1.79,20472663465.0,12258295618.0,0.0,0.0,8.33,6.83,软件开发,True
1787,300461,田中精机,20.67,1.37,0.28,25194.0,51708999.0,2.35,20.67,20.19,20.22,20.39,0.84,2.21,-100.91,6.15,3246361824.0,2356561173.0,0.0,0.0,4.76,10.77,专用设备,True
1815,300415,伊之密,21.19,1.34,0.28,54874.0,115454975.75,2.1,21.21,20.77,20.82,20.91,0.94,1.21,18.74,3.46,9928830560.0,9601022425.0,0.0,0.05,5.16,8.28,专用设备,True
1898,603053,成都燃气,9.58,1.27,0.12,34088.0,32560420.0,2.22,9.61,9.4,9.43,9.46,1.02,0.38,15.4,1.82,8515566200.0,8515566200.0,-0.1,-0.1,1.38,-1.54,燃气,True
1970,603860,中公高科,32.77,1.2,0.39,10935.0,35574733.0,2.04,32.77,32.11,32.31,32.38,0.58,1.64,-1452.98,2.75,2185103600.0,2185103600.0,0.28,0.37,10.82,11.69,工程咨询服务,True
1990,000544,中原环保,8.48,1.19,0.1,47632.0,40032792.0,2.15,8.48,8.3,8.32,8.38,1.02,0.49,5.76,0.98,8265324458.0,8265324458.0,0.0,0.12,6.4,0.12,公用事业,True
2111,002091,江苏国泰,7.43,1.09,0.08,110112.0,81501797.2,1.63,7.45,7.33,7.34,7.35,0.77,0.69,12.47,0.78,12093306875.0,11867578088.0,0.13,0.0,5.69,5.84,贸易行业,True
2120,600271,航天信息,9.38,1.08,0.1,172599.0,160315408.0,2.16,9.38,9.18,9.23,9.28,1.17,0.93,-13.8,1.27,17380057904.0,17380057904.0,0.0,0.0,9.2,2.96,互联网服务,True
2163,603301,振德医疗,22.42,1.04,0.23,30102.0,66745174.0,3.2,22.55,21.84,22.02,22.19,1.08,1.13,29.15,1.08,5973835949.0,5973835949.0,0.0,0.13,19.45,5.06,医疗器械,True
2167,688432,有研硅,11.65,1.04,0.12,48600.0,56229717.0,1.73,11.65,11.45,11.53,11.53,0.81,0.96,74.04,3.36,14534785326.0,5913139916.0,0.26,0.0,5.43,3.65,半导体,True
2187,002083,孚日股份,4.93,1.02,0.05,106341.0,52104388.96,1.64,4.93,4.85,4.85,4.88,0.53,1.12,9.15,1.06,4666930329.0,4665076649.0,0.2,0.41,7.17,3.79,纺织服装,True
2200,688330,XD宏力达,27.02,1.01,0.27,10379.0,28002885.0,1.46,27.1,26.71,26.9,26.75,0.94,0.74,45.26,1.01,3782800000.0,3782800000.0,-0.22,-0.15,10.51,4.32,电网设备,True
2203,601566,九牧王,8.98,1.01,0.09,31399.0,28010684.0,2.02,8.98,8.8,8.84,8.89,0.87,0.55,6.73,1.3,5160241607.0,5160241607.0,0.11,0.11,2.39,10.73,纺织服装,True
2221,000731,四川美丰,7.08,1.0,0.07,154959.0,110688737.38,2.43,7.24,7.07,7.23,7.01,1.42,2.77,-80.79,0.97,3956510247.0,3956510247.0,-0.14,0.0,5.83,-1.26,化肥行业,True
2265,600548,深高速,10.42,0.97,0.1,37354.0,38727093.0,1.74,10.44,10.26,10.3,10.32,1.01,0.26,13.83,1.15,26444460843.0,14934676797.0,0.1,0.19,-5.27,-21.3,铁路公路,True
2288,002039,黔源电力,15.89,0.95,0.15,31187.0,49442338.8,1.33,15.91,15.7,15.75,15.74,0.6,0.73,26.71,1.69,6793898622.0,6793898622.0,-0.06,0.0,-1.0,4.54,电力行业,True
2310,600640,国脉文化,12.9,0.94,0.12,96893.0,123803802.0,2.19,12.9,12.62,12.73,12.78,1.22,1.22,439.72,2.59,10264477626.0,10264477626.0,0.0,0.08,11.4,8.04,文化传媒,True
2329,603868,飞科电器,37.85,0.93,0.35,10291.0,38734339.0,2.19,37.9,37.08,37.25,37.5,0.64,0.24,22.78,5.5,16487460000.0,16487460000.0,0.03,0.08,5.14,-7.73,家电行业,True
2465,300388,节能国祯,7.27,0.83,0.06,44847.0,32454129.8,1.53,7.28,7.17,7.21,7.21,1.01,0.66,18.24,1.11,4951177019.0,4944426948.0,0.0,0.0,6.75,-2.02,环保行业,True
2479,603071,物产环能,13.47,0.82,0.11,20918.0,27904668.0,1.65,13.47,13.25,13.34,13.36,0.78,0.37,12.16,1.41,7515646334.0,7515646334.0,0.07,0.15,12.16,9.33,贸易行业,True
2487,600785,新华百货,12.32,0.82,0.1,75030.0,91976849.0,3.03,12.41,12.04,12.17,12.22,1.41,3.33,8.69,1.22,2779777370.0,2779777370.0,-0.16,-0.08,1.4,-3.9,商业百货,True
2498,002746,仙坛股份,6.22,0.81,0.05,100911.0,62540436.03,1.94,6.24,6.12,6.13,6.17,0.86,1.42,27.86,1.19,5352550882.0,4414186132.0,0.0,0.16,6.51,2.13,农牧饲渔,True
2502,603885,吉祥航空,12.39,0.81,0.1,153179.0,188494957.0,1.55,12.4,12.21,12.24,12.29,0.66,0.7,19.61,3.18,27059825271.0,27059825271.0,0.0,0.16,-1.9,-8.9,航空机场,True
2572,301309,万得凯,28.9,0.77,0.22,10864.0,31414585.04,3.03,29.24,28.37,28.71,28.68,0.8,4.35,21.34,1.85,2890000000.0,722500000.0,-0.1,-0.07,18.54,21.07,通用设备,True
2595,601598,中国外运,5.36,0.75,0.04,226253.0,121085705.0,1.69,5.38,5.29,5.31,5.32,0.96,0.43,15.11,0.99,38978980610.0,28171714450.0,-0.37,0.0,16.02,2.88,物流行业,True
2614,601801,皖新传媒,6.85,0.74,0.05,125185.0,85294607.0,1.76,6.87,6.75,6.75,6.8,1.03,0.64,8.69,1.15,13411828973.0,13411828973.0,0.0,0.15,1.03,-5.39,文化传媒,True
