序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
479,600019,宝钢股份,6.82,3.96,0.26,1244612.0,838967652.0,4.88,6.87,6.55,6.57,6.56,1.9,0.57,19.05,0.75,149416952073.0,148553817988.0,0.15,0.0,4.6,-2.57,钢铁行业,True
790,600551,时代出版,8.19,2.89,0.23,61480.0,49788701.0,4.27,8.24,7.9,7.94,7.96,1.2,0.91,15.93,0.98,5553272407.0,5553272407.0,0.24,0.37,0.61,-4.88,文化传媒,True
861,600621,华鑫股份,14.64,2.74,0.39,283279.0,410766658.0,3.51,14.71,14.21,14.25,14.25,1.5,2.67,38.33,1.92,15531565635.0,15531565635.0,0.07,0.07,-5.55,-11.17,证券,True
1168,600022,山东钢铁,1.4,2.19,0.03,925501.0,129259971.0,3.65,1.42,1.37,1.38,1.37,1.55,0.87,-7.74,0.76,14978389376.0,14978389376.0,0.0,0.0,-9.09,-3.45,钢铁行业,True
1257,600282,南钢股份,4.42,2.08,0.09,349467.0,153964167.0,3.46,4.47,4.32,4.33,4.33,1.23,0.57,11.66,1.06,27249702269.0,27249702269.0,0.0,0.23,1.84,-5.76,钢铁行业,True
1274,601399,国机重装,2.99,2.05,0.06,435236.0,129398776.0,3.41,3.02,2.92,2.93,2.93,1.5,0.6,39.04,1.51,21568532111.0,21568532111.0,0.34,0.34,-14.33,-2.92,专用设备,True
1286,002391,长青股份,5.01,2.04,0.1,56089.0,27638884.0,3.67,5.01,4.83,4.9,4.91,0.56,1.21,55.67,0.74,3254458676.0,2325245263.0,0.2,0.0,-0.4,0.0,农药兽药,True
1287,300349,金卡智能,13.04,2.03,0.26,72114.0,93321790.44,2.58,13.08,12.75,12.77,12.78,1.12,1.95,13.74,1.25,5455117258.0,4830414515.0,-0.08,0.0,-5.71,-4.61,仪器仪表,True
1360,002367,康力电梯,6.84,1.94,0.13,79250.0,53911354.95,3.13,6.88,6.67,6.71,6.71,1.48,1.51,14.55,1.58,5463697519.0,3599210449.0,0.15,0.0,8.23,-0.44,专用设备,True
1379,601369,陕鼓动力,7.99,1.91,0.15,145049.0,115880415.0,3.32,8.08,7.82,7.83,7.84,1.1,0.86,15.52,1.63,13787536274.0,13514024192.0,0.25,0.25,-9.1,-8.16,通用设备,True
1398,601238,广汽集团,8.6,1.9,0.16,227070.0,194180014.0,2.25,8.61,8.42,8.45,8.44,1.29,0.31,554.17,0.78,88713041140.0,63499799317.0,0.0,0.12,7.63,-7.92,汽车整车,True
1438,601311,骆驼股份,8.24,1.85,0.15,81384.0,66569880.0,2.1,8.24,8.07,8.08,8.09,1.13,0.69,14.87,1.02,9666724012.0,9666724012.0,0.12,0.12,-3.74,-0.6,电池,True
