序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
450,000792,盐湖股份,16.95,2.11,0.35,817890.0,1390489232.24,3.61,17.19,16.59,16.6,16.6,2.73,1.55,19.59,2.38,89692154570.0,89691691920.0,-0.12,-0.06,1.92,2.98,化肥行业,True
513,600655,豫园股份,5.58,1.82,0.1,165658.0,92215756.0,2.74,5.64,5.49,5.49,5.48,1.71,0.43,104.89,0.63,21744945361.0,21705342203.0,-0.18,0.0,0.18,-10.58,珠宝首饰,True
572,600917,重庆燃气,5.78,1.58,0.09,123131.0,70606448.0,3.34,5.83,5.64,5.69,5.69,1.23,0.79,-41.7,1.6,9022809813.0,9022809813.0,0.35,0.35,-1.03,-4.93,燃气,True
582,002244,滨江集团,9.75,1.56,0.15,354225.0,346389619.0,3.96,9.9,9.52,9.57,9.6,1.67,1.32,7.77,1.07,30336577928.0,26152948965.0,0.0,-0.1,-7.58,13.24,房地产开发,True
649,002033,丽江股份,8.78,1.39,0.12,219573.0,192426594.44,3.35,8.9,8.61,8.66,8.66,3.16,4.0,34.99,2.04,4824528443.0,4824435989.0,0.0,0.11,-4.98,3.05,旅游酒店,True
788,603356,华菱精工,13.24,1.07,0.14,28962.0,38511712.0,2.6,13.43,13.09,13.09,13.1,1.14,2.17,-20.46,4.07,1765421600.0,1765421600.0,-0.08,0.0,1.07,3.6,专用设备,True
846,002777,久远银海,18.15,0.95,0.17,133489.0,242998912.1,3.56,18.57,17.93,17.97,17.98,1.67,3.3,124.3,4.56,7409393340.0,7341883562.0,0.0,0.0,0.55,6.33,互联网服务,True
852,000718,苏宁环球,2.18,0.93,0.02,394843.0,86186692.09,3.24,2.22,2.15,2.15,2.16,2.26,1.73,35.24,0.7,6615507317.0,4974963006.0,0.0,0.46,-2.68,-7.63,房地产开发,True
888,301515,港通医疗,19.88,0.86,0.17,13129.0,26169195.0,3.09,20.23,19.62,19.81,19.71,1.19,2.06,314.77,1.59,1988000000.0,1265835144.0,0.0,-0.15,4.19,10.57,医疗器械,True
896,688338,赛科希德,24.98,0.85,0.21,10573.0,26296258.0,1.66,24.99,24.58,24.76,24.77,1.43,1.0,28.65,1.63,2651437152.0,2651437152.0,0.12,0.04,0.64,4.65,医疗器械,True
