序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
437,002449,国星光电,9.09,4.0,0.35,282475.0,252476096.4,5.03,9.11,8.67,8.75,8.74,2.56,4.57,84.18,1.46,5621957466.0,5621957466.0,0.11,0.33,-18.03,-33.26,光学光电子,True
488,600833,第一医药,12.75,3.74,0.46,123377.0,157385556.0,10.17,13.5,12.25,12.33,12.29,3.69,5.53,150.05,2.5,2844350924.0,2844350924.0,0.0,0.08,0.16,-5.56,医药商业,True
793,688075,安旭生物,37.53,2.71,0.99,10958.0,40792466.0,3.75,37.77,36.4,36.54,36.54,2.15,0.86,35.04,0.91,4769417672.0,4769417672.0,-0.05,0.08,-2.21,1.76,医疗器械,True
829,688247,宣泰医药,9.8,2.62,0.25,38640.0,37662979.0,2.83,9.83,9.56,9.6,9.55,1.46,2.71,54.21,3.43,4442732000.0,1394751680.0,0.2,-0.1,-8.58,-2.58,化学制药,True
868,002880,卫光生物,29.26,2.52,0.72,36117.0,104410526.0,3.15,29.34,28.44,28.49,28.54,2.29,1.6,37.91,2.94,6636168000.0,6613140380.0,-0.03,0.0,9.88,8.33,生物制品,True
885,002550,千红制药,6.14,2.5,0.15,316257.0,193540773.0,3.51,6.18,5.97,5.98,5.99,1.61,3.3,12.2,2.93,7857972000.0,5880521021.0,0.0,0.0,11.23,-0.97,化学制药,True
958,605507,国邦医药,19.93,2.36,0.46,55521.0,110419312.0,2.88,20.08,19.52,19.52,19.47,1.75,1.84,12.95,1.35,11137352355.0,6013323167.0,0.0,-0.05,-0.4,-4.32,化学制药,True
1048,300015,爱尔眼科,13.04,2.19,0.28,632456.0,819847385.56,2.82,13.08,12.72,12.76,12.76,1.3,0.8,28.96,5.57,121624269015.0,103419707616.0,0.08,0.15,-3.26,-1.58,医疗服务,True
1112,002186,全 聚 德,10.73,2.09,0.22,81160.0,86662934.23,2.09,10.75,10.53,10.53,10.51,1.82,2.65,195.36,3.91,3293268639.0,3288866657.0,0.0,0.0,2.68,-7.5,旅游酒店,True
1123,002077,大港股份,14.27,2.07,0.29,183558.0,261567700.48,4.22,14.45,13.86,13.97,13.98,2.39,3.16,132.42,2.5,8281573281.0,8281573281.0,0.0,0.07,-5.18,-2.73,半导体,True
1154,300027,华谊兄弟,2.51,2.03,0.05,829565.0,207042970.26,3.25,2.52,2.44,2.46,2.46,1.53,3.34,88.1,18.07,6964009857.0,6237045848.0,0.0,0.0,-13.45,-4.2,文化传媒,True
1237,300788,中信出版,31.04,1.94,0.59,28858.0,89027469.0,2.76,31.12,30.28,30.39,30.45,1.7,1.52,27.19,2.66,5902303026.0,5902303026.0,0.0,0.19,-10.83,-1.68,文化传媒,True
1350,600674,川投能源,17.5,1.8,0.31,233363.0,408819394.0,2.79,17.65,17.17,17.21,17.19,1.57,0.48,14.42,1.96,85305619490.0,85305619490.0,0.0,0.0,12.61,1.45,电力行业,True
1441,002216,三全食品,12.03,1.69,0.2,96823.0,116527891.6,3.8,12.2,11.75,11.8,11.83,1.83,1.54,12.68,2.29,10576584097.0,7581982435.0,0.0,-0.08,9.17,0.25,食品饮料,True
1551,002637,赞宇科技,9.59,1.59,0.15,53614.0,51211940.52,2.97,9.68,9.4,9.47,9.44,1.12,1.21,13.63,1.19,4511145590.0,4245715009.0,0.1,0.21,0.42,-2.64,化学制品,True
1552,000852,石化机械,6.37,1.59,0.1,255411.0,162336382.64,3.19,6.45,6.25,6.26,6.27,1.67,2.71,260.46,1.96,6090622559.0,5994178784.0,0.16,0.0,1.59,-7.68,专用设备,True
1601,600987,航民股份,7.32,1.53,0.11,125170.0,91275309.0,2.64,7.37,7.18,7.21,7.21,1.33,1.23,13.73,1.21,7472394150.0,7472394150.0,-0.14,-0.27,7.81,5.48,纺织服装,True
1665,600563,法拉电子,105.49,1.48,1.54,17785.0,187260057.0,2.62,106.48,103.76,103.99,103.95,1.06,0.79,22.45,4.28,23735250000.0,23735250000.0,0.01,0.02,-11.59,-11.29,电子元件,True
1666,002393,力生制药,17.26,1.47,0.25,25145.0,43270961.0,1.88,17.33,17.01,17.01,17.01,1.75,1.0,20.12,0.94,4447988283.0,4320602717.0,-0.12,-0.06,3.66,-0.17,化学制药,True
1737,688317,之江生物,17.25,1.41,0.24,12769.0,21860926.0,2.0,17.25,16.91,17.0,17.01,0.99,0.66,-51.74,0.94,3314725483.0,3314725483.0,0.12,0.29,-0.29,6.15,医疗器械,True
1780,600335,国机汽车,6.67,1.37,0.09,136878.0,90586609.0,2.43,6.69,6.53,6.56,6.58,1.36,0.92,18.64,0.87,9976910576.0,9976910576.0,-0.15,0.0,-0.74,7.06,汽车服务,True
1793,600027,华电国际,5.99,1.35,0.08,817686.0,485352759.0,2.2,5.99,5.86,5.91,5.91,1.07,0.96,7.93,1.38,61263091187.0,50976861923.0,0.17,0.17,14.1,6.77,电力行业,True
