序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
443,603172,万丰股份,15.48,2.58,0.39,34407.0,52672006.0,3.05,15.54,15.08,15.11,15.09,1.83,6.87,49.81,1.93,2064722400.0,775238400.0,-0.26,0.13,10.49,17.63,化学原料,True
449,601117,中国化学,7.98,2.57,0.2,475940.0,378587972.0,3.21,8.04,7.79,7.81,7.78,1.84,0.78,8.43,0.76,48747628389.0,48435254481.0,0.0,-0.13,11.3,-3.74,工程建设,True
454,603356,华菱精工,13.68,2.55,0.34,39312.0,53325389.0,3.0,13.73,13.33,13.35,13.34,2.02,2.95,-21.14,4.21,1824091200.0,1824091200.0,-0.07,-0.29,-7.94,7.04,专用设备,True
500,600116,三峡水利,7.0,2.34,0.16,339803.0,236670475.0,4.39,7.1,6.8,6.84,6.84,2.38,1.78,-773.26,1.21,13385000328.0,13385000328.0,-0.14,-0.14,4.01,0.86,电力行业,True
525,605399,晨光新材,12.21,2.26,0.27,39893.0,48558806.0,3.43,12.36,11.95,12.04,11.94,0.94,1.28,-202.22,1.74,3826093366.0,3812173966.0,0.0,0.33,4.09,4.54,化学制品,True
538,002320,海峡股份,6.05,2.2,0.13,331668.0,201541564.69,5.57,6.26,5.93,5.94,5.92,3.52,1.49,28.27,3.12,13485045781.0,13485045781.0,0.0,0.0,-6.06,-7.07,航运港口,True
549,600261,阳光照明,3.33,2.15,0.07,221976.0,73334170.0,2.45,3.34,3.26,3.28,3.26,1.96,1.66,18.59,1.31,4445726377.0,4445726377.0,0.0,-0.3,-0.89,1.83,家电行业,True
576,300305,裕兴股份,6.01,2.04,0.12,60231.0,36021243.95,3.06,6.04,5.86,5.86,5.89,1.27,1.87,-9.98,1.05,2256155755.0,1932059894.0,0.0,-0.17,6.37,10.28,塑料制品,True
634,600362,江西铜业,22.27,1.88,0.41,219945.0,489098970.0,1.37,22.34,22.04,22.04,21.86,1.51,1.06,9.87,0.96,77114983849.0,46215759709.0,0.09,0.09,2.58,7.9,有色金属,True
666,600351,亚宝药业,6.25,1.79,0.11,164586.0,101801007.0,2.28,6.26,6.12,6.16,6.14,0.95,2.35,10.2,1.6,4375000288.0,4375000288.0,0.0,0.16,9.08,7.94,中药,True
701,600548,深高速,11.23,1.72,0.19,54029.0,60394108.0,2.63,11.32,11.03,11.04,11.04,1.45,0.38,14.91,1.24,28500124306.0,16095625761.0,0.09,0.0,-2.18,-16.69,铁路公路,True
722,301515,港通医疗,19.96,1.68,0.33,19584.0,38897935.0,3.92,20.15,19.38,19.69,19.63,2.0,3.08,316.03,1.6,1996000000.0,1270929048.0,0.1,-0.1,4.5,11.01,医疗器械,True
