序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,rule3_sinal
1284,002573,清新环境,4.43,0.91,0.04,81833.0,36036950.4,1.82,4.44,4.36,4.4,4.39,1.04,0.58,79.62,1.0,6310041405.0,6259085773.0,0.23,0.0,29.15,-8.66,True
1666,600035,楚天高速,4.36,0.46,0.02,200456.0,87331775.0,1.38,4.38,4.32,4.35,4.34,1.07,1.24,7.94,0.82,7020105328.0,7020105328.0,0.0,-0.23,9.27,20.11,True
2158,603230,内蒙新华,12.99,0.08,0.01,37840.0,48958988.0,1.85,13.04,12.8,13.0,12.98,0.86,4.23,11.66,1.7,4592263770.0,1161318990.0,0.15,0.0,24.31,-13.69,True
2318,600681,百川能源,3.74,0.0,0.0,96840.0,36015957.0,1.87,3.75,3.68,3.74,3.74,1.09,0.72,21.84,1.42,5014796989.0,5010884807.0,0.0,0.0,18.35,0.81,True
3080,600798,宁波海运,3.26,-0.31,-0.01,115947.0,37791603.0,1.53,3.28,3.23,3.27,3.27,0.76,0.96,-341.67,1.0,3933301495.0,3933301495.0,-0.31,-0.31,23.48,-10.19,True
3363,603367,辰欣药业,14.46,-0.48,-0.07,28578.0,41388436.0,1.1,14.58,14.42,14.49,14.53,1.06,0.63,12.33,1.12,6546824705.0,6546824705.0,-0.14,-0.14,12.7,3.43,True
3392,002932,明德生物,19.75,-0.5,-0.1,18645.0,36814704.87,1.61,19.88,19.56,19.87,19.85,0.38,1.19,42.55,0.78,4592288901.0,3082681930.0,-0.05,-0.3,19.12,-13.45,True
3646,000930,中粮科技,6.05,-0.66,-0.04,144907.0,87740415.12,1.48,6.11,6.02,6.1,6.09,0.99,0.78,878.55,1.07,11251322299.0,11230199329.0,0.17,-0.33,24.23,-8.89,True
4106,600597,光明乳业,8.85,-1.01,-0.09,130172.0,115493175.0,1.79,8.98,8.82,8.98,8.94,1.05,0.94,78.63,1.4,12199492803.0,12199329963.0,-0.11,-0.11,14.49,4.0,True
