序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
3037,600533,栖霞建设,2.3,4.07,0.09,236539.0,53485866.0,3.62,2.3,2.22,2.23,2.21,1.08,2.25,-10.41,0.59,2415000000.0,2415000000.0,0.0,0.0,6.48,-1.71,房地产开发,True
3228,002206,海 利 得,4.27,3.89,0.16,192695.0,81057079.0,3.89,4.28,4.12,4.12,4.11,0.96,2.1,12.55,1.31,4962624829.0,3912065696.0,0.0,0.23,7.83,-0.47,化纤行业,True
3877,600510,黑牡丹,4.54,3.18,0.14,66683.0,30004409.0,3.18,4.55,4.41,4.41,4.4,1.36,0.65,44.28,0.46,4685395575.0,4685395575.0,0.22,0.44,2.02,-4.82,房地产开发,True
3940,301149,隆华新材,9.92,3.12,0.3,27687.0,27140314.09,2.81,9.92,9.65,9.66,9.62,0.89,1.36,23.39,2.26,4265600179.0,2023887179.0,0.2,0.2,1.12,0.3,化学原料,True
4051,002394,联发股份,7.17,3.02,0.21,43670.0,30996917.56,3.59,7.17,6.92,7.0,6.96,1.32,1.35,13.34,0.58,2320929000.0,2317957795.0,0.0,0.14,2.14,-4.65,纺织服装,True
4092,002365,永安药业,7.97,2.97,0.23,25574.0,20170829.2,2.33,7.97,7.79,7.8,7.74,1.14,1.05,28.48,1.18,2348619525.0,1944708405.0,0.13,0.13,2.31,-0.25,化学制药,True
4145,002124,ST天邦,2.83,2.91,0.08,302870.0,84866329.61,3.27,2.84,2.75,2.76,2.75,0.79,1.53,3.52,1.77,6288072745.0,5587222299.0,0.35,0.0,11.42,1.43,农牧饲渔,True
4222,000989,ST九芝,7.68,2.81,0.21,60799.0,46373454.0,2.14,7.69,7.53,7.58,7.47,0.95,0.88,20.52,1.74,6573634652.0,5331100823.0,-0.13,0.13,10.03,-3.52,中药,True
4255,600383,金地集团,4.46,2.76,0.12,802900.0,356376723.0,4.15,4.5,4.32,4.33,4.34,1.08,1.78,-4.43,0.33,20135042731.0,20135042731.0,0.22,0.0,-18.76,1.83,房地产开发,True
4303,002391,长青股份,5.31,2.71,0.14,109471.0,57364433.4,4.26,5.32,5.1,5.12,5.17,2.12,2.36,59.01,0.78,3449336441.0,2464481506.0,0.0,0.38,9.26,5.99,农药兽药,True
4307,603811,诚意药业,7.6,2.7,0.2,38575.0,29058587.0,2.43,7.6,7.42,7.44,7.4,0.89,1.18,15.94,2.0,2487512832.0,2487512832.0,0.0,0.13,1.88,-1.55,化学制药,True
4563,000726,鲁  泰Ａ,6.12,2.34,0.14,56436.0,34252587.81,2.17,6.12,5.99,5.99,5.98,1.08,0.96,13.03,0.54,5001912781.0,3602088810.0,0.0,0.16,2.51,-6.13,纺织服装,True
4699,000088,盐 田 港,4.69,2.18,0.1,102245.0,47496949.64,2.4,4.69,4.58,4.6,4.59,1.43,0.45,18.21,1.4,24385576893.0,10548445368.0,0.0,0.21,-1.68,-3.7,航运港口,True
4975,601366,利群股份,5.16,1.78,0.09,159678.0,81832220.0,1.97,5.17,5.07,5.07,5.07,1.68,1.75,137.01,1.1,4715890807.0,4715890807.0,0.0,0.19,-0.19,1.98,商业百货,True
5039,601107,四川成渝,4.92,1.65,0.08,107521.0,52640283.0,2.27,4.94,4.83,4.83,4.84,0.95,0.5,10.05,0.94,15045655200.0,10640680800.0,0.0,0.2,-10.87,-5.93,铁路公路,True
5139,002233,塔牌集团,7.3,1.39,0.1,78634.0,57035684.61,1.39,7.3,7.2,7.2,7.2,1.12,0.66,17.13,0.74,8703607617.0,8697840252.0,0.0,0.14,-3.57,-4.82,水泥建材,True
5190,000878,云南铜业,12.7,1.2,0.15,443794.0,559436465.22,2.47,12.74,12.43,12.5,12.55,1.51,2.21,12.54,1.72,25446079537.0,25445579868.0,0.0,0.08,-5.29,4.18,有色金属,True
5227,601677,明泰铝业,12.33,1.07,0.13,275439.0,337923311.0,1.64,12.33,12.13,12.31,12.2,1.19,2.31,8.15,0.89,15334870653.0,14703426693.0,0.16,0.16,-9.2,2.92,有色金属,True
5265,000895,双汇发展,25.11,0.84,0.21,96280.0,240473732.97,1.77,25.15,24.71,24.9,24.9,0.87,0.28,17.15,4.36,86997643058.0,86984147212.0,0.0,0.16,2.28,-3.27,食品饮料,True
5298,600585,海螺水泥,23.92,0.46,0.11,148601.0,353570619.0,1.72,23.96,23.55,23.69,23.81,1.23,0.37,18.29,0.68,126759317690.0,95672885690.0,0.04,0.17,-4.78,0.59,水泥建材,True
5310,601857,中国石油,8.9,0.34,0.03,1588847.0,1407341963.0,1.8,8.91,8.75,8.81,8.87,0.96,0.1,9.22,1.09,1628886702580.0,1441106492580.0,-0.11,0.11,5.2,-0.45,石油行业,True
5311,603156,养元饮品,21.76,0.32,0.07,37099.0,80324991.0,2.77,21.88,21.28,21.62,21.69,1.19,0.29,16.73,2.78,27423639836.0,27423639836.0,0.0,0.14,2.02,-4.73,食品饮料,True
5434,600253,天方药业,,,,,,,,,,6.26,,0.0,,,,,,,0.0,0.0,Other,True
