序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
225,300441,鲍斯股份,8.49,3.92,0.32,348760.0,291217756.55,5.14,8.52,8.1,8.15,8.17,3.59,5.56,29.36,2.32,5471090719.0,5322883914.0,0.12,0.12,5.33,0.83,通用设备,True
310,600027,华电国际,5.47,3.01,0.16,2387446.0,1296831265.0,3.77,5.52,5.32,5.33,5.31,2.72,2.81,7.73,1.25,59658141413.0,46551491606.0,0.0,0.18,-3.7,-0.18,电力行业,True
329,000538,云南白药,57.42,2.87,1.6,280773.0,1607956184.41,4.41,58.22,55.76,55.84,55.82,2.61,1.58,13.24,2.65,102452358664.0,101788160968.0,-0.07,-0.07,1.11,-2.3,中药,True
352,603868,飞科电器,38.06,2.7,1.0,22424.0,84956589.0,3.94,38.44,36.98,37.18,37.06,1.9,0.51,22.91,5.53,16578936000.0,16578936000.0,0.0,0.11,7.94,-7.22,家电行业,True
360,600056,中国医药,11.28,2.64,0.29,656867.0,747085183.0,7.64,11.76,10.92,10.97,10.99,3.55,4.39,25.35,1.42,16873523557.0,16867564672.0,0.09,0.18,11.68,2.45,医药商业,True
424,002187,广百股份,6.63,2.16,0.14,233982.0,154065139.0,3.7,6.68,6.44,6.46,6.49,2.11,4.52,51.89,1.14,4646931417.0,3428445705.0,-0.15,0.0,-4.6,-5.82,商业百货,True
473,600795,国电电力,4.7,1.95,0.09,2011208.0,943925290.0,3.04,4.75,4.61,4.62,4.61,1.8,1.13,11.57,1.5,83827409685.0,83827409685.0,0.0,0.0,7.06,5.15,电力行业,True
486,002041,登海种业,10.15,1.91,0.19,284048.0,287435116.75,3.11,10.23,9.92,9.96,9.96,2.34,3.23,90.78,2.49,8932000000.0,8932000000.0,0.0,0.2,-0.88,-6.54,农牧饲渔,True
488,001289,龙源电力,17.18,1.9,0.32,74021.0,126931376.45,2.67,17.31,16.86,16.9,16.86,1.47,0.15,18.88,1.91,143621641698.0,86620428938.0,-0.06,0.0,2.26,9.36,电力行业,True
493,003000,劲仔食品,12.98,1.88,0.24,159511.0,206231902.74,2.59,13.05,12.72,12.76,12.74,1.82,5.31,21.66,4.31,5852606184.0,3899110330.0,0.0,0.08,1.17,-3.13,食品饮料,True
512,601088,中国神华,38.5,1.8,0.68,329797.0,1268638025.0,2.7,38.9,37.88,38.01,37.82,1.02,0.2,16.0,1.93,764938018268.0,634904961268.0,0.03,0.0,6.68,-6.6,煤炭行业,True
579,002033,丽江股份,9.01,1.58,0.14,211195.0,189375498.39,2.14,9.04,8.85,8.86,8.87,1.68,3.84,35.91,2.09,4950911306.0,4950816431.0,0.11,0.11,6.38,5.75,旅游酒店,True
588,601952,苏垦农发,9.89,1.54,0.15,194813.0,192087970.0,2.87,9.99,9.71,9.72,9.74,1.55,1.41,31.96,2.01,13628420000.0,13628420000.0,0.1,0.0,3.24,3.24,农牧饲渔,True
594,000919,金陵药业,7.35,1.52,0.11,208511.0,152881089.5,3.18,7.42,7.19,7.23,7.24,1.88,3.53,49.87,1.22,4584258416.0,4339142046.0,0.14,0.27,13.95,13.43,中药,True
654,002186,全 聚 德,11.24,1.35,0.15,73636.0,82353647.75,2.34,11.31,11.05,11.09,11.09,1.28,2.4,204.64,4.09,3449798649.0,3445187439.0,0.0,0.18,7.25,-3.1,旅游酒店,True
687,600021,上海电力,9.49,1.28,0.12,801303.0,761149808.0,2.24,9.58,9.37,9.38,9.37,1.73,2.84,8.06,1.37,26730897191.0,26730897191.0,0.11,-0.11,8.33,6.75,电力行业,True
750,300596,利安隆,30.89,1.15,0.35,79484.0,246778143.74,4.32,31.52,30.2,30.51,30.54,1.52,3.54,16.43,1.58,7092951514.0,6940628074.0,-0.45,-0.29,9.23,2.52,塑料制品,True
751,600597,光明乳业,8.87,1.14,0.1,424553.0,373117196.0,3.42,8.95,8.65,8.68,8.77,1.87,3.08,21.67,1.29,12227062278.0,12226899070.0,0.23,0.57,6.1,3.86,食品饮料,True
758,600750,江中药业,22.28,1.13,0.25,115411.0,257399275.0,2.68,22.54,21.95,22.02,22.03,1.97,1.84,12.41,3.74,14147711370.0,13976075028.0,-0.04,0.0,1.97,1.27,中药,True
