序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
207,601989,中国重工,4.83,1.9,0.09,1815997.0,878934907.0,3.8,4.9,4.72,4.74,4.74,1.8,0.8,88.48,1.31,110133830615.0,110133830615.0,0.21,0.0,-3.01,17.23,船舶制造,True
253,601966,玲珑轮胎,19.03,1.44,0.27,150905.0,287377801.0,2.51,19.23,18.76,18.81,18.76,1.14,1.03,12.2,1.27,27850456057.0,27850456057.0,0.0,0.05,18.35,1.49,橡胶制品,True
340,601598,中国外运,5.33,0.76,0.04,409748.0,218366013.0,1.89,5.38,5.28,5.29,5.29,1.4,0.78,10.32,1.01,38878175944.0,28014036944.0,0.0,0.0,23.09,7.68,物流行业,True
358,601899,紫金矿业,15.45,0.65,0.1,1196822.0,1851932604.0,2.08,15.59,15.27,15.35,15.35,0.78,0.58,12.64,3.1,410628384123.0,317606199031.0,0.06,0.0,5.25,27.06,有色金属,True
406,600875,东方电气,15.15,0.46,0.07,141994.0,215555312.0,1.72,15.32,15.06,15.08,15.08,0.86,0.7,13.5,1.23,47230116774.0,30657222759.0,0.0,0.0,22.77,7.07,电源设备,True
450,002032,苏 泊 尔,53.5,0.3,0.16,35991.0,193270300.46,2.36,54.27,53.01,53.01,53.34,0.9,0.45,22.45,7.64,42882304775.0,42791629444.0,0.0,0.17,2.45,6.4,家电行业,True
458,000157,中联重科,7.01,0.29,0.02,385036.0,270533504.25,1.86,7.09,6.96,6.99,6.99,0.56,0.54,14.53,1.07,60832725574.0,49564275542.0,0.14,0.14,21.91,12.88,工程机械,True
496,002126,银轮股份,17.23,0.17,0.03,79922.0,138472647.36,2.21,17.52,17.14,17.2,17.2,0.71,1.02,17.8,2.36,14336281391.0,13469936798.0,-0.06,0.12,4.74,-7.22,汽车零部件,True
504,600755,厦门国贸,6.66,0.15,0.01,345110.0,228700990.0,1.8,6.69,6.57,6.64,6.65,0.91,1.62,15.21,0.71,14435307230.0,14200175523.0,-0.15,0.0,17.05,2.94,贸易行业,True
509,600362,江西铜业,21.0,0.14,0.03,110791.0,233420492.0,1.38,21.21,20.92,20.92,20.97,0.56,0.53,10.94,0.96,72717317505.0,43580195505.0,-0.14,-0.14,12.96,21.67,有色金属,True
519,605005,合兴股份,16.71,0.12,0.02,21754.0,36473700.0,2.7,16.96,16.51,16.69,16.69,1.39,0.54,25.57,3.56,6700710000.0,6700710000.0,0.06,-0.06,13.44,-3.63,汽车零部件,True
522,600483,福能股份,10.01,0.1,0.01,178500.0,179029274.0,2.0,10.13,9.93,9.98,10.0,0.66,0.64,11.77,1.15,27829179378.0,27829179378.0,0.0,0.1,11.59,25.75,电力行业,True
540,601168,西部矿业,16.38,0.06,0.01,258405.0,425423080.0,1.89,16.62,16.31,16.31,16.37,0.67,1.08,10.71,2.32,39033540000.0,39033540000.0,-0.12,-0.12,14.55,18.95,有色金属,True
548,600938,中国海油,27.71,0.04,0.01,431776.0,1204531217.0,1.84,28.16,27.65,27.66,27.7,1.13,1.52,8.47,1.83,1317055024897.0,78747714847.0,0.0,0.0,8.67,40.73,石油行业,True
662,600282,南钢股份,4.63,0.0,0.0,515319.0,238484554.0,1.94,4.67,4.58,4.61,4.63,0.88,0.84,12.21,1.11,28544371381.0,28544371381.0,-0.22,0.0,17.81,38.21,钢铁行业,True
668,600253,天方药业,,,,,,,,,,6.26,,0.0,,,,,,,0.0,0.0,Other,True
782,002110,三钢闽光,3.46,0.0,0.0,407089.0,141758082.6,3.18,3.55,3.44,3.47,3.46,0.83,1.68,-4.79,0.45,8482453783.0,8404603745.0,-0.29,0.0,34.11,-14.57,钢铁行业,True
812,000800,一汽解放,8.5,0.0,0.0,137735.0,117592566.58,1.65,8.61,8.47,8.48,8.5,0.92,0.3,86.29,1.6,41840154996.0,39291377517.0,-0.12,0.0,11.11,1.8,汽车整车,True
889,002601,龙佰集团,17.68,-0.06,-0.01,121381.0,215182156.67,1.47,17.88,17.62,17.72,17.69,0.65,0.61,12.34,1.82,42189664766.0,35159433854.0,0.0,-0.06,13.12,8.93,化学原料,True
901,600378,昊华科技,29.57,-0.1,-0.03,17399.0,51565737.0,2.36,29.96,29.26,29.56,29.6,0.71,0.19,28.89,2.63,32780772490.0,26927826053.0,0.17,0.1,19.14,-1.86,化学制品,True
910,603501,韦尔股份,97.5,-0.11,-0.11,126759.0,1239212132.0,1.87,98.72,96.89,97.0,97.61,0.79,1.04,37.44,5.29,118566474195.0,118566474195.0,-0.01,0.09,15.56,-8.51,半导体,True
916,688105,诺唯赞,23.68,-0.13,-0.03,10746.0,25330587.0,2.07,23.82,23.33,23.72,23.71,0.71,0.27,393.35,2.4,9522529402.0,9506211514.0,0.21,0.42,29.82,-25.81,医疗器械,True
922,000960,锡业股份,14.56,-0.14,-0.02,137283.0,200257931.92,1.3,14.68,14.49,14.55,14.58,0.46,0.83,14.0,1.28,23962876421.0,23962876421.0,-0.07,0.0,13.75,3.56,小金属,True
929,600028,中国石化,6.44,-0.16,-0.01,1338203.0,865021899.0,1.55,6.52,6.42,6.43,6.45,0.86,0.14,13.27,0.96,782908724375.0,610781352040.0,0.0,0.0,4.04,23.14,石油行业,True
943,000883,湖北能源,5.08,-0.2,-0.01,347934.0,177261161.22,2.36,5.16,5.04,5.1,5.09,1.03,0.54,10.06,0.96,33024650354.0,32917162786.0,0.0,-0.2,12.14,22.71,电力行业,True
948,600295,鄂尔多斯,9.75,-0.2,-0.02,163857.0,159941442.0,2.15,9.89,9.68,9.73,9.77,0.69,0.83,11.89,1.31,27288068477.0,19261868477.0,0.0,0.0,18.61,9.55,钢铁行业,True
