序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
82,600507,方大特钢,4.45,7.75,0.32,960136.0,422927255.0,4.6,4.48,4.29,4.3,4.13,10.6,4.15,10.28,1.08,10293686111.0,10293686111.0,-0.22,-0.22,8.8,9.88,钢铁行业,True
613,600502,安徽建工,4.78,1.49,0.07,197000.0,93402732.0,1.7,4.78,4.7,4.71,4.71,0.94,1.15,6.1,0.76,8205032224.0,8205032224.0,0.21,0.21,8.64,1.7,工程建设,True
658,600750,江中药业,23.17,1.36,0.31,76957.0,178872386.0,2.45,23.42,22.86,22.86,22.86,1.2,1.23,18.49,3.77,14574338348.0,14531122915.0,0.0,-0.04,2.3,2.07,中药,True
849,600008,首创环保,3.13,0.97,0.03,1064646.0,333036335.0,1.94,3.15,3.09,3.1,3.1,2.0,1.45,6.51,1.11,22976048819.0,22976048819.0,0.0,-0.32,1.29,-4.57,公用事业,True
887,600900,长江电力,29.46,0.89,0.26,569273.0,1675349936.0,1.34,29.55,29.16,29.2,29.2,0.77,0.24,22.17,3.5,720833693913.0,707253776578.0,-0.14,-0.1,1.76,0.41,电力行业,True
1085,601006,大秦铁路,6.8,0.59,0.04,591464.0,402567658.0,1.18,6.84,6.76,6.76,6.76,1.17,0.29,11.94,0.83,137000808469.0,137000808469.0,-0.29,-0.44,8.28,0.29,物流行业,True
1157,000709,河钢股份,2.12,0.47,0.01,624034.0,131950361.15,1.9,2.13,2.09,2.11,2.11,1.13,0.6,28.9,0.43,21914696715.0,21911074284.0,0.0,0.0,0.95,-4.07,钢铁行业,True
1417,000001,平安银行,11.03,0.18,0.02,689256.0,760348555.36,0.64,11.06,10.99,11.0,11.01,0.84,0.36,3.8,0.49,214047277724.0,214043457506.0,0.09,0.0,-2.65,-5.73,银行,True
1545,600519,贵州茅台,1552.25,0.02,0.25,14872.0,2313372072.0,0.75,1560.68,1548.98,1552.0,1552.0,0.75,0.12,22.61,8.37,1949933035050.0,1949933035050.0,-0.05,-0.04,5.73,1.85,酿酒行业,True
1663,600016,民生银行,3.97,0.0,0.0,1216100.0,482897693.0,0.76,3.99,3.96,3.97,3.97,0.82,0.34,5.38,0.32,173816201453.0,140784629156.0,0.25,0.0,-2.7,-3.87,银行,True
1788,600019,宝钢股份,6.52,-0.15,-0.01,565798.0,369638733.0,1.23,6.58,6.5,6.53,6.53,0.73,0.26,18.21,0.72,142844358873.0,142019192563.0,0.0,0.0,1.09,-6.86,钢铁行业,True
1819,000999,华润三九,43.85,-0.18,-0.08,81470.0,359166054.61,1.96,44.56,43.7,43.89,43.93,1.18,0.64,16.72,2.83,56316497337.0,55937345769.0,0.02,0.14,-0.72,-1.11,中药,True
5495,600253,天方药业,,,,,,,,,,6.26,,0.0,,,,,,,0.0,0.0,Other,True
