序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
670,001226,拓山重工,27.89,4.07,1.09,17386.0,47831472.0,4.18,27.96,26.84,26.85,26.8,1.59,9.31,64.2,2.89,2082454263.0,520614263.0,0.0,0.04,-4.16,3.49,工程机械,True
705,002405,四维图新,8.34,3.99,0.32,517641.0,429421336.47,2.49,8.35,8.15,8.17,8.02,2.55,2.2,-32.43,2.29,19780956399.0,19647799166.0,0.0,0.0,-5.33,-13.49,软件开发,True
837,002073,软控股份,8.04,3.74,0.29,293111.0,233740383.23,4.0,8.06,7.75,7.78,7.75,2.27,2.96,26.97,1.38,8197837509.0,7967343171.0,0.0,0.0,-14.01,-1.47,专用设备,True
858,000690,宝新能源,4.48,3.7,0.16,591131.0,262322508.75,4.17,4.49,4.31,4.34,4.32,1.75,2.72,8.14,0.8,9747977622.0,9741631760.0,0.0,0.22,9.8,3.46,电力行业,True
863,002766,索菱股份,5.34,3.69,0.19,180404.0,95619257.65,2.52,5.36,5.23,5.25,5.15,1.61,2.12,1076.48,5.65,4601720441.0,4543048446.0,0.0,0.0,-11.3,-7.13,互联网服务,True
905,600620,天宸股份,5.44,3.62,0.19,84070.0,45319863.0,3.81,5.45,5.25,5.26,5.25,1.42,1.22,282.11,2.53,3735523495.0,3735523495.0,0.18,0.55,5.22,-4.9,综合行业,True
953,600626,申达股份,3.51,3.54,0.12,145340.0,50518826.0,3.24,3.51,3.4,3.4,3.39,1.42,1.31,-22.16,1.46,4635813781.0,3889005272.0,0.0,0.29,-6.4,-3.84,汽车零部件,True
961,301328,维峰电子,40.72,3.51,1.38,17458.0,70543874.2,3.76,40.8,39.32,39.34,39.34,1.46,5.11,43.96,2.35,4474867148.0,1389930006.0,0.02,0.05,-6.39,-2.98,电子元件,True
1010,603172,万丰股份,15.66,3.43,0.52,22624.0,35063800.0,4.49,15.73,15.05,15.18,15.14,1.1,4.52,50.39,1.97,2088730800.0,784252800.0,0.13,0.13,9.97,19.82,化学原料,True
1013,300112,万讯自控,8.76,3.42,0.29,76211.0,66252728.47,3.42,8.77,8.48,8.5,8.47,1.5,3.21,-84.62,2.54,2557447310.0,2081746601.0,0.0,0.0,-3.2,-2.77,仪器仪表,True
1102,300305,裕兴股份,6.25,3.31,0.2,89028.0,55217518.0,4.79,6.3,6.01,6.05,6.05,1.73,2.77,-10.38,1.09,2346251825.0,2009213700.0,-0.16,-0.16,14.26,14.68,塑料制品,True
1153,688092,爱科科技,21.62,3.25,0.68,8800.0,18895950.0,2.87,21.65,21.05,21.06,20.94,1.16,1.06,43.38,2.86,1787772004.0,1787772004.0,0.0,0.05,-2.35,6.4,专用设备,True
1171,300837,浙矿股份,22.35,3.23,0.7,11882.0,26241112.0,3.09,22.35,21.68,21.7,21.65,1.94,1.68,34.45,1.63,2235034151.0,1577525088.0,0.04,0.09,4.39,12.54,专用设备,True
1190,301515,港通医疗,19.73,3.19,0.61,12347.0,24080295.24,4.29,19.75,18.93,19.14,19.12,1.22,1.94,312.39,1.58,1973000000.0,1256284074.0,0.05,0.05,6.13,9.73,医疗器械,True
1197,300780,德恩精工,15.27,3.18,0.47,45154.0,68525928.0,4.26,15.36,14.73,14.78,14.8,1.7,4.31,-39.93,2.15,2239650900.0,1601417566.0,0.33,0.13,-4.86,6.34,通用设备,True
1207,600477,杭萧钢构,2.6,3.17,0.08,352686.0,90808261.0,3.97,2.62,2.52,2.53,2.52,2.34,1.49,31.23,1.2,6159311990.0,6159311990.0,0.0,0.0,-7.14,1.17,水泥建材,True
