序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
318,600428,中远海特,6.38,4.08,0.25,796616.0,503764128.0,5.71,6.45,6.1,6.13,6.13,3.09,3.71,8.54,1.13,13695631919.0,13695631919.0,0.0,0.0,-5.76,-12.6,航运港口,True
329,600207,安彩高科,4.7,3.98,0.18,517745.0,240037474.0,8.41,4.8,4.42,4.49,4.52,3.04,4.75,-42.71,1.7,5119769004.0,5119769004.0,0.0,0.21,-7.48,5.38,光伏设备,True
401,600497,驰宏锌锗,5.75,3.23,0.18,1946871.0,1116699198.0,4.67,5.82,5.56,5.56,5.57,2.98,3.82,14.9,1.77,29274926516.0,29274926516.0,0.0,0.17,-5.27,3.23,有色金属,True
416,301331,恩威医药,25.15,3.07,0.75,29437.0,73876985.92,7.21,25.92,24.16,24.39,24.4,3.42,9.41,88.13,2.53,2587730958.0,786847352.0,0.0,0.0,-0.32,8.87,中药,True
484,603056,德邦股份,14.5,2.69,0.38,114360.0,165889469.0,2.97,14.68,14.26,14.29,14.12,2.28,1.12,17.18,1.75,14787323126.0,14787323126.0,0.0,-0.07,1.83,1.19,物流行业,True
511,002274,华昌化工,8.01,2.56,0.2,268269.0,212880792.3,3.59,8.06,7.78,7.79,7.81,2.21,2.86,10.8,1.33,7628440814.0,7512171531.0,0.0,0.0,1.01,3.09,化肥行业,True
529,600020,中原高速,4.1,2.5,0.1,291204.0,118629274.0,3.5,4.12,3.98,3.99,4.0,2.55,1.3,8.4,0.81,9214224511.0,9214224511.0,0.0,0.0,-1.68,-2.84,铁路公路,True
677,600507,方大特钢,4.45,1.83,0.08,340384.0,151903310.0,3.89,4.52,4.35,4.36,4.37,1.18,1.47,40.85,1.1,10293686111.0,10293686111.0,0.0,0.23,4.46,9.88,钢铁行业,True
678,603565,中谷物流,8.92,1.83,0.16,99179.0,87637760.0,2.97,8.95,8.69,8.75,8.76,1.2,0.47,12.67,1.82,18732562879.0,18732562879.0,0.11,0.0,-4.19,-8.98,物流行业,True
684,000709,河钢股份,2.26,1.8,0.04,1192281.0,268988338.44,3.15,2.28,2.21,2.23,2.22,1.33,1.15,30.81,0.46,23361893668.0,23358032019.0,0.44,0.44,-1.31,2.26,钢铁行业,True
706,002507,涪陵榨菜,13.53,1.73,0.23,248847.0,333741066.75,3.46,13.65,13.19,13.25,13.3,1.38,2.17,18.95,1.79,15612524449.0,15544813388.0,0.0,0.3,-7.01,-4.25,食品饮料,True
716,000060,中金岭南,4.81,1.69,0.08,684461.0,329035940.89,2.33,4.84,4.73,4.74,4.73,1.33,1.83,16.86,1.34,17977837361.0,17976457493.0,0.0,0.21,-1.84,2.56,有色金属,True
728,600039,四川路桥,7.42,1.64,0.12,370154.0,273176835.0,3.15,7.45,7.22,7.29,7.3,1.36,0.55,10.16,1.42,64628492979.0,49741004682.0,0.0,0.13,-1.98,1.92,工程建设,True
740,600121,郑州煤电,3.78,1.61,0.06,413830.0,156756579.0,4.57,3.85,3.68,3.71,3.72,2.1,3.4,265.48,2.79,4605597504.0,4605597504.0,0.0,0.27,-18.18,-12.7,煤炭行业,True
747,000758,中色股份,5.08,1.6,0.08,511856.0,260334446.29,3.2,5.13,4.97,4.99,5.0,2.0,2.6,22.55,1.8,10123634129.0,10004117122.0,0.2,0.0,-2.5,2.83,有色金属,True
838,600320,振华重工,3.79,1.34,0.05,375070.0,141731647.0,2.67,3.82,3.72,3.73,3.74,1.32,1.13,34.6,1.31,19967059769.0,12590371135.0,0.0,0.0,-7.56,-3.32,专用设备,True
843,601121,宝地矿业,6.15,1.32,0.08,120849.0,74284711.0,2.8,6.2,6.03,6.04,6.07,2.19,3.18,21.63,1.59,4920000000.0,2337000000.0,-0.16,0.0,-7.93,-12.14,钢铁行业,True
860,000830,鲁西化工,11.74,1.29,0.15,200401.0,234667935.35,2.33,11.81,11.54,11.55,11.59,1.34,1.05,10.68,1.23,22425424575.0,22347797135.0,0.09,0.17,1.82,0.43,化学原料,True
863,002831,裕同科技,25.89,1.29,0.33,42546.0,109675136.33,3.05,26.11,25.33,25.54,25.56,0.66,0.82,16.22,2.14,24090995887.0,13488515812.0,0.27,0.19,6.37,-4.46,造纸印刷,True
875,601686,友发集团,5.66,1.25,0.07,49966.0,28193349.0,1.97,5.68,5.57,5.6,5.59,1.33,0.35,60.55,1.37,8110572340.0,8110572340.0,0.0,0.0,2.72,6.59,钢铁行业,True
881,600096,云天化,21.15,1.24,0.26,302082.0,637677474.0,1.87,21.23,20.84,20.87,20.89,1.19,1.65,6.58,1.81,38796052999.0,38796052999.0,0.05,-0.05,-2.62,-5.16,化肥行业,True
915,605077,华康股份,15.54,1.17,0.18,30299.0,46909802.0,2.02,15.59,15.28,15.32,15.36,0.92,1.01,17.7,1.56,4753389714.0,4653106986.0,0.13,0.19,1.7,5.57,食品饮料,True
929,000762,西藏矿业,21.95,1.15,0.25,211228.0,464772292.57,3.46,22.35,21.6,21.7,21.7,1.24,4.06,56.37,3.83,11439772373.0,11431573565.0,0.0,0.18,-6.08,2.09,能源金属,True
947,000885,城发环境,12.61,1.12,0.14,48938.0,61295335.44,2.0,12.62,12.37,12.45,12.47,1.04,0.76,7.03,0.99,8096606796.0,8096606796.0,0.08,0.16,-8.09,-3.81,环保行业,True
987,601678,滨化股份,3.84,1.05,0.04,262724.0,100691946.0,2.11,3.86,3.78,3.8,3.8,1.43,1.29,31.32,0.7,7902859300.0,7794571300.0,0.0,-0.26,-3.76,2.4,化学原料,True
1011,002674,兴业科技,10.04,1.01,0.1,75185.0,75757146.05,3.42,10.2,9.86,9.9,9.94,2.12,2.6,20.03,1.25,2930303958.0,2900311546.0,-0.3,-0.1,3.08,5.8,纺织服装,True
1061,601163,三角轮胎,15.2,0.93,0.14,63837.0,97300629.0,2.06,15.37,15.06,15.1,15.06,1.69,0.8,10.32,0.92,12160000000.0,12160000000.0,0.07,0.0,-0.46,0.86,橡胶制品,True
1072,603331,百达精工,10.06,0.9,0.09,45957.0,46190980.0,2.51,10.18,9.93,9.97,9.97,1.41,2.27,71.19,1.61,2033886898.0,2033886898.0,-0.2,-0.3,-1.37,11.65,通用设备,True
1110,000848,承德露露,8.44,0.84,0.07,99270.0,83694833.35,2.03,8.51,8.34,8.36,8.37,1.23,0.95,15.9,2.79,8883556385.0,8773538132.0,0.0,0.36,-7.35,-5.91,食品饮料,True
1141,603281,江瀚新材,24.42,0.78,0.19,29849.0,73352346.0,3.43,24.99,24.16,24.2,24.23,1.69,1.19,14.95,1.9,9116800016.0,6146365429.0,0.0,0.08,-5.75,0.08,化学制品,True
1161,002159,三特索道,14.94,0.74,0.11,46692.0,69569950.06,2.02,15.02,14.72,14.79,14.83,1.01,3.37,12.78,1.92,2648881796.0,2068909561.0,0.0,0.07,-6.33,-4.29,旅游酒店,True
1174,600022,山东钢铁,1.41,0.71,0.01,860609.0,121334067.0,2.86,1.43,1.39,1.4,1.4,1.19,0.8,-7.8,0.77,15085377871.0,15085377871.0,0.71,0.0,-10.19,-2.76,钢铁行业,True
1180,605289,罗曼股份,27.07,0.71,0.19,42290.0,115701220.0,4.28,27.85,26.7,26.7,26.88,1.52,3.9,140.96,2.26,2967399865.0,2932696125.0,0.11,0.04,14.27,8.02,装修装饰,True
1189,605305,中际联合,27.69,0.69,0.19,73577.0,204557706.0,4.04,28.38,27.27,27.3,27.5,1.11,3.46,18.52,2.35,5884678800.0,5884678800.0,0.14,0.14,-1.53,-2.26,风电设备,True
1199,000629,钒钛股份,2.96,0.68,0.02,1429408.0,424244548.56,2.72,3.0,2.92,2.94,2.94,1.46,1.54,112.62,2.22,27513111333.0,27500177255.0,0.0,0.0,0.0,2.78,钢铁行业,True
1226,002539,云图控股,7.89,0.64,0.05,164549.0,129766187.48,2.17,7.96,7.79,7.83,7.84,0.93,1.86,10.68,1.11,9528940482.0,6967975073.0,-0.13,0.0,-2.35,0.9,化肥行业,True
1234,601677,明泰铝业,12.85,0.63,0.08,266596.0,344392786.0,2.58,13.07,12.74,12.78,12.77,1.15,2.24,8.49,0.93,15981596747.0,15323522547.0,0.0,0.0,4.56,7.26,有色金属,True
