序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
263,002439,启明星辰,16.65,4.45,0.71,740047.0,1210216225.96,4.33,16.7,16.01,16.16,15.94,2.88,10.2,3157.16,1.77,20169813413.0,12076959884.0,0.06,0.0,3.42,5.25,软件开发,True
286,605098,行动教育,36.49,4.2,1.47,24696.0,89762827.0,4.08,36.93,35.5,35.5,35.02,1.24,2.07,38.5,4.83,4351472639.0,4351472639.0,0.11,0.0,-0.98,5.8,教育,True
353,301278,快可电子,35.11,3.57,1.21,23346.0,81544031.0,4.54,35.45,33.91,34.0,33.9,2.21,6.66,76.49,2.23,3152180821.0,1230863945.0,-0.03,0.11,8.03,1.95,光伏设备,True
449,002841,视源股份,36.1,3.0,1.05,95959.0,342915559.44,4.74,36.5,34.84,34.93,35.05,2.17,1.84,38.79,2.03,25126197275.0,18820875176.0,0.0,0.0,3.91,-0.36,消费电子,True
489,300621,维业股份,9.39,2.85,0.26,58806.0,54785341.5,2.85,9.39,9.13,9.22,9.13,1.36,3.0,-152.58,2.31,1953652413.0,1841311242.0,0.11,0.0,5.98,-1.16,装修装饰,True
644,600021,上海电力,9.69,2.32,0.22,1020637.0,989714603.0,3.59,9.79,9.45,9.45,9.47,1.72,3.62,8.23,1.4,27294245920.0,27294245920.0,0.0,0.21,10.36,9.0,电力行业,True
666,300011,鼎汉技术,7.74,2.25,0.17,98385.0,75519882.0,2.64,7.74,7.54,7.59,7.57,1.16,1.96,-72.08,3.3,4323953995.0,3882607136.0,0.13,0.13,2.52,6.32,交运设备,True
703,002275,桂林三金,15.42,2.19,0.33,77108.0,118295285.0,2.98,15.49,15.04,15.04,15.09,1.43,1.38,21.61,3.1,9060307812.0,8620417093.0,0.06,0.13,13.88,4.61,中药,True
852,300780,德恩精工,16.5,1.91,0.31,40936.0,67071221.24,2.53,16.53,16.12,16.19,16.19,1.06,3.9,-43.15,2.32,2420055000.0,1730411909.0,0.06,0.06,6.45,14.9,通用设备,True
873,301309,万得凯,28.68,1.88,0.53,14343.0,40971446.48,3.52,29.0,28.01,28.13,28.15,1.14,5.74,21.17,1.84,2868000000.0,717000000.0,-0.14,-0.1,17.2,20.15,通用设备,True
