序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
522,002242,九阳股份,11.3,3.67,0.4,202100.0,230734177.28,3.58,11.6,11.21,11.21,10.9,2.93,2.64,66.29,2.5,8667292100.0,8652474410.0,-0.26,0.0,21.51,-10.03,家电行业,True
827,603198,迎驾贡酒,61.55,2.5,1.5,112513.0,709644738.0,4.98,63.99,61.0,63.25,60.05,3.72,1.41,18.41,5.32,49240000000.0,49240000000.0,-0.02,-0.02,22.41,-5.29,酿酒行业,True
856,000157,中联重科,7.16,2.43,0.17,1295262.0,931443441.45,2.86,7.29,7.09,7.13,6.99,2.37,1.83,14.85,1.09,62134424410.0,50624852051.0,0.0,0.14,20.34,15.3,工程机械,True
1034,600325,华发股份,6.65,1.99,0.13,635037.0,428710243.0,3.07,6.84,6.64,6.78,6.52,2.03,2.47,10.32,0.87,18301811571.0,17098750096.0,0.15,0.0,21.57,-2.78,房地产开发,True
1037,002508,老板电器,23.13,1.98,0.45,112270.0,263759998.67,4.37,24.04,23.05,23.5,22.68,1.83,1.2,13.62,2.02,21837715705.0,21553787646.0,-0.13,0.17,29.73,14.05,家电行业,True
1064,002925,盈趣科技,14.75,1.94,0.28,178020.0,264589355.43,3.59,15.18,14.66,14.81,14.47,1.41,2.42,50.0,2.43,11467266314.0,10858426242.0,0.0,-0.14,29.27,-21.88,消费电子,True
1078,000002,万  科Ａ,8.58,1.9,0.16,2802654.0,2463193573.6,4.87,8.99,8.58,8.99,8.42,2.35,2.88,-4.28,0.44,102365487261.0,83371309722.0,-0.23,-0.12,32.61,-17.97,房地产开发,True
1094,003000,劲仔食品,13.12,1.86,0.24,219078.0,295029688.4,6.13,13.88,13.09,13.49,12.88,2.35,7.2,20.67,4.41,5916059366.0,3990322586.0,0.0,-0.15,21.48,11.0,食品饮料,True
1460,600054,黄山旅游,11.89,1.28,0.15,157946.0,189620015.0,2.9,12.15,11.81,11.99,11.74,2.21,3.08,22.83,1.87,8672321542.0,6103137000.0,0.0,0.08,8.68,11.43,旅游酒店,True
1578,000960,锡业股份,14.88,1.09,0.16,452801.0,679664668.51,2.24,15.17,14.84,15.09,14.72,2.29,2.75,14.31,1.31,24489533046.0,24489533046.0,0.07,0.13,12.98,5.83,小金属,True
1619,300741,华宝股份,18.61,1.03,0.19,26631.0,50193409.0,2.77,19.11,18.6,19.01,18.42,1.24,0.43,47.99,1.6,11461526800.0,11461473762.0,-0.05,-0.11,22.6,-10.91,食品饮料,True
1721,600801,华新水泥,12.97,0.93,0.12,230348.0,302331260.0,2.41,13.26,12.95,13.18,12.85,1.12,1.71,17.76,0.93,26964573568.0,17435255168.0,-0.08,0.0,21.56,8.99,水泥建材,True
1751,603589,口子窖,40.57,0.9,0.36,143836.0,592556469.0,3.51,41.9,40.49,41.75,40.21,2.41,2.4,13.93,2.4,24342000000.0,24265706979.0,0.0,0.05,14.02,-7.37,酿酒行业,True
1817,002601,龙佰集团,18.39,0.82,0.15,241363.0,446236381.14,2.19,18.73,18.33,18.64,18.24,1.31,1.21,12.84,1.89,43883932978.0,36571379445.0,-0.22,-0.11,14.08,11.25,化学原料,True
2025,600720,中交设计,9.47,0.64,0.06,128312.0,122506217.0,2.13,9.65,9.45,9.6,9.41,1.35,1.65,16.62,1.52,21729820001.0,7350260646.0,0.11,0.11,19.57,-2.47,工程咨询服务,True
2040,688029,南微医学,71.8,0.63,0.45,25220.0,183194381.0,3.29,74.0,71.65,73.27,71.35,1.35,1.34,22.42,3.61,13487444900.0,13487444900.0,-0.14,0.07,22.78,-24.66,医疗器械,True
2154,000876,新 希 望,9.51,0.53,0.05,331562.0,318783455.91,2.54,9.74,9.5,9.7,9.46,1.4,0.74,210.63,2.02,43041675649.0,42792021706.0,0.0,0.11,8.69,2.04,农牧饲渔,True
2185,600038,中直股份,39.83,0.5,0.2,63217.0,253985826.0,2.3,40.62,39.71,40.6,39.63,1.33,1.07,68.55,2.03,32656346674.0,23478857598.0,0.05,0.25,9.72,3.91,航天航空,True
2189,603855,华荣股份,20.11,0.5,0.1,23098.0,46905653.0,3.9,20.8,20.02,20.44,20.01,1.37,0.69,15.84,3.48,6788311490.0,6707770940.0,0.1,0.2,24.75,6.07,专用设备,True
2254,605077,华康股份,15.58,0.45,0.07,46206.0,72728852.0,2.84,15.98,15.54,15.9,15.51,1.3,1.56,19.12,1.62,4765624033.0,4627896833.0,0.13,0.13,19.02,-3.29,食品饮料,True
2294,600535,天士力,14.49,0.42,0.06,140798.0,206202826.0,2.22,14.79,14.47,14.7,14.43,1.35,0.94,19.28,1.72,21647335572.0,21647335572.0,0.0,0.0,3.72,-11.43,中药,True
2357,600362,江西铜业,21.43,0.37,0.08,251378.0,545286791.0,3.0,22.03,21.39,21.98,21.35,1.91,1.21,11.17,0.98,74206291149.0,44472551889.0,-0.05,0.09,12.91,24.16,有色金属,True
2368,002056,横店东磁,13.61,0.37,0.05,171673.0,235999807.66,2.29,13.89,13.58,13.81,13.56,0.92,1.06,17.93,2.41,22139551327.0,22117039502.0,0.0,0.07,13.99,3.5,光伏设备,True
2410,000791,甘肃能源,6.08,0.33,0.02,178567.0,109119110.76,2.64,6.21,6.05,6.17,6.06,1.14,1.12,21.44,1.13,17685155865.0,9731190693.0,0.0,0.33,12.8,11.36,电力行业,True
2462,603858,步长制药,17.03,0.29,0.05,63653.0,109290057.0,2.41,17.43,17.02,17.37,16.98,1.29,0.58,45.15,1.69,18835906244.0,18835906244.0,-0.23,-0.06,16.56,0.89,中药,True
2576,002573,清新环境,4.44,0.23,0.01,137407.0,61430233.0,2.71,4.54,4.42,4.51,4.43,1.36,0.97,79.8,1.0,6324285291.0,6273214635.0,0.23,0.23,33.73,-8.45,环保行业,True
