序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
244,000656,*ST金科,1.48,2.78,0.04,1064533.0,157441497.0,4.86,1.51,1.44,1.45,1.44,1.37,2.0,-1.22,-0.26,7902779408.0,7871055054.0,0.68,0.0,15.63,-14.45,房地产开发,True
259,000539,粤电力Ａ,4.72,2.61,0.12,874668.0,410182415.35,4.78,4.79,4.57,4.59,4.6,2.66,3.42,-16.18,1.1,24781340414.0,12054392183.0,-0.21,-0.21,11.32,4.66,电力行业,True
367,600019,宝钢股份,7.1,1.87,0.13,1331120.0,943434705.0,2.73,7.16,6.97,7.0,6.97,1.39,0.61,15.98,0.77,155551372393.0,154652801718.0,0.14,-0.14,7.74,2.9,钢铁行业,True
399,000598,兴蓉环境,7.36,1.66,0.12,317893.0,234767501.86,3.73,7.5,7.23,7.25,7.24,2.83,1.07,10.81,1.21,21965439547.0,21894827707.0,-0.14,0.14,12.88,-0.54,公用事业,True
407,000708,中信特钢,12.37,1.64,0.2,290361.0,360042475.1,3.04,12.5,12.13,12.16,12.17,1.52,0.58,11.28,1.59,62433338522.0,62433338522.0,0.08,0.16,11.54,13.49,钢铁行业,True
413,601088,中国神华,41.05,1.61,0.65,302941.0,1239186160.0,1.93,41.18,40.4,40.4,40.4,1.22,0.18,17.06,2.06,815602744153.0,676957108053.0,0.02,0.0,9.94,-5.59,煤炭行业,True
420,601598,中国外运,5.16,1.57,0.08,322661.0,165358389.0,2.17,5.17,5.06,5.07,5.08,1.02,0.61,14.59,0.94,37638159075.0,27120531075.0,-0.19,0.19,11.21,-3.55,物流行业,True
427,600018,上港集团,5.87,1.56,0.09,462553.0,271226412.0,2.08,5.9,5.78,5.79,5.78,1.52,0.2,8.74,0.99,136661614088.0,136269571416.0,0.0,0.0,7.71,-4.08,航运港口,True
465,600642,申能股份,8.76,1.39,0.12,430829.0,377701236.0,2.43,8.85,8.64,8.65,8.64,1.89,0.88,10.6,1.17,42872269362.0,42740394833.0,0.0,0.0,-2.12,-7.69,电力行业,True
469,601298,青岛港,8.88,1.37,0.12,145873.0,129190877.0,1.6,8.9,8.76,8.77,8.76,1.25,0.27,10.27,1.31,57640968000.0,47881626000.0,0.0,0.0,-1.55,-2.52,航运港口,True
484,002267,陕天然气,7.72,1.31,0.1,171521.0,131898408.59,1.84,7.74,7.6,7.62,7.62,1.57,1.54,4.68,1.31,8585222435.0,8585222435.0,-0.13,-0.13,3.07,-4.69,燃气,True
503,600885,宏发股份,22.75,1.25,0.28,88258.0,200928388.0,2.27,22.93,22.42,22.6,22.47,1.16,0.6,20.2,3.68,33209242885.0,33209242885.0,0.0,-0.04,2.71,1.74,电网设备,True
534,600582,天地科技,6.11,1.16,0.07,671960.0,409284474.0,2.32,6.15,6.01,6.03,6.04,1.97,1.62,4.4,1.03,25286778130.0,25286778130.0,0.16,0.16,12.11,4.27,专用设备,True
538,600780,通宝能源,6.14,1.15,0.07,168255.0,103359105.0,2.14,6.2,6.07,6.07,6.07,1.65,1.47,10.45,0.89,7039525491.0,7039525491.0,0.16,0.16,16.07,9.06,电力行业,True
565,600502,安徽建工,4.78,1.06,0.05,152267.0,72548768.0,1.27,4.79,4.73,4.74,4.73,0.77,0.89,6.59,0.75,8205032224.0,8205032224.0,0.0,0.0,13.81,5.99,工程建设,True
