序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
444,000818,航锦科技,22.22,3.69,0.79,352026.0,776907269.5,4.99,22.45,21.38,21.43,21.43,2.24,5.35,711.51,6.38,14665200867.0,14625458175.0,0.05,0.09,-0.31,16.34,化学原料,True
460,000882,华联股份,2.0,3.63,0.07,1355974.0,267563941.67,3.63,2.0,1.93,1.94,1.93,2.01,4.96,446.77,0.79,5474703894.0,5470703532.0,0.5,0.5,-11.11,-3.85,商业百货,True
512,603690,至纯科技,25.03,3.43,0.83,237259.0,597869028.0,6.4,25.85,24.3,24.3,24.2,1.78,6.2,126.24,2.01,9602625590.0,9585595178.0,0.0,0.0,-14.46,-0.32,专用设备,True
552,002056,横店东磁,14.49,3.28,0.46,381183.0,549076992.92,4.35,14.62,14.01,14.03,14.03,1.79,2.35,12.86,2.41,23571057952.0,23547090550.0,0.07,0.14,21.05,15.83,光伏设备,True
594,301090,华润材料,7.85,3.15,0.24,80020.0,62168520.0,3.42,7.85,7.59,7.63,7.61,1.53,0.54,-150.16,1.81,11667916996.0,11613361066.0,0.13,0.13,14.6,13.11,化学原料,True
724,600703,三安光电,12.44,2.73,0.33,425991.0,526946731.0,3.47,12.53,12.11,12.13,12.11,2.17,0.85,73.22,1.68,62063392964.0,62063392964.0,0.08,0.08,14.65,2.39,光学光电子,True
758,300837,浙矿股份,24.12,2.68,0.63,27147.0,65760981.18,6.51,24.88,23.35,23.42,23.49,1.28,3.85,37.18,1.76,2412037338.0,1702457088.0,-0.17,-0.25,25.3,21.45,专用设备,True
771,603071,物产环能,13.17,2.65,0.34,50687.0,66419644.0,2.42,13.23,12.92,12.97,12.83,2.49,0.91,11.88,1.38,7348260001.0,7348260001.0,-0.08,0.0,19.51,6.9,贸易行业,True
793,000063,中兴通讯,32.72,2.6,0.83,1038973.0,3383156635.65,2.85,32.78,31.87,31.9,31.89,1.48,2.58,15.95,2.17,156517261503.0,131775667791.0,0.03,0.06,7.84,-17.75,通信设备,True
810,000792,盐湖股份,17.56,2.57,0.44,476886.0,831523732.36,2.8,17.6,17.12,17.12,17.12,1.11,0.9,20.3,2.46,92920013820.0,92919534520.0,0.0,0.23,8.46,6.68,化肥行业,True
820,000425,徐工机械,8.43,2.55,0.21,1287886.0,1078260555.8,3.41,8.49,8.21,8.22,8.22,1.63,1.59,12.25,1.67,99083824304.0,68256350907.0,0.12,0.0,-0.47,6.31,工程机械,True
826,688432,有研硅,11.26,2.55,0.28,57612.0,64434403.0,3.01,11.31,10.98,10.99,10.98,1.56,1.14,71.56,3.25,14048213113.0,5715189309.0,0.09,0.09,6.93,0.18,半导体,True
1037,600295,鄂尔多斯,9.02,2.15,0.19,116877.0,104127299.0,2.6,9.02,8.79,8.83,8.83,0.95,0.59,13.75,1.28,25244961811.0,17819697811.0,0.22,0.22,11.36,-1.53,钢铁行业,True
1078,002876,三利谱,25.28,2.1,0.52,26703.0,67223092.12,2.5,25.33,24.71,24.92,24.76,1.2,1.79,37.09,1.86,4395811081.0,3765441085.0,0.08,0.08,15.65,-0.9,光学光电子,True
1149,300011,鼎汉技术,7.59,2.02,0.15,98315.0,74149115.0,2.15,7.6,7.44,7.48,7.44,1.15,1.96,-70.68,3.24,4240156437.0,3807362812.0,0.0,0.0,7.05,4.26,交运设备,True
1157,600675,中华企业,3.04,2.01,0.06,247770.0,74558055.0,2.68,3.05,2.97,2.98,2.98,1.28,0.41,9.99,1.24,18380251406.0,18380251406.0,0.0,0.33,15.59,8.19,房地产开发,True
1261,300088,长信科技,5.99,1.87,0.11,388367.0,231955266.43,2.21,6.0,5.87,5.87,5.88,1.16,1.56,46.93,1.76,14961424138.0,14888166846.0,0.0,0.17,17.91,-7.56,光学光电子,True
1275,600649,城投控股,4.39,1.86,0.08,354270.0,154456418.0,2.55,4.4,4.29,4.32,4.31,1.57,1.4,117.69,0.53,11104837033.0,11104837033.0,0.0,0.23,-2.44,-1.35,房地产开发,True
