序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息,rule3_sinal
467,600827,百联股份,9.52,2.81,0.26,311684.0,296090596.0,4.54,9.67,9.25,9.26,9.26,3.67,1.94,22.03,0.85,16985280474.0,15274363238.0,-0.1,-0.1,-6.21,-12.9,商业百货,True
485,301117,佳缘科技,22.47,2.74,0.6,57070.0,126423809.0,4.16,22.56,21.65,21.98,21.87,1.59,7.18,-50.36,2.23,2902418891.0,1785238961.0,0.04,0.09,5.64,2.79,软件开发,True
515,601958,金钼股份,11.43,2.6,0.29,393935.0,449656996.0,4.31,11.65,11.17,11.18,11.14,1.69,1.22,13.6,2.08,36880088292.0,36880088292.0,0.18,0.18,12.83,13.62,小金属,True
536,603860,中公高科,32.13,2.52,0.79,47642.0,154652900.0,9.41,33.98,31.03,31.31,31.34,3.96,7.14,-1424.6,2.7,2142428400.0,2142428400.0,-0.43,-0.46,12.3,9.51,工程咨询服务,True
603,600675,中华企业,3.21,2.23,0.07,465023.0,148304978.0,1.59,3.21,3.16,3.17,3.14,1.96,0.77,10.55,1.31,19408094413.0,19408094413.0,0.0,0.31,17.58,14.23,房地产开发,True
609,002128,电投能源,19.46,2.21,0.42,141688.0,274358177.12,2.73,19.53,19.01,19.09,19.04,1.71,0.63,6.99,1.26,43621020174.0,43621020174.0,0.05,0.05,12.16,3.62,煤炭行业,True
782,688563,航材股份,57.41,1.81,1.02,25747.0,146844763.0,2.84,57.61,56.01,56.3,56.39,1.94,2.24,47.94,2.49,25834500000.0,6613000088.0,-0.05,0.0,8.14,3.37,航天航空,True
1005,601106,中国一重,2.89,1.4,0.04,460166.0,132179286.0,2.11,2.9,2.84,2.86,2.85,1.43,0.67,-59.59,3.74,19818992659.0,19818992659.0,0.35,0.35,9.06,-0.69,专用设备,True
1039,002238,天威视讯,8.93,1.36,0.12,192371.0,171636711.74,4.43,9.1,8.71,8.91,8.81,1.7,2.4,-178.16,3.23,7166853299.0,7166853299.0,0.0,0.11,12.19,11.9,文化传媒,True
1046,600195,中牧股份,7.53,1.35,0.1,206680.0,155787677.0,3.9,7.68,7.39,7.43,7.43,1.96,2.02,30.03,1.39,7689246398.0,7689246398.0,0.0,0.27,4.44,12.56,农药兽药,True
1055,600626,申达股份,3.77,1.34,0.05,111727.0,41848251.0,2.15,3.78,3.7,3.72,3.72,1.35,1.01,-23.8,1.57,4979207395.0,4177079737.0,0.27,0.0,8.33,3.29,汽车零部件,True
1064,000818,航锦科技,22.05,1.33,0.29,254730.0,558530466.26,2.94,22.15,21.51,21.76,21.76,1.22,3.87,706.06,6.33,14553000860.0,14513562230.0,0.0,0.09,-6.37,15.45,化学原料,True
1096,000709,河钢股份,2.4,1.27,0.03,1192807.0,286010105.25,2.95,2.43,2.36,2.37,2.37,1.08,1.15,26.71,0.49,24809090621.0,24804989755.0,0.42,0.0,14.83,8.6,钢铁行业,True
1171,600637,东方明珠,7.67,1.19,0.09,357967.0,273308897.0,1.45,7.68,7.57,7.59,7.58,1.94,1.06,53.36,0.87,25785771596.0,25785771596.0,0.13,0.13,3.51,-1.16,文化传媒,True
1234,000927,中国铁物,2.69,1.13,0.03,495171.0,132300160.0,1.5,2.69,2.65,2.66,2.66,1.5,0.82,23.03,1.74,16275451294.0,16275443063.0,0.37,0.75,5.49,3.46,物流行业,True
1254,600639,浦东金桥,11.01,1.1,0.12,103336.0,113801595.0,1.56,11.1,10.93,11.0,10.89,2.33,1.22,30.01,0.86,12357765952.0,9361106100.0,0.09,-0.09,1.66,-0.81,房地产开发,True
1261,002405,四维图新,8.36,1.09,0.09,351633.0,293028544.02,1.93,8.39,8.23,8.27,8.27,1.53,1.49,-32.51,2.3,19828392745.0,19694916191.0,-0.12,0.0,1.83,-13.28,软件开发,True
1338,601801,皖新传媒,6.99,1.01,0.07,147920.0,103004182.0,2.02,7.04,6.9,6.91,6.92,1.21,0.76,8.87,1.18,13685939347.0,13685939347.0,0.0,0.0,6.88,-3.45,文化传媒,True
1353,688305,科德数控,55.48,1.0,0.55,14421.0,79723803.0,1.51,55.65,54.82,54.92,54.93,1.87,1.09,87.36,4.03,7373662495.0,7335220403.0,0.0,-0.04,-6.8,6.18,通用设备,True
1382,600295,鄂尔多斯,9.3,0.98,0.09,196682.0,183037328.0,2.71,9.43,9.18,9.22,9.21,1.87,1.0,14.18,1.32,26028619162.0,18372859162.0,0.0,0.0,11.64,1.53,钢铁行业,True
1383,601399,国机重装,3.09,0.98,0.03,547290.0,168549047.0,1.63,3.1,3.05,3.06,3.06,1.21,0.76,50.19,1.54,22289887700.0,22289887700.0,0.0,0.0,0.65,0.32,专用设备,True
1394,000063,中兴通讯,33.44,0.97,0.32,998075.0,3332349387.53,2.11,33.64,32.94,33.13,33.12,1.23,2.48,16.3,2.21,159961406621.0,134675376862.0,0.0,0.06,4.63,-15.94,通信设备,True
1492,000708,中信特钢,12.58,0.88,0.11,212098.0,267040911.18,2.25,12.69,12.41,12.5,12.47,1.03,0.42,11.47,1.61,63493241602.0,63493241602.0,0.0,0.08,14.05,15.41,钢铁行业,True
1505,002498,汉缆股份,3.49,0.87,0.03,331977.0,115764670.36,1.73,3.52,3.46,3.49,3.46,1.37,1.0,20.3,1.41,11610518040.0,11610518040.0,0.0,0.29,6.73,4.18,电网设备,True
1513,000718,苏宁环球,2.33,0.87,0.02,419581.0,97896913.96,2.6,2.36,2.3,2.31,2.31,1.5,1.84,37.66,0.75,7070702775.0,5317276974.0,0.0,0.43,12.02,-1.27,房地产开发,True
1525,002540,亚太科技,5.92,0.85,0.05,107781.0,63666979.0,1.7,5.95,5.85,5.86,5.87,1.69,1.24,19.75,1.39,7410064189.0,5144398937.0,0.17,0.0,0.34,-0.67,有色金属,True
