symbol,name,index,industry,price,monthly_high,retracement,pe_ratio,pb_ratio,market_cap,eastmoney_url
835438,戈碧迦,5342,未知,45.58,59.18,0.22980736735383578,251.67,6.38,6236445600.0,https://quote.eastmoney.com/concept/sh835438.html?from=classic
430476,海能技术,837,未知,99.97,154.15,0.3514758352254298,233.91,5.84,2559652990.0,https://quote.eastmoney.com/concept/sh430476.html?from=classic
836699,海达尔,5129,未知,190.92,225.06,0.15169288189816055,34.89,9.02,2682767640.0,https://quote.eastmoney.com/concept/sh836699.html?from=classic
872808,曙光数创,4966,未知,2009.04,2181.01,0.07884879023938461,-152.2,27.87,19100000096.0,https://quote.eastmoney.com/concept/sh872808.html?from=classic
871981,晶赛科技,5348,未知,221.62,274.05,0.1913154533844189,785.7,6.43,3215479400.0,https://quote.eastmoney.com/concept/sh871981.html?from=classic
832662,方盛股份,1144,未知,178.36,225.67,0.20964239819205024,121.3,7.75,3512506080.0,https://quote.eastmoney.com/concept/sh832662.html?from=classic
688189,南新制药,5201,未知,28.03,37.1,0.2444743935309973,-122.28,4.23,3926664000.0,https://quote.eastmoney.com/concept/sh688189.html?from=classic
300499,高澜股份,669,未知,134.27,147.27,0.08827323962789434,226.49,7.56,10387608633.0,https://quote.eastmoney.com/concept/sz300499.html?from=classic
300426,华智数媒,3412,未知,54.86,61.91,0.1138749798094007,-56.3,9.95,4895661145.0,https://quote.eastmoney.com/concept/sz300426.html?from=classic
688098,申联生物,5339,未知,13.67,17.96,0.23886414253897553,-469.81,4.03,5675100080.0,https://quote.eastmoney.com/concept/sh688098.html?from=classic
301151,冠龙节能,3333,未知,25.39,31.3,0.18881789137380192,123.62,1.99,4064548605.0,https://quote.eastmoney.com/concept/sz301151.html?from=classic
300995,奇德新材,4163,未知,60.91,67.74,0.10082669028638912,311.05,8.18,5049600000.0,https://quote.eastmoney.com/concept/sz300995.html?from=classic
301226,祥明智能,5090,未知,59.74,70.85,0.15681016231474937,137.86,4.36,3920064000.0,https://quote.eastmoney.com/concept/sz301226.html?from=classic
300153,科泰电源,3633,未知,185.9,206.74,0.10080294089194158,269.78,16.89,14953600000.0,https://quote.eastmoney.com/concept/sz300153.html?from=classic
301128,强瑞技术,5367,未知,152.48,167.47,0.0895085686988715,105.12,13.93,11544045732.0,https://quote.eastmoney.com/concept/sz301128.html?from=classic
688519,南亚新材,5340,未知,74.22,82.89,0.1045964531306551,97.86,6.61,17065504135.0,https://quote.eastmoney.com/concept/sh688519.html?from=classic
688205,德科立,4301,未知,149.7,170.71,0.12307421943647132,267.94,6.94,15581607787.0,https://quote.eastmoney.com/concept/sh688205.html?from=classic
301165,锐捷网络,3360,未知,128.04,139.17,0.0799741323561112,79.78,15.3,72139772686.0,https://quote.eastmoney.com/concept/sz301165.html?from=classic
300133,华策影视,3392,未知,228.23,244.39,0.06612381848684479,72.25,2.35,16982295094.0,https://quote.eastmoney.com/concept/sz300133.html?from=classic
300049,福瑞股份,4867,未知,212.85,266.09,0.20008267879288957,158.17,9.0,16428505800.0,https://quote.eastmoney.com/concept/sz300049.html?from=classic
300767,震安科技,321,未知,78.7,83.54,0.05793631793152984,-249.88,4.38,7144885984.0,https://quote.eastmoney.com/concept/sz300767.html?from=classic
688603,天承科技,2368,未知,185.27,229.14,0.19145500567338736,147.73,9.52,10853528078.0,https://quote.eastmoney.com/concept/sh688603.html?from=classic
688775,影石创新,4300,未知,274.7,318.88,0.1385474159558455,159.2,22.0,112296040000.0,https://quote.eastmoney.com/concept/sh688775.html?from=classic
301123,奕东电子,4382,未知,44.53,49.99,0.10922184436887379,-478.11,3.48,9897632000.0,https://quote.eastmoney.com/concept/sz301123.html?from=classic
300730,科创信息,4291,未知,57.64,65.98,0.1264019399818127,-51.94,18.8,5336404897.0,https://quote.eastmoney.com/concept/sz300730.html?from=classic
688195,腾景科技,5203,未知,62.0,76.28,0.1872050340849502,153.82,8.73,8019700000.0,https://quote.eastmoney.com/concept/sh688195.html?from=classic
688108,赛诺医疗,2831,未知,31.9,47.1,0.32271762208067944,501.06,15.52,13871040320.0,https://quote.eastmoney.com/concept/sh688108.html?from=classic
300727,润禾材料,4006,未知,68.52,75.47,0.09208957201537038,61.69,5.66,7124545852.0,https://quote.eastmoney.com/concept/sz300727.html?from=classic
300810,中科海讯,4030,未知,81.7,98.47,0.17030567685589515,-63.87,8.15,6445530000.0,https://quote.eastmoney.com/concept/sz300810.html?from=classic
300004,南风股份,4809,未知,49.4,50.96,0.030612244897959228,88.6,3.27,5755123240.0,https://quote.eastmoney.com/concept/sz300004.html?from=classic
300620,光库科技,4961,未知,203.0,244.85,0.17092097202368794,216.85,11.22,22496019603.0,https://quote.eastmoney.com/concept/sz300620.html?from=classic
873223,荣亿精密,130,未知,24.63,25.7,0.0416342412451362,-228.38,9.28,2386013450.0,https://quote.eastmoney.com/concept/sh873223.html?from=classic
688729,屹唐股份,4083,未知,29.9,31.58,0.0531982267257758,96.25,9.87,83760570400.0,https://quote.eastmoney.com/concept/sh688729.html?from=classic
301086,鸿富瀚,5180,未知,104.63,115.55,0.0945045434876677,79.15,3.13,5917500000.0,https://quote.eastmoney.com/concept/sz301086.html?from=classic
873726,卓兆点胶,5401,未知,303.03,363.22,0.16571224051539027,64.13,5.65,3434932745.0,https://quote.eastmoney.com/concept/sh873726.html?from=classic
301161,唯万密封,5277,未知,40.81,47.76,0.14551926298157444,49.68,5.05,4923600000.0,https://quote.eastmoney.com/concept/sz301161.html?from=classic
688579,山大地纬,2361,未知,13.34,14.28,0.06582633053221286,131.69,3.81,5208130200.0,https://quote.eastmoney.com/concept/sh688579.html?from=classic
300413,芒果超媒,3377,未知,47.49,47.92,0.008973288814691146,33.05,2.21,50453340381.0,https://quote.eastmoney.com/concept/sz300413.html?from=classic
300811,铂科新材,5134,未知,323.28,356.44,0.09303108517562571,53.48,7.41,20460029785.0,https://quote.eastmoney.com/concept/sz300811.html?from=classic
688035,德邦科技,3937,未知,56.48,66.1,0.14553706505295005,89.01,3.53,8113369600.0,https://quote.eastmoney.com/concept/sh688035.html?from=classic
688590,新致软件,4128,未知,32.53,36.28,0.10336273428886439,103.8,4.64,6530269423.0,https://quote.eastmoney.com/concept/sh688590.html?from=classic
833509,同惠电子,3753,未知,145.94,164.34,0.11196300352926862,83.68,14.86,4905354298.0,https://quote.eastmoney.com/concept/sh833509.html?from=classic
301479,弘景光电,4387,未知,146.67,170.33,0.13890682792226866,60.73,7.88,9173215486.0,https://quote.eastmoney.com/concept/sz301479.html?from=classic
688313,仕佳光子,774,未知,70.65,74.47,0.05129582382167307,76.86,23.94,33304460990.0,https://quote.eastmoney.com/concept/sh688313.html?from=classic
301560,众捷汽车,4036,未知,38.9,44.83,0.13227749275039036,58.09,5.2,4733888000.0,https://quote.eastmoney.com/concept/sz301560.html?from=classic
300486,东杰智能,5569,未知,52.17,55.14,0.05386289445048964,871.75,7.11,10365924460.0,https://quote.eastmoney.com/concept/sz300486.html?from=classic
300843,胜蓝股份,3972,未知,54.09,58.67,0.07806374637804667,73.36,5.79,8844973748.0,https://quote.eastmoney.com/concept/sz300843.html?from=classic
688448,磁谷科技,5085,未知,60.75,69.91,0.13102560434844795,493.18,4.38,4423813002.0,https://quote.eastmoney.com/concept/sh688448.html?from=classic
688319,欧林生物,5365,未知,30.29,34.72,0.12759216589861752,-443.87,13.66,12559585584.0,https://quote.eastmoney.com/concept/sh688319.html?from=classic
688788,科思科技,4955,未知,150.53,202.35,0.2560909315542377,-48.8,5.38,11391036068.0,https://quote.eastmoney.com/concept/sh688788.html?from=classic
688167,炬光科技,5257,未知,133.58,149.56,0.10684675046803951,-94.91,5.76,12131035740.0,https://quote.eastmoney.com/concept/sh688167.html?from=classic
688582,芯动联科,4838,未知,81.68,89.36,0.08594449418084146,105.55,13.6,32578183158.0,https://quote.eastmoney.com/concept/sh688582.html?from=classic
300602,飞荣达,1206,未知,159.0,172.32,0.07729805013927572,59.31,5.14,19701895774.0,https://quote.eastmoney.com/concept/sz300602.html?from=classic
301357,北方长龙,381,未知,233.18,263.84,0.11620679199514847,-790.74,14.3,16037392000.0,https://quote.eastmoney.com/concept/sz301357.html?from=classic
300147,ST香雪,176,未知,48.03,55.78,0.1389386877016852,-20.63,7.49,7241005543.0,https://quote.eastmoney.com/concept/sz300147.html?from=classic
300199,翰宇药业,5207,未知,225.86,253.22,0.10804833741410626,85.13,34.22,24766087061.0,https://quote.eastmoney.com/concept/sz300199.html?from=classic
300803,指南针,505,未知,225.41,229.25,0.01675027262813524,164.09,40.52,91015796197.0,https://quote.eastmoney.com/concept/sz300803.html?from=classic
301018,申菱环境,2473,未知,70.05,75.57,0.0730448590710599,86.9,7.38,18817897852.0,https://quote.eastmoney.com/concept/sz301018.html?from=classic
688261,东微半导,5143,未知,134.5,141.41,0.04886500247507246,277.42,2.98,8661747918.0,https://quote.eastmoney.com/concept/sh688261.html?from=classic
688169,石头科技,3295,未知,822.68,860.78,0.04426218081275125,40.34,4.08,54656687628.0,https://quote.eastmoney.com/concept/sh688169.html?from=classic
300291,百纳千成,2889,未知,55.09,61.51,0.10437327263859526,-156.73,1.97,6169377214.0,https://quote.eastmoney.com/concept/sz300291.html?from=classic
836807,奔朗新材,5390,未知,61.34,66.79,0.0815990417727205,167.79,4.24,3906782400.0,https://quote.eastmoney.com/concept/sh836807.html?from=classic
300731,科创新源,3705,未知,70.46,87.08,0.19085898024804782,181.63,10.49,6394920646.0,https://quote.eastmoney.com/concept/sz300731.html?from=classic
301183,东田微,1490,未知,79.75,85.26,0.06462585034013611,78.28,7.25,6292800000.0,https://quote.eastmoney.com/concept/sz301183.html?from=classic
832491,奥迪威,4063,未知,84.66,91.66,0.07636919048658085,49.7,4.62,4574450464.0,https://quote.eastmoney.com/concept/sh832491.html?from=classic
301235,华康洁净,4199,未知,33.8,36.31,0.06912696226934742,96.58,2.03,3608958456.0,https://quote.eastmoney.com/concept/sz301235.html?from=classic
301095,广立微,1061,未知,93.23,100.1,0.06863136863136854,595.06,5.99,18666197402.0,https://quote.eastmoney.com/concept/sz301095.html?from=classic
300260,新莱应材,3648,未知,217.12,238.01,0.08776942145288008,73.52,7.7,15892229125.0,https://quote.eastmoney.com/concept/sz300260.html?from=classic
688051,佳华科技,2055,未知,39.33,43.15,0.08852838933951333,-55.31,4.16,2940238680.0,https://quote.eastmoney.com/concept/sh688051.html?from=classic
688716,中研股份,5363,未知,50.35,60.35,0.16570008285004142,273.13,5.36,6183777600.0,https://quote.eastmoney.com/concept/sh688716.html?from=classic
688301,奕瑞科技,4012,未知,315.17,328.47,0.04049076019118949,33.36,4.85,22320343888.0,https://quote.eastmoney.com/concept/sh688301.html?from=classic
300609,汇纳科技,811,未知,56.21,64.7,0.13122102009273573,-606.84,6.24,6403297971.0,https://quote.eastmoney.com/concept/sz300609.html?from=classic
301189,奥尼电子,3144,未知,36.71,40.0,0.08224999999999998,-39.58,1.98,4300849382.0,https://quote.eastmoney.com/concept/sz301189.html?from=classic
688379,华光新材,1492,未知,58.68,73.1,0.19726402188782483,13.92,4.97,5315045680.0,https://quote.eastmoney.com/concept/sh688379.html?from=classic
688750,金天钛业,4673,未知,23.84,25.81,0.0763270050368074,292.39,4.57,11035250000.0,https://quote.eastmoney.com/concept/sh688750.html?from=classic
688566,吉贝尔,5264,未知,39.72,41.82,0.05021520803443332,37.88,3.34,7504583450.0,https://quote.eastmoney.com/concept/sh688566.html?from=classic
300555,ST路通,1198,未知,27.7,28.9,0.041522491349480946,-136.33,4.31,2188000000.0,https://quote.eastmoney.com/concept/sz300555.html?from=classic
688083,中望软件,5237,未知,222.25,231.54,0.04012265699231231,-67.96,5.08,13039355819.0,https://quote.eastmoney.com/concept/sh688083.html?from=classic
301133,金钟股份,3196,未知,27.6,32.07,0.1393826005612722,65.69,2.87,2869227460.0,https://quote.eastmoney.com/concept/sz301133.html?from=classic
838402,硅烷科技,4926,未知,17.37,20.87,0.16770483948251078,-105.9,3.32,5457236666.0,https://quote.eastmoney.com/concept/sh838402.html?from=classic
688720,艾森股份,4629,未知,49.19,53.38,0.07849381790932942,129.69,4.39,4352905366.0,https://quote.eastmoney.com/concept/sh688720.html?from=classic
301581,黄山谷捷,4985,未知,61.44,69.2,0.11213872832369949,63.73,4.86,4819200000.0,https://quote.eastmoney.com/concept/sz301581.html?from=classic
430090,同辉信息,4886,未知,56.44,81.82,0.3101931068198484,-66.09,20.93,1901642029.0,https://quote.eastmoney.com/concept/sh430090.html?from=classic
688180,君实生物-U,3983,未知,45.17,48.59,0.07038485285038076,-50.52,8.45,47463872736.0,https://quote.eastmoney.com/concept/sh688180.html?from=classic
688351,微电生理,3894,未知,25.18,27.8,0.0942446043165468,168.8,6.85,12066184000.0,https://quote.eastmoney.com/concept/sh688351.html?from=classic
688292,浩瀚深度,432,未知,25.0,26.21,0.04616558565433044,-127.95,3.9,3963417075.0,https://quote.eastmoney.com/concept/sh688292.html?from=classic
301121,紫建电子,112,未知,71.57,73.64,0.02810972297664323,518.25,3.05,5040128907.0,https://quote.eastmoney.com/concept/sz301121.html?from=classic
688318,财富趋势,5000,未知,589.25,635.54,0.07283569877584412,208.69,10.88,38812344787.0,https://quote.eastmoney.com/concept/sh688318.html?from=classic
830839,万通液压,5375,未知,64.45,86.6,0.25577367205542717,37.15,8.41,5002261400.0,https://quote.eastmoney.com/concept/sh830839.html?from=classic
430685,新芝生物,834,未知,58.68,64.89,0.09570041608876562,64.71,3.18,1682978155.0,https://quote.eastmoney.com/concept/sh430685.html?from=classic
300252,金信诺,5056,未知,70.35,72.77,0.033255462415830724,920.7,4.36,9495285980.0,https://quote.eastmoney.com/concept/sz300252.html?from=classic
833914,远航精密,3001,未知,37.96,43.65,0.1303550973654066,59.45,3.93,3681000000.0,https://quote.eastmoney.com/concept/sh833914.html?from=classic
300065,海兰信,4653,未知,185.77,210.31,0.11668489372830579,228.54,8.93,15605910935.0,https://quote.eastmoney.com/concept/sz300065.html?from=classic
688400,凌云光,4090,未知,36.03,38.8,0.07139175257731949,280.94,4.3,16839480056.0,https://quote.eastmoney.com/concept/sh688400.html?from=classic
300324,旋极信息,5042,未知,150.35,168.39,0.10713225250905632,-37.87,3.74,10451923100.0,https://quote.eastmoney.com/concept/sz300324.html?from=classic
300184,力源信息,4511,未知,100.97,107.37,0.05960696656421725,73.95,3.72,14217426879.0,https://quote.eastmoney.com/concept/sz300184.html?from=classic
688778,厦钨新能,4759,未知,94.74,101.39,0.06558832231975545,45.45,3.15,27899323068.0,https://quote.eastmoney.com/concept/sh688778.html?from=classic
300174,元力股份,4908,未知,65.04,71.92,0.09566184649610672,33.12,1.88,6206144534.0,https://quote.eastmoney.com/concept/sz300174.html?from=classic
688045,必易微,2355,未知,45.22,47.55,0.0490010515247108,-182.19,2.34,3211841296.0,https://quote.eastmoney.com/concept/sh688045.html?from=classic
300453,三鑫医疗,4435,未知,69.28,78.64,0.1190233977619532,22.96,3.93,5286662953.0,https://quote.eastmoney.com/concept/sz300453.html?from=classic
301255,通力科技,1088,未知,79.36,85.47,0.07148707148707148,124.12,5.13,5279411200.0,https://quote.eastmoney.com/concept/sz301255.html?from=classic
301509,金凯生科,4800,未知,61.55,66.61,0.07596456988440177,36.1,2.38,5181615700.0,https://quote.eastmoney.com/concept/sz301509.html?from=classic
300409,道氏技术,4058,未知,126.76,131.08,0.03295697284101318,38.05,2.23,17530199037.0,https://quote.eastmoney.com/concept/sz300409.html?from=classic
300845,捷安高科,3027,未知,30.12,31.8,0.05283018867924527,-97.16,3.36,2641078866.0,https://quote.eastmoney.com/concept/sz300845.html?from=classic
872953,国子软件,1316,未知,307.54,328.84,0.0647731419535335,154.05,10.07,5539735408.0,https://quote.eastmoney.com/concept/sh872953.html?from=classic
688486,龙迅股份,4971,未知,140.59,155.19,0.094078226689864,67.75,6.63,9691609994.0,https://quote.eastmoney.com/concept/sh688486.html?from=classic
002323,雅博股份,1712,未知,15.32,16.17,0.05256648113790979,-47.31,10.58,3902373461.0,https://quote.eastmoney.com/concept/sz002323.html?from=classic
300033,同花顺,3615,未知,3385.32,3533.16,0.04184356213701041,212.1,31.05,212884224000.0,https://quote.eastmoney.com/concept/sz300033.html?from=classic
300814,中富电路,4260,未知,47.31,53.86,0.12161158559227622,223.84,5.53,8937872863.0,https://quote.eastmoney.com/concept/sz300814.html?from=classic
835184,国源科技,5269,未知,29.13,35.95,0.18970792767732972,254.35,5.79,3558025812.0,https://quote.eastmoney.com/concept/sh835184.html?from=classic
600881,亚泰集团,861,未知,174.63,196.22,0.11002955865864847,-3.65,3.08,6852160095.0,https://quote.eastmoney.com/concept/sh600881.html?from=classic
688291,金橙子,13,未知,40.24,44.24,0.09041591320072333,88.94,4.58,4257588049.0,https://quote.eastmoney.com/concept/sh688291.html?from=classic
834021,流金科技,4075,未知,74.98,84.7,0.11475796930342383,1029.98,3.75,2388569869.0,https://quote.eastmoney.com/concept/sh834021.html?from=classic
301003,江苏博云,643,未知,73.29,74.94,0.022017614091272904,33.61,3.37,3757116934.0,https://quote.eastmoney.com/concept/sz301003.html?from=classic
688147,微导纳米,2397,未知,39.89,40.59,0.01724562700172463,53.46,6.67,17985134037.0,https://quote.eastmoney.com/concept/sh688147.html?from=classic
301076,新瀚新材,5106,未知,116.54,141.19,0.17458743537077692,131.24,7.91,9263457164.0,https://quote.eastmoney.com/concept/sz301076.html?from=classic
600601,方正科技,1107,未知,87153.17,93877.72,0.07163094715125168,110.69,7.83,34745529671.0,https://quote.eastmoney.com/concept/sh600601.html?from=classic
301626,苏州天脉,5175,未知,159.96,181.19,0.11716982173409123,81.16,11.86,17660865600.0,https://quote.eastmoney.com/concept/sz301626.html?from=classic
300990,同飞股份,1427,未知,242.58,268.21,0.09555944968494824,49.48,6.5,12252507361.0,https://quote.eastmoney.com/concept/sz300990.html?from=classic
300835,龙磁科技,5319,未知,109.63,116.28,0.05718954248366018,44.23,6.54,7541916895.0,https://quote.eastmoney.com/concept/sz300835.html?from=classic
603339,四方科技,114,未知,28.92,30.23,0.043334435990737635,41.05,2.21,5690623208.0,https://quote.eastmoney.com/concept/sh603339.html?from=classic
002873,新天药业,5226,未知,44.97,52.43,0.14228495136372307,272.63,2.65,3144057021.0,https://quote.eastmoney.com/concept/sz002873.html?from=classic
603626,科森科技,5065,未知,31.83,33.53,0.05070086489710715,-23.04,3.98,8606183992.0,https://quote.eastmoney.com/concept/sh603626.html?from=classic
831526,凯华材料,4665,未知,102.47,114.33,0.10373480276392898,205.11,12.46,2757218000.0,https://quote.eastmoney.com/concept/sh831526.html?from=classic
600021,上海电力,4706,未知,19.93,20.77,0.0404429465575349,11.77,2.01,39040066920.0,https://quote.eastmoney.com/concept/sh600021.html?from=classic
600721,百花医药,4528,未知,14.25,15.05,0.053156146179402036,69.64,4.51,3549374671.0,https://quote.eastmoney.com/concept/sh600721.html?from=classic
601519,大智慧,4162,未知,50.01,54.42,0.08103638368246975,3563.2,23.76,33895286400.0,https://quote.eastmoney.com/concept/sh601519.html?from=classic
002939,长城证券,4238,未知,13.07,14.98,0.12750333778371162,17.6,1.57,48735877628.0,https://quote.eastmoney.com/concept/sz002939.html?from=classic
600480,凌云股份,3109,未知,44.29,48.97,0.09556871554012661,20.09,2.24,17394189588.0,https://quote.eastmoney.com/concept/sh600480.html?from=classic
002823,凯中精密,2483,未知,36.97,40.4,0.0849009900990099,28.8,2.92,5651229612.0,https://quote.eastmoney.com/concept/sz002823.html?from=classic
000887,中鼎股份,2550,未知,592.58,607.11,0.02393305990677138,18.36,2.24,29568359718.0,https://quote.eastmoney.com/concept/sz000887.html?from=classic
600330,天通股份,5118,未知,33.01,35.91,0.08075744917850178,103.51,1.36,10891225893.0,https://quote.eastmoney.com/concept/sh600330.html?from=classic
003009,中天火箭,4860,未知,65.14,69.09,0.05717180489216967,1268.68,6.36,10008915882.0,https://quote.eastmoney.com/concept/sz003009.html?from=classic
601609,金田股份,238,未知,13.91,15.39,0.09616634178037689,30.02,2.31,22420542371.0,https://quote.eastmoney.com/concept/sh601609.html?from=classic
001202,炬申股份,2858,未知,20.1,23.09,0.1294932871372888,78.09,3.22,2448692406.0,https://quote.eastmoney.com/concept/sz001202.html?from=classic
600990,四创电子,4574,未知,112.8,128.31,0.12087912087912092,-103.08,4.66,8712352493.0,https://quote.eastmoney.com/concept/sh600990.html?from=classic
600737,中粮糖业,134,未知,248.74,254.51,0.022671014891359798,50.73,3.33,35911261748.0,https://quote.eastmoney.com/concept/sh600737.html?from=classic
002272,川润股份,275,未知,69.58,70.07,0.006993006993006921,-207.25,6.56,9770277595.0,https://quote.eastmoney.com/concept/sz002272.html?from=classic
601606,长城军工,226,未知,65.65,73.45,0.10619469026548668,-857.02,21.36,46966211740.0,https://quote.eastmoney.com/concept/sh601606.html?from=classic
600749,西藏旅游,4564,未知,57.28,77.77,0.2634692040632634,1308.18,5.24,5476677925.0,https://quote.eastmoney.com/concept/sh600749.html?from=classic
002052,同洲电子,4829,未知,126.65,142.4,0.11060393258426966,34.79,48.7,14130817453.0,https://quote.eastmoney.com/concept/sz002052.html?from=classic
002082,万邦德,172,未知,26.68,27.73,0.03786512802019476,83.59,1.89,5083136047.0,https://quote.eastmoney.com/concept/sz002082.html?from=classic
603192,汇得科技,4086,未知,33.29,40.9,0.18606356968215157,43.72,2.22,3382041861.0,https://quote.eastmoney.com/concept/sh603192.html?from=classic
603256,宏和科技,5328,未知,40.03,44.92,0.10886019590382903,284.17,23.69,35092329975.0,https://quote.eastmoney.com/concept/sh603256.html?from=classic
603124,江南新材,4767,未知,81.62,86.87,0.060435132957292505,82.03,7.19,11989000070.0,https://quote.eastmoney.com/concept/sh603124.html?from=classic
000628,高新发展,1284,未知,189.94,199.83,0.04949206825801939,160.13,9.86,21432715200.0,https://quote.eastmoney.com/concept/sz000628.html?from=classic
603211,晋拓股份,3607,未知,21.23,22.04,0.03675136116152444,79.97,4.73,5634579840.0,https://quote.eastmoney.com/concept/sh603211.html?from=classic
000561,烽火电子,4503,未知,37.61,46.63,0.1934377010508257,-52.12,2.78,11370480012.0,https://quote.eastmoney.com/concept/sz000561.html?from=classic
605068,明新旭腾,3532,未知,23.61,27.14,0.13006632277081803,87.24,2.38,3662745672.0,https://quote.eastmoney.com/concept/sh605068.html?from=classic
002017,东信和平,5197,未知,210.0,230.71,0.08976637336916478,118.91,11.01,19136840040.0,https://quote.eastmoney.com/concept/sz002017.html?from=classic
002674,兴业科技,209,未知,18.15,18.93,0.041204437400950936,67.57,1.76,4223422990.0,https://quote.eastmoney.com/concept/sz002674.html?from=classic
605277,新亚电子,3780,未知,60.05,74.28,0.1915724286483576,43.74,5.61,8269580156.0,https://quote.eastmoney.com/concept/sh605277.html?from=classic
600111,北方稀土,5368,未知,830.82,885.03,0.06125216094369674,104.52,7.92,180030278932.0,https://quote.eastmoney.com/concept/sh600111.html?from=classic
002837,英维克,185,未知,746.02,772.28,0.03400321127052364,160.38,22.97,69168562586.0,https://quote.eastmoney.com/concept/sz002837.html?from=classic
001400,江顺科技,5123,未知,75.85,79.78,0.049260466282276344,45.79,3.6,4538400000.0,https://quote.eastmoney.com/concept/sz001400.html?from=classic
603185,弘元绿能,3678,未知,85.96,92.22,0.06788115376274133,-23.3,1.2,13831682255.0,https://quote.eastmoney.com/concept/sh603185.html?from=classic
603516,淳中科技,1556,未知,209.16,251.38,0.1679528999920439,-298.76,17.29,23912245062.0,https://quote.eastmoney.com/concept/sh603516.html?from=classic
000796,凯撒旅业,4481,未知,21.54,23.49,0.08301404853128988,-458.19,9.65,8323664474.0,https://quote.eastmoney.com/concept/sz000796.html?from=classic
603950,长源东谷,69,未知,45.99,45.99,0.0,32.19,3.72,10002676488.0,https://quote.eastmoney.com/concept/sh603950.html?from=classic
001298,好上好,5301,未知,119.37,130.62,0.08612769866789159,162.84,7.25,11466774525.0,https://quote.eastmoney.com/concept/sz001298.html?from=classic
600410,华胜天成,61,未知,227.23,227.23,0.0,46.69,6.09,27664560852.0,https://quote.eastmoney.com/concept/sh600410.html?from=classic
600110,诺德股份,4132,未知,91.37,111.01,0.17692099810827852,-83.14,2.18,12528006329.0,https://quote.eastmoney.com/concept/sh600110.html?from=classic
603083,剑桥科技,38,未知,177.46,177.46,0.0,88.86,8.97,21487150653.0,https://quote.eastmoney.com/concept/sh603083.html?from=classic
002326,永太科技,3387,未知,90.84,96.43,0.0579695115627917,336.83,5.25,14251172243.0,https://quote.eastmoney.com/concept/sz002326.html?from=classic
002657,中科金财,4668,未知,164.98,175.35,0.05913886512688911,-91.09,8.83,15475766292.0,https://quote.eastmoney.com/concept/sz002657.html?from=classic
603221,爱丽家居,3452,未知,13.05,18.19,0.28257284222100054,34.39,1.94,3049912600.0,https://quote.eastmoney.com/concept/sh603221.html?from=classic
000062,深圳华强,4512,未知,222.52,234.3,0.05027742210840803,80.72,4.97,34086184804.0,https://quote.eastmoney.com/concept/sz000062.html?from=classic
002536,飞龙股份,310,未知,138.95,163.65,0.1509318667888788,39.92,4.97,16800991506.0,https://quote.eastmoney.com/concept/sz002536.html?from=classic
002645,华宏科技,5384,未知,91.28,99.71,0.08454518102497235,62.21,2.94,9907266519.0,https://quote.eastmoney.com/concept/sz002645.html?from=classic
001339,智微智能,1531,未知,72.46,77.54,0.06551457312354929,87.61,8.07,17821900680.0,https://quote.eastmoney.com/concept/sz001339.html?from=classic
002343,慈文传媒,4667,未知,28.1,31.01,0.09384069654950015,516.66,4.19,4189056231.0,https://quote.eastmoney.com/concept/sz002343.html?from=classic
002164,宁波东力,5152,未知,40.68,42.09,0.03349964362081263,110.05,5.02,6976797063.0,https://quote.eastmoney.com/concept/sz002164.html?from=classic
002126,银轮股份,5104,未知,204.04,218.54,0.06634940971904457,37.84,5.1,32139691584.0,https://quote.eastmoney.com/concept/sz002126.html?from=classic
002879,长缆科技,4909,未知,28.73,31.75,0.09511811023622047,60.69,2.14,3676769466.0,https://quote.eastmoney.com/concept/sz002879.html?from=classic
002046,国机精工,697,未知,162.86,190.11,0.14333806743464308,53.0,4.49,18758613888.0,https://quote.eastmoney.com/concept/sz002046.html?from=classic
603757,大元泵业,31,未知,111.99,117.05,0.043229389149935946,44.62,5.23,9000157509.0,https://quote.eastmoney.com/concept/sh603757.html?from=classic
002981,朝阳科技,4028,未知,49.75,58.74,0.1530473272046306,54.37,4.52,4602663503.0,https://quote.eastmoney.com/concept/sz002981.html?from=classic
603222,济民健康,5395,未知,26.33,35.1,0.24985754985754993,-45.99,3.4,4846586376.0,https://quote.eastmoney.com/concept/sh603222.html?from=classic
002158,汉钟精机,192,未知,92.51,96.4,0.04035269709543569,25.46,3.05,13106088647.0,https://quote.eastmoney.com/concept/sz002158.html?from=classic
002733,雄韬股份,1273,未知,52.61,57.7,0.08821490467937614,46.41,3.06,8360516507.0,https://quote.eastmoney.com/concept/sz002733.html?from=classic
300806,斯迪克,128,未知,95.55,97.27,0.01768273876837667,240.32,5.4,12125788455.0,https://quote.eastmoney.com/concept/sz300806.html?from=classic
002334,英威腾,2272,未知,116.17,128.21,0.09390843147960382,32.69,2.7,8037685490.0,https://quote.eastmoney.com/concept/sz002334.html?from=classic
603320,迪贝电气,695,未知,27.9,30.13,0.07401261201460341,36.37,2.7,3088817864.0,https://quote.eastmoney.com/concept/sh603320.html?from=classic
002364,中恒电气,54,未知,160.72,160.72,0.0,152.51,6.05,14483619472.0,https://quote.eastmoney.com/concept/sz002364.html?from=classic
002182,宝武镁业,3663,未知,63.79,69.17,0.07777938412606625,126.07,2.67,14212372954.0,https://quote.eastmoney.com/concept/sz002182.html?from=classic
002600,领益智造,84,未知,61.96,61.96,0.0,45.01,5.03,101758802437.0,https://quote.eastmoney.com/concept/sz002600.html?from=classic
