datetime,sec_code,open,close,high,low,volume,turnover,amplitude,price_change_percentage,price_change_amount,turnover_rate
2024-05-09,688530,26.51,25.87,27.27,23.5,224471,554612588.0,39.27,169.48,16.27,74.61
2024-05-10,688530,24.5,22.85,24.85,22.8,150592,355468324.0,7.92,-11.67,-3.02,50.05
2024-05-13,688530,22.8,22.45,23.51,22.22,91798,209850796.0,5.65,-1.75,-0.4,30.51
2024-05-14,688530,23.15,22.9,23.5,22.47,117303,269417989.0,4.59,2.0,0.45,38.99
2024-05-15,688530,23.0,21.96,23.48,21.91,116294,263505749.0,6.86,-4.1,-0.94,38.65
2024-05-16,688530,21.3,20.96,21.5,20.73,93909,197493587.0,3.51,-4.55,-1.0,31.21
2024-05-17,688530,21.16,21.18,21.66,20.97,75131,160225242.0,3.29,1.05,0.22,24.97
2024-05-20,688530,21.61,21.49,22.0,21.35,74479,161781783.0,3.07,1.46,0.31,24.76
2024-05-21,688530,21.3,21.81,22.18,21.03,73837,161419256.0,5.35,1.49,0.32,24.54
2024-05-22,688530,21.57,22.44,22.99,21.49,87623,193855457.0,6.88,2.89,0.63,29.12
2024-05-23,688530,22.22,21.89,22.95,21.78,87785,196655723.0,5.21,-2.45,-0.55,29.18
2024-05-24,688530,21.44,20.53,21.71,20.27,77171,160922691.0,6.58,-6.21,-1.36,25.65
2024-05-27,688530,20.53,21.28,21.29,19.73,68526,139815354.0,7.6,3.65,0.75,22.78
2024-05-28,688530,21.03,20.43,21.71,20.43,52001,109433735.0,6.02,-3.99,-0.85,17.28
2024-05-29,688530,20.2,20.47,20.9,20.05,38620,79094201.0,4.16,0.2,0.04,12.84
2024-05-30,688530,20.45,20.59,20.81,20.22,38435,79067346.0,2.88,0.59,0.12,12.78
2024-05-31,688530,20.57,20.62,20.75,20.38,35434,73010610.0,1.8,0.15,0.03,11.78
2024-06-03,688530,20.59,20.31,20.89,19.97,34118,69708081.0,4.46,-1.5,-0.31,11.34
2024-06-04,688530,20.22,20.89,21.0,19.8,53555,110719015.0,5.91,2.86,0.58,17.8
2024-06-05,688530,20.75,21.35,21.91,20.75,69437,148276180.0,5.55,2.2,0.46,23.08
2024-06-06,688530,21.3,20.36,21.95,20.21,56601,118610685.0,8.15,-4.64,-0.99,18.81
