datetime,sec_code,open,close,high,low,volume,turnover,amplitude,price_change_percentage,price_change_amount,turnover_rate
2025-03-03,301173,80.0,70.59,83.8,68.88,135171,1030621561.0,52.67,149.17,42.26,80.16
2025-03-04,301173,60.26,64.3,75.68,60.26,106663,707122232.0,21.84,-8.91,-6.29,63.26
2025-03-05,301173,60.5,60.28,62.2,58.88,78546,473531971.0,5.16,-6.25,-4.02,46.58
2025-03-06,301173,60.38,61.03,64.6,59.38,81969,506079151.0,8.66,1.24,0.75,48.61
2025-03-07,301173,59.01,56.75,59.08,56.57,65050,375301136.0,4.11,-7.01,-4.28,38.58
2025-03-10,301173,55.9,55.25,56.48,54.71,38511,212704754.0,3.12,-2.64,-1.5,22.84
2025-03-11,301173,54.3,55.58,55.72,54.1,29512,162356261.0,2.93,0.6,0.33,17.5
2025-03-12,301173,55.5,55.47,56.4,55.36,30064,168071079.0,1.87,-0.2,-0.11,17.83
2025-03-13,301173,54.5,55.92,56.53,54.5,31983,178169821.0,3.66,0.81,0.45,18.97
2025-03-14,301173,55.55,55.79,55.97,54.8,28781,159287151.0,2.09,-0.23,-0.13,17.07
2025-03-17,301173,55.75,56.2,56.5,55.51,26410,148195564.0,1.77,0.73,0.41,15.66
2025-03-18,301173,55.95,57.19,57.55,55.61,37271,211670435.0,3.45,1.76,0.99,22.1
2025-03-19,301173,57.07,58.46,59.76,56.8,51421,301208204.0,5.18,2.22,1.27,30.5
2025-03-20,301173,58.01,56.61,58.01,56.2,32665,185645423.0,3.1,-3.16,-1.85,19.37
2025-03-21,301173,56.61,55.22,56.61,54.83,22947,127277639.0,3.14,-2.46,-1.39,13.61
2025-03-24,301173,55.26,54.75,55.7,53.4,20009,109142406.0,4.17,-0.85,-0.47,11.87
2025-03-25,301173,54.77,54.61,55.49,54.42,13488,74080476.0,1.95,-0.26,-0.14,8.0
2025-03-26,301173,54.58,55.86,55.87,54.22,18137,100171170.0,3.02,2.29,1.25,10.76
2025-03-27,301173,55.44,55.06,55.86,54.6,15783,87248023.12,2.26,-1.43,-0.8,9.36
