datetime,sec_code,open,close,high,low,volume,turnover,amplitude,price_change_percentage,price_change_amount,turnover_rate
2015-09-14,832317,21.05,21.24,22.1,21.05,590,1266410.0,7.67,55.15,7.55,1.12
2015-09-15,832317,21.25,21.05,21.25,21.05,60,126800.0,0.94,-0.89,-0.19,0.11
2015-09-16,832317,22.0,22.0,22.0,22.0,110,242000.0,0.0,4.51,0.95,0.21
2015-09-17,832317,22.0,22.3,22.3,22.0,150,330300.0,1.36,1.36,0.3,0.28
2015-09-21,832317,22.0,22.0,22.0,22.0,60,132000.0,0.0,-1.35,-0.3,0.11
2015-09-22,832317,22.0,22.0,22.0,22.0,30,66000.0,0.0,0.0,0.0,0.06
2015-09-24,832317,22.88,22.88,22.88,22.88,10,22880.0,0.0,4.0,0.88,0.02
2015-10-12,832317,23.1,23.1,23.1,23.1,40,92400.0,0.0,0.96,0.22,0.08
2015-10-14,832317,23.33,23.33,23.33,22.6,60,137060.0,3.16,1.0,0.23,0.11
2015-10-15,832317,23.0,23.1,23.2,23.0,30,69300.0,0.86,-0.99,-0.23,0.06
2015-10-16,832317,23.11,23.05,23.11,23.05,20,46160.0,0.26,-0.22,-0.05,0.04
2015-10-19,832317,23.6,23.55,23.6,23.0,140,329380.0,2.6,2.17,0.5,0.27
2015-10-21,832317,24.31,24.36,24.36,24.31,80,194720.0,0.21,3.44,0.81,0.06
2015-10-23,832317,23.66,24.43,24.43,23.66,30,71750.0,3.16,0.29,0.07,0.02
2015-10-26,832317,24.56,24.56,24.56,24.56,20,49120.0,0.0,0.53,0.13,0.01
2015-10-28,832317,23.68,24.6,24.6,23.68,20,48280.0,3.75,0.16,0.04,0.01
2015-10-29,832317,24.6,24.6,24.6,24.6,10,24600.0,0.0,0.0,0.0,0.01
2015-11-02,832317,24.7,24.92,24.92,24.7,140,347350.0,0.89,1.3,0.32,0.1
2015-11-03,832317,25.0,25.0,25.0,25.0,50,125000.0,0.0,0.32,0.08,0.04
2015-11-04,832317,24.45,24.45,24.45,24.45,30,73350.0,0.0,-2.2,-0.55,0.02
2015-11-05,832317,24.8,25.19,25.19,24.8,40,99750.0,1.6,3.03,0.74,0.03
2015-11-06,832317,24.5,25.0,25.0,24.5,30,74000.0,1.98,-0.75,-0.19,0.02
2015-11-09,832317,25.0,24.5,25.0,24.5,20,49500.0,2.0,-2.0,-0.5,0.01
2015-11-10,832317,24.5,25.0,25.0,24.5,30,74000.0,2.04,2.04,0.5,0.02
2015-11-13,832317,24.5,24.44,24.5,24.44,60,146820.0,0.24,-2.24,-0.56,0.04
2015-11-16,832317,24.45,24.8,24.86,24.45,180,444260.0,1.68,1.47,0.36,0.13
2015-11-17,832317,24.9,24.94,24.94,24.9,60,149540.0,0.16,0.56,0.14,0.04
2015-11-23,832317,24.5,26.0,26.0,24.5,780,1995220.0,6.01,4.25,1.06,0.56
2015-11-24,832317,25.75,26.05,26.13,25.0,790,810660.0,4.35,0.19,0.05,0.23
2015-11-25,832317,26.45,28.33,28.33,26.45,3210,3490820.0,7.22,8.75,2.28,0.92
2015-11-26,832317,28.33,29.0,29.25,28.33,1460,1684930.0,3.25,2.36,0.67,0.42
2015-11-27,832317,28.9,28.68,29.98,28.63,1840,2126200.0,4.66,-1.1,-0.32,0.52
2015-11-30,832317,28.68,28.25,28.75,28.25,460,526630.0,1.74,-1.5,-0.43,0.13
2015-12-01,832317,29.25,29.45,29.5,28.73,230,266050.0,2.73,4.25,1.2,0.07
2015-12-02,832317,28.88,29.0,29.43,28.88,90,104220.0,1.87,-1.53,-0.45,0.03
2015-12-03,832317,29.0,29.0,29.0,29.0,30,34800.0,0.0,0.0,0.0,0.01
2015-12-04,832317,29.75,30.75,30.98,29.75,1330,1614950.0,4.24,6.03,1.75,0.38
2015-12-07,832317,31.5,32.15,32.15,31.5,1100,1401590.0,2.11,4.55,1.4,0.31
2015-12-08,832317,32.15,34.25,34.25,32.15,1950,2566010.0,6.53,6.53,2.1,0.56
2015-12-09,832317,34.45,35.65,37.05,34.45,14885,21180025.0,7.59,4.09,1.4,4.25
2015-12-10,832317,36.23,36.5,37.0,36.23,3130,4575060.0,2.16,2.38,0.85,0.89
2015-12-11,832317,36.4,35.25,36.4,35.25,1490,2117550.0,3.15,-3.42,-1.25,0.43
2015-12-14,832317,35.25,34.75,36.38,34.75,885,1261985.0,4.62,-1.42,-0.5,0.25
2015-12-15,832317,34.63,34.63,34.63,34.63,10,13850.0,0.0,-0.35,-0.12,0.0
2015-12-16,832317,34.55,35.15,35.15,34.55,610,852800.0,1.73,1.5,0.52,0.17
2015-12-17,832317,35.45,34.63,35.45,34.58,800,1119070.0,2.48,-1.48,-0.52,0.23
2015-12-18,832317,34.48,33.25,34.48,32.05,1150,1536360.0,7.02,-3.98,-1.38,0.33
2015-12-21,832317,32.5,32.28,32.5,32.0,240,308860.0,1.5,-2.92,-0.97,0.07
2015-12-22,832317,32.08,33.15,33.33,32.08,680,894750.0,3.87,2.7,0.87,0.19
2015-12-23,832317,33.13,32.88,33.28,32.25,1020,1341410.0,3.11,-0.81,-0.27,0.29
2015-12-24,832317,32.43,32.48,32.88,31.95,2740,3532440.0,2.83,-1.22,-0.4,0.78
2015-12-25,832317,32.25,32.65,32.65,32.25,110,143000.0,1.23,0.52,0.17,0.03
2015-12-28,832317,32.65,32.68,32.75,32.65,380,496520.0,0.31,0.09,0.03,0.11
2015-12-29,832317,32.68,33.75,33.83,32.65,230,302280.0,3.61,3.27,1.07,0.07
2015-12-30,832317,32.63,32.48,33.0,32.3,950,1239460.0,2.07,-3.76,-1.27,0.27
2015-12-31,832317,32.48,32.75,32.9,32.48,440,577830.0,1.29,0.83,0.27,0.13
2016-01-04,832317,32.35,32.53,32.75,32.33,340,442590.0,1.28,-0.67,-0.22,0.1
2016-01-05,832317,31.23,31.13,31.93,31.13,255,319185.0,2.46,-4.3,-1.4,0.07
2016-01-06,832317,32.13,32.0,32.2,32.0,710,911870.0,0.64,2.79,0.87,0.2
2016-01-07,832317,31.88,31.23,31.88,29.93,790,972540.0,6.09,-2.41,-0.77,0.23
2016-01-08,832317,30.0,30.95,31.0,29.93,265,326425.0,3.43,-0.9,-0.28,0.08
2016-01-11,832317,31.05,31.0,31.05,30.2,90,110670.0,2.75,0.16,0.05,0.03
2016-01-12,832317,30.15,30.0,30.43,29.75,215,259300.0,2.19,-3.23,-1.0,0.06
2016-01-13,832317,30.0,29.95,30.5,29.83,120,145160.0,2.23,-0.17,-0.05,0.03
2016-01-14,832317,30.25,30.35,30.43,29.7,130,156950.0,2.44,1.34,0.4,0.04
2016-01-15,832317,30.13,30.0,30.5,30.0,170,204800.0,1.65,-1.15,-0.35,0.05
2016-01-18,832317,29.5,29.93,29.95,29.5,280,332950.0,1.5,-0.23,-0.07,0.08
2016-01-19,832317,30.0,29.9,30.0,29.9,140,167700.0,0.33,-0.1,-0.03,0.04
2016-01-20,832317,30.2,29.9,30.2,29.9,60,72000.0,1.0,0.0,0.0,0.02
2016-01-21,832317,30.18,29.88,30.18,29.88,40,48020.0,1.0,-0.07,-0.02,0.01
2016-01-22,832317,29.95,29.88,29.95,29.88,20,23930.0,0.23,0.0,0.0,0.01
2016-01-25,832317,29.8,29.65,29.8,29.63,310,368300.0,0.57,-0.77,-0.23,0.09
2016-01-26,832317,29.5,28.93,29.5,28.93,120,140170.0,1.92,-2.43,-0.72,0.03
2016-01-27,832317,28.2,27.5,28.2,27.05,670,736010.0,3.98,-4.94,-1.43,0.19
2016-01-28,832317,27.38,26.9,27.38,26.58,740,795700.0,2.91,-2.18,-0.6,0.21
2016-01-29,832317,27.03,26.75,27.03,26.25,220,235480.0,2.9,-0.56,-0.15,0.06
2016-02-01,832317,27.0,27.48,27.48,27.0,50,54650.0,1.79,2.73,0.73,0.01
2016-02-02,832317,27.05,27.0,27.08,26.6,320,344520.0,1.75,-1.75,-0.48,0.09
2016-02-03,832317,27.0,26.98,27.0,26.98,20,21590.0,0.07,-0.07,-0.02,0.01
2016-02-04,832317,26.93,26.98,26.98,26.43,570,611150.0,2.04,0.0,0.0,0.16
2016-02-05,832317,26.65,26.65,26.65,26.65,150,159900.0,0.0,-1.22,-0.33,0.04
2016-02-15,832317,26.65,26.65,26.65,26.65,30,31980.0,0.0,0.0,0.0,0.01
2016-02-16,832317,26.08,26.35,26.5,25.25,250,260650.0,4.69,-1.13,-0.3,0.07
2016-02-17,832317,26.13,26.23,26.23,26.13,30,31420.0,0.38,-0.46,-0.12,0.01
2016-02-18,832317,26.1,26.1,26.1,26.1,10,10440.0,0.0,-0.5,-0.13,0.0
2016-02-19,832317,26.5,26.5,26.5,25.33,170,178540.0,4.48,1.53,0.4,0.05
2016-02-23,832317,25.9,26.53,26.53,25.23,710,725670.0,4.91,0.11,0.03,0.2
2016-02-24,832317,25.83,25.83,25.88,25.28,280,287920.0,2.26,-2.64,-0.7,0.08
2016-02-25,832317,25.68,25.68,25.7,25.68,60,61640.0,0.08,-0.58,-0.15,0.02
2016-02-26,832317,25.7,25.85,25.85,25.7,60,61770.0,0.58,0.66,0.17,0.02
2016-02-29,832317,24.5,25.28,25.55,24.25,790,775690.0,5.03,-2.21,-0.57,0.23
2016-03-01,832317,25.0,25.25,25.28,24.25,230,230800.0,4.07,-0.12,-0.03,0.07
2016-03-02,832317,24.28,25.3,25.3,24.25,120,118990.0,4.16,0.2,0.05,0.03
2016-03-04,832317,25.0,24.75,25.3,24.25,150,149810.0,4.15,-2.17,-0.55,0.04
2016-03-07,832317,24.23,24.68,24.68,24.23,20,19560.0,1.82,-0.28,-0.07,0.01
2016-03-08,832317,24.63,24.58,24.95,23.75,820,797510.0,4.86,-0.41,-0.1,0.23
2016-03-09,832317,23.5,24.05,24.05,23.5,250,238060.0,2.24,-2.16,-0.53,0.07
2016-03-10,832317,23.4,24.08,24.08,23.4,190,182200.0,2.83,0.12,0.03,0.05
2016-03-14,832317,23.43,23.9,23.98,23.4,90,85160.0,2.41,-0.75,-0.18,0.03
2016-03-15,832317,23.8,23.93,23.93,23.8,30,28620.0,0.54,0.13,0.03,0.01
2016-03-16,832317,24.1,24.2,24.2,24.1,30,28960.0,0.42,1.13,0.27,0.01
2016-03-17,832317,23.45,24.23,24.25,23.45,50,48100.0,3.31,0.12,0.03,0.01
2016-03-18,832317,24.23,25.0,25.0,23.55,470,461940.0,5.98,3.18,0.77,0.13
