datetime,sec_code,open,close,high,low,volume,turnover,amplitude,price_change_percentage,price_change_amount,turnover_rate
2020-07-27,920799,34.5,26.63,35.2,25.25,47927,132043985.0,39.52,5.76,1.45,30.36
2020-07-28,920799,27.0,28.71,30.33,25.55,12681,35761823.0,17.95,7.81,2.08,8.03
2020-07-29,920799,28.9,30.9,32.68,28.9,11638,36447070.0,13.17,7.63,2.19,7.37
2020-07-30,920799,31.3,29.7,31.57,29.3,14957,44904131.0,7.35,-3.88,-1.2,9.47
2020-07-31,920799,29.99,29.7,30.53,29.11,9540,28596967.0,4.78,0.0,0.0,6.04
2020-08-03,920799,29.83,29.68,30.29,29.38,8138,24134884.0,3.06,-0.07,-0.02,5.15
2020-08-04,920799,29.59,28.11,29.67,27.62,10525,29797811.0,6.91,-5.29,-1.57,6.67
2020-08-05,920799,28.76,27.66,28.85,27.37,5349,15107206.0,5.27,-1.6,-0.45,3.39
2020-08-06,920799,27.3,26.87,27.88,26.66,5032,13588055.0,4.41,-2.86,-0.79,3.19
2020-08-07,920799,26.9,26.21,26.9,26.12,3257,8589606.0,2.9,-2.46,-0.66,2.06
2020-08-10,920799,26.21,26.33,26.75,26.02,1987,5234707.0,2.79,0.46,0.12,1.26
2020-08-11,920799,26.16,25.97,26.62,25.93,3296,8655120.0,2.62,-1.37,-0.36,2.09
2020-08-12,920799,25.88,25.59,25.97,25.42,3594,9213976.0,2.12,-1.46,-0.38,2.28
2020-08-13,920799,25.59,26.35,26.69,25.59,3116,8191718.0,4.3,2.97,0.76,1.97
2020-08-14,920799,26.05,26.25,26.79,25.86,1252,3280052.0,3.53,-0.38,-0.1,0.79
2020-08-17,920799,26.3,26.36,26.55,26.0,957,2523579.0,2.1,0.42,0.11,0.61
2020-08-18,920799,26.37,25.94,26.45,25.8,1578,4112550.0,2.47,-1.59,-0.42,1.0
2020-08-19,920799,25.8,25.68,26.05,25.64,901,2319251.0,1.58,-1.0,-0.26,0.57
2020-08-20,920799,25.47,25.49,25.69,25.45,1024,2611202.0,0.93,-0.74,-0.19,0.65
2020-08-21,920799,25.43,25.36,25.9,25.32,1399,3572242.0,2.28,-0.51,-0.13,0.89
2020-08-24,920799,25.25,25.2,25.57,25.2,715,1808350.0,1.46,-0.63,-0.16,0.45
2020-08-25,920799,25.21,25.19,25.38,25.19,827,2086043.0,0.75,-0.04,-0.01,0.52
2020-08-26,920799,25.46,25.56,26.62,25.33,2513,6568207.0,5.12,1.47,0.37,1.59
2020-08-27,920799,25.64,25.53,25.9,25.0,1783,4504711.0,3.52,-0.12,-0.03,1.13
2020-08-28,920799,25.5,25.86,25.93,25.5,808,2088133.0,1.68,1.29,0.33,0.51
2020-08-31,920799,26.0,25.8,26.13,25.62,712,1846494.0,1.97,-0.23,-0.06,0.45
2020-09-01,920799,25.65,25.81,25.96,25.65,373,963121.0,1.2,0.04,0.01,0.24
2020-09-02,920799,25.79,25.37,25.98,25.31,762,1941553.0,2.6,-1.7,-0.44,0.48
2020-09-03,920799,25.35,25.3,25.58,25.2,306,775941.0,1.5,-0.28,-0.07,0.19
2020-09-04,920799,25.07,25.19,25.35,25.07,541,1361185.0,1.11,-0.43,-0.11,0.34
2020-09-07,920799,25.19,24.85,25.25,24.8,1478,3701681.0,1.79,-1.35,-0.34,0.94
2020-09-08,920799,25.18,24.7,25.18,24.66,901,2228713.0,2.09,-0.6,-0.15,0.57
2020-09-09,920799,24.68,24.01,24.68,24.0,2121,5182250.0,2.75,-2.79,-0.69,1.34
2020-09-10,920799,24.03,23.24,24.33,23.19,871,2074867.0,4.75,-3.21,-0.77,0.55
2020-09-11,920799,23.08,22.79,23.28,22.67,876,2003953.0,2.62,-1.94,-0.45,0.55
2020-09-14,920799,23.57,23.0,23.57,22.82,1070,2546584.0,3.29,0.92,0.21,0.68
2020-09-15,920799,22.52,23.1,23.6,22.52,191,443071.0,4.7,0.43,0.1,0.12
2020-09-16,920799,22.9,23.08,23.37,22.9,164,378089.0,2.03,-0.09,-0.02,0.1
2020-09-17,920799,23.35,23.27,23.38,23.0,282,651598.0,1.65,0.82,0.19,0.18
2020-09-18,920799,23.12,23.25,23.39,23.02,415,964557.0,1.59,-0.09,-0.02,0.26
2020-09-21,920799,23.36,23.43,23.6,23.19,408,955978.0,1.76,0.77,0.18,0.26
2020-09-22,920799,23.31,23.27,23.31,22.91,510,1176906.0,1.71,-0.68,-0.16,0.32
2020-09-23,920799,23.02,22.98,23.25,22.98,423,974536.0,1.16,-1.25,-0.29,0.27
2020-09-24,920799,22.75,22.77,22.98,22.7,462,1051767.0,1.22,-0.91,-0.21,0.29
2020-09-25,920799,22.8,23.07,23.2,22.8,341,774111.0,1.76,1.32,0.3,0.22
2020-09-28,920799,23.24,23.09,23.24,22.91,365,830112.0,1.43,0.09,0.02,0.23
2020-09-29,920799,23.07,23.3,23.4,23.07,482,1106194.0,1.43,0.91,0.21,0.31
2020-09-30,920799,23.39,23.3,23.44,23.19,500,1148580.0,1.07,0.0,0.0,0.32
2020-10-09,920799,23.55,24.02,24.28,23.36,1441,3372892.0,3.95,3.09,0.72,0.91
2020-10-12,920799,25.0,26.28,26.28,24.35,2780,6991036.0,8.03,9.41,2.26,1.76
2020-10-13,920799,26.3,26.62,26.62,25.55,1877,4874238.0,4.07,1.29,0.34,1.19
2020-10-14,920799,26.19,26.96,27.0,26.19,2604,6891745.0,3.04,1.28,0.34,1.65
2020-10-15,920799,26.68,27.25,27.48,26.68,2503,6739869.0,2.97,1.08,0.29,1.59
2020-10-16,920799,26.95,27.01,27.28,26.92,739,1981910.0,1.32,-0.88,-0.24,0.47
2020-10-19,920799,27.2,27.17,27.32,27.16,837,2255471.0,0.59,0.59,0.16,0.53
2020-10-20,920799,27.19,26.65,27.2,26.19,593,1555931.0,3.72,-1.91,-0.52,0.38
2020-10-21,920799,27.07,26.23,27.13,26.18,275,714738.0,3.56,-1.58,-0.42,0.17
2020-10-22,920799,26.65,26.33,26.65,26.15,262,681258.0,1.91,0.38,0.1,0.17
2020-10-23,920799,26.22,26.28,26.59,26.22,399,1038744.0,1.41,-0.19,-0.05,0.25
2020-10-26,920799,26.3,25.95,26.36,25.95,540,1394712.0,1.56,-1.26,-0.33,0.34
2020-10-27,920799,26.49,26.05,26.49,26.05,234,604833.0,1.7,0.39,0.1,0.15
2020-10-28,920799,25.47,26.0,26.56,25.45,324,834495.0,4.26,-0.19,-0.05,0.21
2020-10-29,920799,25.91,25.81,25.98,25.79,358,915995.0,0.73,-0.73,-0.19,0.23
2020-10-30,920799,26.1,25.3,26.1,25.3,466,1183923.0,3.1,-1.98,-0.51,0.3
2020-11-02,920799,25.11,24.3,25.96,24.11,606,1482199.0,7.31,-3.95,-1.0,0.38
2020-11-03,920799,24.22,24.6,24.99,24.22,721,1738967.0,3.17,1.23,0.3,0.46
