datetime,sec_code,open,close,high,low,volume,turnover,amplitude,price_change_percentage,price_change_amount,turnover_rate
2025-04-17,301662,72.2,70.51,83.8,70.36,127904,952372105.0,50.53,165.08,43.91,81.07
2025-04-18,301662,67.0,67.33,74.33,66.0,81649,568418265.0,11.81,-4.51,-3.18,51.75
2025-04-21,301662,68.0,63.18,68.01,62.8,72064,461139175.0,7.74,-6.16,-4.15,45.68
2025-04-22,301662,62.39,63.17,65.48,61.98,53211,340041734.0,5.54,-0.02,-0.01,33.73
2025-04-23,301662,64.55,61.21,65.33,61.0,53031,331433256.0,6.85,-3.1,-1.96,33.61
2025-04-24,301662,60.01,55.68,60.9,55.68,56692,325809790.0,8.53,-9.03,-5.53,35.93
2025-04-25,301662,55.0,55.0,56.6,54.7,35460,196304796.0,3.41,-1.22,-0.68,22.48
2025-04-28,301662,55.01,52.95,55.01,52.88,29308,156658460.0,3.87,-3.73,-2.05,18.58
2025-04-29,301662,51.5,51.66,52.56,51.31,27026,140384774.0,2.36,-2.44,-1.29,17.13
2025-04-30,301662,51.62,51.19,52.3,51.19,22500,116303840.0,2.15,-0.91,-0.47,14.26
2025-05-06,301662,51.4,52.5,52.52,51.19,26966,140057449.0,2.6,2.56,1.31,17.09
2025-05-07,301662,52.51,52.6,53.04,51.5,28779,150703006.0,2.93,0.19,0.1,18.24
2025-05-08,301662,52.15,52.67,53.03,51.9,21680,114012429.0,2.15,0.13,0.07,13.74
2025-05-09,301662,52.49,53.31,53.45,51.62,30830,162261607.0,3.47,1.22,0.64,19.54
2025-05-12,301662,55.81,63.2,63.97,55.1,93664,556880434.0,16.64,18.55,9.89,59.37
2025-05-13,301662,60.89,62.81,62.99,58.72,70783,430916597.0,6.76,-0.62,-0.39,44.87
2025-05-14,301662,61.99,62.86,65.68,61.48,62991,398856581.0,6.69,0.08,0.05,39.93
2025-05-15,301662,63.6,67.37,72.01,63.6,72454,493822017.0,13.38,7.17,4.51,45.93
2025-05-16,301662,65.37,69.13,71.68,65.0,60331,417022183.0,9.92,2.61,1.76,38.24
2025-05-19,301662,70.6,69.01,71.5,66.0,41109,281492359.0,7.96,-0.17,-0.12,26.06
2025-05-20,301662,68.66,69.42,70.94,65.0,46767,320849901.0,8.61,0.59,0.41,29.64
2025-05-21,301662,67.8,83.3,83.3,66.2,83428,639836939.0,24.63,19.99,13.88,52.88
2025-05-22,301662,78.0,74.59,79.84,73.89,59030,451341293.0,7.14,-10.46,-8.71,37.42
2025-05-23,301662,74.59,79.03,81.33,72.88,65207,509114958.0,11.33,5.95,4.44,41.33
2025-05-26,301662,79.99,81.01,88.28,77.73,61302,505882937.0,13.35,2.51,1.98,38.86
2025-05-27,301662,81.01,85.57,85.57,78.0,53311,436207614.0,9.34,5.63,4.56,33.79
2025-05-28,301662,83.0,77.06,84.0,76.82,41517,332704111.0,8.39,-9.95,-8.51,26.32
2025-05-29,301662,75.0,73.01,76.62,72.95,39172,291127149.0,4.76,-5.26,-4.05,24.83
2025-05-30,301662,73.3,70.33,73.74,70.26,31743,226955771.0,4.77,-3.67,-2.68,20.12
2025-06-03,301662,71.33,71.57,71.8,69.96,20697,146710123.0,2.62,1.76,1.24,13.12
2025-06-04,301662,70.99,74.29,76.88,70.99,40312,300437024.0,8.23,3.8,2.72,25.55
2025-06-05,301662,72.99,71.89,73.99,69.0,28599,203826722.0,6.72,-3.23,-2.4,18.13
2025-06-06,301662,72.25,76.11,79.0,72.25,35538,269784505.0,9.39,5.87,4.22,22.53
2025-06-09,301662,76.23,80.01,81.99,76.23,37823,300697892.0,7.57,5.12,3.9,23.97
2025-06-10,301662,79.22,82.01,86.01,77.81,46413,378640099.0,10.25,2.5,2.0,29.42
2025-06-11,301662,79.84,78.54,81.99,77.6,29194,228129887.0,5.35,-4.23,-3.47,18.51
2025-06-12,301662,78.0,94.05,94.05,77.08,50882,435647699.0,21.61,19.75,15.51,32.25
2025-06-13,301662,94.05,99.39,107.88,94.0,61089,607800112.0,14.76,5.68,5.34,38.72
2025-06-16,301662,96.01,98.9,100.1,93.27,35915,347201927.0,6.87,-0.49,-0.49,22.76
2025-06-17,301662,98.99,104.0,111.88,97.0,54208,554072429.0,15.05,5.16,5.1,34.36
2025-06-18,301662,101.2,103.09,105.56,98.52,35355,354094125.0,6.77,-0.88,-0.91,22.41
2025-06-19,301662,102.0,98.15,109.88,97.5,38360,392105434.0,12.01,-4.79,-4.94,24.32
2025-06-20,301662,99.0,96.9,104.85,96.5,33754,335506175.0,8.51,-1.27,-1.25,21.4
2025-06-23,301662,94.06,102.19,102.28,93.9,36856,354252971.0,8.65,5.46,5.29,23.36
2025-06-24,301662,99.18,106.6,108.0,98.2,44656,460865093.0,9.59,4.32,4.41,28.31
2025-06-25,301662,106.0,103.5,108.35,102.7,37235,385881909.0,5.3,-2.91,-3.1,23.6
2025-06-26,301662,101.0,102.0,104.5,99.98,22211,224755544.0,4.37,-1.45,-1.5,14.08
2025-06-27,301662,102.01,97.0,104.01,96.81,29060,285015999.0,7.06,-4.9,-5.0,18.42
2025-06-30,301662,96.03,106.82,111.0,96.0,41819,431564659.0,15.46,10.12,9.82,26.51
2025-07-01,301662,106.8,109.2,113.33,103.49,45852,493786609.0,9.21,2.23,2.38,29.06
2025-07-02,301662,108.34,103.26,108.9,102.81,26047,272449158.0,5.58,-5.44,-5.94,16.51
2025-07-03,301662,102.16,119.6,123.71,102.15,58041,665500393.0,20.88,15.82,16.34,36.79
2025-07-04,301662,117.0,117.16,122.0,116.24,42625,503599871.0,4.82,-2.04,-2.44,27.02
2025-07-07,301662,115.56,122.39,127.0,114.12,40960,496340063.0,10.99,4.46,5.23,25.96
2025-07-08,301662,122.21,119.7,126.01,117.7,38021,453623264.0,6.79,-2.2,-2.69,24.1
2025-07-09,301662,117.01,116.5,118.3,113.77,27165,311955787.0,3.78,-2.67,-3.2,17.22
2025-07-10,301662,115.22,109.61,116.39,106.81,41174,449285001.0,8.22,-5.91,-6.89,26.1
2025-07-11,301662,108.0,110.21,111.96,106.3,24672,268389148.0,5.16,0.55,0.6,15.64
2025-07-14,301662,109.0,98.55,110.19,89.88,44463,445974965.0,18.43,-10.58,-11.66,28.18
2025-07-15,301662,98.61,97.29,99.52,96.45,25576,247371449.0,3.12,-1.28,-1.26,16.21
2025-07-16,301662,97.79,96.58,97.95,94.94,16220,155035452.0,3.09,-0.73,-0.71,10.28
2025-07-17,301662,96.55,99.45,101.73,95.35,32681,320284141.0,6.61,2.97,2.87,20.71
2025-07-18,301662,100.08,105.95,107.98,99.02,41136,428987251.0,9.01,6.54,6.5,26.07
2025-07-21,301662,103.4,110.2,111.0,102.1,32607,346143790.0,8.4,4.01,4.25,20.67
2025-07-22,301662,108.0,108.58,113.2,107.0,37152,406652284.0,5.63,-1.47,-1.62,23.55
2025-07-23,301662,107.12,106.67,108.5,104.88,19926,210139968.0,3.33,-1.76,-1.91,12.63
2025-07-24,301662,106.58,107.19,109.62,105.5,20662,220414146.0,3.86,0.49,0.52,13.1
2025-07-25,301662,106.0,105.82,109.45,103.19,21404,226680414.0,5.84,-1.28,-1.37,13.57
2025-07-28,301662,105.5,113.68,114.98,105.48,36936,409272140.82,8.98,7.43,7.86,23.41
