datetime,sec_code,open,close,high,low,volume,turnover,amplitude,price_change_percentage,price_change_amount,turnover_rate
2024-11-19,920060,40.0,52.88,55.5,40.0,278301,1298720076.31,138.89,373.84,41.72,93.86
2024-11-20,920060,47.0,48.04,50.03,45.57,186284,885674529.6,8.43,-9.15,-4.84,62.83
2024-11-21,920060,46.89,49.0,58.88,44.25,192499,941077433.56,30.45,2.0,0.96,64.92
2024-11-22,920060,46.0,44.56,48.29,44.42,125821,580475738.11,7.9,-9.06,-4.44,42.44
2024-11-25,920060,43.9,41.52,45.44,40.78,81113,342563885.87,10.46,-6.82,-3.04,27.36
2024-11-26,920060,41.7,41.21,44.89,41.16,78518,335839844.92,8.98,-0.75,-0.31,26.48
2024-11-27,920060,40.11,40.0,40.18,37.71,81232,315970751.11,5.99,-2.94,-1.21,27.4
2024-11-28,920060,40.5,40.34,41.95,39.36,74266,299971981.63,6.48,0.85,0.34,25.05
2024-11-29,920060,40.2,38.82,40.32,37.99,73169,285788857.9,5.78,-3.77,-1.52,24.68
2024-12-02,920060,38.08,39.77,40.66,38.04,56539,223020877.76,6.75,2.45,0.95,19.07
2024-12-03,920060,39.6,39.5,40.5,39.06,43195,172201291.44,3.62,-0.68,-0.27,14.57
