datetime,sec_code,open,close,high,low,volume,turnover,amplitude,price_change_percentage,price_change_amount,turnover_rate
2024-12-04,301622,130.0,100.0,149.99,99.83,216522,2498168928.0,224.33,347.23,77.64,78.77
2024-12-05,301622,87.0,84.1,95.0,83.57,159567,1388989151.0,11.43,-15.9,-15.9,58.05
2024-12-06,301622,83.03,79.83,85.88,79.7,121588,990275255.0,7.35,-5.08,-4.27,44.23
2024-12-09,301622,77.1,76.18,78.78,75.78,86204,662623424.0,3.76,-4.57,-3.65,31.36
2024-12-10,301622,98.99,77.4,98.99,77.19,173817,1560796316.0,28.62,1.6,1.22,63.23
2024-12-11,301622,72.0,70.51,73.8,68.8,134519,950752918.0,6.46,-8.9,-6.89,48.94
2024-12-12,301622,69.74,69.83,70.66,68.4,88545,614980576.75,3.21,-0.96,-0.68,32.21
