datetime,sec_code,open,close,high,low,volume,turnover,amplitude,price_change_percentage,price_change_amount,turnover_rate
2025-05-13,920068,22.01,20.17,23.6,19.94,504398,1076498291.9,92.89,411.93,16.23,80.44
2025-05-14,920068,18.8,20.4,21.41,17.98,330123,646754267.63,17.01,1.14,0.23,52.65
2025-05-15,920068,19.8,24.54,26.52,19.5,473955,1088919146.05,34.41,20.29,4.14,75.59
2025-05-16,920068,23.5,22.63,24.3,22.22,337551,778346976.48,8.48,-7.78,-1.91,53.83
2025-05-19,920068,22.3,22.99,23.93,22.0,224001,511280472.06,8.53,1.59,0.36,35.72
2025-05-20,920068,22.68,22.5,23.45,22.31,181959,415116668.21,4.96,-2.13,-0.49,29.02
2025-05-21,920068,22.25,20.9,22.59,20.87,211513,453842453.22,7.64,-7.11,-1.6,33.73
2025-05-22,920068,20.55,21.49,21.58,20.5,128135,272021035.47,5.17,2.82,0.59,20.43
2025-05-23,920068,21.15,20.58,21.37,20.5,99891,208176910.39,4.05,-4.23,-0.91,15.93
2025-05-26,920068,20.45,20.74,20.98,20.17,72128,148350917.35,3.94,0.78,0.16,11.5
2025-05-27,920068,20.72,21.8,22.35,20.63,152387,329714893.73,8.29,5.11,1.06,24.3
2025-05-28,920068,21.5,22.0,22.87,21.29,141518,312865574.36,7.25,0.92,0.2,22.57
2025-05-29,920068,22.15,21.87,22.26,21.5,90493,197749149.07,3.45,-0.59,-0.13,14.43
2025-05-30,920068,21.99,20.9,22.06,20.83,85136,180440196.85,5.62,-4.44,-0.97,13.58
2025-06-03,920068,20.51,21.07,21.13,20.51,47684,99735093.0,2.97,0.81,0.17,7.6
2025-06-04,920068,21.1,21.12,21.89,20.94,70974,151860395.51,4.51,0.24,0.05,11.32
2025-06-05,920068,20.99,20.59,21.08,20.36,74547,153683240.32,3.41,-2.51,-0.53,11.89
2025-06-06,920068,20.7,20.7,21.29,20.58,64379,134933873.7,3.45,0.53,0.11,10.27
2025-06-09,920068,20.66,21.19,21.47,20.5,77066,161806891.89,4.69,2.37,0.49,12.29
2025-06-10,920068,21.09,20.65,21.22,20.36,80636,166676634.32,4.06,-2.55,-0.54,12.86
2025-06-11,920068,20.6,21.53,22.0,20.6,153979,330275412.52,6.78,4.26,0.88,24.56
2025-06-12,920068,21.22,21.79,22.0,21.06,117078,252782603.66,4.37,1.21,0.26,18.67
2025-06-13,920068,22.0,21.5,23.5,21.5,182750,410151510.1,9.18,-1.33,-0.29,29.14
2025-06-16,920068,20.9,21.06,21.35,20.6,97707,204694541.29,3.49,-2.05,-0.44,15.58
2025-06-17,920068,20.72,20.81,21.25,20.61,70440,147185786.28,3.04,-1.19,-0.25,11.23
2025-06-18,920068,20.79,20.28,20.96,19.9,88447,178680210.11,5.09,-2.55,-0.53,14.11
2025-06-19,920068,20.1,19.44,20.25,19.36,78724,155551137.76,4.39,-4.14,-0.84,12.55
2025-06-20,920068,19.35,19.95,20.17,19.14,66264,130464558.38,5.3,2.62,0.51,10.57
2025-06-23,920068,19.99,19.98,20.0,19.51,41585,82347152.01,2.46,0.15,0.03,6.63
2025-06-24,920068,19.96,20.3,20.46,19.8,52495,105992855.29,3.3,1.6,0.32,8.37
2025-06-25,920068,20.41,20.34,20.5,20.0,54152,109452137.0,2.46,0.2,0.04,8.64
2025-06-26,920068,20.3,20.13,20.68,20.11,58165,118248049.68,2.8,-1.03,-0.21,9.28
2025-06-27,920068,20.25,20.46,20.8,20.24,73658,151180578.04,2.78,1.64,0.33,11.75
2025-06-30,920068,20.4,20.24,20.55,20.06,58255,117522740.07,2.39,-1.08,-0.22,9.29
2025-07-01,920068,20.28,20.38,20.5,20.02,51083,103463191.02,2.37,0.69,0.14,8.15
2025-07-02,920068,20.4,20.44,20.76,20.18,56722,116003939.28,2.85,0.29,0.06,9.05
2025-07-03,920068,20.5,20.37,20.76,20.22,41070,83819221.78,2.64,-0.34,-0.07,6.55
2025-07-04,920068,20.34,19.95,20.38,19.95,42279,84934668.52,2.11,-2.06,-0.42,6.74
2025-07-07,920068,19.77,19.94,20.09,19.75,19763,39357977.46,1.7,-0.05,-0.01,3.15
2025-07-08,920068,20.01,20.12,20.22,19.88,26742,53656351.25,1.71,0.9,0.18,4.26
2025-07-09,920068,20.2,19.9,20.25,19.9,27161,54319019.36,1.74,-1.09,-0.22,4.33
2025-07-10,920068,19.9,19.85,20.04,19.68,25831,51233963.35,1.81,-0.25,-0.05,4.12
2025-07-11,920068,19.86,20.5,20.84,19.86,98526,201137427.99,4.94,3.27,0.65,15.71
