序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
289,002531,天顺风能,9.13,6.41,0.55,610608.0,545508914.42,7.23,9.15,8.53,8.55,8.58,2.04,3.42,42.19,1.81,16405502148.0,16314087712.0,0.11,0.11,31.94,-20.82
290,000680,山推股份,10.79,6.41,0.65,408985.0,428431681.24,8.38,10.83,9.98,10.06,10.14,0.9,3.13,18.01,2.68,16188532775.0,14113282019.0,-0.19,0.0,57.29,125.26
299,688375,国博电子,52.1,6.33,3.1,25890.0,130847903.0,7.86,52.1,48.25,50.0,49.0,1.42,0.98,76.01,5.17,31052376290.0,13831109227.0,0.04,0.04,37.79,-1.46
300,002416,爱施德,15.82,6.32,0.94,1101526.0,1706080501.23,10.22,16.18,14.66,14.7,14.88,1.01,9.0,28.01,3.27,19605438171.0,19362166089.0,0.0,-0.57,69.02,77.95
302,300168,万达信息,9.12,6.29,0.54,908359.0,799213869.26,12.12,9.15,8.11,8.51,8.58,0.72,6.31,-17.65,7.43,13149007389.0,13125344810.0,0.0,0.0,82.4,7.55
319,603530,神马电力,23.75,6.12,1.37,84198.0,195965692.0,8.45,23.93,22.04,22.44,22.38,1.95,1.97,35.71,6.12,10266254016.0,10157216508.0,0.04,0.0,18.28,15.97
320,002670,国盛金控,11.8,6.12,0.68,821499.0,955512747.47,7.46,11.92,11.09,11.16,11.12,2.41,5.06,206.04,2.08,22833998905.0,19155537481.0,0.08,-0.25,33.94,26.61
342,002372,伟星新材,12.99,5.87,0.72,187573.0,237766845.99,6.44,13.0,12.21,12.3,12.27,1.36,1.28,24.86,4.34,20680573464.0,19106446836.0,0.0,0.0,10.08,-4.27
354,002402,和而泰,18.71,5.77,1.02,2410600.0,4424563522.4,5.48,18.88,17.91,18.2,17.69,0.7,30.08,36.53,3.71,17310347652.0,14993843150.0,-0.05,0.16,104.48,32.32
360,600640,国脉文化,13.48,5.73,0.73,145724.0,189110578.0,9.1,13.5,12.34,12.63,12.75,1.22,1.83,605.85,2.7,10725981271.0,10725981271.0,-0.07,0.07,43.71,17.52
361,688050,爱博医疗,90.28,5.71,4.88,28040.0,247045858.0,7.1,90.6,84.54,85.4,85.4,1.15,1.48,40.41,7.34,17112079988.0,17112079988.0,-0.17,-0.24,21.97,-5.28
366,001301,尚太科技,75.96,5.69,4.09,31109.0,229502617.59,6.86,75.96,71.03,71.48,71.87,1.05,1.95,25.73,3.28,19822624146.0,12109057056.0,0.01,0.08,102.88,112.06
374,300101,振芯科技,23.87,5.62,1.27,257391.0,597483909.6,7.79,23.91,22.15,22.41,22.6,0.81,4.57,142.47,7.45,13475713020.0,13435234632.0,0.0,-0.13,86.78,4.56
386,300284,苏交科,11.43,5.54,0.6,499607.0,555147880.91,6.74,11.43,10.7,10.76,10.83,0.74,4.18,70.68,1.73,14434121457.0,13652537028.0,0.0,0.09,73.44,115.25
389,688088,虹软科技,35.15,5.52,1.84,70548.0,238459398.0,7.45,35.17,32.69,33.31,33.31,0.95,1.76,119.78,5.42,14101139560.0,14101139560.0,0.03,0.0,45.61,-13.57
398,688001,华兴源创,32.65,5.46,1.69,49419.0,157753047.0,7.07,32.7,30.51,31.03,30.96,0.73,1.11,-213.14,3.84,14530097398.0,14530097398.0,0.03,0.31,54.3,-6.12
415,605090,九丰能源,29.0,5.3,1.46,120962.0,344385953.0,6.17,29.0,27.3,27.4,27.54,2.28,1.9,9.14,2.09,18697070820.0,18418376441.0,0.0,0.03,11.41,6.89
428,002222,福晶科技,31.45,5.22,1.56,233019.0,705229385.23,9.64,31.74,28.86,29.78,29.89,1.08,4.98,66.03,9.4,14789362500.0,14723371437.0,-0.1,-0.1,56.31,17.57
433,600811,东方集团,3.04,5.19,0.15,3663408.0,1100397660.0,11.42,3.14,2.81,2.91,2.89,0.76,10.01,63.56,0.66,11122584602.0,11122584602.0,0.0,0.0,117.14,52.76
437,688208,道通科技,35.85,5.16,1.76,154846.0,531472267.0,8.68,35.96,33.0,34.07,34.09,0.73,3.43,22.45,5.17,16199827304.0,16199827304.0,0.06,0.34,60.33,56.21
445,002389,航天彩虹,19.39,5.09,0.94,295824.0,552109391.25,8.51,19.4,17.83,18.21,18.45,1.07,2.99,2350.46,2.42,19321417570.0,19212061887.0,0.05,0.05,45.68,4.58
449,300253,卫宁健康,7.87,5.07,0.38,444805.0,338384165.3,6.94,7.88,7.36,7.45,7.49,0.74,2.34,83.84,2.98,17285848483.0,14930909870.0,0.0,0.25,49.62,9.76
452,688702,盛科通信-U,65.55,5.05,3.15,21631.0,137363300.0,8.16,65.6,60.51,62.08,62.4,1.09,1.07,-264.54,11.6,26875500000.0,13207786376.0,0.0,0.31,74.1,28.66
461,002851,麦格米特,40.63,5.01,1.94,280710.0,1122302107.94,7.24,41.12,38.32,38.8,38.69,0.86,6.39,39.09,3.82,21428256637.0,17840787191.0,0.07,0.07,83.43,66.65
465,000536,华映科技,5.68,4.99,0.27,2556965.0,1422702465.99,13.31,5.9,5.18,5.24,5.41,0.82,9.25,-13.89,9.97,15711066321.0,15694308691.0,0.0,0.18,160.55,45.27
466,688018,乐鑫科技,145.2,4.99,6.9,51105.0,722380327.0,8.54,146.11,134.3,135.68,138.3,1.2,4.55,48.66,8.0,16291502581.0,16291502581.0,-0.02,-0.01,47.74,99.4
475,000810,创维数字,12.5,4.95,0.59,311894.0,374993827.02,7.64,12.52,11.61,11.86,11.91,1.03,2.79,45.6,2.24,14377700900.0,13969895613.0,0.0,-0.16,3.22,-19.67
476,300229,拓尔思,20.34,4.95,0.96,1019705.0,1983294200.17,9.65,20.43,18.56,18.71,19.38,0.8,12.83,299.92,4.17,17769449757.0,16164223466.0,0.0,-0.34,82.09,20.86
480,300570,太辰光,69.48,4.94,3.27,168294.0,1146538575.2,10.42,71.4,64.5,65.81,66.21,1.26,8.75,81.17,11.16,15780774719.0,13360652987.0,0.0,-0.06,143.88,80.23
509,300738,奥飞数据,12.7,4.79,0.58,523689.0,644413938.34,7.67,12.73,11.8,12.06,12.12,0.75,5.43,86.74,3.9,12253534472.0,12249991629.0,0.0,-0.16,44.48,20.15
510,300432,富临精工,15.77,4.78,0.72,440240.0,673085742.69,7.91,15.8,14.61,14.9,15.05,0.79,3.65,46.49,4.43,19259227873.0,19007301351.0,0.0,0.77,140.76,50.19
513,688525,佰维存储,59.47,4.77,2.71,154067.0,887394777.0,7.36,59.48,55.3,56.99,56.76,1.28,4.93,84.32,10.46,25645863139.0,18586022141.0,0.03,0.3,38.17,-5.09
527,300627,华测导航,36.98,4.67,1.65,77007.0,278488178.38,5.89,36.99,34.91,35.1,35.33,0.97,1.7,39.01,6.03,20267279102.0,16746677894.0,0.03,0.11,37.99,20.57
539,301050,雷电微力,53.85,4.6,2.37,97416.0,506152448.18,7.69,53.98,50.02,51.1,51.48,1.32,4.66,26.45,4.53,13182036707.0,11253319959.0,-0.11,-0.22,72.1,30.99
541,688107,安路科技,28.69,4.59,1.26,37449.0,103496176.0,7.62,28.7,26.61,27.2,27.43,1.14,0.93,-54.61,8.93,11500368339.0,11500368339.0,0.28,0.03,46.9,-22.0
543,000799,酒鬼酒,59.5,4.59,2.61,162573.0,945743756.57,9.93,60.8,55.15,56.48,56.89,1.82,5.0,256.69,4.82,19333274310.0,19333274310.0,0.0,0.02,65.78,-17.53
549,688097,博众精工,26.18,4.55,1.14,79430.0,202597474.0,6.23,26.18,24.62,24.99,25.04,0.65,1.79,34.55,2.71,11693238488.0,11614063623.0,0.08,0.11,31.16,-21.59
551,600869,远东股份,4.83,4.55,0.21,409046.0,191940208.0,7.14,4.85,4.52,4.61,4.62,1.63,1.84,-80.97,2.4,10719473763.0,10719473763.0,0.0,0.21,31.61,11.81
562,688484,南芯科技,36.9,4.5,1.59,98219.0,349004445.0,7.82,36.94,34.18,35.3,35.31,0.84,3.37,43.32,4.05,15699390717.0,10740275511.0,-0.11,0.35,35.81,-6.51
565,600399,抚顺特钢,6.52,4.49,0.28,510853.0,323665273.0,5.93,6.52,6.15,6.27,6.24,1.34,2.59,30.54,1.94,12858092000.0,12858092000.0,0.15,0.15,30.14,-32.51
575,603533,掌阅科技,23.28,4.44,0.99,657738.0,1424693201.0,14.13,23.58,20.43,21.6,22.29,1.39,14.99,-208.07,4.1,10217518319.0,10217518319.0,0.04,0.04,50.19,17.28
579,300133,华策影视,8.26,4.42,0.35,2097185.0,1640360927.28,12.9,8.3,7.28,7.5,7.91,1.45,12.91,70.85,2.21,15702868770.0,13414818415.0,0.12,0.24,61.96,41.68
583,300487,蓝晓科技,53.0,4.41,2.24,66463.0,346175782.58,4.43,53.13,50.88,50.92,50.76,1.13,2.17,33.81,7.48,26889094147.0,16234044319.0,-0.02,-0.23,39.18,0.97
584,688076,诺泰生物,54.68,4.41,2.31,57466.0,311971860.0,3.97,54.97,52.89,53.2,52.37,1.46,2.61,25.73,4.72,12017564002.0,12017564002.0,0.0,0.05,-8.18,23.01
586,002487,大金重工,22.99,4.41,0.97,155648.0,349576152.05,5.86,22.99,21.7,21.9,22.02,1.52,2.47,38.99,2.07,14661857534.0,14504856915.0,0.04,0.0,19.86,-13.05
587,601595,上海电影,30.58,4.4,1.29,201865.0,586036259.0,11.16,30.6,27.33,27.75,29.29,0.89,4.5,95.7,8.04,13705956000.0,13705956000.0,0.0,0.3,81.7,18.9
614,300102,乾照光电,11.13,4.31,0.46,396601.0,426212828.6,7.97,11.15,10.3,10.67,10.67,1.16,4.34,157.38,2.53,10243315895.0,10181897483.0,-0.18,0.27,87.06,51.43
624,300624,万兴科技,63.43,4.26,2.59,168533.0,1020355198.64,9.53,63.48,57.68,60.0,60.84,0.86,9.84,-1673.08,9.62,12263323031.0,10861322891.0,-0.02,0.36,56.54,-6.13
630,300010,豆神教育,9.6,4.23,0.39,2349119.0,2156020573.35,14.77,9.87,8.51,9.03,9.21,0.84,20.83,134.2,18.29,19839481526.0,10824650458.0,0.0,0.21,296.69,249.09
635,688596,正帆科技,36.51,4.22,1.48,55898.0,197304016.0,7.42,36.63,34.03,34.89,35.03,1.24,1.93,23.87,3.15,10556327868.0,10556327868.0,-0.19,-0.22,44.02,-7.19
664,300130,新国都,24.24,4.12,0.96,187738.0,440111138.05,6.7,24.26,22.7,23.2,23.28,0.93,4.39,34.27,3.17,13582402182.0,10357180736.0,0.0,0.0,53.9,3.02
667,688266,泽璟制药-U,69.71,4.11,2.75,44392.0,305853341.0,4.15,69.74,66.96,67.02,66.96,1.42,1.68,-141.36,14.16,18452807646.0,18452807646.0,0.0,0.0,23.8,31.68
674,600633,浙数文化,10.94,4.09,0.43,224200.0,237330780.0,7.14,10.97,10.22,10.46,10.51,1.08,1.77,21.88,1.38,13847091922.0,13847091922.0,-0.18,-0.18,35.73,0.92
684,603699,纽威股份,24.56,4.07,0.96,65233.0,157911040.0,4.66,24.6,23.5,23.54,23.6,1.59,0.87,16.93,4.75,18686417130.0,18396962720.0,0.16,-0.08,37.59,89.51
691,300115,长盈精密,16.48,4.04,0.64,507841.0,809534973.72,7.45,16.5,15.32,15.77,15.84,1.17,4.23,28.13,2.88,22287632175.0,19786824179.0,0.0,0.06,49.55,24.38
698,300672,国科微,66.69,4.02,2.58,55633.0,361328897.27,6.11,66.69,62.77,64.07,64.11,1.21,2.65,155.11,3.55,14481111416.0,14011559730.0,0.01,0.39,42.11,13.73
718,603826,坤彩科技,23.08,3.96,0.88,83593.0,190701709.0,5.36,23.22,22.03,22.2,22.2,1.08,1.28,187.81,7.95,15122016000.0,15122016000.0,0.04,0.13,-33.87,-45.17
720,000839,中信国安,3.42,3.95,0.13,997995.0,336899564.95,6.08,3.45,3.25,3.3,3.29,1.17,2.55,67.1,9.76,13405806124.0,13405806124.0,0.0,0.0,56.16,49.34
723,688772,珠海冠宇,16.67,3.93,0.63,140591.0,227592909.0,6.36,16.68,15.66,16.1,16.04,1.09,1.25,52.59,2.85,18791861971.0,18791861971.0,0.0,0.0,14.49,-23.32
733,688116,天奈科技,41.88,3.89,1.57,155256.0,636898308.0,4.02,41.88,40.26,40.79,40.31,0.48,4.51,59.27,5.28,14430284829.0,14430284829.0,0.22,0.19,116.66,45.72
738,300298,三诺生物,24.33,3.89,0.91,64084.0,152873629.1,4.78,24.35,23.23,23.33,23.42,1.33,1.41,40.32,4.5,13728576574.0,11078561295.0,0.0,-0.08,6.76,-19.44
742,300068,南都电源,19.57,3.87,0.73,900473.0,1737881113.2,5.31,19.79,18.79,18.79,18.84,0.98,10.85,51.88,3.14,17079820927.0,16241264628.0,0.0,0.41,162.33,51.94
744,688475,萤石网络,31.94,3.87,1.19,33121.0,102747524.0,6.41,32.0,30.03,30.67,30.75,1.11,0.82,50.34,4.69,25152750000.0,12928513500.0,0.0,-0.16,24.47,0.73
745,600185,格力地产,8.08,3.86,0.3,1220601.0,962746036.0,14.78,8.48,7.33,7.33,7.78,1.34,6.48,-12.4,3.29,15230846824.0,15230846824.0,0.0,-0.12,72.65,11.76
750,000682,东方电子,11.08,3.84,0.41,193390.0,209437206.24,4.97,11.08,10.55,10.66,10.67,0.76,1.44,26.45,3.03,14855255238.0,14853788800.0,0.0,0.0,7.57,39.02
754,301015,百洋医药,27.97,3.82,1.03,28883.0,79185562.78,6.2,28.18,26.51,26.87,26.94,1.25,0.55,17.2,6.65,14701409343.0,14701409343.0,0.0,0.0,32.5,-20.31
758,688347,华虹公司,47.12,3.81,1.73,159905.0,733326847.0,7.36,47.22,43.88,45.0,45.39,0.84,4.09,105.06,1.85,80959715975.0,18444652800.0,-0.02,0.04,59.78,10.56
768,300776,帝尔激光,74.0,3.79,2.7,36530.0,264963012.06,4.88,74.0,70.52,71.17,71.3,0.79,2.19,39.53,6.37,20208368662.0,12367355968.0,0.01,0.08,80.71,23.52
774,601882,海天精工,22.3,3.77,0.81,38300.0,83079547.0,6.38,22.36,20.99,21.49,21.49,1.08,0.73,21.62,4.51,11640600000.0,11640600000.0,-0.13,-0.22,15.66,-13.83
775,603296,华勤技术,61.67,3.77,2.24,94695.0,567801628.0,6.68,61.72,57.75,59.19,59.43,0.9,3.89,22.92,2.9,62649974535.0,15020285935.0,-0.05,0.28,37.59,9.71
778,688187,时代电气,46.65,3.76,1.69,68297.0,311624202.0,5.89,46.86,44.21,45.02,44.96,1.3,2.45,19.75,1.62,65848346225.0,13030362576.0,0.0,0.04,-10.97,31.22
780,300613,富瀚微,46.7,3.75,1.69,46583.0,211529598.45,5.82,46.7,44.08,45.0,45.01,1.04,2.14,43.55,4.22,10781801276.0,10165126562.0,0.04,0.06,42.6,10.35
786,603888,新华网,24.64,3.75,0.89,122853.0,293303369.0,6.53,24.65,23.1,23.5,23.75,0.98,2.37,61.56,3.68,12788883430.0,12788883430.0,0.0,0.08,30.1,-1.36
791,601136,首创证券,24.21,3.73,0.87,739697.0,1768210792.0,5.91,24.46,23.08,23.15,23.34,1.64,15.36,66.2,5.09,66174011298.0,11656722798.0,0.08,0.54,29.6,43.59
795,002075,沙钢股份,6.43,3.71,0.23,619484.0,387093051.14,5.65,6.43,6.08,6.2,6.2,0.72,2.82,100.39,2.2,14106297611.0,14106274946.0,0.16,0.47,45.15,71.47
799,603444,吉比特,205.0,3.69,7.3,14690.0,293416724.0,5.65,205.2,194.03,196.58,197.7,1.02,2.04,16.85,3.12,14768425705.0,14768425705.0,0.0,0.0,22.68,-14.09
805,603108,润达医疗,19.16,3.68,0.68,418249.0,771522461.0,9.09,19.26,17.58,18.3,18.48,0.76,6.98,170.67,2.67,11474458125.0,11474458125.0,-0.1,-0.21,56.79,-5.38
810,300747,锐科激光,20.59,3.68,0.73,115237.0,229630777.71,5.99,20.6,19.41,19.8,19.86,0.9,2.26,72.68,3.54,11629681439.0,10485944289.0,0.05,0.24,35.28,-12.05
818,300827,上能电气,45.86,3.64,1.61,85513.0,378899172.95,6.89,45.98,42.93,43.95,44.25,1.09,3.29,40.96,7.96,16484680043.0,11923439765.0,-0.15,-0.24,43.76,52.06
820,002841,视源股份,38.23,3.63,1.34,47635.0,177373412.86,5.67,38.28,36.19,36.9,36.89,0.85,0.91,21.45,2.11,26608712515.0,19931358947.0,-0.05,-0.05,34.57,-14.87
832,688166,博瑞医药,32.0,3.59,1.11,112906.0,354793365.0,4.73,32.17,30.71,31.0,30.89,1.17,2.67,57.15,5.94,13518929952.0,13518929952.0,0.0,0.03,23.74,-8.31
839,688055,龙腾光电,4.34,3.58,0.15,104319.0,43754288.0,6.44,4.34,4.07,4.19,4.19,0.94,0.31,-64.54,3.34,14466666956.0,14466666956.0,0.0,0.46,52.28,-11.07
845,688063,派能科技,46.9,3.55,1.61,46273.0,212206368.0,4.9,47.0,44.78,45.11,45.29,0.92,1.89,230.94,1.26,11507348778.0,11507348778.0,0.0,-0.15,17.25,-37.44
849,603927,中科软,23.06,3.55,0.79,159702.0,359291918.0,5.61,23.08,21.83,22.2,22.27,0.93,1.92,49.6,5.94,19163782400.0,19163782400.0,-0.04,0.0,50.13,9.71
861,603983,丸美股份,28.6,3.51,0.97,15276.0,42767895.0,4.42,28.6,27.38,27.85,27.63,1.26,0.38,36.02,3.4,11468600000.0,11468600000.0,0.07,0.32,40.82,16.73
863,300773,拉卡拉,19.77,3.51,0.67,202558.0,388840867.44,5.92,19.81,18.68,19.11,19.1,0.94,2.76,23.13,4.47,15816395400.0,14517811115.0,-0.1,0.05,78.43,30.58
865,600435,北方导航,10.65,3.5,0.36,297786.0,310441395.0,5.64,10.66,10.08,10.21,10.29,0.96,1.98,-162.73,6.13,16002306355.0,16002306355.0,-0.09,0.19,32.46,-8.97
876,002151,北斗星通,29.23,3.47,0.98,137795.0,396144932.02,5.49,29.31,27.76,28.25,28.25,1.02,3.11,-187.17,2.9,15887456670.0,12946173159.0,0.0,0.03,24.86,-7.0
881,600872,中炬高新,22.2,3.45,0.74,126505.0,276379270.0,4.94,22.22,21.16,21.38,21.46,1.28,1.64,22.63,3.56,17387536658.0,17115932490.0,0.09,0.23,29.98,-19.86
884,300458,全志科技,34.9,3.44,1.16,215529.0,732397380.56,6.14,34.95,32.88,33.53,33.74,1.05,4.16,109.81,7.32,22106400997.0,18072814197.0,-0.06,-0.06,62.63,54.84
900,600787,中储股份,7.29,3.4,0.24,3426173.0,2494544484.0,15.04,7.76,6.7,6.92,7.05,1.37,15.79,30.91,1.16,15855404308.0,15819880153.0,0.0,0.0,61.64,46.68
915,002668,TCL智家,11.06,3.36,0.36,237576.0,259223617.2,4.67,11.1,10.6,10.72,10.7,0.98,2.19,10.9,5.38,11990272394.0,11990272394.0,0.0,0.09,26.83,67.32
918,600446,金证股份,16.0,3.36,0.52,286759.0,446879102.0,5.81,16.0,15.1,15.43,15.48,1.01,3.03,-98.36,4.06,15140400080.0,15140400080.0,0.0,0.0,75.05,39.01
921,600773,西藏城投,12.62,3.36,0.41,185691.0,229485304.0,5.24,12.64,12.0,12.22,12.21,1.06,1.95,-60.42,2.57,12009026236.0,12009026236.0,0.0,0.24,17.4,15.25
930,002984,森麒麟,25.75,3.33,0.83,163834.0,415629056.84,4.33,25.78,24.7,24.91,24.92,1.5,2.34,11.52,2.11,26508050336.0,18005740313.0,0.04,0.0,18.94,28.11
936,002139,拓邦股份,11.85,3.31,0.38,460393.0,530304219.49,5.67,11.86,11.21,11.4,11.47,0.59,4.3,20.07,2.25,14774994608.0,12696110109.0,0.0,0.17,25.66,22.16
945,002171,楚江新材,8.17,3.29,0.26,491345.0,389592190.95,7.08,8.17,7.61,7.85,7.91,1.0,3.61,525.1,1.73,11357275032.0,11125759487.0,0.12,0.49,45.37,12.53
992,000595,宝塔实业,9.06,3.19,0.28,1040413.0,936453766.63,10.02,9.29,8.41,8.78,8.78,2.63,9.14,-130.2,24.28,10316226676.0,10310848905.0,0.0,0.11,111.19,74.9
996,300762,上海瀚讯,24.3,3.18,0.75,703920.0,1674931865.72,8.15,24.6,22.68,23.47,23.55,1.02,11.21,-125.36,6.34,15259568260.0,15259568260.0,-0.16,-0.12,80.13,61.14
998,300077,国民技术,28.54,3.18,0.88,654765.0,1814786588.19,7.85,28.56,26.39,27.34,27.66,0.92,11.57,-83.57,15.46,16642436018.0,16153494446.0,0.14,0.18,208.54,152.79
1009,600621,华鑫股份,15.34,3.16,0.47,264035.0,398585222.0,3.56,15.35,14.82,14.87,14.87,1.34,2.49,40.16,2.01,16274195139.0,16274195139.0,0.07,0.07,26.78,10.12
