序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
504,688318,财富趋势,167.5,4.81,7.69,49574.0,814966041.0,5.62,168.0,159.02,160.9,159.81,0.95,2.71,159.58,8.83,30642865400.0,30642865400.0,0.06,0.26,101.39,87.09
515,600702,舍得酒业,76.99,4.76,3.5,156331.0,1180178551.0,7.61,78.0,72.41,72.99,73.49,1.47,4.7,28.76,3.62,25650571907.0,25581431962.0,0.01,-0.01,77.07,-18.57
557,000733,振华科技,45.35,4.52,1.96,125416.0,555317028.96,6.57,45.35,42.5,43.31,43.39,1.25,2.26,29.24,1.74,25131583696.0,25113661376.0,0.02,0.0,19.85,-21.44
564,600879,航天电子,9.53,4.5,0.41,779090.0,725847131.0,6.03,9.55,9.0,9.07,9.12,1.19,2.41,41.98,1.52,31442322653.0,30774019710.0,-0.1,-0.1,29.48,24.41
580,300724,捷佳伟创,70.38,4.42,2.98,110764.0,757638048.58,5.96,70.46,66.44,67.2,67.4,0.96,3.85,9.09,2.36,24504333818.0,20223631699.0,0.0,-0.03,61.05,-3.34
594,600487,亨通光电,17.45,4.37,0.73,430894.0,739188878.0,4.67,17.45,16.67,16.72,16.72,1.5,1.75,13.95,1.52,43044519765.0,43044519765.0,0.0,0.23,38.16,48.01
600,301236,软通动力,62.79,4.34,2.61,478008.0,2923398647.39,8.67,63.43,58.21,59.3,60.18,1.0,7.03,590.91,5.72,59835176504.0,42717003275.0,-0.03,0.0,100.93,36.44
615,000099,中信海直,27.59,4.31,1.14,665502.0,1804305292.07,7.07,28.08,26.21,26.38,26.45,0.71,8.58,82.37,4.09,21403498080.0,21403498080.0,0.0,0.04,72.76,216.4
622,002508,老板电器,22.9,4.28,0.94,131702.0,296773695.35,4.83,22.9,21.84,21.96,21.96,1.57,1.41,13.49,2.0,21620565916.0,21339461180.0,0.09,0.13,21.87,12.92
631,002025,航天电器,54.4,4.23,2.21,54206.0,290822091.61,5.65,54.6,51.65,51.91,52.19,1.4,1.2,45.27,3.8,24853741926.0,24619319923.0,0.02,-0.17,24.86,14.19
638,300558,贝达药业,53.8,4.22,2.18,104909.0,549480680.5,6.1,53.85,50.7,51.62,51.62,0.75,2.51,40.57,3.99,22514540613.0,22444337639.0,0.0,0.15,57.54,4.71
644,603816,顾家家居,28.03,4.2,1.13,92685.0,255785020.0,4.87,28.03,26.72,26.9,26.9,1.18,1.14,12.72,2.36,23037619278.0,22765019455.0,0.29,0.14,12.89,-16.6
647,300223,北京君正,68.66,4.19,2.76,121570.0,814877507.67,7.0,69.19,64.58,65.62,65.9,0.97,2.9,81.46,2.78,33064590089.0,28809090527.0,0.0,0.13,55.06,6.53
651,600862,中航高科,24.22,4.17,0.97,147758.0,351521575.0,4.69,24.24,23.15,23.25,23.25,1.12,1.06,27.75,4.93,33739649372.0,33739649372.0,-0.04,-0.04,32.64,10.44
660,603379,三美股份,34.29,4.13,1.36,69372.0,229954996.0,6.71,34.32,32.11,32.9,32.93,1.35,1.14,27.99,3.36,20933326179.0,20933326179.0,0.0,0.44,19.39,1.54
681,002429,兆驰股份,5.1,4.08,0.2,709737.0,351746491.71,6.73,5.1,4.77,4.86,4.9,1.31,1.57,12.61,1.47,23087397096.0,23074098392.0,0.0,0.39,9.68,-6.76
692,000738,航发控制,21.9,4.04,0.85,122103.0,263121313.87,5.08,21.93,20.86,20.99,21.05,1.21,0.93,34.35,2.35,28802529622.0,28802529622.0,-0.05,-0.09,15.93,11.0
697,002157,正邦科技,3.36,4.02,0.13,1844918.0,612311665.8,5.88,3.39,3.2,3.27,3.23,1.65,3.09,77.93,2.69,31241553299.0,20064142123.0,0.0,0.3,25.84,25.37
712,600765,中航重机,20.6,3.99,0.79,222309.0,449792694.0,5.15,20.61,19.59,19.81,19.81,1.31,1.51,22.6,2.48,30517628238.0,30296796238.0,0.0,0.1,27.32,9.34
714,300085,银之杰,48.3,3.98,1.85,792814.0,3763452151.24,9.36,49.45,45.1,45.2,46.45,0.94,12.49,-406.33,56.54,34130737841.0,30664045188.0,0.02,0.21,491.19,237.29
716,600977,中国电影,11.79,3.97,0.45,210091.0,241153338.0,5.47,11.79,11.17,11.33,11.34,1.47,1.13,76.59,1.97,22011930000.0,22011930000.0,0.0,0.08,20.06,-3.12
721,600637,东方明珠,8.43,3.95,0.32,554320.0,455618802.0,5.8,8.45,7.98,8.09,8.11,1.36,1.65,29.57,0.95,28340815457.0,28340815457.0,0.0,0.0,38.88,14.85
724,600383,金地集团,5.56,3.93,0.21,1281092.0,698778221.0,7.48,5.61,5.21,5.31,5.35,1.36,2.84,-5.52,0.41,25101084660.0,25101084660.0,0.0,-0.18,60.23,28.11
746,300474,景嘉微,84.35,3.85,3.13,116480.0,964594468.92,5.53,84.59,80.1,81.05,81.22,0.9,3.56,1384.84,6.07,44082931460.0,27569925037.0,0.0,0.0,52.2,19.49
784,600176,中国巨石,11.07,3.75,0.4,391789.0,427512575.0,3.84,11.09,10.68,10.71,10.67,1.28,0.98,21.68,1.53,44314723579.0,44314723579.0,0.09,0.18,11.14,15.79
790,300346,南大光电,39.19,3.73,1.41,235772.0,897509319.67,6.22,39.23,36.88,37.56,37.78,1.0,4.31,63.78,6.76,22587316630.0,21441965915.0,-0.08,0.0,53.63,42.35
808,600038,中直股份,40.59,3.68,1.44,81491.0,323969650.0,4.34,40.6,38.9,39.1,39.15,1.17,1.38,69.86,2.07,33279465516.0,23926859902.0,0.0,0.1,5.76,5.9
816,002262,恩华药业,27.01,3.65,0.95,82774.0,221255606.1,4.99,27.12,25.82,26.04,26.06,0.94,0.94,20.18,3.85,27446935152.0,23817216776.0,0.04,0.07,5.47,0.78
817,300347,泰格医药,63.2,3.64,2.22,90585.0,566082501.08,4.9,63.6,60.61,60.61,60.98,0.76,1.6,50.4,2.6,54664749624.0,35858735539.0,0.05,-0.02,30.2,16.18
828,603707,健友股份,14.37,3.6,0.5,51853.0,73099615.0,4.4,14.38,13.77,13.85,13.87,1.08,0.32,28.74,3.73,23216668052.0,23216668052.0,0.0,0.0,33.06,-3.56
844,002517,恺英网络,13.08,3.56,0.45,433053.0,549570817.5,6.73,13.15,12.3,12.52,12.63,0.85,2.26,16.5,4.65,28154930653.0,25038491004.0,0.0,-0.3,53.7,19.23
850,600909,华安证券,6.13,3.55,0.21,955311.0,573651514.0,4.05,6.14,5.9,5.94,5.92,1.34,2.03,18.89,1.33,28796694364.0,28796694364.0,0.0,0.33,37.44,28.24
852,300316,晶盛机电,34.8,3.54,1.19,134880.0,459379336.69,4.94,34.88,33.22,33.55,33.61,0.81,1.1,11.55,2.67,45571776136.0,42858129068.0,-0.11,-0.14,49.55,-19.8
868,600673,东阳光,8.3,3.49,0.28,157696.0,128716446.0,4.86,8.33,7.94,8.05,8.02,0.81,0.53,60.04,2.75,25015156350.0,24912930794.0,0.12,0.24,30.09,18.74
871,300207,欣旺达,23.18,3.48,0.78,423535.0,955427970.07,5.8,23.2,21.9,22.33,22.4,1.0,2.47,26.47,1.82,42785791100.0,39676862843.0,-0.04,-0.04,45.06,58.33
878,603885,吉祥航空,14.66,3.46,0.49,283368.0,411689854.0,4.73,14.78,14.11,14.17,14.17,1.16,1.29,19.02,3.47,32237417229.0,32237417229.0,0.0,0.07,41.64,23.82
901,603737,三棵树,48.61,3.4,1.6,36833.0,175705272.0,5.13,48.66,46.25,46.97,47.01,1.34,0.7,46.82,9.24,25618076701.0,25618076701.0,0.0,0.06,73.86,2.44
904,600563,法拉电子,131.36,3.39,4.31,21411.0,277424089.0,4.71,131.88,125.9,127.5,127.05,0.88,0.95,28.61,5.88,29556000000.0,29556000000.0,-0.21,-0.24,67.87,44.99
912,000009,中国宝安,9.51,3.37,0.31,366318.0,342010129.53,4.13,9.51,9.13,9.26,9.2,1.14,1.44,47.74,2.42,24528324807.0,24264102381.0,0.0,0.21,24.64,-18.72
940,600095,湘财股份,7.51,3.3,0.24,410126.0,303664659.0,5.23,7.57,7.19,7.24,7.27,1.37,1.43,110.6,1.81,21472499950.0,21472499950.0,0.0,0.13,26.22,0.4
944,600312,平高电气,17.9,3.29,0.57,161758.0,285648950.0,4.15,17.9,17.18,17.33,17.33,1.12,1.19,21.26,2.33,24288891431.0,24288891431.0,0.0,0.0,-3.5,45.06
961,601019,山东出版,10.77,3.26,0.34,74596.0,78882591.0,4.79,10.77,10.27,10.39,10.43,1.2,0.36,17.39,1.54,22475913000.0,22475913000.0,0.0,0.0,-12.58,22.11
963,002409,雅克科技,64.42,3.25,2.03,107847.0,678977097.68,5.85,64.45,60.8,61.88,62.39,1.14,3.39,30.71,4.23,30659261017.0,20519235362.0,0.03,0.08,24.41,17.02
1000,300058,蓝色光标,10.72,3.18,0.33,4145002.0,4349463458.05,7.03,10.8,10.07,10.08,10.39,0.61,16.92,164.97,3.4,27087336028.0,26259668230.0,0.0,0.28,111.02,49.51
1013,600875,东方电气,15.37,3.15,0.47,250211.0,376931903.0,4.5,15.38,14.71,14.98,14.9,0.72,1.24,13.69,1.25,47915966654.0,31102410152.0,0.0,0.0,11.14,8.62
1016,300751,迈为股份,124.09,3.15,3.79,26058.0,315913703.32,5.28,124.35,118.0,120.3,120.3,0.8,1.35,34.28,4.65,34671367195.0,23993100433.0,0.02,0.07,51.75,-2.99
1018,300759,康龙化成,27.52,3.15,0.84,239668.0,648211157.9,3.94,27.54,26.49,26.53,26.68,0.97,1.68,25.95,3.67,49189091053.0,39314614755.0,-0.07,0.15,45.15,-4.38
1021,300628,亿联网络,37.76,3.14,1.15,72518.0,269065183.32,4.7,37.79,36.07,36.3,36.61,1.01,1.0,17.34,5.75,47721662028.0,27302877873.0,-0.05,-0.03,20.95,34.62
1024,002138,顺络电子,31.62,3.13,0.96,104280.0,323032568.0,5.45,31.68,30.01,30.5,30.66,0.69,1.38,30.64,4.13,25495786353.0,23920802628.0,-0.03,-0.09,33.08,18.38
1033,603345,安井食品,85.45,3.1,2.57,36719.0,308600972.0,4.2,85.49,82.01,82.6,82.88,0.88,1.25,17.95,1.96,25061992124.0,25061992124.0,-0.04,-0.01,21.9,-15.78
1046,002273,水晶光电,20.83,3.07,0.62,484452.0,994818578.0,5.29,20.97,19.9,20.21,20.21,0.92,3.57,25.22,3.28,28966869163.0,28285336747.0,0.14,0.24,20.61,58.52
1049,688223,晶科能源,8.75,3.06,0.26,499218.0,432450540.0,4.24,8.79,8.43,8.56,8.49,1.11,1.61,54.04,2.72,87545513073.0,27200683073.0,-0.23,-0.34,27.0,1.27
1056,300395,菲利华,40.42,3.06,1.2,99646.0,397354626.23,6.76,40.99,38.34,38.83,39.22,1.12,1.94,67.47,5.14,21110059343.0,20754204128.0,0.0,-0.02,39.96,11.2
1058,300919,中伟股份,40.15,3.05,1.19,74236.0,291994912.62,4.49,40.18,38.43,38.71,38.96,0.77,0.82,21.32,1.88,37624156032.0,36529184710.0,0.0,0.05,44.17,18.16
1070,300017,网宿科技,9.5,3.04,0.28,1237458.0,1136403105.49,7.16,9.52,8.86,9.05,9.22,1.22,5.42,40.54,2.42,23189387777.0,21690590371.0,-0.11,0.0,36.1,25.0
1081,300373,扬杰科技,45.38,3.02,1.33,99870.0,445661774.84,4.68,45.4,43.34,44.03,44.05,1.04,1.84,27.64,2.93,24657122574.0,24602669887.0,-0.04,0.07,29.77,26.62
1088,002294,信立泰,34.24,3.01,1.0,127590.0,434168486.98,3.76,34.45,33.2,33.26,33.24,1.01,1.14,56.17,4.44,38171318158.0,38162730801.0,0.0,0.0,23.08,6.47
1097,603728,鸣志电器,50.47,3.0,1.47,96614.0,470252298.0,7.14,50.55,47.05,48.69,49.0,0.8,2.31,335.42,7.34,21140999775.0,21140999775.0,0.02,-0.16,59.56,-23.31
1101,000564,供销大集,2.75,3.0,0.08,7556294.0,2009488216.21,8.24,2.76,2.54,2.62,2.67,0.78,5.31,-335.55,3.01,49659674224.0,39152133947.0,-0.36,0.0,70.81,88.36
1103,688521,芯原股份,50.3,2.99,1.46,105772.0,513384095.0,7.45,50.37,46.73,48.25,48.84,0.87,2.12,-47.68,10.82,25167860625.0,25037991507.0,0.02,-0.06,85.4,0.68
1104,688469,芯联集成-U,5.52,2.99,0.16,1014090.0,551159236.0,5.78,5.55,5.24,5.35,5.36,1.18,2.31,-42.72,3.25,38966160312.0,24265699200.0,-0.18,0.0,53.33,9.96
1108,300782,卓胜微,93.0,2.98,2.69,83509.0,763103642.6,4.43,93.0,89.0,90.0,90.31,0.93,1.87,87.64,4.87,49711170123.0,41624059569.0,0.01,0.06,41.66,-33.94
1113,300763,锦浪科技,67.87,2.97,1.96,65547.0,435448945.82,4.37,67.9,65.02,66.1,65.91,0.81,2.04,30.4,3.25,27110501486.0,21822553641.0,-0.03,0.27,24.53,-2.63
1121,688249,晶合集成,25.79,2.95,0.74,382263.0,964117331.0,7.66,25.96,24.04,25.0,25.05,0.95,3.25,139.11,2.47,51738225699.0,30347893006.0,0.0,-0.08,78.11,49.51
1154,600998,九州通,5.33,2.9,0.15,368894.0,193339675.0,3.86,5.33,5.13,5.18,5.18,1.22,0.73,11.88,1.09,26876366347.0,26876366347.0,0.0,0.19,18.97,1.72
1168,603000,人民网,24.7,2.87,0.69,359630.0,854041009.0,7.16,24.7,22.98,23.53,24.01,0.73,3.25,364.73,7.6,27310569083.0,27310569083.0,0.32,0.9,42.86,-11.18
1188,002738,中矿资源,38.46,2.83,1.06,134011.0,502749248.62,4.76,38.48,36.7,37.3,37.4,0.59,1.88,38.13,2.33,27748577589.0,27353829880.0,-0.03,0.0,39.25,5.92
1195,600079,人福医药,22.63,2.82,0.62,179873.0,403135272.0,4.09,22.7,21.8,21.92,22.01,0.89,1.17,17.43,2.07,36937273588.0,34922135565.0,0.0,0.0,15.7,-6.68
1202,002318,久立特材,24.18,2.81,0.66,50599.0,120427849.0,4.51,24.2,23.14,23.38,23.52,0.92,0.53,16.96,3.12,23627988010.0,23086143274.0,-0.08,-0.04,22.99,24.64
1204,603228,景旺电子,25.3,2.8,0.69,159240.0,394757152.0,5.49,25.3,23.95,24.3,24.61,1.21,1.73,19.56,2.18,23593038905.0,23291171955.0,0.0,0.04,8.44,14.69
1225,603658,安图生物,46.45,2.77,1.25,35840.0,164413298.0,4.12,46.65,44.79,44.83,45.2,1.26,0.62,21.17,3.21,26987977022.0,26987977022.0,0.04,0.02,17.74,-16.99
1227,600177,雅戈尔,7.82,2.76,0.21,355941.0,275586916.0,3.42,7.85,7.59,7.62,7.61,1.46,0.77,10.8,0.89,36155315674.0,36155315674.0,-0.13,0.0,4.83,31.43
1234,300623,捷捷微电,35.55,2.75,0.95,302679.0,1052203304.16,5.81,35.69,33.68,34.36,34.6,1.15,4.52,62.22,4.93,27594620716.0,23826918276.0,-0.34,-0.06,104.78,124.86
1243,601799,星宇股份,140.24,2.73,3.73,8996.0,124918880.0,3.3,140.5,136.0,136.51,136.51,0.66,0.31,30.75,4.12,40063681721.0,40063681721.0,-0.01,-0.19,22.32,8.12
1252,002460,赣锋锂业,41.14,2.72,1.09,475294.0,1913731345.19,5.37,41.19,39.04,39.54,40.05,0.57,3.93,-97.19,1.89,82986282428.0,49726814687.0,-0.02,0.1,55.89,-2.05
1260,601696,中银证券,11.36,2.71,0.3,387457.0,432793943.0,3.8,11.38,10.96,11.06,11.06,1.13,1.39,35.83,1.78,31558080000.0,31558080000.0,0.0,0.09,31.18,10.94
1264,600498,烽火通信,18.18,2.71,0.48,204407.0,363078541.0,4.86,18.19,17.33,17.54,17.7,0.92,1.75,41.04,1.7,21533562028.0,21208418546.0,0.06,0.0,25.64,10.12
1265,000728,国元证券,8.34,2.71,0.22,550196.0,449980058.4,3.69,8.35,8.05,8.12,8.12,1.08,1.26,17.39,1.02,36393907611.0,36393907611.0,0.0,0.72,34.08,24.85
1278,002156,通富微电,29.77,2.69,0.78,1081244.0,3159607257.91,5.35,29.88,28.33,29.0,28.99,0.86,7.13,61.33,3.12,45178860070.0,45173690807.0,0.0,0.1,54.41,28.82
1283,601555,东吴证券,8.03,2.69,0.21,585010.0,462252232.0,3.2,8.03,7.78,7.83,7.82,0.87,1.18,16.34,0.99,39898683781.0,39898683781.0,0.12,0.38,33.39,13.9
1285,300748,金力永磁,19.9,2.68,0.52,483306.0,934143028.94,7.69,20.04,18.55,18.97,19.38,0.79,4.26,101.98,3.97,26770210788.0,22562673631.0,-0.1,-0.2,92.46,0.1
1311,600316,洪都航空,32.77,2.66,0.85,120041.0,387277003.0,5.95,32.96,31.06,31.8,31.92,0.7,1.67,1239.5,4.43,23499842558.0,23499842558.0,0.0,-0.09,65.84,54.87
1313,688778,厦钨新能,47.83,2.66,1.24,45130.0,210628741.0,4.92,47.89,45.6,46.25,46.59,0.59,1.07,41.07,2.33,20125476978.0,20125476978.0,0.0,0.23,73.3,22.83
1328,600100,同方股份,7.38,2.64,0.19,606640.0,434661817.0,5.42,7.38,6.99,7.15,7.19,0.88,1.81,248.38,1.64,24725197122.0,24725197122.0,0.14,0.14,55.04,0.41
1342,002064,华峰化学,8.63,2.62,0.22,377966.0,322191931.57,3.69,8.64,8.33,8.37,8.41,0.64,0.76,15.94,1.63,42826753831.0,42735678636.0,0.0,0.0,20.03,31.55
1350,688777,中控技术,47.25,2.61,1.2,122301.0,568329634.0,4.19,47.41,45.48,46.05,46.05,0.93,1.57,39.09,3.74,37355436846.0,36791304449.0,-0.23,-0.27,22.0,5.82
1407,601098,中南传媒,12.51,2.54,0.31,103900.0,128353988.0,4.02,12.51,12.02,12.15,12.2,1.01,0.58,17.61,1.48,22467960000.0,22467960000.0,0.0,0.16,-2.87,31.41
1412,002080,中材科技,12.95,2.53,0.32,193422.0,247892511.68,3.88,13.05,12.56,12.98,12.63,1.14,1.15,26.79,1.19,21731700413.0,21731700413.0,0.08,0.0,32.14,-15.69
1415,603290,斯达半导,98.84,2.53,2.44,36688.0,354842732.0,4.63,98.85,94.39,96.4,96.4,0.86,1.53,41.92,3.59,23659982749.0,23659982749.0,0.04,0.26,33.48,-22.87
1433,300142,沃森生物,14.8,2.49,0.36,175018.0,253994675.02,3.88,14.81,14.25,14.41,14.44,0.85,1.12,69.25,2.47,23670358407.0,23076288360.0,-0.07,0.0,44.25,-37.02
1436,600536,中国软件,53.5,2.49,1.3,526038.0,2747154022.0,4.79,53.5,51.0,51.9,52.2,0.67,6.24,-101.06,20.94,45484116240.0,45098083405.0,0.02,0.34,82.97,47.55
