序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
244,300432,富临精工,15.85,7.75,1.14,802307.0,1264287948.73,8.91,16.31,15.0,15.0,14.71,1.59,6.66,46.73,4.45,19356928459.0,19103723932.0,0.0,0.06,144.6,50.95
245,002895,川恒股份,22.4,7.74,1.61,259509.0,578334741.53,10.82,22.87,20.62,20.75,20.79,2.78,4.8,13.55,2.13,12140551472.0,12099756592.0,-0.22,-0.22,39.48,24.44
255,300769,德方纳米,46.13,7.33,3.15,269077.0,1200461257.46,8.96,46.36,42.51,42.93,42.98,1.5,10.69,-11.8,2.13,12925073824.0,11613107470.0,0.07,0.28,98.32,-24.41
306,300168,万达信息,9.19,6.49,0.56,1226841.0,1104244674.9,10.43,9.38,8.48,9.05,8.63,1.24,8.52,-17.78,7.49,13249931788.0,13226087589.0,0.0,0.0,86.03,8.37
308,603099,长白山,42.14,6.47,2.56,204470.0,850584110.0,9.37,42.59,38.88,38.88,39.58,1.39,7.67,57.01,9.63,11237473800.0,11237473800.0,0.05,0.19,79.4,182.82
309,300655,晶瑞电材,11.37,6.46,0.69,816727.0,912565536.07,8.43,11.55,10.65,10.65,10.68,1.25,8.07,13586.26,4.66,12047036053.0,11502355657.0,0.09,0.44,83.68,17.22
311,603171,税友股份,31.2,6.45,1.89,102043.0,312701436.0,6.55,31.8,29.88,30.4,29.31,1.59,2.51,82.1,5.09,12691013400.0,12663768000.0,0.06,0.45,33.96,-11.44
327,601606,长城军工,14.49,6.15,0.84,1006969.0,1431134924.0,13.55,15.0,13.15,13.3,13.65,3.65,13.9,-103.41,4.16,10494069516.0,10494069516.0,0.69,0.76,59.41,19.06
328,600933,爱柯迪,16.39,6.15,0.95,246912.0,395549328.0,5.83,16.4,15.5,15.58,15.44,1.58,2.53,16.2,2.01,16019001008.0,16019001008.0,0.12,0.06,40.69,-24.3
338,301171,易点天下,37.74,6.04,2.15,1229951.0,4376377652.31,17.39,38.99,32.8,36.0,35.59,1.08,39.83,68.5,5.07,17808974055.0,11653169444.0,-0.63,1.04,186.56,92.16
345,002865,钧达股份,62.83,5.97,3.54,117858.0,728463749.45,8.55,63.68,58.61,58.66,59.29,0.96,5.24,-25.9,3.57,14397604578.0,14128317649.0,0.02,0.08,73.28,-18.12
370,003021,兆威机电,74.83,5.62,3.98,204969.0,1469705027.18,11.63,76.32,68.08,71.89,70.85,1.08,9.94,84.7,5.7,17974427905.0,15429734979.0,0.0,-0.27,88.77,12.12
372,688300,联瑞新材,54.89,5.6,2.91,40359.0,221173215.0,5.83,56.14,53.11,53.51,51.98,1.57,2.17,41.36,7.08,10195572197.0,10195572197.0,0.0,0.0,38.4,4.65
373,002195,岩山科技,3.4,5.59,0.18,4379616.0,1468671484.73,6.83,3.45,3.23,3.33,3.22,1.55,7.8,342.11,1.97,19317251626.0,19084366641.0,0.0,0.0,49.78,11.11
393,600179,安通控股,3.12,5.41,0.16,975157.0,294512728.0,9.12,3.13,2.86,2.94,2.96,1.82,2.61,61.42,1.28,13202364174.0,11650817864.0,0.0,0.0,47.87,24.8
400,603108,润达医疗,20.4,5.32,1.03,770204.0,1576586486.0,8.93,21.31,19.58,21.31,19.37,1.61,12.86,181.71,2.85,12217063974.0,12217063974.0,0.49,0.34,70.85,0.74
424,600006,东风股份,7.36,5.14,0.36,1077866.0,776382386.0,8.57,7.5,6.9,7.05,7.0,1.1,5.39,-96.3,1.81,14720000000.0,14720000000.0,0.14,0.27,17.2,28.22
434,600728,佳都科技,5.79,5.08,0.28,4166527.0,2459878588.0,6.53,6.06,5.7,5.93,5.51,6.87,19.44,-48.21,1.66,12409303234.0,12406836231.0,0.35,0.52,62.64,1.58
463,300525,博思软件,18.07,4.94,0.85,252019.0,453474351.11,6.1,18.6,17.55,18.39,17.22,1.68,4.08,293.8,5.84,13666810838.0,11156335059.0,-0.06,-0.06,64.42,22.67
466,000785,居然之家,2.98,4.93,0.14,1250637.0,364856007.47,7.39,3.01,2.8,2.84,2.84,1.67,2.1,19.2,0.92,18736119054.0,17757318135.0,0.0,0.34,24.17,-8.02
493,301498,乖宝宠物,64.25,4.71,2.89,26934.0,170708729.44,5.9,64.65,61.03,61.34,61.36,1.26,1.5,40.98,6.45,25702859125.0,11502158296.0,0.0,0.39,36.44,62.08
522,002157,正邦科技,3.22,4.55,0.14,1900208.0,607607435.35,8.44,3.32,3.06,3.07,3.08,2.26,3.18,74.68,2.57,29939821912.0,19228136201.0,-0.31,0.0,22.43,20.15
527,603517,绝味食品,19.85,4.47,0.85,215194.0,423688663.0,10.47,20.59,18.6,18.9,19.0,0.96,3.47,21.05,1.84,12305516173.0,12305516173.0,0.05,0.1,67.65,-23.83
530,000680,山推股份,10.55,4.46,0.45,492539.0,517602761.94,6.24,10.78,10.15,10.3,10.1,1.1,3.77,17.61,2.62,15828454197.0,13799362864.0,-0.09,-0.19,63.06,120.25
577,688166,博瑞医药,31.65,4.28,1.3,99566.0,307854963.0,4.55,31.65,30.27,30.35,30.35,0.81,2.36,56.53,5.87,13371066656.0,13371066656.0,0.29,0.22,25.65,-9.31
586,002755,奥赛康,13.23,4.26,0.54,70957.0,92017006.51,6.15,13.24,12.46,12.7,12.69,0.79,0.76,72.51,4.11,12279561444.0,12279445350.0,0.08,0.0,18.44,22.27
593,002240,盛新锂能,16.47,4.24,0.67,317310.0,523022631.34,7.72,17.17,15.95,16.0,15.8,0.9,3.66,-24.49,1.24,15074890072.0,14273726406.0,0.06,0.24,42.72,-26.83
619,688116,天奈科技,44.79,4.14,1.78,242291.0,1060476176.0,5.56,44.79,42.4,43.5,43.01,0.65,7.03,63.38,5.64,15432962213.0,15432962213.0,0.07,0.61,133.52,55.85
646,603100,川仪股份,23.23,4.08,0.91,101602.0,226218637.0,7.44,23.24,21.58,22.18,22.32,0.74,2.0,16.03,2.81,11926554953.0,11810364300.0,0.0,0.65,46.38,11.95
648,002698,博实股份,15.84,4.07,0.62,338705.0,527254315.25,4.4,15.85,15.18,15.36,15.22,1.24,4.03,26.63,4.43,16197329127.0,13328343626.0,0.13,0.0,43.87,6.02
659,600163,中闽能源,6.43,4.05,0.25,388108.0,249676655.0,7.44,6.59,6.13,6.17,6.18,0.84,2.04,22.43,1.86,12236265199.0,12236265199.0,-0.16,0.16,34.8,49.53
670,300438,鹏辉能源,34.55,4.0,1.33,296729.0,1018848218.4,6.62,35.32,33.12,33.6,33.22,1.07,7.34,215.58,3.22,17390513088.0,13963933262.0,0.0,0.12,46.21,22.39
693,603766,隆鑫通用,8.16,3.95,0.31,476318.0,381946087.0,8.66,8.28,7.6,8.0,7.85,1.54,2.32,13.98,1.87,16756901496.0,16756901496.0,0.0,-0.24,29.11,61.26
694,600428,中远海特,7.11,3.95,0.27,501624.0,354087064.0,4.82,7.23,6.9,6.95,6.84,1.53,2.34,9.52,1.26,15262686982.0,15262686982.0,0.14,0.14,32.65,39.14
700,603398,沐邦高科,23.8,3.93,0.9,233056.0,549049584.0,7.73,24.18,22.41,23.13,22.9,0.73,5.37,-31.85,5.42,10320668271.0,10320668271.0,-0.08,0.0,100.34,32.89
706,603283,赛腾股份,77.76,3.92,2.93,99705.0,775851899.0,6.01,80.3,75.8,77.0,74.83,1.24,5.11,24.59,5.4,15576583668.0,15163328148.0,0.01,0.32,38.88,7.17
710,002568,百润股份,23.26,3.89,0.87,167066.0,384428998.77,4.42,23.28,22.29,22.5,22.39,1.08,2.33,31.88,5.58,24408321893.0,16663284014.0,0.04,0.09,43.05,-5.49
716,300077,国民技术,28.7,3.87,1.07,762993.0,2132668872.01,7.24,28.89,26.89,27.45,27.63,0.91,13.48,-84.04,15.55,16735736290.0,16244053630.0,0.17,0.35,209.6,154.21
738,601869,长飞光纤,28.7,3.84,1.06,92384.0,269311368.0,7.81,29.91,27.75,28.01,27.64,2.58,2.27,28.47,1.88,21751876600.0,11661909612.0,-0.03,0.03,30.51,6.49
787,603358,华达科技,31.5,3.69,1.12,67215.0,208398280.0,5.33,31.63,30.01,30.33,30.38,1.12,1.53,51.82,4.15,13829760000.0,13829760000.0,0.16,0.19,10.95,36.78
814,688005,容百科技,37.95,3.63,1.33,134514.0,510075024.0,4.78,38.8,37.05,37.05,36.62,0.77,4.26,118.12,2.17,18330975559.0,11971434974.0,0.03,-0.03,81.67,-3.92
819,002911,佛燃能源,12.29,3.63,0.43,176438.0,216595107.47,10.2,12.98,11.77,11.85,11.86,1.84,1.41,25.67,3.7,15822427847.0,15337170617.0,0.0,0.08,22.78,47.19
820,603185,弘元绿能,20.01,3.63,0.7,139357.0,272967034.0,4.45,20.08,19.22,19.31,19.31,0.75,2.05,-6.25,1.05,13587234262.0,13587234262.0,-0.2,-0.25,51.13,-39.84
838,300679,电连技术,53.53,3.58,1.85,181832.0,958643593.98,5.77,53.89,50.91,51.72,51.68,1.3,5.08,37.1,4.77,22685194991.0,19150524407.0,0.24,0.34,72.73,30.12
847,300377,赢时胜,30.81,3.56,1.06,1630139.0,4824720448.8,10.69,30.96,27.78,29.22,29.75,0.84,25.29,-1248.13,7.8,23140623215.0,19863060005.0,0.1,1.85,464.29,299.09
860,600963,岳阳林纸,6.44,3.54,0.22,718983.0,442666370.0,9.0,6.49,5.93,6.18,6.22,1.4,4.09,-89.79,1.36,11371441940.0,11318736980.0,-0.16,0.16,96.34,9.34
906,300568,星源材质,11.8,3.42,0.39,555743.0,654841947.9,4.47,12.06,11.55,11.63,11.41,0.87,4.58,34.02,1.61,15846892246.0,14323325027.0,0.0,-0.08,63.66,-22.37
925,002400,省广集团,7.98,3.37,0.26,3872856.0,3021349375.83,9.07,8.09,7.39,7.81,7.72,0.96,22.44,114.37,2.83,13911830281.0,13774793652.0,0.13,0.5,67.3,44.57
940,002487,大金重工,22.29,3.34,0.72,140786.0,313092959.85,4.96,22.65,21.58,21.58,21.57,1.13,2.23,37.81,2.01,14215432989.0,14063212729.0,0.04,0.0,16.46,-15.7
962,603218,日月股份,12.24,3.29,0.39,192722.0,236629299.0,5.57,12.54,11.88,11.9,11.85,1.57,1.88,18.68,1.26,12615679260.0,12568723560.0,0.0,-0.08,31.9,1.24
979,688076,诺泰生物,53.8,3.26,1.7,44537.0,231381195.0,6.3,53.87,50.59,52.1,52.1,1.03,2.03,25.32,4.64,11824157705.0,11824157705.0,-0.13,0.37,-13.21,21.03
992,603360,百傲化学,20.69,3.24,0.65,123865.0,252329907.0,7.73,21.06,19.51,20.14,20.04,0.87,2.46,30.79,6.16,10436976712.0,10436976712.0,0.19,0.24,66.99,190.59
1023,688472,阿特斯,12.9,3.2,0.4,225808.0,289014440.0,4.64,13.06,12.48,12.6,12.5,0.81,1.63,18.25,2.09,47578003480.0,17826644508.0,0.0,-0.23,30.3,3.12
1041,688266,泽璟制药-U,66.07,3.17,2.03,26962.0,177808039.0,4.79,67.2,64.13,64.13,64.04,0.89,1.02,-133.98,13.42,17489269849.0,17489269849.0,0.11,-0.02,14.8,24.8
1046,300364,中文在线,28.71,3.16,0.88,923173.0,2592382840.76,9.49,29.15,26.51,28.96,27.83,1.01,13.97,-83.55,20.14,20956566433.0,18976573531.0,0.1,0.42,66.92,11.58
1053,688506,百利天恒-U,201.48,3.15,6.16,18143.0,361039181.0,5.6,203.71,192.78,193.07,195.32,1.15,2.01,14.91,19.05,80793480000.0,18224065465.0,0.53,0.0,10.36,44.02
1064,688301,奕瑞科技,112.26,3.13,3.41,15576.0,173058590.0,5.1,113.55,108.0,108.0,108.85,1.27,1.09,30.81,3.7,16029449808.0,16029449808.0,-0.07,0.22,27.84,-51.38
1086,000877,天山股份,6.32,3.1,0.19,166704.0,104749369.76,4.4,6.39,6.12,6.13,6.13,1.02,0.91,-8.99,0.56,44938307506.0,11515928889.0,0.0,0.16,34.18,-3.81
1124,000029,深深房Ａ,15.69,3.02,0.46,80280.0,123392757.98,6.17,15.86,14.92,15.16,15.23,1.16,0.9,2372.1,4.29,15872945400.0,13990145400.0,-0.06,0.13,49.14,33.42
1127,601311,骆驼股份,8.89,3.01,0.26,251514.0,220591774.0,3.71,8.9,8.58,8.63,8.63,1.37,2.14,16.05,1.1,10429268989.0,10429268989.0,0.0,0.11,27.0,14.86
1128,300315,掌趣科技,6.16,3.01,0.18,3187051.0,1903906455.79,7.86,6.16,5.69,5.98,5.98,1.34,12.29,64.38,3.44,16821435696.0,15980499655.0,0.16,0.33,53.62,19.61
1151,601020,华钰矿业,13.5,2.97,0.39,507806.0,691152708.0,6.25,13.99,13.17,13.49,13.11,1.29,6.19,54.27,3.39,11069523423.0,11069523423.0,0.0,0.15,18.11,31.45
1169,688063,派能科技,47.04,2.93,1.34,53901.0,251668110.0,4.51,47.77,45.71,46.0,45.7,0.94,2.2,231.63,1.26,11541699073.0,11541699073.0,0.0,-0.25,32.96,-37.25
1247,688779,五矿新能,6.24,2.8,0.17,297595.0,183985217.0,3.13,6.28,6.09,6.1,6.07,0.96,1.54,-52.35,1.71,12038323109.0,12038323109.0,0.0,0.16,40.22,-14.52
1248,300236,上海新阳,38.91,2.8,1.06,57422.0,221602352.54,2.91,39.12,38.02,38.24,37.85,0.85,2.06,70.48,2.74,12193670352.0,10833272278.0,-0.05,0.15,29.48,11.11
1294,002683,广东宏大,27.78,2.74,0.74,96340.0,263464288.14,4.88,27.83,26.51,27.12,27.04,1.09,1.46,24.37,3.33,21112862422.0,18345500634.0,-0.04,-0.04,57.66,43.79
1322,300255,常山药业,19.46,2.69,0.51,256802.0,487583886.0,4.75,19.46,18.56,18.93,18.95,0.64,2.8,1839.99,9.83,17884924686.0,17823592234.0,0.1,0.26,111.98,49.58
1327,300666,江丰电子,72.8,2.68,1.9,97787.0,692269441.82,5.56,72.8,68.86,70.19,70.9,0.89,4.43,50.51,4.38,19316648842.0,16052969660.0,0.21,0.39,52.14,24.7
1330,688525,佰维存储,57.91,2.68,1.51,133256.0,765652301.0,4.52,58.7,56.15,57.0,56.4,0.98,4.26,82.11,10.19,24973128205.0,18098478933.0,0.05,0.21,28.32,-7.58
1409,000969,安泰科技,13.49,2.59,0.34,2250682.0,3118231676.73,9.35,14.47,13.24,13.86,13.15,3.88,21.94,31.27,2.59,14175131429.0,13840744668.0,0.0,0.0,69.47,51.4
1447,000727,冠捷科技,2.84,2.53,0.07,1609130.0,449048113.24,5.78,2.87,2.71,2.79,2.77,1.12,3.55,120.64,4.5,12863970223.0,12863970223.0,0.35,0.0,48.69,5.97
1454,002597,金禾实业,24.4,2.52,0.6,63522.0,153525307.99,3.32,24.5,23.71,24.0,23.8,0.91,1.12,25.49,1.86,13907391903.0,13826961890.0,0.04,0.04,28.42,12.39
1488,601965,中国汽研,18.12,2.49,0.44,72748.0,131038151.0,3.56,18.25,17.62,17.87,17.68,0.87,0.73,20.36,2.66,18179536648.0,17999651798.0,0.17,0.11,19.6,-16.61
1492,600446,金证股份,15.68,2.48,0.38,345864.0,540120323.0,6.67,16.18,15.16,15.6,15.3,1.08,3.66,-96.4,3.98,14837592078.0,14837592078.0,0.13,0.19,73.26,36.23
1534,002867,周大生,12.24,2.43,0.29,127899.0,155557766.93,3.26,12.31,11.92,11.93,11.95,1.02,1.18,11.77,2.16,13414137484.0,13216707104.0,0.0,0.0,25.54,-13.98
1560,688520,神州细胞-U,38.61,2.39,0.9,20097.0,76383219.0,3.42,38.66,37.37,37.69,37.71,0.78,0.45,86.0,-40.13,17194411918.0,17194411918.0,-0.13,0.08,15.08,-28.33
1569,001301,尚太科技,73.2,2.38,1.7,30233.0,222083720.99,4.73,74.88,71.5,71.5,71.5,0.75,1.9,24.79,3.16,19102370820.0,11669075520.0,0.12,0.12,97.3,104.36
1570,600917,重庆燃气,6.46,2.38,0.15,124130.0,79425913.0,3.8,6.49,6.25,6.33,6.31,1.19,0.8,28.77,1.84,10150856400.0,10084316850.0,0.0,0.31,24.23,2.05
1602,000688,国城矿业,13.95,2.35,0.32,124865.0,173643741.8,3.6,14.19,13.7,13.98,13.63,0.44,1.12,224.8,5.35,15591900604.0,15591840340.0,-0.21,0.07,49.04,35.57
1653,603868,飞科电器,41.18,2.29,0.92,10404.0,42733063.0,3.15,41.53,40.26,40.26,40.26,0.68,0.24,28.96,5.9,17938008000.0,17938008000.0,-0.02,0.02,19.33,-14.56
1668,301358,湖南裕能,51.79,2.27,1.15,102545.0,532720308.5,4.6,53.01,50.68,51.32,50.64,0.89,2.67,59.95,3.41,39218136495.0,19858002631.0,0.41,-0.06,113.04,54.46
1692,000627,天茂集团,4.1,2.24,0.09,1416618.0,565811842.91,6.73,4.12,3.85,3.97,4.01,0.72,3.11,-45.61,0.93,20256579577.0,18665267077.0,0.24,0.24,141.18,44.37
1709,688001,华兴源创,32.18,2.22,0.7,50964.0,159269445.0,6.19,32.28,30.33,31.45,31.48,0.82,1.15,-209.04,3.77,14250235000.0,14250235000.0,0.0,0.22,54.19,-7.48
1718,301035,润丰股份,49.97,2.21,1.08,5884.0,29089353.0,2.86,49.97,48.57,48.88,48.89,0.61,0.21,30.8,2.14,14026818056.0,14006648815.0,0.22,0.1,34.73,-27.39
1724,000712,锦龙股份,13.47,2.2,0.29,401279.0,538967584.68,6.75,13.79,12.9,13.2,13.18,0.73,4.48,-94.33,5.05,12069120000.0,12057697103.0,0.0,0.07,31.8,-8.18
1794,300182,捷成股份,6.23,2.13,0.13,2702963.0,1632698682.02,8.03,6.29,5.8,6.21,6.1,0.96,12.07,34.38,2.0,16595633687.0,13954680119.0,0.32,0.97,71.15,22.64
1864,601136,首创证券,22.88,2.05,0.46,427933.0,968892598.0,3.17,22.89,22.18,22.77,22.42,0.89,8.89,62.56,4.81,62538677344.0,11016349344.0,0.48,0.39,22.29,35.71
1873,600596,新安股份,8.5,2.04,0.17,119543.0,100946323.0,2.52,8.53,8.32,8.38,8.33,0.57,0.92,62.8,0.91,11471574917.0,10990261218.0,-0.12,-0.12,18.88,-5.76
1886,603567,珍宝岛,11.59,2.02,0.23,49538.0,56907341.0,2.46,11.62,11.34,11.37,11.36,0.86,0.53,20.57,1.41,10907819658.0,10889274673.0,0.09,0.17,7.51,-3.09
1903,603033,三维股份,14.26,2.0,0.28,92425.0,129130619.0,5.72,14.29,13.49,13.84,13.98,0.74,0.91,204.5,4.25,14704392280.0,14438692317.0,0.0,0.07,54.0,-9.52
1927,600120,浙江东方,4.63,1.98,0.09,804265.0,368252464.0,7.05,4.77,4.45,4.54,4.54,1.54,2.35,28.35,1.01,15813216308.0,15813216308.0,0.0,0.0,33.05,31.16
1933,300456,赛微电子,19.07,1.98,0.37,215556.0,405735098.53,4.01,19.2,18.45,18.88,18.7,0.71,3.63,-88.92,2.78,13963304465.0,11317979742.0,0.0,0.05,22.24,-20.57
1966,300229,拓尔思,21.53,1.94,0.41,2194493.0,4571414864.44,12.88,22.22,19.5,21.88,21.12,2.85,27.61,317.46,4.41,18809058666.0,17109917956.0,-0.46,-0.14,95.19,27.93
1982,688161,威高骨科,27.5,1.93,0.52,7508.0,20512587.0,2.45,27.58,26.92,27.1,26.98,0.66,0.19,50.22,2.81,11000000000.0,11000000000.0,-0.25,0.0,45.89,-33.35
1984,605333,沪光股份,32.3,1.92,0.61,42391.0,136633025.0,4.45,32.95,31.54,32.0,31.69,1.08,0.97,24.13,7.2,14107867416.0,14107867416.0,0.03,0.19,35.43,62.72
1997,688567,孚能科技,12.33,1.9,0.23,127309.0,156162482.0,3.06,12.45,12.08,12.1,12.1,0.88,1.04,-37.2,1.49,15068540902.0,15068540902.0,-0.08,0.08,45.92,-24.4
2065,300972,万辰集团,65.06,1.83,1.17,23751.0,151844856.0,4.99,65.19,62.0,64.08,63.89,0.69,1.52,104.47,12.78,11710133851.0,10133624979.0,0.15,0.22,128.04,73.31
2067,688029,南微医学,71.97,1.83,1.29,19870.0,142305767.0,1.95,72.28,70.9,71.13,70.68,0.89,1.06,22.48,3.62,13519378961.0,13519378961.0,0.0,0.36,26.06,-24.48
2096,000555,神州信息,11.88,1.8,0.21,287010.0,338253592.0,5.31,12.06,11.44,11.71,11.67,1.16,2.95,-73.71,1.92,11592200312.0,11550802670.0,-0.08,-0.17,47.03,5.51
2109,603055,台华新材,11.4,1.79,0.2,48541.0,54870893.0,2.14,11.42,11.18,11.2,11.2,1.02,0.55,12.31,2.1,10149333964.0,10094157964.0,0.0,0.26,7.55,-4.04
2110,600210,紫江企业,7.41,1.79,0.13,1041029.0,752122337.0,5.49,7.45,7.05,7.22,7.28,0.89,6.86,15.98,1.91,11239014931.0,11239014931.0,0.0,-0.13,53.1,66.52
2123,000410,沈阳机床,7.46,1.77,0.13,224608.0,165162564.61,4.23,7.53,7.22,7.3,7.33,1.23,1.34,-93.73,16.68,15403009658.0,12539632942.0,0.27,0.27,24.54,7.49
2143,600649,城投控股,4.64,1.75,0.08,434817.0,198224844.0,4.17,4.66,4.47,4.59,4.56,0.75,1.72,-40.72,0.57,11737230942.0,11737230942.0,-0.22,-0.22,43.65,27.47
2159,688336,三生国健,22.79,1.74,0.39,13334.0,30175624.0,2.23,22.92,22.42,22.61,22.4,0.58,0.22,45.24,2.77,14056548222.0,14056548222.0,0.26,0.09,30.75,1.6
2198,600759,洲际油气,2.99,1.7,0.05,1200306.0,355830872.0,6.46,3.05,2.86,2.89,2.94,0.73,2.9,59.8,1.5,12405537747.0,12389620482.0,0.34,0.67,34.08,21.05
2204,300341,麦克奥迪,20.96,1.7,0.35,145681.0,300547146.0,5.24,21.25,20.17,20.9,20.61,0.74,2.83,66.52,6.1,10844920643.0,10801267775.0,0.0,0.0,164.31,78.69
2213,600295,鄂尔多斯,9.62,1.69,0.16,95753.0,91728935.0,2.75,9.7,9.44,9.45,9.46,0.75,0.48,11.73,1.29,26924227563.0,19005043563.0,0.0,0.0,18.77,8.09
2218,300475,香农芯创,28.99,1.68,0.48,161564.0,471527642.02,6.0,30.18,28.47,28.99,28.51,0.97,3.67,27.31,4.49,13264831585.0,12762579835.0,-0.03,-0.03,15.87,-13.77
2224,002531,天顺风能,8.47,1.68,0.14,249892.0,210928416.02,3.12,8.6,8.34,8.38,8.33,0.75,1.4,39.14,1.68,15219562233.0,15134756070.0,-0.12,0.0,19.8,-26.54
2236,002226,江南化工,5.49,1.67,0.09,284253.0,154419014.52,2.78,5.5,5.35,5.41,5.4,0.75,1.07,14.55,1.56,14542586474.0,14542360269.0,0.0,0.0,31.34,27.38
2244,600422,昆药集团,14.7,1.66,0.24,97307.0,141752308.0,2.49,14.74,14.38,14.5,14.46,0.86,1.29,21.54,2.01,11127543628.0,11127543628.0,0.14,0.0,-0.34,-28.85
2258,603317,天味食品,13.57,1.65,0.22,55439.0,74955912.0,3.37,13.73,13.28,13.28,13.35,0.73,0.52,25.07,3.31,14453187085.0,14436121181.0,0.0,-0.15,40.91,5.28
2260,300821,东岳硅材,8.64,1.65,0.14,98220.0,83818181.3,2.71,8.65,8.42,8.45,8.5,0.42,0.82,87.77,2.09,10368000000.0,10365410160.0,0.0,0.12,40.95,4.1
2279,001914,招商积余,10.61,1.63,0.17,75546.0,79861397.0,2.87,10.71,10.41,10.5,10.44,1.05,0.71,13.61,1.1,11250271697.0,11250236684.0,0.19,0.19,23.52,-10.01
2288,688303,大全能源,26.93,1.62,0.43,81132.0,217404430.0,2.94,27.16,26.38,26.45,26.5,0.7,1.47,-39.41,1.38,57763172665.0,14877147665.0,-0.11,0.0,41.89,-7.62
2304,688789,宏华数科,70.72,1.61,1.12,10217.0,71833848.0,3.06,71.2,69.07,69.96,69.6,0.74,0.57,30.7,4.18,12690798199.0,12690798199.0,-0.23,-0.21,22.86,6.31
2310,300010,豆神教育,10.14,1.6,0.16,2260953.0,2247240381.43,10.02,10.5,9.5,9.94,9.98,0.61,20.05,141.75,19.32,20955452362.0,11433537046.0,0.2,1.0,319.01,268.73
2324,000516,国际医学,5.76,1.59,0.09,314455.0,178570192.93,3.17,5.78,5.6,5.67,5.67,0.66,1.42,-46.04,3.56,13019804438.0,12799210614.0,0.17,0.17,38.8,-28.98
2334,000799,酒鬼酒,56.65,1.58,0.88,97064.0,551401951.7,5.27,58.5,55.56,55.62,55.77,0.86,2.99,244.4,4.59,18407226717.0,18407226717.0,0.04,0.04,56.36,-21.48
2338,872808,曙光数创,63.36,1.57,0.98,33355.0,206517362.08,7.13,63.9,59.45,61.9,62.38,0.64,1.71,-2069.24,19.52,12672000063.0,12331089239.0,0.09,0.0,118.48,66.96
2346,000810,创维数字,12.32,1.57,0.19,277500.0,334166683.5,5.28,12.36,11.72,12.13,12.13,0.75,2.48,44.94,2.2,14170662007.0,13768729116.0,0.0,0.41,16.45,-20.82
2353,600621,华鑫股份,14.96,1.56,0.23,184296.0,271572359.0,2.99,15.0,14.56,14.84,14.73,0.82,1.74,39.17,1.96,15871053408.0,15871053408.0,-0.13,0.27,21.63,7.39
2388,688390,固德威,47.89,1.53,0.72,52133.0,247168746.0,3.03,48.12,46.69,47.0,47.17,0.74,2.15,1007.05,4.02,11617462888.0,11617462888.0,-0.1,-0.04,0.65,-48.36
2394,300624,万兴科技,61.61,1.52,0.92,178712.0,1084660635.64,7.5,63.1,58.55,62.5,60.69,0.76,10.44,-1625.08,9.35,11911450922.0,10549678438.0,0.1,0.18,52.2,-8.82
2396,300761,立华股份,20.15,1.51,0.3,65207.0,130891422.48,2.72,20.33,19.79,19.88,19.85,0.82,1.08,10.78,1.92,16677036695.0,12188716664.0,0.0,-0.05,0.1,-2.52
