序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
82,002131,利欧股份,4.04,10.08,0.37,295007.0,119182965.36,0.0,4.04,4.04,4.04,3.67,0.02,0.5,-128.6,2.12,27356881929.0,23638996397.0,0.0,0.0,192.75,79.56
87,601777,力帆科技,7.76,10.07,0.71,1237230.0,942144737.0,9.08,7.76,7.12,7.25,7.05,2.09,2.74,658.69,3.36,35083736551.0,35083736551.0,0.0,0.0,104.21,116.76
96,002195,岩山科技,4.05,10.05,0.37,6014066.0,2416169401.75,9.24,4.05,3.71,3.75,3.68,1.15,10.71,407.52,2.35,23010255614.0,22732848499.0,0.0,0.0,83.26,32.35
119,002312,川发龙蟒,21.08,10.02,1.92,3818991.0,7603092752.02,13.41,21.08,18.51,18.51,19.16,1.01,21.78,70.31,4.24,39827258089.0,36958267896.0,0.0,0.0,193.18,198.58
146,601519,大智慧,10.23,10.0,0.93,1678165.0,1657025306.0,13.23,10.23,9.0,9.19,9.3,3.3,8.37,-76.43,14.26,20499545088.0,20499545088.0,0.0,0.0,83.99,38.62
191,601118,海南橡胶,6.3,9.95,0.57,1208323.0,750412936.0,8.73,6.3,5.8,5.8,5.73,3.53,2.82,-43.91,2.91,26960395121.0,26960395121.0,0.0,0.0,31.8,49.29
203,600515,海南机场,4.22,9.9,0.38,3063901.0,1283209558.0,7.29,4.22,3.94,3.95,3.84,3.62,3.34,169.88,2.06,48214806520.0,38722772784.0,0.0,0.0,35.69,14.05
213,600673,东阳光,9.09,9.52,0.79,640182.0,566593133.0,10.6,9.13,8.25,8.3,8.3,3.8,2.13,65.76,3.02,27396117014.0,27284161556.0,0.22,0.22,36.28,30.04
249,688506,百利天恒-U,233.99,8.32,17.97,19669.0,449447760.0,8.27,236.87,219.0,224.55,216.02,1.18,2.17,17.31,22.12,93829990000.0,21164627150.0,0.18,0.32,40.26,67.26
263,002130,沃尔核材,19.77,8.03,1.47,2159307.0,4208751966.05,8.36,20.13,18.6,18.81,18.3,2.76,17.29,28.52,4.67,24908194571.0,24695678280.0,-0.05,-0.05,45.26,167.89
277,603728,鸣志电器,57.89,7.72,4.15,342469.0,1948440070.0,8.78,58.92,54.2,55.24,53.74,3.03,8.18,384.74,8.42,24249107925.0,24249107925.0,1.6,1.94,67.46,-12.03
312,601162,天风证券,5.15,7.07,0.34,10178401.0,5190142228.0,10.6,5.25,4.74,4.77,4.81,2.13,11.75,-62.4,1.94,44628650940.0,44628650940.0,-0.19,-0.19,120.09,66.67
325,603920,世运电路,33.02,6.93,2.14,336577.0,1085350346.0,7.93,33.25,30.8,30.8,30.88,1.44,5.06,34.13,3.56,21975839200.0,21975839200.0,0.03,0.0,72.79,85.71
332,688183,生益电子,35.1,6.82,2.24,115704.0,399593971.0,8.64,35.73,32.89,33.16,32.86,1.35,1.39,117.4,7.21,29196923243.0,29196923243.0,-0.06,-0.34,85.32,208.71
342,301269,华大九天,134.35,6.68,8.41,146576.0,1880487999.33,9.71,134.6,122.37,123.43,125.94,1.44,5.59,934.46,14.87,72944226531.0,35242886270.0,0.09,0.23,83.79,27.11
357,600606,绿地控股,2.47,6.47,0.15,2414964.0,592855345.0,8.19,2.51,2.32,2.34,2.32,1.98,1.72,110.04,0.43,34713919236.0,34713919236.0,0.0,0.0,82.96,7.39
368,600208,衢州发展,3.16,6.4,0.19,2450302.0,778857390.0,9.76,3.26,2.97,2.98,2.97,2.84,2.88,10.17,0.61,26888252928.0,26884550625.0,-0.32,-0.32,93.87,45.62
380,000958,电投产融,7.44,6.29,0.44,1931996.0,1434722742.67,9.57,7.7,7.03,7.08,7.0,2.64,3.59,39.37,2.03,40052633789.0,40052466389.0,0.0,0.27,116.91,91.75
412,600487,亨通光电,18.73,6.06,1.07,873439.0,1625001917.0,6.46,18.9,17.76,17.88,17.66,2.54,3.54,14.97,1.63,46201940126.0,46201940126.0,-0.27,-0.21,32.09,58.86
417,300459,汤姆猫,7.56,6.03,0.43,8118628.0,6071843817.35,13.32,7.86,6.91,6.99,7.13,0.87,25.63,238.7,7.98,26579530699.0,23949635336.0,0.0,0.0,121.7,53.04
466,600157,永泰能源,1.67,5.7,0.09,13574123.0,2236231534.0,6.96,1.68,1.57,1.58,1.58,1.69,6.11,19.01,0.79,37103666122.0,37103666122.0,0.0,0.6,53.21,22.79
492,000050,深天马Ａ,9.3,5.56,0.49,495395.0,456968830.19,6.92,9.38,8.77,8.8,8.81,2.02,2.02,-36.27,0.83,22857053247.0,22856787500.0,0.0,-0.11,37.57,-12.68
500,300832,新产业,68.95,5.48,3.58,81023.0,557132446.66,5.89,69.87,66.02,66.67,65.37,1.69,1.19,29.37,6.67,54175310226.0,46900308918.0,-0.06,-0.1,6.01,-10.69
566,000630,铜陵有色,3.47,5.15,0.17,4087780.0,1406353945.22,3.33,3.48,3.37,3.38,3.3,3.1,3.88,12.2,1.33,44391433791.0,36526782423.0,-0.29,-0.29,13.4,8.44
586,688568,中科星图,62.6,5.07,3.02,172941.0,1079649327.0,9.28,64.38,58.85,59.07,59.58,1.37,3.18,175.1,9.44,34012203218.0,34012203218.0,0.02,0.18,134.72,90.85
587,601880,辽港股份,1.66,5.06,0.08,2602789.0,426708822.0,6.33,1.67,1.57,1.58,1.58,2.02,1.39,31.48,0.99,39683087951.0,31119619392.0,0.0,0.61,34.96,16.08
611,300476,胜宏科技,42.58,4.98,2.02,483103.0,2040240565.5,5.18,43.0,40.9,40.99,40.56,1.36,5.65,36.03,4.42,36733282334.0,36414787000.0,0.0,-0.07,29.5,133.19
614,002156,通富微电,31.48,4.97,1.49,1563833.0,4827968081.48,6.67,31.7,29.7,29.8,29.99,1.47,10.31,64.85,3.3,47773950790.0,47768484603.0,0.0,0.25,63.02,36.22
615,603568,伟明环保,21.56,4.97,1.02,88780.0,188172504.0,5.5,21.68,20.55,20.75,20.54,1.96,0.52,13.06,2.92,36752213446.0,36617290966.0,-0.05,-0.14,18.79,36.89
648,002422,科伦药业,34.31,4.86,1.59,316855.0,1073187344.03,4.19,34.5,33.13,33.38,32.72,2.03,2.42,16.68,2.44,54950627456.0,44900195999.0,-0.03,-0.09,10.18,22.58
673,002024,ST易购,2.19,4.78,0.1,657139.0,141216873.52,5.26,2.19,2.08,2.09,2.09,1.67,0.71,25.4,1.68,20289841083.0,20144375699.0,0.0,0.0,64.66,23.73
688,001696,宗申动力,29.69,4.73,1.34,1917873.0,5606849730.83,7.44,30.29,28.18,28.35,28.35,1.24,21.52,65.18,6.92,33995849255.0,26463876435.0,0.0,0.0,155.95,365.36
711,688778,厦钨新能,51.78,4.65,2.3,86521.0,440022363.0,8.99,52.8,48.35,49.0,49.48,1.37,2.06,44.47,2.52,21787522432.0,21787522432.0,0.06,-0.06,90.37,32.97
712,002472,双环传动,29.07,4.64,1.29,289150.0,831802051.57,5.51,29.37,27.84,28.11,27.78,1.7,3.84,25.03,2.89,24628296792.0,21866415686.0,-0.03,-0.1,43.48,12.24
727,603786,科博达,59.26,4.57,2.59,19322.0,113645745.0,6.19,60.0,56.49,56.69,56.67,1.56,0.48,29.59,4.72,23934539178.0,23845518806.0,0.14,0.02,33.83,-16.25
735,000932,华菱钢铁,4.61,4.54,0.2,1659868.0,754762945.53,6.8,4.66,4.36,4.42,4.41,3.17,2.4,13.49,0.6,31848795820.0,31848399748.0,0.22,0.22,16.71,-6.3
737,300251,光线传媒,9.23,4.53,0.4,741254.0,681311714.01,7.13,9.4,8.77,8.78,8.83,1.41,2.66,44.06,3.04,27077205827.0,25726071557.0,0.11,0.11,33.19,14.23
753,300207,欣旺达,23.89,4.51,1.03,600750.0,1417781717.18,6.52,24.0,22.51,22.81,22.86,1.55,3.51,27.28,1.87,44096313606.0,40892159332.0,0.0,0.0,50.35,63.18
862,002273,水晶光电,21.36,4.2,0.86,639408.0,1362461565.41,6.39,21.7,20.39,20.47,20.5,1.61,4.71,25.86,3.36,29703904241.0,29005030865.0,-0.05,0.0,26.62,62.56
881,000898,鞍钢股份,2.52,4.13,0.1,692165.0,172514707.33,5.37,2.55,2.42,2.42,2.42,1.79,0.87,-3.49,0.48,23646171291.0,20052327315.0,0.0,-0.4,25.37,1.2
884,688213,思特威-W,74.16,4.13,2.94,97288.0,729078209.0,7.44,76.89,71.59,72.17,71.22,1.66,3.03,81.36,7.33,29642656530.0,23799048836.0,0.0,-0.2,53.8,33.86
892,600895,张江高科,29.64,4.11,1.17,617800.0,1790793840.0,4.67,29.66,28.33,28.48,28.47,1.25,3.99,67.37,3.65,45903158262.0,45903158262.0,0.0,0.47,78.45,55.51
940,002384,东山精密,26.66,3.98,1.02,1228510.0,3290088858.55,5.58,27.29,25.86,26.01,25.64,1.29,8.86,31.96,2.42,45479659509.0,36959337135.0,-0.07,-0.11,23.25,48.69
941,300748,金力永磁,20.65,3.98,0.79,499456.0,1014228540.35,5.74,20.82,19.68,19.77,19.86,0.94,4.41,105.82,4.12,27779138330.0,23413025652.0,0.0,0.05,96.85,3.87
946,688120,华海清科,196.95,3.95,7.49,41322.0,804429044.0,5.72,198.9,188.06,195.0,189.46,1.57,2.43,48.52,7.56,46622967676.0,33476107509.0,-0.02,-0.26,49.75,56.81
991,688180,君实生物-U,32.38,3.85,1.2,156272.0,505569493.0,4.27,32.93,31.6,32.11,31.18,2.03,2.04,-25.83,5.17,31916638023.0,24756095681.0,-0.06,-0.09,26.04,-22.59
1015,601216,君正集团,4.93,3.79,0.18,1824436.0,898922318.0,4.84,5.01,4.78,4.8,4.75,1.59,2.16,13.93,1.57,41599425733.0,41599425733.0,0.0,0.2,35.81,44.15
1034,688169,石头科技,222.51,3.73,8.01,46494.0,1018593091.0,4.01,222.6,214.0,218.79,214.5,1.34,2.52,20.94,3.34,41102747661.0,41102747661.0,0.0,-0.03,1.15,11.94
1064,002739,万达电影,12.72,3.67,0.45,461979.0,588611854.6,5.54,12.95,12.27,12.28,12.27,1.65,2.19,123.25,3.4,27721571263.0,26774677062.0,0.16,0.0,33.19,-2.3
1072,600007,中国国贸,23.28,3.65,0.82,84899.0,196236540.0,4.01,23.37,22.47,22.58,22.46,2.47,0.84,17.27,2.49,23449537392.0,23449537392.0,0.0,-0.04,9.6,28.76
1077,300866,安克创新,85.0,3.65,2.99,76149.0,655047594.53,5.58,87.88,83.3,83.41,82.01,2.17,2.57,23.02,5.46,45169915960.0,25194157760.0,-0.04,-0.05,43.24,28.75
1133,002670,国盛金控,13.25,3.52,0.45,1844912.0,2466544135.88,12.73,14.05,12.42,12.69,12.8,3.02,11.36,231.35,2.33,25639871652.0,21509395901.0,0.38,0.23,43.87,42.17
1137,002456,欧菲光,13.86,3.51,0.47,3043881.0,4190175410.2,4.78,13.98,13.34,13.35,13.39,1.03,9.36,730.56,12.67,45897962279.0,45081135764.0,0.0,0.07,73.25,59.13
1155,002405,四维图新,10.11,3.48,0.34,901978.0,904591725.0,4.61,10.25,9.8,9.83,9.77,1.4,3.83,-36.99,2.55,24000503212.0,23814334548.0,-0.1,-0.1,39.83,13.6
1160,603833,欧派家居,74.5,3.47,2.5,38017.0,282381036.0,8.33,76.5,70.5,70.5,72.0,1.09,0.62,16.76,2.52,45381862740.0,45381862740.0,0.0,0.0,77.89,11.44
1167,000959,首钢股份,3.29,3.46,0.11,557603.0,181406968.5,4.09,3.31,3.18,3.19,3.18,1.95,0.86,94.18,0.52,25576397556.0,21408897399.0,0.3,0.3,19.64,-4.08
1171,600143,金发科技,8.98,3.46,0.3,345056.0,307248217.0,3.8,8.99,8.66,8.71,8.68,2.0,1.33,26.0,1.36,23676782019.0,23323085583.0,0.0,0.11,21.52,13.81
1174,601615,明阳智能,14.69,3.45,0.49,666319.0,968963478.0,4.58,14.77,14.12,14.2,14.2,1.2,2.93,30.95,1.23,33369718886.0,33368286611.0,0.0,-0.2,62.68,20.02
1176,600170,上海建工,2.7,3.45,0.09,2258829.0,605944248.0,3.83,2.71,2.61,2.63,2.61,1.39,2.54,13.32,0.78,23992037309.0,23992037309.0,0.0,0.37,37.76,18.42
1181,000800,一汽解放,8.74,3.43,0.29,249449.0,215712004.11,3.67,8.77,8.46,8.46,8.45,1.77,0.54,88.73,1.65,43021524078.0,40400781117.0,-0.11,-0.11,14.85,4.67
1187,000415,渤海租赁,4.23,3.42,0.14,3426102.0,1442057421.98,7.09,4.32,4.03,4.05,4.09,1.17,6.35,12.34,0.86,26160525023.0,22811173917.0,-0.24,0.0,72.65,97.66
1193,002138,顺络电子,32.12,3.41,1.06,176073.0,564505024.99,4.31,32.4,31.06,31.06,31.06,1.31,2.33,31.12,4.2,25898945530.0,24299056939.0,0.03,-0.06,30.3,20.25
1213,300346,南大光电,40.56,3.39,1.33,287474.0,1150324632.43,4.31,40.6,38.91,39.13,39.23,1.38,5.25,66.01,7.0,23376921728.0,22191531960.0,0.02,0.22,59.81,47.33
1229,002583,海能达,18.14,3.36,0.59,2524776.0,4573489118.8,4.22,18.55,17.81,18.0,17.55,0.83,19.69,98.38,5.41,32986943871.0,23265748129.0,0.0,0.11,368.73,204.87
1255,600754,锦江酒店,26.78,3.32,0.86,182855.0,483657920.0,4.67,27.0,25.79,25.91,25.92,2.37,2.01,19.44,1.69,28655780007.0,24316503060.0,0.0,0.0,14.49,-8.54
1264,300803,指南针,102.99,3.3,3.29,308563.0,3154388059.43,6.42,104.29,97.89,98.68,99.7,1.24,7.62,-287.68,23.12,42174877827.0,41682921477.0,0.0,0.08,193.5,70.91
1274,000723,美锦能源,5.04,3.28,0.16,872435.0,437571727.6,4.3,5.08,4.87,4.88,4.88,1.92,2.03,-25.05,1.5,21869317517.0,21691924032.0,0.2,0.0,26.63,-24.32
