序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
111,002036,联创电子,10.64,10.03,0.97,375210.0,392905387.11,6.83,10.64,9.98,10.08,9.67,0.77,3.56,-184.65,4.23,11369628882.0,11209523545.0,0.0,0.0,64.45,4.21
128,000058,深 赛 格,10.33,10.01,0.94,686840.0,661249730.83,12.99,10.33,9.11,9.11,9.39,1.87,6.98,250.19,6.34,12718302942.0,10172070869.0,0.0,0.0,73.91,44.68
129,000155,川能动力,11.98,10.01,1.09,86856.0,104053440.08,0.0,11.98,11.98,11.98,10.89,0.72,0.67,26.34,2.17,22117096737.0,15537191091.0,0.0,0.0,31.07,-8.76
148,600292,远达环保,17.05,10.0,1.55,349395.0,582114357.0,6.97,17.05,15.97,16.0,15.5,0.59,4.47,112.99,2.56,13312927975.0,13312927975.0,0.0,0.0,256.69,182.28
163,000567,海德股份,8.59,9.99,0.78,482696.0,406282727.31,9.09,8.59,7.88,7.98,7.81,2.2,2.48,24.35,3.1,16789946611.0,16749903476.0,0.0,0.0,76.39,22.02
169,603300,海南华铁,6.06,9.98,0.55,1347092.0,808163802.0,9.62,6.06,5.53,5.53,5.51,3.06,6.84,18.39,1.98,11941875699.0,11941875699.0,0.0,0.0,36.79,-5.02
170,000595,宝塔实业,9.48,9.98,0.86,1191023.0,1102502510.8,9.98,9.48,8.62,8.65,8.62,1.82,10.47,-136.24,25.41,10794462350.0,10788835278.0,0.0,0.0,127.88,83.01
171,600635,大众公用,4.63,9.98,0.42,2208750.0,1004699733.0,10.45,4.63,4.19,4.21,4.21,2.63,9.13,60.19,1.62,13669772545.0,11199005455.0,0.0,0.0,56.95,54.85
180,600410,华胜天成,12.25,9.96,1.11,1609280.0,1953562763.0,5.39,12.25,11.65,11.82,11.14,0.79,14.68,-47.07,3.29,13432059867.0,13432059867.0,0.0,0.0,240.28,82.29
185,601969,海南矿业,7.73,9.96,0.7,475501.0,361200487.0,7.68,7.73,7.19,7.19,7.03,5.49,2.34,21.6,2.33,15738878603.0,15701742137.0,0.0,0.0,39.53,19.11
189,002320,海峡股份,6.85,9.95,0.62,484950.0,328246065.18,7.06,6.85,6.41,6.41,6.23,1.94,2.18,45.1,3.56,15268192331.0,15268192331.0,0.0,0.0,42.71,19.96
194,600609,金杯汽车,7.85,9.94,0.71,1347958.0,1019940203.0,10.92,7.85,7.07,7.07,7.14,1.63,10.28,26.47,7.51,10292924380.0,10292924380.0,0.0,0.26,115.07,61.52
221,300580,贝斯特,22.46,9.14,1.88,613136.0,1343296266.63,12.2,23.1,20.59,21.06,20.58,2.37,13.06,37.4,3.72,11210996864.0,10543254550.0,-0.04,-0.18,65.76,9.94
239,002607,中公教育,3.44,8.52,0.27,8089305.0,2706809451.87,11.04,3.49,3.14,3.16,3.17,2.12,16.09,94.63,28.86,21215853898.0,17298880444.0,0.0,-0.58,81.05,-15.69
250,688097,博众精工,28.71,8.3,2.2,184266.0,524984936.0,12.26,29.98,26.73,26.73,26.51,2.26,4.15,37.89,2.98,12823257333.0,12736431116.0,0.7,-0.55,38.56,-14.02
254,002204,大连重工,5.4,8.22,0.41,1204002.0,643165389.52,10.22,5.49,4.98,5.0,4.99,5.48,6.23,19.8,1.44,10429398173.0,10429398173.0,-0.18,-0.37,35.0,18.94
255,688289,圣湘生物,23.74,8.2,1.8,194618.0,460132932.0,7.75,24.19,22.49,22.52,21.94,2.73,3.34,53.06,1.91,13825891262.0,13825891262.0,-0.25,-0.25,30.94,24.29
274,600216,浙江医药,17.04,7.78,1.23,478668.0,802644650.0,9.36,17.25,15.77,15.84,15.81,2.76,4.98,14.46,1.58,16386307260.0,16386234414.0,0.12,0.12,16.79,61.06
284,003021,兆威机电,79.62,7.45,5.52,222186.0,1777265481.21,6.09,81.51,77.0,77.01,74.1,1.61,10.78,90.12,6.07,19125002670.0,16417419472.0,0.0,-0.48,112.6,19.3
297,002183,怡 亚 通,5.48,7.24,0.37,1578635.0,854842445.33,9.39,5.59,5.11,5.12,5.11,1.82,6.08,174.21,1.59,14231609819.0,14231527619.0,0.0,-0.18,94.33,22.6
308,600114,东睦股份,16.97,7.13,1.13,543273.0,916324213.0,8.08,17.38,16.1,16.1,15.84,2.83,8.81,28.36,3.89,10460027605.0,10460027605.0,0.06,0.06,11.72,10.99
317,600166,福田汽车,2.75,7.0,0.18,2309713.0,621126531.0,7.0,2.76,2.58,2.58,2.57,2.22,3.56,37.78,1.49,21772851009.0,17844279582.0,0.0,0.36,20.09,0.73
319,002693,双成药业,24.56,6.97,1.6,762589.0,1863407608.57,9.15,25.26,23.16,23.16,22.96,1.3,18.54,-201.88,23.47,10184780260.0,10103544278.0,0.0,-0.16,370.5,227.03
323,600556,天下秀,6.01,6.94,0.39,1755068.0,1026532195.0,10.68,6.1,5.5,5.58,5.62,1.24,9.71,124.56,2.81,10864563328.0,10864563328.0,-0.17,-0.5,73.7,2.04
335,300492,华图山鼎,74.59,6.79,4.74,11875.0,87380715.0,6.63,75.0,70.37,70.67,69.85,2.29,0.85,60.72,28.76,10478885797.0,10478885797.0,0.0,-0.27,-3.82,-11.91
338,600120,浙江东方,5.69,6.75,0.36,3232873.0,1833824093.0,12.76,5.86,5.18,5.18,5.33,1.98,9.47,34.84,1.25,19433520689.0,19433520689.0,0.0,-0.35,60.73,61.19
343,600577,精达股份,6.72,6.67,0.42,4302166.0,2821976874.0,12.54,6.93,6.14,6.18,6.3,2.06,20.4,25.56,2.58,14170320689.0,14170320689.0,-0.59,-1.18,44.83,69.27
347,002373,千方科技,10.76,6.64,0.67,643013.0,694522729.96,9.32,11.1,10.16,10.22,10.09,2.72,4.67,809.22,1.36,17002825193.0,14822912796.0,-0.19,-0.19,39.2,-3.58
370,600619,海立股份,13.4,6.35,0.8,931635.0,1206250858.0,9.76,13.64,12.41,12.6,12.6,1.36,11.81,474.97,2.36,14382815040.0,10574942293.0,0.3,0.6,166.93,97.06
371,603983,丸美股份,31.0,6.35,1.85,42594.0,130745318.0,9.95,31.75,28.85,29.15,29.15,3.38,1.06,39.04,3.68,12431000000.0,12431000000.0,0.0,0.16,45.81,26.53
381,000980,众泰汽车,2.71,6.27,0.16,2797451.0,750634651.09,6.27,2.73,2.57,2.59,2.55,1.8,5.72,-31.44,11.65,13665304373.0,13256132044.0,0.37,0.37,81.88,-9.06
415,300595,欧普康视,20.01,6.04,1.14,183601.0,361923895.5,7.84,20.31,18.83,18.92,18.87,2.46,2.75,25.75,3.85,17942520217.0,13376580148.0,0.1,-0.05,41.01,-10.51
431,300184,力源信息,11.14,5.89,0.62,1092791.0,1189318595.93,6.84,11.2,10.48,10.5,10.52,1.64,10.42,96.16,3.48,12855692811.0,11677413975.0,0.36,0.72,72.98,87.23
437,002747,埃斯顿,19.3,5.87,1.07,1042211.0,2003571932.8,7.13,19.9,18.6,18.66,18.23,3.25,13.24,-188.7,6.48,16781957043.0,15188577993.0,0.0,0.0,57.68,4.16
448,600801,华新水泥,13.73,5.78,0.75,545008.0,752696154.0,6.63,14.28,13.42,14.28,12.98,9.22,4.05,18.81,0.99,28544610261.0,18456904661.0,0.0,0.07,27.96,15.38
456,688582,芯动联科,50.75,5.73,2.75,72790.0,363659489.0,6.85,51.3,48.01,48.01,48.0,1.87,2.99,110.43,9.12,20330774800.0,12366658500.0,0.18,0.3,52.4,31.68
461,688772,珠海冠宇,17.4,5.71,0.94,217252.0,375995918.0,9.11,17.8,16.3,16.3,16.46,1.94,1.93,54.9,2.97,19614780941.0,19614780941.0,0.0,0.0,18.37,-19.96
465,688001,华兴源创,33.4,5.7,1.8,81943.0,274772234.0,12.47,35.26,31.32,31.77,31.6,1.81,1.84,-218.04,3.93,14863866864.0,14863866864.0,0.54,0.06,55.78,-3.97
472,603009,北特科技,41.33,5.65,2.21,332907.0,1388918222.0,6.62,43.03,40.44,40.68,39.12,2.22,9.84,172.56,7.9,13991286523.0,13986442730.0,-0.02,-0.14,162.25,179.82
489,000795,英洛华,11.0,5.57,0.58,1225561.0,1316128204.6,8.54,11.26,10.37,10.37,10.42,0.88,10.81,45.29,4.63,12470525133.0,12470525133.0,0.0,0.36,101.47,77.42
505,600567,山鹰国际,1.94,5.43,0.1,2610815.0,499353657.0,6.52,1.95,1.83,1.84,1.84,2.17,4.77,116.19,0.69,10614190771.0,10614190771.0,0.52,0.52,36.62,0.52
508,600580,卧龙电驱,15.35,5.43,0.79,883819.0,1341283799.0,5.08,15.4,14.66,14.73,14.56,2.38,6.78,23.5,2.02,19995257309.0,19995257309.0,-0.07,0.0,42.79,31.99
512,603358,华达科技,33.15,5.41,1.7,87989.0,282398890.0,7.76,33.2,30.76,31.52,31.45,1.83,2.0,54.53,4.37,14554176000.0,14554176000.0,-0.03,0.36,15.1,43.94
515,603077,和邦生物,2.15,5.39,0.11,2350444.0,495720127.0,6.37,2.16,2.03,2.04,2.04,2.47,2.66,64.34,1.01,18987187990.0,18987187990.0,0.0,0.47,29.52,-8.12
516,002399,海普瑞,11.73,5.39,0.6,103589.0,120341908.4,5.12,11.82,11.25,11.35,11.13,2.56,0.83,16.55,1.42,17211384473.0,14629675988.0,0.0,-0.09,18.6,0.0
523,603296,华勤技术,65.9,5.36,3.35,129556.0,852310270.0,6.08,66.7,62.9,62.96,62.55,1.4,5.32,24.5,3.1,66947191858.0,16050540670.0,0.03,0.15,47.53,17.24
524,301029,怡合达,26.23,5.34,1.33,89051.0,230076124.94,5.58,26.37,24.98,25.39,24.9,2.37,2.2,38.01,4.12,16635137136.0,10602906342.0,-0.04,0.08,50.57,3.35
542,000761,本钢板材,3.6,5.26,0.18,234581.0,83846861.64,7.31,3.66,3.41,3.43,3.42,2.43,0.63,-3.46,1.15,14789607703.0,13349607703.0,0.0,0.28,50.63,0.84
548,600993,马应龙,27.96,5.23,1.39,164058.0,446948974.0,6.85,28.15,26.33,26.38,26.57,2.17,3.81,19.76,3.01,12052266792.0,12031384167.0,0.0,0.04,12.97,17.58
565,002851,麦格米特,42.63,5.16,2.09,349645.0,1474585218.82,5.35,43.1,40.93,41.0,40.54,1.31,7.96,41.01,3.92,22483056373.0,18718994781.0,-0.16,-0.21,89.21,74.86
575,002643,万润股份,11.29,5.12,0.55,333088.0,372698839.36,6.15,11.43,10.77,10.78,10.74,2.16,3.66,26.61,1.49,10500898490.0,10266285685.0,0.09,0.0,35.21,-30.69
584,600894,广日股份,13.25,5.08,0.64,97216.0,127136076.0,5.95,13.36,12.61,12.7,12.61,1.41,1.13,15.93,1.34,11578626384.0,11394296359.0,0.0,0.08,35.48,118.65
593,300166,东方国信,11.24,5.05,0.54,1434191.0,1596035468.96,8.97,11.5,10.54,10.75,10.7,1.1,15.84,456.61,2.12,12799502208.0,10178723303.0,-0.09,-0.35,87.65,19.57
604,603662,柯力传感,53.6,5.02,2.56,469011.0,2542835688.0,9.91,56.14,51.08,52.0,51.04,1.56,16.7,59.4,5.79,15096945234.0,15052480925.0,0.17,0.0,130.84,50.31
612,603360,百傲化学,21.94,4.98,1.04,141556.0,307643598.0,5.31,22.1,20.99,21.2,20.9,1.36,2.81,32.65,6.53,11067533546.0,11067533546.0,-0.05,-0.18,84.68,208.15
621,002015,协鑫能科,8.48,4.95,0.4,307668.0,257491254.37,5.94,8.55,8.07,8.11,8.08,1.8,1.9,17.04,1.17,13765792727.0,13765792727.0,0.12,0.0,22.9,-30.78
633,603517,绝味食品,20.9,4.92,0.98,318222.0,659360487.0,8.28,21.33,19.68,19.92,19.92,1.9,5.13,22.16,1.94,12956437683.0,12956437683.0,0.1,0.05,71.17,-19.8
644,600331,宏达股份,8.4,4.87,0.39,359346.0,296661963.0,4.74,8.4,8.02,8.04,8.01,1.22,1.77,601.18,45.3,17068800000.0,17068800000.0,0.0,0.36,39.07,63.74
652,000839,中信国安,3.68,4.84,0.17,1412501.0,516815732.7,7.69,3.75,3.48,3.5,3.51,1.52,3.6,72.2,10.5,14424960975.0,14424960975.0,0.0,0.27,65.02,60.7
659,600759,洲际油气,3.26,4.82,0.15,1794094.0,583982463.0,8.04,3.34,3.09,3.09,3.11,1.51,4.33,65.2,1.64,13525770253.0,13508415643.0,-0.31,-0.61,45.54,31.98
661,600307,酒钢宏兴,1.74,4.82,0.08,1118810.0,191091839.0,5.42,1.74,1.65,1.66,1.66,1.82,1.79,-4.2,1.32,10898241918.0,10898241918.0,0.0,0.0,47.46,16.78
664,002755,奥赛康,14.82,4.81,0.68,108883.0,160868270.51,6.08,15.07,14.21,14.21,14.14,1.5,1.17,81.22,4.6,13755336402.0,13755206356.0,-0.07,-0.07,31.85,36.97
666,301078,孩子王,14.18,4.8,0.65,709547.0,988358539.48,7.61,14.33,13.3,13.59,13.53,0.88,5.69,101.93,4.15,17843007463.0,17674783742.0,0.0,0.28,172.69,74.2
671,601992,金隅集团,1.97,4.79,0.09,1107042.0,215230372.0,5.85,1.98,1.87,1.88,1.88,1.99,1.33,-36.14,0.48,21035209134.0,16418291780.0,0.0,0.51,49.24,4.23
685,002245,蔚蓝锂芯,11.28,4.74,0.51,1245943.0,1375878616.67,8.64,11.53,10.6,10.69,10.77,0.86,11.46,34.58,1.93,12995084937.0,12264306923.0,0.0,0.0,54.73,32.55
695,601005,重庆钢铁,1.56,4.7,0.07,2240640.0,344044501.0,6.71,1.58,1.48,1.49,1.49,1.55,2.67,-7.73,0.75,13913019537.0,13073541105.0,0.0,0.65,50.0,12.23
703,600480,凌云股份,11.21,4.67,0.5,1006832.0,1146528613.0,7.0,11.76,11.01,11.11,10.71,3.69,10.98,15.79,1.43,10542987176.0,10279182246.0,0.0,0.0,43.9,27.97
704,002243,力合科创,9.42,4.67,0.42,754614.0,692708188.63,9.11,9.57,8.75,8.87,9.0,2.23,6.27,63.14,1.59,11403891743.0,11343020372.0,0.11,0.32,69.42,19.85
714,603505,金石资源,25.06,4.63,1.11,76602.0,191002375.0,7.77,25.67,23.81,23.98,23.95,2.21,1.27,45.4,9.16,15155592159.0,15155592159.0,0.0,0.04,8.81,-6.32
719,300185,通裕重工,2.95,4.61,0.13,1270952.0,368546850.95,4.61,2.95,2.82,2.83,2.82,1.66,3.46,157.67,1.72,11495946488.0,10834719464.0,0.34,0.34,62.09,23.95
724,600259,广晟有色,31.29,4.58,1.37,103331.0,321236937.0,7.05,31.91,29.8,29.93,29.92,1.86,3.14,-28.66,3.11,10527079624.0,10309734058.0,-0.03,0.0,26.53,-11.73
726,688114,华大智造,50.09,4.57,2.19,24136.0,118928285.0,7.1,50.7,47.3,47.87,47.9,1.26,1.13,-33.77,2.6,20863294204.0,10665788374.0,-0.06,-0.16,22.2,-41.77
732,000031,大悦城,3.44,4.56,0.15,864428.0,293081051.13,4.86,3.45,3.29,3.3,3.29,2.06,2.16,-18.85,1.12,14744917886.0,13769931861.0,0.29,0.29,51.54,15.82
734,002153,石基信息,8.03,4.56,0.35,271935.0,213965562.79,6.25,8.04,7.56,7.65,7.68,1.51,1.7,1034.83,2.98,21915426543.0,12846103346.0,-0.12,0.0,53.83,-17.47
741,603005,晶方科技,28.67,4.52,1.24,618635.0,1744981658.0,4.99,28.67,27.3,27.43,27.43,1.22,9.49,76.02,4.43,18697762811.0,18697762811.0,0.03,0.24,61.16,30.85
744,600446,金证股份,18.28,4.52,0.79,593692.0,1087811163.0,11.84,19.2,17.13,17.2,17.49,1.55,6.27,-112.38,4.64,17297907091.0,17297907091.0,-0.11,-0.11,97.84,58.82
761,603099,长白山,44.05,4.48,1.89,205304.0,898283193.0,6.62,45.07,42.28,42.3,42.16,1.06,7.7,59.6,10.06,11746813500.0,11746813500.0,0.0,-0.14,84.08,195.64
767,603305,旭升集团,15.18,4.47,0.65,723992.0,1093921510.0,10.25,15.78,14.29,14.65,14.53,2.03,7.76,32.9,2.24,14166202683.0,14166202683.0,0.0,-0.07,67.73,-22.15
771,600864,哈投股份,7.02,4.46,0.3,700186.0,488050811.0,7.14,7.12,6.64,6.67,6.72,1.84,3.37,41.19,1.13,14605605050.0,14605605050.0,-0.14,-0.14,48.73,23.37
783,000676,智度股份,10.14,4.43,0.43,870221.0,881333592.3,8.75,10.48,9.63,9.7,9.71,1.39,6.89,61.98,3.25,12830032640.0,12814779829.0,0.0,0.1,75.43,16.15
805,688105,诺唯赞,25.25,4.34,1.05,24351.0,61064231.0,7.4,25.75,23.96,24.25,24.2,1.44,0.61,419.43,2.56,10153879536.0,10136479761.0,-0.04,0.0,26.88,-20.9
807,000937,冀中能源,6.5,4.33,0.27,776346.0,498323227.16,5.46,6.55,6.21,6.23,6.23,3.92,2.67,14.19,1.09,22968054525.0,18892878986.0,0.15,0.0,21.72,2.52
810,600057,厦门象屿,6.28,4.32,0.26,476838.0,296361603.0,3.49,6.33,6.12,6.16,6.02,3.25,2.18,11.82,1.08,14023635998.0,13766450674.0,0.0,0.0,28.16,-2.03
811,000727,冠捷科技,3.14,4.32,0.13,2659948.0,829069092.0,6.64,3.19,2.99,3.0,3.01,1.19,5.87,133.39,4.98,14222840317.0,14222840317.0,0.0,0.32,60.2,17.16
820,002891,中宠股份,34.29,4.29,1.41,77587.0,263164308.48,6.48,34.63,32.5,32.78,32.88,1.43,2.64,26.83,4.23,10085180033.0,10085177461.0,-0.23,-0.29,61.67,32.6
827,300442,润泽科技,34.6,4.28,1.42,309466.0,1073538825.54,7.29,35.68,33.26,33.45,33.18,1.84,5.58,29.51,6.33,59563265055.0,19177134632.0,-0.14,-0.2,54.26,39.29
829,000006,深振业Ａ,9.27,4.27,0.38,963241.0,876318585.5,12.49,9.78,8.67,8.75,8.89,1.61,7.14,-17.93,1.94,12514454076.0,12514383161.0,0.11,-0.96,147.86,101.96
830,002044,美年健康,5.13,4.27,0.21,890592.0,453248301.33,6.71,5.2,4.87,4.89,4.92,1.97,2.3,611.39,2.62,20080122625.0,19865661934.0,0.2,0.0,48.7,-14.36
835,000536,华映科技,5.64,4.25,0.23,2118704.0,1184163480.17,6.47,5.76,5.41,5.41,5.41,1.04,7.67,-13.79,9.9,15600425009.0,15583785390.0,0.18,0.18,161.11,44.25
850,000550,江铃汽车,25.69,4.22,1.04,151268.0,383761416.48,4.02,25.69,24.7,24.86,24.65,1.91,2.92,14.26,2.03,22175967660.0,13319318580.0,0.04,0.04,21.98,40.0
905,600022,山东钢铁,1.54,4.05,0.06,1848145.0,281730297.0,6.08,1.56,1.47,1.48,1.48,2.14,1.73,-8.52,0.84,16476228313.0,16476228313.0,0.0,0.0,24.19,12.41
907,002617,露笑科技,6.95,4.04,0.27,776682.0,531511882.13,5.54,6.98,6.61,6.68,6.68,1.8,4.11,42.83,2.2,13364891026.0,13145603646.0,-0.14,0.0,25.23,12.1
919,002865,钧达股份,72.0,4.02,2.78,99043.0,702644136.18,5.49,72.7,68.9,68.9,69.22,0.96,4.4,-29.68,4.09,16498926144.0,16190336952.0,0.03,0.24,88.09,-6.16
921,601828,美凯龙,3.89,4.01,0.15,1066811.0,414793138.0,8.02,4.05,3.75,3.8,3.74,1.7,2.95,-6.73,0.36,16939910098.0,14056308982.0,0.26,0.26,77.63,0.52
933,002249,大洋电机,5.73,3.99,0.22,530775.0,301412653.59,4.9,5.75,5.48,5.52,5.51,1.87,2.91,15.58,1.54,13931769118.0,10434953819.0,-0.17,0.0,22.7,19.87
948,002338,奥普光电,43.19,3.95,1.64,109102.0,462008929.51,5.22,43.25,41.08,41.62,41.55,1.32,4.55,171.25,8.02,10365600000.0,10365340860.0,-0.05,0.02,78.99,28.47
954,600811,东方集团,3.17,3.93,0.12,4567871.0,1429975955.0,8.85,3.26,2.99,2.99,3.05,1.31,12.48,66.28,0.69,11598221444.0,11598221444.0,0.0,-0.31,111.33,59.3
960,002239,奥特佳,3.18,3.92,0.12,1174608.0,369376873.38,4.25,3.19,3.06,3.06,3.06,1.35,3.62,85.83,1.91,10524603824.0,10313226998.0,0.32,0.0,36.48,-1.85
961,603398,沐邦高科,28.13,3.92,1.06,262568.0,730433236.0,6.02,28.43,26.8,27.51,27.07,1.06,6.05,-37.64,6.41,12198336070.0,12198336070.0,0.04,-0.04,101.5,57.06
981,300010,豆神教育,10.21,3.87,0.38,2894551.0,2912626290.39,10.27,10.65,9.64,9.64,9.83,1.28,25.67,142.73,19.45,21100115248.0,11512466789.0,0.0,-0.2,288.21,271.27
993,601858,中国科传,23.79,3.84,0.88,163195.0,382829544.0,4.89,23.88,22.76,23.0,22.91,1.27,2.06,64.72,3.65,18805995000.0,18805995000.0,-0.04,0.0,43.57,-2.54
1017,603882,金域医学,33.46,3.78,1.22,74777.0,247468576.0,5.02,33.63,32.01,32.4,32.24,1.29,1.63,123.89,1.98,15500621882.0,15396102946.0,-0.03,0.03,23.47,-45.76
1023,002145,中核钛白,4.68,3.77,0.17,713253.0,331775296.34,4.66,4.72,4.51,4.51,4.51,1.7,1.87,30.35,1.52,18116403154.0,17842808019.0,0.21,0.21,39.7,5.64
1043,688300,联瑞新材,60.3,3.72,2.16,81102.0,493632272.0,6.02,62.6,59.1,59.77,58.14,1.78,4.37,45.44,7.77,11200455519.0,11200455519.0,-0.02,-0.12,37.05,14.97
1082,600664,哈药股份,3.99,3.64,0.14,514680.0,204081151.0,4.94,4.02,3.83,3.86,3.85,1.98,2.04,14.83,1.93,10048854405.0,10048854405.0,-0.25,0.0,24.69,19.1
1087,688055,龙腾光电,4.57,3.63,0.16,134915.0,61018074.0,4.54,4.59,4.39,4.43,4.41,1.19,0.4,-67.96,3.52,15233333638.0,15233333638.0,0.22,0.22,64.39,-6.35
1089,600575,淮河能源,4.0,3.63,0.14,721873.0,286057690.0,5.7,4.03,3.81,3.85,3.86,1.7,1.86,13.84,1.35,15545044260.0,15545044260.0,0.0,0.0,10.8,74.67
1090,601028,玉龙股份,13.46,3.62,0.47,480876.0,646989284.0,5.39,13.65,12.95,12.95,12.99,2.17,6.14,27.43,3.05,10539526730.0,10539526730.0,-0.07,-0.22,11.52,26.27
1092,002506,协鑫集成,2.87,3.61,0.1,1625165.0,458793387.89,5.78,2.88,2.72,2.72,2.77,1.39,2.78,153.75,6.8,16790408145.0,16784939860.0,0.0,-0.35,58.56,4.74
1120,603297,永新光学,93.18,3.54,3.19,33526.0,306103066.0,6.23,94.06,88.45,89.4,89.99,1.29,3.03,55.38,5.57,10357003590.0,10317737538.0,0.06,0.09,75.88,-5.3
1126,600006,东风股份,7.62,3.53,0.26,1016345.0,764764839.0,3.4,7.62,7.37,7.39,7.36,1.25,5.08,-99.7,1.87,15240000000.0,15240000000.0,0.0,0.0,25.54,32.75
1128,603638,艾迪精密,17.0,3.53,0.58,48489.0,81474173.0,4.26,17.03,16.33,16.33,16.42,1.72,0.58,38.09,4.39,14251697193.0,14251697193.0,-0.06,-0.12,16.28,5.39
1131,300573,兴齐眼药,85.86,3.52,2.92,66116.0,564810945.11,3.83,86.38,83.2,83.8,82.94,1.21,4.9,38.81,9.12,15046900347.0,11575061524.0,0.0,0.02,-1.41,-32.71
1149,300255,常山药业,19.9,3.48,0.67,249329.0,489884509.0,5.15,20.08,19.09,19.11,19.23,1.03,2.72,1881.59,10.05,18289311472.0,18226592264.0,0.0,0.0,97.22,52.96
1159,600859,王府井,15.49,3.47,0.52,511644.0,790522292.0,5.01,15.71,14.96,14.96,14.97,2.04,4.68,30.9,0.89,17581915996.0,16937842958.0,0.06,0.0,25.83,-1.78
1162,002387,维信诺,10.74,3.47,0.36,591062.0,627169690.71,3.95,10.78,10.37,10.37,10.38,0.84,4.26,-6.23,2.42,14925956832.0,14909273832.0,0.0,-0.09,79.6,-4.19
1163,688343,云天励飞-U,42.68,3.47,1.43,181776.0,775386111.0,6.42,43.88,41.23,42.42,41.25,0.94,7.05,-26.73,3.77,15157107170.0,11005482427.0,-0.05,0.28,87.69,-13.34
1178,600835,上海机电,19.23,3.44,0.64,319720.0,609455082.0,5.59,19.46,18.42,18.65,18.59,1.13,3.96,20.25,1.45,19667276893.0,15509077689.0,0.0,0.21,76.58,71.24
1179,300398,飞凯材料,19.24,3.44,0.64,462104.0,867081178.74,5.05,19.25,18.31,18.6,18.6,1.09,8.8,37.07,2.64,10171379670.0,10108681839.0,0.1,0.0,77.65,22.7
1180,002563,森马服饰,6.93,3.43,0.23,441397.0,311280590.0,5.97,7.24,6.84,6.88,6.7,2.42,2.0,18.54,1.63,18670044809.0,15304505416.0,0.43,0.0,55.03,26.69
1182,601965,中国汽研,18.4,3.43,0.61,90986.0,164812016.0,3.77,18.41,17.74,17.85,17.79,1.57,0.92,20.67,2.7,18460456641.0,18277792113.0,-0.05,0.16,17.72,-15.32
