datetime,sec_code,open,close,high,low,volume,turnover,amplitude,price_change_percentage,price_change_amount,turnover_rate
1993-06-14,600662,33.7,31.4,34.5,30.6,35229,115237000.0,13.68,10.18,2.9,61.16
1993-06-15,600662,30.22,30.7,31.4,29.85,8078,24644000.0,4.94,-2.23,-0.7,14.02
1993-06-16,600662,30.98,30.7,31.4,30.2,3958,12204000.0,3.91,0.0,0.0,6.87
1993-06-17,600662,30.9,29.99,31.3,29.99,2491,7623000.0,4.27,-2.31,-0.71,4.32
1993-06-18,600662,29.55,29.85,30.4,29.52,2100,6262000.0,2.93,-0.47,-0.14,3.65
1993-06-21,600662,29.88,28.2,29.88,28.01,3955,11331000.0,6.26,-5.53,-1.65,6.87
1993-06-22,600662,28.2,28.12,28.65,28.05,1863,5258000.0,2.13,-0.28,-0.08,3.23
1993-06-23,600662,28.09,28.3,28.57,28.09,1331,3769000.0,1.71,0.64,0.18,2.31
1993-06-24,600662,28.22,27.86,28.39,27.55,1554,4365000.0,2.97,-1.55,-0.44,2.7
1993-06-25,600662,27.8,29.06,30.8,27.72,4225,12338000.0,11.06,4.31,1.2,7.34
1993-06-28,600662,29.3,29.4,29.8,27.28,3747,10941000.0,8.67,1.17,0.34,6.51
1993-06-29,600662,29.02,30.35,30.84,29.02,6660,20075000.0,6.19,3.23,0.95,11.56
1993-06-30,600662,30.48,29.45,30.81,29.2,3292,9869000.0,5.3,-2.97,-0.9,5.72
1993-07-01,600662,29.5,28.6,29.5,28.05,5814,16603000.0,4.92,-2.89,-0.85,10.09
1993-07-02,600662,28.8,28.89,28.99,28.5,1754,5053000.0,1.71,1.01,0.29,3.05
1993-07-05,600662,28.5,27.9,28.69,27.8,2509,7046000.0,3.08,-3.43,-0.99,4.36
1993-07-06,600662,27.3,26.0,27.47,25.88,3030,8001000.0,5.7,-6.81,-1.9,5.26
1993-07-07,600662,25.52,26.15,26.52,25.02,2243,5797000.0,5.77,0.58,0.15,3.89
1993-07-08,600662,26.1,25.92,26.5,25.81,960,2493000.0,2.64,-0.88,-0.23,1.67
1993-07-09,600662,25.57,25.25,26.0,24.83,1573,3971000.0,4.51,-2.58,-0.67,2.73
1993-07-12,600662,23.75,24.5,25.0,22.51,1793,4359000.0,9.86,-2.97,-0.75,3.11
1993-07-13,600662,24.7,25.1,26.0,24.7,1449,3638000.0,5.31,2.45,0.6,2.52
1993-07-14,600662,25.3,24.0,25.3,23.8,849,2071000.0,5.98,-4.38,-1.1,1.47
1993-07-15,600662,23.92,24.38,24.5,23.92,606,1469000.0,2.42,1.58,0.38,1.05
1993-07-16,600662,24.5,24.5,24.58,24.16,809,1977000.0,1.72,0.49,0.12,1.4
1993-07-19,600662,24.3,23.99,24.5,23.9,514,1242000.0,2.45,-2.08,-0.51,0.89
1993-07-20,600662,23.99,22.9,23.99,22.48,1443,3315000.0,6.29,-4.54,-1.09,2.51
1993-07-21,600662,23.0,22.98,23.19,22.6,559,1284000.0,2.58,0.35,0.08,0.97
1993-07-22,600662,22.99,23.0,23.15,22.5,487,1110000.0,2.83,0.09,0.02,0.85
1993-07-23,600662,23.5,23.07,23.5,22.82,515,1187000.0,2.96,0.3,0.07,0.89
1993-07-26,600662,22.52,22.12,22.61,22.06,746,1667000.0,2.38,-4.12,-0.95,1.3
1993-07-27,600662,22.0,22.5,22.78,21.93,625,1400000.0,3.84,1.72,0.38,1.09
1993-07-28,600662,22.8,22.68,23.4,22.12,1257,2866000.0,5.69,0.8,0.18,2.18
1993-07-29,600662,22.7,22.98,23.0,22.7,487,1110000.0,1.32,1.32,0.3,0.85
1993-07-30,600662,23.1,25.0,25.8,23.1,4588,11083000.0,11.75,8.79,2.02,7.97
1993-08-02,600662,26.0,23.6,26.38,22.5,4125,10274000.0,15.52,-5.6,-1.4,7.16
1993-08-03,600662,23.61,23.0,24.0,23.0,1110,2596000.0,4.24,-2.54,-0.6,1.93
1993-08-04,600662,23.28,23.79,23.99,22.8,955,2216000.0,5.17,3.43,0.79,1.66
1993-08-05,600662,23.7,23.7,24.3,23.7,2217,5316000.0,2.52,-0.38,-0.09,3.85
1993-08-06,600662,23.8,24.54,24.7,23.8,1930,4699000.0,3.8,3.54,0.84,3.35
1993-08-09,600662,24.0,24.67,24.9,23.51,4020,9743000.0,5.66,0.53,0.13,6.98
1993-08-10,600662,24.98,23.95,24.98,23.61,2714,6662000.0,5.55,-2.92,-0.72,4.71
