序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息
4529,688270,臻镭科技,39.45,-0.33,-0.13,46221.0,180319828.0,4.67,40.05,38.2,40.01,39.58,0.99,3.2,437.9,3.97,8444335620.0,5689940407.0,-0.05,-0.45,92.44,-19.03,半导体
4530,301550,斯菱股份,78.8,-0.33,-0.26,50261.0,399791661.19,8.32,82.86,76.28,80.0,79.06,0.98,9.15,47.51,5.1,8668000000.0,4328617960.0,0.0,0.0,114.66,71.75,汽车零部件
4531,603815,交建股份,6.05,-0.33,-0.02,55862.0,34009192.0,2.47,6.17,6.02,6.11,6.07,0.82,0.9,27.95,1.61,3744491622.0,3744491622.0,0.0,0.0,8.62,-26.93,工程建设
4532,301201,诚达药业,21.03,-0.33,-0.07,15577.0,32598881.8,3.41,21.35,20.63,21.19,21.1,0.81,1.79,60.41,1.46,3253631719.0,1833686119.0,0.0,0.19,20.86,-16.65,医疗服务
4533,603520,司太立,9.01,-0.33,-0.03,79101.0,71085294.0,2.65,9.11,8.87,9.11,9.04,0.72,1.8,330.06,1.48,3950073028.0,3950073028.0,0.11,0.22,15.96,-35.78,化学制药
4534,000727,冠捷科技,2.99,-0.33,-0.01,1593772.0,472611312.32,4.0,3.03,2.91,2.99,3.0,0.81,3.52,127.01,4.74,13543405270.0,13543405270.0,0.0,0.0,50.25,11.57,光学光电子
4535,301125,腾亚精工,11.94,-0.33,-0.04,66540.0,79490342.92,5.43,12.29,11.64,12.01,11.98,0.63,11.28,226.8,2.81,1692589565.0,704130695.0,-0.17,0.08,40.97,-11.49,通用设备
4536,000062,深圳华强,23.59,-0.34,-0.08,171681.0,402101588.09,2.58,23.76,23.15,23.66,23.67,1.07,1.64,69.5,3.56,24673000906.0,24637876434.0,-0.04,0.04,-16.85,118.02,电子元件
4537,300829,金丹科技,17.64,-0.34,-0.06,37173.0,65316780.07,3.73,17.94,17.28,17.85,17.7,0.44,2.82,25.04,1.86,3391206139.0,2328073751.0,-0.06,0.11,34.04,-15.11,食品饮料
4538,300075,数字政通,17.57,-0.34,-0.06,144917.0,254512723.8,3.29,17.88,17.3,17.75,17.63,0.79,2.82,399.19,2.75,10913256876.0,9037845056.0,-0.06,-0.06,43.08,0.11,软件开发
4539,300878,维康药业,17.47,-0.34,-0.06,18672.0,32648720.4,4.05,17.91,17.2,17.91,17.53,0.69,1.3,43.02,1.88,2529486925.0,2517845564.0,-0.06,0.0,23.73,-30.45,中药
4540,002383,合众思壮,8.72,-0.34,-0.03,306788.0,267252575.11,5.37,9.0,8.53,8.87,8.75,0.61,4.98,-75.98,3.53,6455941860.0,5374094885.0,0.11,0.35,40.65,16.42,计算机设备
4541,300884,狄耐克,11.62,-0.34,-0.04,85208.0,98522442.28,5.15,11.91,11.31,11.75,11.66,0.58,4.45,126.0,2.26,2949885968.0,2224182875.0,0.09,0.17,25.22,-8.36,计算机设备
4542,300606,金太阳,20.33,-0.34,-0.07,27928.0,56584638.72,3.28,20.67,20.0,20.4,20.4,0.9,2.34,104.74,4.07,2848578610.0,2425906424.0,0.0,0.15,11.09,-40.22,通用设备
4543,836675,秉扬科技,8.7,-0.34,-0.03,8728.0,7550835.93,5.15,8.96,8.51,8.74,8.73,0.63,1.11,22.38,2.5,1497913800.0,683427369.0,0.12,0.0,69.92,17.09,非金属材料
4544,600602,云赛智联,14.32,-0.35,-0.05,239890.0,342314039.0,2.99,14.54,14.11,14.45,14.37,0.62,2.23,93.01,4.16,19585083876.0,15384018817.0,0.0,0.0,32.84,24.2,软件开发
4545,833781,瑞奇智造,8.57,-0.35,-0.03,38857.0,33064475.95,7.44,8.85,8.21,8.72,8.6,0.43,4.19,58.37,3.0,1204217869.0,795313371.0,-0.23,0.82,111.6,25.84,专用设备
4546,002778,中晟高科,17.11,-0.35,-0.06,24477.0,41571722.4,3.73,17.3,16.66,17.1,17.17,0.51,1.98,-44.89,5.51,2134528963.0,2111909372.0,0.06,-0.23,73.18,13.91,石油行业
4547,688466,金科环境,14.22,-0.35,-0.05,5843.0,8287432.0,3.29,14.48,14.01,14.48,14.27,0.82,0.47,29.01,1.54,1750752536.0,1750752536.0,0.35,0.07,30.46,-17.99,环保行业
4548,301163,宏德股份,22.71,-0.35,-0.08,46891.0,107334586.0,10.49,24.5,22.11,24.26,22.79,2.2,14.02,72.62,1.67,1853136000.0,759590931.0,0.0,0.04,27.94,-15.42,风电设备
4549,301161,唯万密封,19.87,-0.35,-0.07,43538.0,86344616.0,4.06,20.31,19.5,19.88,19.94,0.79,8.16,35.5,2.44,2384400000.0,1059627360.0,-0.05,0.2,34.26,-1.44,塑料制品
4550,300209,*ST有树,5.65,-0.35,-0.02,199003.0,113620036.87,7.41,5.95,5.53,5.53,5.67,0.83,4.06,-128.74,18.74,5246794112.0,2768604751.0,-0.35,-0.53,84.64,165.26,互联网服务
4551,300678,中科信息,39.49,-0.35,-0.14,118811.0,466261077.52,3.76,40.05,38.56,39.9,39.63,0.56,4.16,1418.42,13.68,11704294711.0,11276327325.0,-0.05,0.23,75.82,31.94,互联网服务
4552,300229,拓尔思,19.71,-0.35,-0.07,357669.0,699378165.11,4.6,20.14,19.23,19.92,19.78,0.68,4.5,290.63,4.04,17219068570.0,15663561677.0,0.0,0.05,60.37,17.11,软件开发
4553,601010,文峰股份,2.79,-0.36,-0.01,903329.0,250246999.0,4.29,2.83,2.71,2.78,2.8,0.5,4.89,55.74,1.19,5155920000.0,5155920000.0,0.0,0.0,58.52,18.72,商业百货
4554,836957,汉维科技,11.15,-0.36,-0.04,7302.0,8103606.74,5.27,11.45,10.86,11.21,11.19,0.68,1.71,52.52,3.02,1196409874.0,476157784.0,-0.27,0.27,78.97,25.0,化学原料
4555,300169,天晟新材,8.36,-0.36,-0.03,140476.0,117031430.72,3.46,8.5,8.21,8.45,8.39,0.87,4.66,320.92,30.84,2725229082.0,2522511138.0,0.24,0.24,36.38,16.43,化学制品
4556,836263,中航泰达,8.3,-0.36,-0.03,10403.0,8596422.62,8.64,8.72,8.0,8.3,8.33,0.61,1.02,19.91,2.05,1161668000.0,848866008.0,1.34,0.0,112.82,6.55,环保行业
4557,603929,亚翔集成,27.65,-0.36,-0.1,43021.0,117916884.0,2.02,27.67,27.11,27.51,27.75,1.17,2.02,10.08,3.54,5899404000.0,5899404000.0,0.04,-0.04,29.75,20.64,装修装饰
4558,603583,捷昌驱动,24.88,-0.36,-0.09,158896.0,395993293.0,3.96,25.44,24.45,24.97,24.97,1.15,4.16,24.4,2.19,9540399088.0,9510304240.0,-0.04,0.28,56.68,25.28,专用设备
4559,002155,湖南黄金,16.58,-0.36,-0.06,345670.0,569309367.61,2.22,16.68,16.31,16.5,16.64,0.87,2.88,22.42,2.96,19929814479.0,19927797406.0,0.06,0.24,3.95,50.59,贵金属
4560,603360,百傲化学,21.85,-0.36,-0.08,79317.0,172148195.0,4.83,22.36,21.3,22.04,21.93,0.64,1.57,32.52,6.51,11022133454.0,11022133454.0,0.0,-0.27,67.56,206.88,农药兽药
4561,000737,北方铜业,8.13,-0.37,-0.03,217346.0,175669873.56,2.21,8.17,7.99,8.11,8.16,1.1,1.23,19.77,2.75,14410068638.0,14408548531.0,0.12,0.12,-7.4,42.63,有色金属
4562,600775,南京熊猫,10.83,-0.37,-0.04,383445.0,415986217.0,5.34,11.16,10.58,10.86,10.87,0.54,5.71,-75.03,3.09,9896871269.0,7276011269.0,0.0,-0.09,37.79,-18.26,通信设备
4563,688350,富淼科技,13.53,-0.37,-0.05,6752.0,9124500.0,3.61,13.81,13.32,13.57,13.58,0.61,0.55,53.04,1.21,1652690839.0,1652690839.0,0.0,-0.15,36.12,-16.89,化学制品
4564,600981,汇鸿集团,2.69,-0.37,-0.01,244081.0,65204923.0,3.7,2.73,2.63,2.7,2.7,0.8,1.09,-54.11,1.28,6032145286.0,6032145286.0,0.0,0.0,37.24,-11.8,贸易行业
4565,300181,佐力药业,16.14,-0.37,-0.06,90634.0,146234041.19,2.47,16.34,15.94,16.15,16.2,0.93,1.51,20.14,4.35,11320391587.0,9701470921.0,0.0,0.12,32.3,58.08,中药
4566,872895,花溪科技,13.43,-0.37,-0.05,11782.0,15786114.78,6.16,13.87,13.04,13.51,13.48,0.39,4.1,139.49,3.78,759117320.0,385936567.0,-0.07,0.07,94.08,-5.09,专用设备
4567,301103,何氏眼科,21.39,-0.37,-0.08,9212.0,19719359.7,2.28,21.69,21.2,21.65,21.47,0.74,1.11,154.81,1.75,3380186215.0,1777297902.0,-0.33,-0.05,18.83,-27.17,医疗服务
4568,000526,学大教育,42.74,-0.37,-0.16,26931.0,114453078.0,3.15,43.34,41.99,42.5,42.9,0.6,2.26,22.48,6.53,5266624063.0,5086851075.0,0.0,0.07,-16.25,-14.5,教育
4569,002655,共达电声,13.35,-0.37,-0.05,158479.0,212293090.0,6.49,13.76,12.89,13.41,13.4,1.04,4.4,61.72,7.23,4806000000.0,4804542514.0,-0.37,-0.3,37.91,-1.11,消费电子
4570,000886,海南高速,7.99,-0.37,-0.03,717968.0,576917015.22,7.36,8.41,7.82,7.85,8.02,1.23,7.34,148.19,2.61,7900738117.0,7812916815.0,0.38,0.0,81.59,98.26,房地产开发
4571,688548,广钢气体,10.58,-0.38,-0.04,178406.0,186606114.0,4.71,10.71,10.21,10.6,10.62,0.81,3.13,57.75,2.42,13959236352.0,6033737933.0,-0.19,0.0,45.33,-18.24,电子化学品
4572,688515,裕太微-U,99.92,-0.38,-0.38,24780.0,244585192.0,6.41,102.2,95.77,101.77,100.3,0.86,5.04,-42.84,4.81,7993600000.0,4912789322.0,-0.05,-0.05,73.11,1.12,半导体
4573,001323,慕思股份,36.62,-0.38,-0.14,11473.0,42216258.0,2.58,37.45,36.5,36.65,36.76,0.92,1.47,21.03,3.37,14648366200.0,2853979700.0,0.0,0.05,29.63,27.37,家用轻工
4574,001268,联合精密,17.93,-0.39,-0.07,13084.0,23512505.0,4.44,18.41,17.61,18.09,18.0,0.64,3.26,28.9,1.95,1935244679.0,718975680.0,0.0,-0.17,12.98,-27.56,通用设备
4575,688373,盟科药业-U,5.11,-0.39,-0.02,58337.0,29803478.0,3.12,5.2,5.04,5.15,5.13,0.64,1.6,-8.62,5.9,3348123529.0,1868480356.0,0.0,0.0,32.38,-21.75,生物制品
4576,301210,金杨股份,33.15,-0.39,-0.13,5624.0,18630080.65,3.03,33.73,32.72,33.3,33.28,0.7,1.82,56.01,1.5,2733428201.0,1021650049.0,0.0,0.09,30.61,-26.38,电池
4577,603177,德创环保,7.63,-0.39,-0.03,38698.0,29529936.0,4.7,7.81,7.45,7.68,7.66,0.85,1.9,48.7,4.17,1572955020.0,1557984960.0,0.0,-0.13,8.53,-35.45,环保行业
4578,688448,磁谷科技,30.5,-0.39,-0.12,14030.0,42396251.0,4.6,30.91,29.5,30.69,30.62,0.93,2.92,80.43,2.18,2185395150.0,1463155150.0,0.0,-0.07,89.32,-21.45,通用设备
4579,300531,优博讯,15.04,-0.4,-0.06,97682.0,146053828.5,4.5,15.33,14.65,15.13,15.1,0.91,3.1,211.82,3.28,4931554712.0,4739345212.0,-0.13,-0.2,32.63,-1.57,计算机设备
4580,601969,海南矿业,7.48,-0.4,-0.03,154930.0,116177331.0,2.0,7.58,7.43,7.44,7.51,0.34,0.76,20.9,2.25,15229859244.0,15193923828.0,-0.13,0.13,26.99,15.25,钢铁行业
4581,000722,湖南发展,9.94,-0.4,-0.04,83505.0,82808390.12,3.61,10.11,9.75,10.1,9.98,0.63,1.8,56.34,1.49,4613733323.0,4613733323.0,0.0,-0.1,14.65,3.97,电力行业
4582,002140,东华科技,9.93,-0.4,-0.04,38084.0,37744083.8,3.21,10.09,9.77,9.92,9.97,0.49,0.7,16.61,1.65,7030838411.0,5377199315.0,0.0,0.1,46.68,18.36,工程建设
4583,603585,苏利股份,12.34,-0.4,-0.05,21253.0,26260488.0,3.95,12.69,12.2,12.49,12.39,0.65,1.18,198.3,0.96,2268737259.0,2221228259.0,-0.08,0.0,15.76,-13.46,农药兽药
4584,688136,科兴制药,19.72,-0.4,-0.08,25220.0,49718980.0,6.06,20.5,19.3,19.61,19.8,0.4,1.26,171.89,2.43,3936945170.0,3936945170.0,0.0,0.2,36.19,-2.62,生物制品
4585,300385,雪浪环境,4.91,-0.41,-0.02,72833.0,35535672.08,7.51,5.13,4.76,4.94,4.93,0.75,2.52,-8.11,2.96,1635746526.0,1421416193.0,-0.2,-0.2,34.89,-26.93,环保行业
4586,300032,金龙机电,4.91,-0.41,-0.02,304710.0,148149147.01,6.9,5.05,4.71,4.95,4.93,1.03,3.79,-49.13,5.47,3943562775.0,3943555410.0,0.0,0.0,42.73,-22.19,消费电子
4587,300970,华绿生物,12.26,-0.41,-0.05,33629.0,41056592.0,3.9,12.46,11.98,12.39,12.31,1.03,3.61,-31.5,0.98,1473681424.0,1140926990.0,0.0,-0.16,10.25,-28.14,农牧饲渔
4588,000657,中钨高新,9.75,-0.41,-0.04,136784.0,132826222.12,1.94,9.82,9.63,9.75,9.79,0.9,1.1,49.54,2.33,13617146342.0,12161264086.0,-0.1,0.0,20.37,16.77,小金属
4589,688538,和辉光电-U,2.43,-0.41,-0.01,620439.0,151110557.0,2.05,2.46,2.41,2.44,2.44,0.85,1.08,-14.3,3.11,33611769436.0,13977932812.0,-0.41,0.0,15.17,0.0,光学光电子
4590,301060,兰卫医学,9.7,-0.41,-0.04,43309.0,41926332.04,2.87,9.84,9.56,9.74,9.74,0.6,1.21,-71.8,2.24,3885014900.0,3458828881.0,-0.21,0.0,13.85,-27.01,医疗器械
4591,300435,中泰股份,12.07,-0.41,-0.05,40442.0,48844070.15,2.89,12.3,11.95,12.1,12.12,0.98,1.1,18.43,1.42,4655555910.0,4452152029.0,-0.08,0.08,21.67,-15.18,燃气
4592,001287,中电港,21.72,-0.41,-0.09,139071.0,301418584.52,3.58,22.14,21.36,22.0,21.81,0.68,3.18,83.17,3.23,16505030107.0,9500208497.0,-0.09,0.0,34.16,4.67,贸易行业
4593,301227,森鹰窗业,16.81,-0.41,-0.07,16839.0,28310843.17,5.21,17.28,16.4,17.04,16.88,0.88,4.96,-37.01,0.94,1600824705.0,570446089.0,0.12,0.24,11.03,-36.73,装修建材
4594,002574,明牌珠宝,4.8,-0.41,-0.02,76104.0,36410487.44,4.15,4.9,4.7,4.82,4.82,0.94,1.44,248.38,0.83,2534400000.0,2534400000.0,0.0,0.0,16.79,-18.64,珠宝首饰
4595,002205,国统股份,9.59,-0.42,-0.04,302870.0,288404413.66,8.72,9.93,9.09,9.66,9.63,0.85,16.3,-43.43,2.97,1782236557.0,1782236557.0,-0.31,-0.31,38.99,-11.45,水泥建材
4596,688296,和达科技,11.91,-0.42,-0.05,21234.0,25498022.0,5.27,12.3,11.67,11.96,11.96,1.13,1.98,373.85,1.84,1289146261.0,1279052536.0,-0.67,-0.33,41.62,-33.72,软件开发
4597,600661,昂立教育,11.88,-0.42,-0.05,55367.0,65575819.0,3.1,12.07,11.7,12.01,11.93,0.63,1.93,134.03,37.14,3404200100.0,3404200100.0,0.0,-0.08,7.71,11.03,教育
4598,603168,莎普爱思,7.07,-0.42,-0.03,83420.0,58785423.0,4.23,7.23,6.93,7.17,7.1,0.86,2.59,-64.81,1.58,2657789785.0,2280728968.0,0.0,0.14,9.44,-47.2,化学制药
4599,688047,龙芯中科,143.29,-0.42,-0.61,46633.0,662065955.0,3.88,145.0,139.41,143.92,143.9,1.0,1.67,-125.73,17.89,57459290000.0,40070293218.0,0.05,-0.08,56.04,29.55,半导体
4600,832876,慧为智能,18.78,-0.42,-0.08,13273.0,24912046.47,6.15,19.5,18.34,19.0,18.86,0.77,3.47,176.21,4.7,1205312776.0,717822193.0,0.54,0.32,89.7,15.0,消费电子
4601,000782,恒申新材,4.67,-0.43,-0.02,113069.0,52613203.64,4.05,4.77,4.58,4.75,4.69,0.79,2.14,-179.36,1.75,3206335647.0,2466412039.0,0.0,0.0,13.63,-14.94,化纤行业
4602,603229,奥翔药业,9.33,-0.43,-0.04,151150.0,140600053.0,2.88,9.47,9.2,9.35,9.37,0.76,1.82,25.37,3.38,7746672363.0,7746672363.0,0.11,0.43,36.8,-0.11,化学制药
4603,002843,泰嘉股份,20.98,-0.43,-0.09,135438.0,283460147.08,4.75,21.45,20.45,21.0,21.07,0.94,5.4,60.56,3.78,5331260571.0,5261627951.0,0.14,0.19,69.74,-20.23,消费电子
4604,600855,航天长峰,11.61,-0.43,-0.05,83531.0,97174460.0,4.72,12.0,11.45,11.75,11.66,0.54,1.79,-41.03,3.1,5439781072.0,5429297242.0,-0.09,0.09,23.51,8.3,计算机设备
4605,300422,博世科,4.63,-0.43,-0.02,71871.0,33154639.36,4.3,4.72,4.52,4.67,4.65,0.79,1.39,-32.39,1.16,2471866201.0,2392265597.0,0.0,0.22,19.64,-22.7,环保行业
4606,000620,新华联,2.31,-0.43,-0.01,481236.0,110659531.1,3.45,2.34,2.26,2.32,2.32,0.54,1.16,121.83,2.47,13563892742.0,9575062763.0,-0.43,-0.43,59.31,22.22,房地产开发
4607,871981,晶赛科技,32.31,-0.43,-0.14,13492.0,44100282.52,5.82,33.73,31.84,32.93,32.45,0.63,3.64,217.93,4.82,2470681080.0,1196513322.0,0.03,0.03,133.79,80.2,电子元件
4608,002702,海欣食品,4.56,-0.44,-0.02,508034.0,230113496.57,5.24,4.66,4.42,4.65,4.58,0.77,11.0,-79.53,2.33,2534265600.0,2106263886.0,-0.22,-0.22,40.31,-26.81,食品饮料
4609,300845,捷安高科,13.64,-0.44,-0.06,45074.0,61427256.28,5.04,14.0,13.31,13.72,13.7,0.92,4.4,167.89,2.52,1989978720.0,1395823102.0,-0.07,0.22,25.37,-0.51,软件开发
4610,688143,长盈通,22.6,-0.44,-0.1,27828.0,62286537.0,4.1,22.99,22.06,22.71,22.7,1.13,2.94,-561.4,2.41,2765662028.0,2136210218.0,-0.04,-0.22,22.16,-36.07,电子元件
4611,600883,博闻科技,6.74,-0.44,-0.03,46042.0,30971768.0,4.43,6.9,6.6,6.8,6.77,0.9,1.95,20.43,1.66,1591233120.0,1591233120.0,0.15,0.15,19.5,-20.24,农牧饲渔
4612,600714,金瑞矿业,8.98,-0.44,-0.04,38651.0,34524445.0,4.99,9.21,8.76,9.09,9.02,0.54,1.34,80.75,3.4,2587822932.0,2587822932.0,0.22,0.22,25.77,-5.47,化学原料
4613,600202,哈空调,4.48,-0.44,-0.02,77756.0,34763944.0,4.22,4.58,4.39,4.5,4.5,0.81,2.03,900.26,2.07,1717366211.0,1717366211.0,0.0,0.45,17.89,-28.09,电源设备
4614,839493,并行科技,69.24,-0.45,-0.31,20905.0,144991111.08,5.38,71.74,68.0,70.5,69.55,0.66,6.44,1002.67,11.63,4031845200.0,2245838728.0,0.01,0.09,110.2,22.94,软件开发
4615,002127,南极电商,4.46,-0.45,-0.02,1012079.0,450061742.51,4.69,4.56,4.35,4.49,4.48,0.53,5.07,151.43,2.45,10948721997.0,8896380719.0,-0.22,-0.22,62.77,17.06,贸易行业
4616,688619,罗普特,8.91,-0.45,-0.04,25755.0,22909358.0,4.92,9.15,8.71,9.0,8.95,0.8,1.39,-12.89,1.67,1652252954.0,1652252954.0,-0.11,0.0,45.11,-36.63,互联网服务
4617,603206,嘉环科技,17.8,-0.45,-0.08,127417.0,227191300.0,5.48,18.2,17.22,17.78,17.88,1.7,14.61,54.09,2.45,5432559786.0,1552159786.0,0.0,0.28,34.85,1.02,通信服务
4618,301100,风光股份,17.8,-0.45,-0.08,15810.0,28297953.96,4.59,18.37,17.55,18.25,17.88,0.77,3.16,-64.38,1.72,3560000000.0,890000000.0,-0.06,0.0,43.2,-11.92,化学制品
4619,600742,一汽富维,8.88,-0.45,-0.04,121100.0,107930339.0,2.02,9.04,8.86,8.95,8.92,1.34,1.63,12.34,0.78,6598353974.0,6598353974.0,0.0,0.11,14.29,-4.52,汽车零部件
4620,600338,西藏珠峰,11.1,-0.45,-0.05,174621.0,193815418.0,2.51,11.26,10.98,11.11,11.15,0.89,1.91,34.72,2.75,10147732865.0,10147732865.0,0.0,0.18,19.48,-8.72,有色金属
4621,603118,共进股份,8.87,-0.45,-0.04,351780.0,311236379.0,4.26,9.08,8.7,8.87,8.91,0.85,4.47,382.35,1.38,6983141721.0,6983141721.0,0.0,0.0,28.36,0.45,通信设备
4622,603038,华立股份,17.73,-0.45,-0.08,82746.0,146050170.0,3.43,17.96,17.35,17.86,17.81,0.77,3.08,102.38,3.48,4763645089.0,4763645089.0,0.17,0.11,127.89,100.34,装修装饰
4623,603358,华达科技,32.5,-0.46,-0.15,43573.0,140227135.0,2.94,32.82,31.86,32.65,32.65,1.16,0.99,53.46,4.28,14268800000.0,14268800000.0,0.34,0.22,10.66,41.12,汽车零部件
4624,688166,博瑞医药,30.14,-0.46,-0.14,55646.0,168045888.0,1.82,30.5,29.95,30.32,30.28,0.7,1.32,53.83,5.59,12733142149.0,12733142149.0,-0.1,-0.17,15.92,-13.64,化学制药
4625,000538,云南白药,60.25,-0.46,-0.28,117796.0,708612703.91,1.49,60.78,59.88,60.54,60.53,0.99,0.67,18.63,2.8,107501821831.0,106606352109.0,0.02,0.1,19.43,31.38,中药
4626,301081,严牌股份,8.59,-0.46,-0.04,22618.0,19505419.0,4.06,8.81,8.46,8.72,8.63,0.81,1.15,31.55,1.83,1767576051.0,1688394531.0,0.35,-0.12,24.13,-20.46,环保行业
4627,002973,侨银股份,10.73,-0.46,-0.05,23078.0,24863245.0,3.06,10.98,10.65,10.78,10.78,0.41,1.34,13.56,1.85,4384974946.0,1852064268.0,0.28,0.28,33.96,-1.29,环保行业
4628,002542,中化岩土,4.28,-0.47,-0.02,636550.0,273696767.16,3.26,4.38,4.24,4.29,4.3,0.75,3.98,-30.08,3.84,7730179639.0,6853348498.0,0.0,0.0,170.89,58.52,工程建设
4629,688268,华特气体,48.95,-0.47,-0.23,18637.0,90523577.0,3.17,49.47,47.91,49.17,49.18,1.44,1.55,33.31,3.39,5892848540.0,5884918640.0,0.0,0.04,18.24,-26.81,电子化学品
4630,870726,鸿智科技,23.39,-0.47,-0.11,18386.0,43225698.31,7.06,24.27,22.61,23.0,23.5,0.43,11.39,48.66,5.43,1415603452.0,377710328.0,-1.22,-1.6,125.77,70.48,家电行业
4631,600408,安泰集团,2.12,-0.47,-0.01,320742.0,67560589.0,4.69,2.15,2.05,2.13,2.13,0.68,3.19,-5.32,1.38,2134416000.0,2134416000.0,0.0,0.0,30.86,-12.76,煤炭行业
4632,688498,源杰科技,131.2,-0.47,-0.62,24056.0,312075460.0,3.76,132.54,127.58,132.54,131.82,0.93,4.0,-15286.22,5.4,11212571104.0,7891584355.0,0.0,0.15,41.11,-11.88,半导体
4633,603123,翠微股份,8.44,-0.47,-0.04,187156.0,157038527.0,3.3,8.57,8.29,8.51,8.48,0.58,2.87,-13.33,2.75,6741337453.0,5505209010.0,0.0,0.0,17.39,-20.75,多元金融
4634,002663,普邦股份,2.11,-0.47,-0.01,505298.0,105716727.42,4.25,2.14,2.05,2.12,2.12,0.5,3.62,-121.81,1.26,3636266183.0,2946505565.0,0.0,0.0,48.59,16.57,工程建设
4635,002893,京能热力,10.52,-0.47,-0.05,46899.0,49047044.0,3.69,10.68,10.29,10.65,10.57,0.72,2.31,48.76,2.39,2773492800.0,2133231061.0,0.19,0.1,19.95,-2.5,公用事业
4636,600110,诺德股份,4.19,-0.48,-0.02,200222.0,84693356.0,2.61,4.29,4.18,4.21,4.21,0.85,1.15,-25.07,1.25,7270408105.0,7270408105.0,-0.24,-0.24,42.52,-25.71,电池
4637,688387,信科移动-U,6.24,-0.48,-0.03,183455.0,114498819.0,2.87,6.35,6.17,6.31,6.27,0.71,1.33,-94.21,3.35,21333000000.0,8603400000.0,-0.16,-0.16,13.04,-13.45,通信设备
4638,603920,世运电路,29.12,-0.48,-0.14,244085.0,709475470.0,4.72,29.98,28.6,29.2,29.26,1.26,3.39,32.54,3.4,20949036530.0,20949036530.0,0.0,0.28,36.97,63.78,电子元件
4639,831445,龙竹科技,8.25,-0.48,-0.04,34562.0,28584754.61,4.22,8.45,8.1,8.36,8.29,0.51,3.28,50.74,3.6,1228276706.0,868418026.0,0.12,0.0,104.71,4.3,家用轻工
4640,688197,首药控股-U,30.65,-0.49,-0.15,6148.0,18705575.0,2.11,30.81,30.16,30.8,30.8,0.71,1.1,-21.37,5.29,4558247863.0,1709235317.0,0.0,0.29,0.46,-44.46,生物制品
4641,300790,宇瞳光学,20.3,-0.49,-0.1,248034.0,493347115.29,5.69,20.56,19.4,19.9,20.4,0.91,8.3,42.72,3.29,7592898056.0,6066267412.0,0.0,0.15,62.01,25.54,光学光电子
4642,688004,博汇科技,16.16,-0.49,-0.08,16790.0,27045901.0,5.17,16.57,15.73,16.25,16.24,1.02,2.1,-27.85,2.03,1294222080.0,1294222080.0,-0.25,0.5,50.19,-22.42,互联网服务
4643,000933,神火股份,16.14,-0.49,-0.08,330326.0,530663626.0,2.16,16.28,15.93,16.2,16.22,0.93,1.47,7.7,1.73,36304518184.0,36205070121.0,-0.06,-0.12,2.15,2.8,有色金属
4644,002470,金正大,2.01,-0.5,-0.01,947535.0,189453805.0,3.47,2.04,1.97,2.01,2.02,0.72,2.88,27.5,2.99,6604915761.0,6604356328.0,-0.5,-0.5,45.65,15.52,化肥行业
4645,000626,远大控股,6.02,-0.5,-0.03,73581.0,44268335.92,4.3,6.18,5.92,6.17,6.05,0.77,1.47,-30.21,1.2,3063821593.0,3022178671.0,0.0,0.17,36.51,-17.53,贸易行业
4646,601515,东峰集团,4.01,-0.5,-0.02,201417.0,81129819.0,2.98,4.1,3.98,4.05,4.03,0.52,1.09,-29.31,1.35,7438248235.0,7438248235.0,-0.25,-0.5,59.13,-0.25,包装材料
4647,000790,华神科技,4.01,-0.5,-0.02,149627.0,60011156.08,4.22,4.12,3.95,4.05,4.03,0.84,2.4,326.92,2.4,2501114650.0,2497274072.0,0.0,-0.25,14.57,-20.59,中药
4648,605299,舒华体育,7.98,-0.5,-0.04,41462.0,33208302.0,2.87,8.15,7.92,8.1,8.02,0.39,1.01,48.48,2.64,3285118620.0,3279217003.0,0.13,0.25,17.35,-16.88,家用轻工
4649,300958,建工修复,11.92,-0.5,-0.06,37628.0,44976462.0,3.51,12.18,11.76,12.01,11.98,0.83,4.13,164.37,1.36,1868300022.0,1085309170.0,0.08,-0.08,18.25,-30.98,环保行业
4650,300069,金利华电,13.88,-0.5,-0.07,31856.0,44630859.0,5.52,14.45,13.68,14.15,13.95,0.83,2.72,75.66,6.27,1623960000.0,1623960000.0,-0.07,-0.07,20.17,-13.79,电网设备
4651,688118,普元信息,21.78,-0.5,-0.11,20787.0,45090943.0,5.07,22.41,21.3,22.41,21.89,0.76,2.21,-22.35,2.6,2046667449.0,2046667449.0,0.18,0.41,72.58,-26.96,软件开发
4652,002030,达安基因,5.9,-0.51,-0.03,153715.0,90648370.71,2.36,5.98,5.84,5.95,5.93,0.82,1.1,-12.35,0.99,8280331589.0,8280331589.0,-0.17,0.0,12.6,-38.99,医疗器械
4653,600212,绿能慧充,7.8,-0.51,-0.04,164804.0,130304738.0,4.97,8.15,7.76,7.82,7.84,0.63,3.22,-1252.61,10.21,5433848261.0,3991238261.0,0.0,0.13,67.74,8.64,电力行业
4654,300535,达威股份,13.63,-0.51,-0.07,20654.0,28179903.0,3.87,13.91,13.38,13.78,13.7,0.78,2.7,35.5,1.49,1428443941.0,1041945977.0,0.0,-0.07,17.4,-21.85,化学制品
